variant,pair,mechanism,formation_min,hold_min,threshold_bp,cost_bp_side,trades,trades_per_session,gross_return,net_return,recent12_return,recent18_return,mean_trade_bp,green_all_days,green_active_days,positive_month_fraction,positive_week_fraction,max_drawdown,recovery_sessions,block_returns,worst_day
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t5,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,5,0,53776,31.392877991827202,7.695558733857393,7.695558733857393,0.575642053110248,0.7764066605225887,1.431039633639057,0.5709281961471103,0.5905797101449275,0.8554216867469879,0.7047353760445683,0.055039767104012025,2.0,"[3.415012881250075, 2.1417879433394735, 2.138757909267844]",-0.08243480895113686
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t5,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,5,1,53776,31.392877991827202,7.695558733857393,-3.0596412661426085,-0.625957946889752,-1.4191933394774114,-0.568960366360943,0.4098073555166375,0.42391304347826086,0.25301204819277107,0.34818941504178275,2.4692951532199348,,"[-0.2627871187499252, -1.289412056660527, -1.507442090732156]",-0.0988322776592794
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t5,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,5,2,53776,31.392877991827202,7.695558733857393,-13.814841266142611,-1.8275579468897525,-3.614793339477412,-2.568960366360944,0.2510215995329831,0.25966183574879226,0.012048192771084338,0.08913649025069638,13.997469508671074,,"[-3.9405871187499253, -4.720612056660528, -5.153642090732157]",-0.1192322776592794
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t5,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,5,5,53776,31.392877991827202,7.695558733857393,-46.080441266142614,-5.432357946889752,-10.201593339477412,-8.568960366360947,0.037361354349095155,0.03864734299516908,0.0,0.0,47.6966578431417,,"[-14.973987118749925, -15.014212056660526, -16.092242090732157]",-0.18043227765927944
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t5,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,5,10,53776,31.392877991827202,7.695558733857393,-99.85644126614261,-11.440357946889751,-21.179593339477414,-18.568960366360947,0.0005837711617046118,0.0006038647342995169,0.0,0.0,107.25280175526052,,"[-33.36298711874993, -32.17021205666053, -34.32324209073216]",-0.2824322776592794
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t10,SMH_SOXL_SOXS,impulse_continuation,1,1,10,0,61204,35.72913018096906,9.50437783974364,9.50437783974364,0.47993230164811984,0.5368208654702932,1.552901418166074,0.5545826036193812,0.5747126436781609,0.7590361445783133,0.6518105849582173,0.08827089684556734,,"[4.5456286779297645, 3.221448598776626, 1.7373005630372487]",-0.342192167660888
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t10,SMH_SOXL_SOXS,impulse_continuation,1,1,10,1,61204,35.72913018096906,9.50437783974364,-2.736422160256361,-1.0862676983518802,-2.1771791345297067,-0.44709858183392565,0.4314068884997081,0.4470659407138536,0.37349397590361444,0.40947075208913647,1.5796988496623552,,"[1.4774286779297645, -1.6233514012233745, -2.590499436962751]",-0.373192167660888
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t10,SMH_SOXL_SOXS,impulse_continuation,1,1,10,2,61204,35.72913018096906,9.50437783974364,-14.977222160256364,-2.652467698351881,-4.8911791345297075,-2.447098581833927,0.29889083479276124,0.30973986690865096,0.060240963855421686,0.18384401114206128,11.491263966683968,,"[-1.5907713220702362, -6.468151401223375, -6.918299436962753]",-0.404192167660888
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t10,SMH_SOXL_SOXS,impulse_continuation,1,1,10,5,61204,35.72913018096906,9.50437783974364,-51.69962216025637,-7.351067698351881,-13.033179134529707,-8.447098581833929,0.06888499708114419,0.07138535995160314,0.0,0.005571030640668524,52.74537126343415,,"[-10.795371322070238, -21.00255140122338, -19.901699436962755]",-0.4971921676608881
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t10,SMH_SOXL_SOXS,impulse_continuation,1,1,10,10,61204,35.72913018096906,9.50437783974364,-112.90362216025638,-15.182067698351883,-26.60317913452971,-18.44709858183393,0.004086398131932283,0.004234724742891712,0.0,0.0,116.86738992577742,,"[-26.136371322070236, -45.226551401223375, -41.540699436962754]",-0.6521921676608881
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t10,SMH_SOXL_SOXS,impulse_reversal,1,1,10,0,61204,35.72913018096906,-9.36644401199199,-9.36644401199199,-0.26912767170651153,-0.4656787947730284,-1.5303646840062723,0.4220665499124343,0.43738656987295826,0.27710843373493976,0.3816155988857939,9.393297168988273,,"[-5.0845121336779195, -2.83395847776581, -1.4479734005482598]",-0.34710402940382357
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t10,SMH_SOXL_SOXS,impulse_reversal,1,1,10,1,61204,35.72913018096906,-9.36644401199199,-21.607244011991988,-1.8353276717065117,-3.1796787947730287,-3.5303646840062717,0.28896672504378285,0.29945553539019965,0.04819277108433735,0.18384401114206128,21.385757303237163,,"[-8.15271213367792, -7.678758477765811, -5.7757734005482595]",-0.3771040294038236
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t10,SMH_SOXL_SOXS,impulse_reversal,1,1,10,2,61204,35.72913018096906,-9.36644401199199,-33.848044011991995,-3.401527671706512,-5.893678794773029,-5.5303646840062735,0.18563922942206654,0.19237749546279492,0.0,0.055710306406685235,33.5713980669113,,"[-11.22091213367792, -12.52355847776581, -10.10357340054826]",-0.40710402940382356
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t10,SMH_SOXL_SOXS,impulse_reversal,1,1,10,5,61204,35.72913018096906,-9.36644401199199,-70.57044401199201,-8.100127671706513,-14.03567879477303,-11.530364684006276,0.050204319906596614,0.05202661826981246,0.0,0.005571030640668524,70.56393812730087,,"[-20.42551213367792, -27.057958477765812, -23.08697340054826]",-0.4971040294038236
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t10,SMH_SOXL_SOXS,impulse_reversal,1,1,10,10,61204,35.72913018096906,-9.36644401199199,-131.774444011992,-15.931127671706513,-27.605678794773027,-21.53036468400628,0.004086398131932283,0.004234724742891712,0.0,0.002785515320334262,133.61870284515382,,"[-35.76651213367792, -51.281958477765805, -44.725973400548256]",-0.6471040294038236
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t10,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,10,0,13407,7.82661996497373,3.266126814475595,3.266126814475595,0.4667713138510411,0.6344101977493387,2.436135462426788,0.4886164623467601,0.5442132639791938,0.6626506024096386,0.6044568245125348,0.05025981576879935,159.0,"[1.9424523230681698, 0.2033201226804897, 1.120354368726935]",-0.07746907310639062
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t10,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,10,1,13407,7.82661996497373,3.266126814475595,0.5847268144755946,0.2101713138510411,0.07901019774933879,0.43613546242678847,0.4407472270869819,0.4883570504527814,0.46987951807228917,0.49303621169916434,0.3822717236846693,,"[0.95285232306817, -0.5570798773195103, 0.1889543687269351]",-0.09466907310639061
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t10,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,10,2,13407,7.82661996497373,3.266126814475595,-2.0966731855244065,-0.04642868614895896,-0.4763898022506614,-1.5638645375732125,0.37302977232924694,0.41332470892626133,0.27710843373493976,0.37047353760445684,1.9509921251775022,,"[-0.03674767693183026, -1.3174798773195107, -0.7424456312730654]",-0.11186907310639062
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t10,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,10,5,13407,7.82661996497373,3.266126814475595,-10.140873185524407,-0.816228686148959,-2.1425898022506615,-7.563864537573216,0.21015761821366025,0.23285899094437257,0.012048192771084338,0.09749303621169916,10.23246391029786,,"[-3.0055476769318306, -3.598679877319511, -3.536645631273066]",-0.16346907310639064
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t10,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,10,10,13407,7.82661996497373,3.266126814475595,-23.54787318552441,-2.099228686148959,-4.919589802250663,-17.563864537573213,0.07297139521307647,0.08085381630012936,0.0,0.005571030640668524,24.053747778204624,,"[-7.95354767693183, -7.400679877319511, -8.193645631273066]",-0.24946907310639063
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t20,SMH_SOXL_SOXS,impulse_continuation,1,1,20,0,13271,7.747227086981903,3.7198886597222387,3.7198886597222387,0.21851261123520493,0.33559109689631705,2.8030206161722844,0.43899591360186807,0.5344705046197583,0.6626506024096386,0.5877437325905293,0.07284706054800506,3.0,"[2.0001779425372628, 1.296240800471447, 0.42346991671352907]",-0.11328090661306811
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t20,SMH_SOXL_SOXS,impulse_continuation,1,1,20,1,13271,7.747227086981903,3.7198886597222387,1.0656886597222388,-0.0772873887647951,-0.2654089031036829,0.8030206161722855,0.39929947460595444,0.4840764331210191,0.4939759036144578,0.520891364902507,0.3748998577144206,,"[1.2831779425372627, 0.29364080047144725, -0.5111300832864708]",-0.1356809066130681
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t20,SMH_SOXL_SOXS,impulse_continuation,1,1,20,2,13271,7.747227086981903,3.7198886597222387,-1.5885113402777622,-0.3730873887647951,-0.8664089031036831,-1.1969793838277163,0.36485697606538237,0.44232130219391363,0.3132530120481928,0.4178272980501393,1.3077248988444443,,"[0.5661779425372624, -0.7089591995285534, -1.4457300832864712]",-0.15808090661306812
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t20,SMH_SOXL_SOXS,impulse_continuation,1,1,20,5,13271,7.747227086981903,3.7198886597222387,-9.551111340277764,-1.2604873887647954,-2.6694089031036836,-7.1969793838277205,0.2527729130180969,0.3064401981599434,0.0963855421686747,0.20055710306406685,9.400623034140443,,"[-1.584822057462738, -3.716759199528554, -4.249530083286472]",-0.22528090661306815
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t20,SMH_SOXL_SOXS,impulse_continuation,1,1,20,10,13271,7.747227086981903,3.7198886597222387,-22.822111340277765,-2.7394873887647955,-5.674408903103684,-17.196979383827717,0.11208406304728546,0.13588110403397027,0.0,0.0584958217270195,22.751133955790394,,"[-5.169822057462737, -8.729759199528555, -8.922530083286471]",-0.33728090661306814
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t20,SMH_SOXL_SOXS,impulse_reversal,1,1,20,0,13271,7.747227086981903,-3.6638710805365444,-3.6638710805365444,-0.11905740329083714,-0.29683754335709367,-2.760810097608729,0.38003502626970226,0.46301564722617355,0.3614457831325301,0.42618384401114207,3.7533854237239086,,"[-2.252030614092712, -1.0337448287192763, -0.37809563772455623]",-0.30068692084114024
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t20,SMH_SOXL_SOXS,impulse_reversal,1,1,20,1,13271,7.747227086981903,-3.6638710805365444,-6.318071080536545,-0.41485740329083715,-0.8978375433570938,-4.760810097608728,0.34384121424401637,0.4168435951875442,0.21686746987951808,0.35097493036211697,6.36559677198534,,"[-2.9690306140927127, -2.036344828719276, -1.312695637724556]",-0.3234869208411402
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t20,SMH_SOXL_SOXS,impulse_reversal,1,1,20,2,13271,7.747227086981903,-3.6638710805365444,-8.972271080536546,-0.7106574032908373,-1.4988375433570937,-6.760810097608731,0.31523642732049034,0.3821656050955414,0.12048192771084337,0.2785515320334262,9.004342678138187,,"[-3.6860306140927124, -3.038944828719276, -2.2472956377245565]",-0.3462869208411402
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t20,SMH_SOXL_SOXS,impulse_reversal,1,1,20,5,13271,7.747227086981903,-3.6638710805365444,-16.934871080536546,-1.5980574032908375,-3.3018375433570943,-12.760810097608736,0.2031523642732049,0.24628450106157113,0.012048192771084338,0.13370473537604458,16.956142678138107,,"[-5.837030614092713, -6.046744828719278, -5.051095637724558]",-0.4146869208411403
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t20,SMH_SOXL_SOXS,impulse_reversal,1,1,20,10,13271,7.747227086981903,-3.6638710805365444,-30.205871080536546,-3.0770574032908375,-6.306837543357094,-22.760810097608736,0.09748978400467016,0.11818825194621373,0.012048192771084338,0.025069637883008356,30.209142678138125,,"[-9.422030614092712, -11.059744828719277, -9.724095637724556]",-0.5286869208411402
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t20,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,20,0,1559,0.9100992410974897,0.6687414247914636,0.6687414247914636,0.12456213131147986,0.18842096590434576,4.289553718995918,0.13193228254524225,0.5078651685393258,0.5180722891566265,0.30362116991643456,0.12000551379528207,321.0,"[0.6031522342758949, -0.13068569687902498, 0.19627488739459364]",-0.03615466709351567
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t20,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,20,1,1559,0.9100992410974897,0.6687414247914636,0.35694142479146357,0.10276213131147986,0.12122096590434576,2.28955371899592,0.12492702860478692,0.4703296703296703,0.4457831325301205,0.2757660167130919,0.19527864400409806,,"[0.4477522342758949, -0.18168569687902497, 0.09087488739459368]",-0.043754667093515665
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t20,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,20,2,1559,0.9100992410974897,0.6687414247914636,0.045141424791463505,0.08096213131147986,0.05402096590434574,0.2895537189959174,0.11850554582603619,0.4461538461538462,0.37349397590361444,0.2562674094707521,0.28734972742210557,,"[0.2923522342758949, -0.23268569687902502, -0.014525112605406378]",-0.051354667093515674
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t20,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,20,5,1559,0.9100992410974897,0.6687414247914636,-0.8902585752085367,0.015562131311479838,-0.14757903409565432,-5.710446281004087,0.10332749562171628,0.389010989010989,0.1927710843373494,0.1894150417827298,0.9149478149680945,,"[-0.17384776572410524, -0.38568569687902504, -0.3307251126054065]",-0.07709162987822844
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t20,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,20,10,1559,0.9100992410974897,0.6687414247914636,-2.4492585752085367,-0.09343786868852015,-0.48357903409565434,-15.710446281004087,0.0694687682428488,0.26153846153846155,0.0963855421686747,0.11977715877437325,2.4492585752085207,,"[-0.9508477657241052, -0.640685696879025, -0.8577251126054065]",-0.13109162987822845
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t40,SMH_SOXL_SOXS,impulse_continuation,1,1,40,0,1254,0.7320490367775832,0.8770097367616482,0.8770097367616482,-0.09126131838563467,-0.1227683684490023,6.993698060300225,0.11850554582603619,0.553133514986376,0.4819277108433735,0.29526462395543174,0.10575854115810507,,"[0.7350644740923009, 0.19951384646892778, -0.05756858379958052]",-0.049783562418957206
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t40,SMH_SOXL_SOXS,impulse_continuation,1,1,40,1,1254,0.7320490367775832,0.8770097367616482,0.6262097367616483,-0.11046131838563467,-0.18776836844900224,4.9936980603002254,0.11325160537069469,0.522911051212938,0.4819277108433735,0.2785515320334262,0.1448461261479151,,"[0.6522644740923009, 0.12351384646892784, -0.14956858379958043]",-0.0553835624189572
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t40,SMH_SOXL_SOXS,impulse_continuation,1,1,40,2,1254,0.7320490367775832,0.8770097367616482,0.3754097367616481,-0.1296613183856347,-0.2527683684490023,2.9936980603002263,0.10799766491535318,0.49865229110512127,0.40963855421686746,0.2590529247910863,0.22645150556629795,,"[0.5694644740923008, 0.047513846468927735, -0.24156858379958046]",-0.0665981817338081
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t40,SMH_SOXL_SOXS,impulse_continuation,1,1,40,5,1254,0.7320490367775832,0.8770097367616482,-0.3769902632383523,-0.1872613183856347,-0.44776836844900236,-3.0063019396997817,0.09748978400467016,0.4501347708894879,0.3132530120481928,0.22841225626740946,0.5624722109726801,,"[0.3210644740923008, -0.18048615353107234, -0.5175685837995807]",-0.10379818173380814
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t40,SMH_SOXL_SOXS,impulse_continuation,1,1,40,10,1254,0.7320490367775832,0.8770097367616482,-1.6309902632383522,-0.2832613183856347,-0.7727683684490023,-13.00630193969978,0.07705779334500876,0.3557951482479784,0.2289156626506024,0.1671309192200557,1.5989567458973228,,"[-0.09293552590769916, -0.5604861535310722, -0.9775685837995807]",-0.16579818173380814
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t40,SMH_SOXL_SOXS,impulse_reversal,1,1,40,0,1254,0.7320490367775832,-0.7171014301833905,-0.7171014301833905,0.0855420763011866,0.17545524755791697,-5.718512202419381,0.09281961471103327,0.4332425068119891,0.3614457831325301,0.2116991643454039,0.9704544412188312,,"[-0.6504214901279515, -0.1911717249014362, 0.12449178484599721]",-0.19473775635295287
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t40,SMH_SOXL_SOXS,impulse_reversal,1,1,40,1,1254,0.7320490367775832,-0.7171014301833905,-0.9679014301833905,0.0663420763011866,0.11045524755791701,-7.718512202419381,0.08756567425569177,0.40431266846361186,0.3132530120481928,0.20612813370473537,1.1694544412188275,,"[-0.7332214901279515, -0.26717172490143615, 0.032491784845997254]",-0.20173775635295288
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t40,SMH_SOXL_SOXS,impulse_reversal,1,1,40,2,1254,0.7320490367775832,-0.7171014301833905,-1.2187014301833903,0.04714207630118659,0.04545524755791698,-9.71851220241938,0.08289550496205488,0.38274932614555257,0.26506024096385544,0.1977715877437326,1.3684544412188266,,"[-0.8160214901279514, -0.3431717249014362, -0.059508215154002786]",-0.20873775635295289
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t40,SMH_SOXL_SOXS,impulse_reversal,1,1,40,5,1254,0.7320490367775832,-0.7171014301833905,-1.971101430183391,-0.010457923698813435,-0.14954475244208315,-15.718512202419387,0.07238762405137186,0.33423180592991913,0.1686746987951807,0.1671309192200557,2.0017453754158474,,"[-1.0644214901279516, -0.5711717249014363, -0.335508215154003]",-0.2297377563529529
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t40,SMH_SOXL_SOXS,impulse_reversal,1,1,40,10,1254,0.7320490367775832,-0.7171014301833905,-3.2251014301833907,-0.10645792369881342,-0.4745447524420831,-25.718512202419387,0.05195563339171045,0.2398921832884097,0.07228915662650602,0.09749303621169916,3.2327392136842406,,"[-1.4784214901279515, -0.9511717249014363, -0.7955082151540029]",-0.2647377563529529
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t40,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,40,0,125,0.07297139521307647,0.15384456782627942,0.15384456782627942,0.009607942297495176,-0.010561885149521277,12.307565426102354,0.014594279042615295,0.625,0.13253012048192772,0.04735376044568245,0.04132468748606026,,"[0.14557532064370393, -0.0028884279197585183, 0.011157675102334008]",-0.04288544476768785
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t40,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,40,1,125,0.07297139521307647,0.15384456782627942,0.12884456782627943,0.008807942297495175,-0.014761885149521273,10.307565426102357,0.013426736719206071,0.575,0.13253012048192772,0.04735376044568245,0.04277936484845947,,"[0.12797532064370393, -0.004488427919758519, 0.005357675102334019]",-0.04348544476768785
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t40,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,40,2,125,0.07297139521307647,0.15384456782627942,0.10384456782627942,0.008007942297495177,-0.018961885149521285,8.307565426102355,0.013426736719206071,0.575,0.13253012048192772,0.04735376044568245,0.04428857639812289,,"[0.11037532064370394, -0.006088427919758518, -0.000442324897665998]",-0.04408544476768786
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t40,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,40,5,125,0.07297139521307647,0.15384456782627942,0.02884456782627938,0.005607942297495174,-0.03156188514952129,2.3075654261023475,0.012259194395796848,0.525,0.13253012048192772,0.04178272980501393,0.04917590975428686,,"[0.05757532064370391, -0.010888427919758522, -0.017842324897666007]",-0.045885444767687855
SMH_SOXL_SOXS_leveraged_lag_convergence_f1_h1_t40,SMH_SOXL_SOXS,leveraged_lag_convergence,1,1,40,10,125,0.07297139521307647,0.15384456782627942,-0.0961554321737206,0.0016079422974951754,-0.05256188514952128,-7.6924345738976525,0.011091652072387624,0.475,0.08433734939759036,0.03899721448467967,0.14190343824373322,,"[-0.030424679356296083, -0.01888842791975852, -0.046842324897666]",-0.04888544476768786
SMH_SOXL_SOXS_impulse_continuation_f1_h2_t5,SMH_SOXL_SOXS,impulse_continuation,1,2,5,0,112979,65.95388207822533,6.525711189414947,6.525711189414948,0.7074696170323006,1.5973030903520906,0.5776039077540912,0.521891418563923,0.5398550724637681,0.6867469879518072,0.6044568245125348,0.15026040093882265,41.0,"[3.670448680316059, 0.9820217204956512, 1.8732407886032378]",-0.19156242136180401
SMH_SOXL_SOXS_impulse_continuation_f1_h2_t5,SMH_SOXL_SOXS,impulse_continuation,1,2,5,1,112979,65.95388207822533,6.525711189414947,-16.07008881058505,-2.4877303829676993,-3.4572969096479094,-1.4223960922459085,0.3426736719206071,0.35446859903381644,0.14457831325301204,0.22562674094707522,16.09705638006331,,"[-2.2639513196839416, -7.647778279504348, -6.158359211396762]",-0.213762421361804
SMH_SOXL_SOXS_impulse_continuation_f1_h2_t5,SMH_SOXL_SOXS,impulse_continuation,1,2,5,2,112979,65.95388207822533,6.525711189414947,-38.66588881058506,-5.682930382967701,-8.511896909647911,-3.4223960922459096,0.19030939871570343,0.19685990338164253,0.0,0.06963788300835655,39.211188235428786,,"[-8.198351319683944, -16.27757827950435, -14.189959211396765]",-0.235962421361804
SMH_SOXL_SOXS_impulse_continuation_f1_h2_t5,SMH_SOXL_SOXS,impulse_continuation,1,2,5,5,112979,65.95388207822533,6.525711189414947,-106.45328881058506,-15.2685303829677,-23.67569690964791,-9.422396092245913,0.021599532983070636,0.022342995169082124,0.0,0.0,110.71810556520731,,"[-26.00155131968394, -42.16697827950435, -38.28475921139676]",-0.30256242136180406
SMH_SOXL_SOXS_impulse_continuation_f1_h2_t5,SMH_SOXL_SOXS,impulse_continuation,1,2,5,10,112979,65.95388207822533,6.525711189414947,-219.43228881058508,-31.2445303829677,-48.94869690964791,-19.42239609224592,0.0011675423234092236,0.0012077294685990338,0.0,0.0,238.3930302270828,,"[-55.673551319683945, -85.31597827950435, -78.44275921139676]",-0.41356242136180404
SMH_SOXL_SOXS_impulse_reversal_f1_h2_t5,SMH_SOXL_SOXS,impulse_reversal,1,2,5,0,112979,65.95388207822533,-7.663177890060371,-7.663177890060372,-0.7196655352203494,-1.786599257725269,-0.678283388068612,0.4401634559252773,0.4553140096618358,0.3132530120481928,0.37604456824512533,7.786874282345288,,"[-4.804631286521252, -0.9851152501175745, -1.873431353421545]",-0.2740246101622412
SMH_SOXL_SOXS_impulse_reversal_f1_h2_t5,SMH_SOXL_SOXS,impulse_reversal,1,2,5,1,112979,65.95388207822533,-7.663177890060371,-30.258977890060372,-3.9148655352203496,-6.841199257725268,-2.6782833880686114,0.2679509632224168,0.27717391304347827,0.012048192771084338,0.12534818941504178,30.21864914968273,,"[-10.73903128652125, -9.614915250117573, -9.905031353421544]",-0.2958246101622412
