cost_bp_side,trades,trades_per_session,gross_return,net_return,recent12_return,recent18_return,mean_trade_bp,green_all_days,green_active_days,positive_month_fraction,positive_week_fraction,max_drawdown,recovery_sessions,block_returns,worst_day
0,329,0.19206071220081727,0.8255070285478765,0.8255070285478765,-0.02557995135483615,0.20986827233874727,25.091399044008405,0.04319906596614127,0.5174825174825175,0.30120481927710846,0.12256267409470752,0.11936145251374031,4,"[0.22712260611568647, 0.3426089145251642, 0.25577550790702586]",-0.07150160810563788
1,329,0.19206071220081727,0.8255070285478765,0.7597070285478766,-0.02717995135483614,0.20006827233874727,23.0913990440084,0.04203152364273205,0.5034965034965035,0.27710843373493976,0.11977715877437325,0.1265614525137403,4,"[0.19332260611568655, 0.32180891452516414, 0.24457550790702587]",-0.07390160810563788
2,329,0.19206071220081727,0.8255070285478765,0.6939070285478766,-0.02877995135483616,0.1902682723387472,21.091399044008405,0.04203152364273205,0.5034965034965035,0.27710843373493976,0.11977715877437325,0.13376145251374028,4,"[0.15952260611568655, 0.3010089145251642, 0.23337550790702583]",-0.07630160810563787
5,329,0.19206071220081727,0.8255070285478765,0.4965070285478762,-0.03357995135483616,0.16086827233874723,15.091399044008394,0.03852889667250438,0.46153846153846156,0.24096385542168675,0.11142061281337047,0.15963718266714289,9,"[0.058122606115686315, 0.23860891452516408, 0.1997755079070258]",-0.08350160810563789
10,329,0.19206071220081727,0.8255070285478765,0.16750702854787597,-0.041579951354836164,0.11186827233874719,5.091399044008387,0.03619381202568593,0.43356643356643354,0.2289156626506024,0.10584958217270195,0.24200245128176157,465,"[-0.11087739388431378, 0.13460891452516405, 0.14377550790702576]",-0.0955016081056379
