rule,days,intercept_daily,intercept_annualized_additive,beta_SPY_multivariate,beta_QQQ_multivariate,beta_SMH_multivariate,beta_TLT_multivariate,r_squared,residual_net_simple_return,portfolio_return_SPY_up_days,portfolio_return_SPY_down_days,portfolio_return_SPY_bottom5pct_days,correlation_SPY,correlation_QQQ,correlation_SMH,correlation_TLT
equal,1252,0.0005252791387753028,0.13237034297137631,0.3077053039212697,-0.262439274663376,0.24301927672009405,0.024208007277361977,0.31313655154940223,-1.2082002065483266e-13,3.2774414015444764,-2.2243970325765288,-0.4208567954540666,0.491750536101081,0.4926753502896574,0.5477951160097582,0.03840835220812841
causal_inverse_vol,1252,0.0003550237998200964,0.08946599755466429,0.25136431096169354,-0.12562174334276693,0.17261058624480258,0.013843473417911015,0.3981756299565836,-1.1488032747308807e-13,2.9455579517816863,-2.1506397976513183,-0.5039066106671657,0.5829710904021472,0.5869140991460338,0.6177842780343109,0.040449817964851406
