family,rule,target,stop,hold,trades,net_return,mean_bp,target_rate,green_rate,top_abs_share,beta,cut
simple,rvol_ge_3,1,5,3,48,-0.0030274067794294757,-0.630709745714474,0.75,0.75,0.057990284111351174,,
simple,rvol_ge_4,1,5,3,30,-0.0006898739098809559,-0.22995796996031864,0.8,0.8,0.10481726664718115,,
simple,rvol_ge_5,1,5,3,14,-0.0010096047133135722,-0.7211462237954087,0.7142857142857143,0.7142857142857143,0.19581728575796675,,
simple,prior3_bp_ge_0,1,5,3,79,-0.004040884772711473,-0.5115044016090472,0.7721518987341772,0.7721518987341772,0.03828396929753298,,
simple,prior3_bp_ge_5,1,5,3,74,-0.0031592520604940555,-0.4269259541208183,0.7837837837837838,0.7837837837837838,0.04213489464264253,,
simple,prior3_bp_ge_10,1,5,3,48,-0.0006060311333743185,-0.12625648611964968,0.8333333333333334,0.8333333333333334,0.06837163178625723,,
simple,prior3_bp_le_0,1,5,3,12,-0.0001511837293569629,-0.1259864411308024,0.8333333333333334,0.8333333333333334,0.2669819808701609,,
simple,prior3_bp_le_-5,1,5,3,4,-0.00029663390272605117,-0.7415847568151279,0.75,0.75,0.6576317048460084,,
simple,prior5_bp_ge_0,1,5,3,75,-0.0030436030672437164,-0.4058137422991622,0.7866666666666666,0.7866666666666666,0.041756921825501433,,
simple,prior5_bp_ge_5,1,5,3,71,-0.0034929399246993453,-0.4919633696759641,0.7746478873239436,0.7746478873239436,0.04297550766847287,,
simple,prior5_bp_ge_10,1,5,3,55,-0.002775225221643862,-0.5045864039352477,0.7818181818181819,0.7818181818181819,0.05517646238952542,,
simple,prior5_bp_le_0,1,5,3,15,-0.0012502839128422094,-0.833522608561473,0.7333333333333333,0.7333333333333333,0.1693699898166257,,
simple,prior5_bp_le_-5,1,5,3,12,-0.0008695196501519176,-0.7245997084599314,0.75,0.75,0.22045496224651873,,
simple,range_ge_10,1,5,3,61,-0.003987407305463764,-0.6536733287645514,0.7540983606557377,0.7540983606557377,0.04809697719271941,,
simple,range_ge_15,1,5,3,26,-0.0009162619147323747,-0.35240842874322104,0.8076923076923077,0.8076923076923077,0.12463629392130451,,
simple,range_ge_20,1,5,3,15,-0.0006125858245172866,-0.40839054967819105,0.8,0.8,0.21025635900548278,,
simple,close_loc_ge_0.75,1,5,3,69,-0.0021345985752821983,-0.30936211235973887,0.7971014492753623,0.7971014492753623,0.044236762701802095,,
simple,close_loc_ge_0.9,1,5,3,43,-0.00034749881947271355,-0.08081367894714268,0.8372093023255814,0.8372093023255814,0.07556191609284042,,
simple,early,1,5,3,22,-0.001872319175133197,-0.8510541705150895,0.7272727272727273,0.7272727272727273,0.11462365247842415,,
simple,midday,1,5,3,40,-0.00109274738451981,-0.2731868461299525,0.8,0.8,0.07870838435501067,,
simple,late,1,5,3,29,-0.0012270019424154288,-0.4231041180742858,0.7931034482758621,0.7931034482758621,0.10649808359533147,,
simple,green10_rvol3,1,5,3,15,0.0001450446491778612,0.0966964327852408,0.8666666666666667,0.8666666666666667,0.2376264003970013,,
simple,rvol3_prior3_pos,1,5,3,41,-0.003773911082129433,-0.9204661175925447,0.7073170731707317,0.7073170731707317,0.06227711719455224,,
simple,rvol3_prior3_neg,1,5,3,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,5,3,11,0.0004206364335261892,0.38239675775108106,0.9090909090909091,0.9090909090909091,0.3728900456774847,,
simple,all,2,1,1,91,-0.007603934661691181,-0.8355972155704594,0.3076923076923077,0.3076923076923077,0.01361863452513517,,
simple,green_ge_7.5,2,1,1,55,-0.006215184027913656,-1.1300334596206647,0.23636363636363636,0.23636363636363636,0.02254485045636478,,
simple,green_ge_10,2,1,1,31,-0.003101492786372728,-1.0004815439912027,0.25806451612903225,0.25806451612903225,0.03476352753324262,,
simple,green_ge_15,2,1,1,11,-0.0006256465261471611,-0.5687695692246919,0.36363636363636365,0.36363636363636365,0.09744257081822058,,
simple,rvol_ge_3,2,1,1,48,-0.003918860847481831,-0.8164293432253815,0.3125,0.3125,0.02571069265292038,,
simple,rvol_ge_4,2,1,1,30,-0.002142902123674739,-0.7143007078915797,0.3333333333333333,0.3333333333333333,0.03717127992032763,,
simple,rvol_ge_5,2,1,1,14,-0.001713624838438288,-1.2240177417416342,0.21428571428571427,0.21428571428571427,0.07951008791223742,,
simple,prior3_bp_ge_0,2,1,1,79,-0.006730389726618546,-0.8519480666605754,0.3037974683544304,0.3037974683544304,0.015694856657213395,,
simple,prior3_bp_ge_5,2,1,1,74,-0.006070320667868834,-0.8203136037660587,0.3108108108108108,0.3108108108108108,0.016785749741685452,,
simple,prior3_bp_ge_10,2,1,1,48,-0.0042674898234145164,-0.8890603798780243,0.2916666666666667,0.2916666666666667,0.02604325060752444,,
simple,prior3_bp_le_0,2,1,1,12,-0.0008735449350726343,-0.7279541125605287,0.3333333333333333,0.3333333333333333,0.09555055609217691,,
simple,prior3_bp_le_-5,2,1,1,4,0.0004004316789025797,1.0010791972564492,0.75,0.75,0.26429715638742607,,
simple,prior5_bp_ge_0,2,1,1,75,-0.006672468873460624,-0.8896625164614166,0.29333333333333333,0.29333333333333333,0.016565906340387262,,
simple,prior5_bp_ge_5,2,1,1,71,-0.006680146666429021,-0.9408657276660594,0.28169014084507044,0.28169014084507044,0.017495321724870866,,
simple,prior5_bp_ge_10,2,1,1,55,-0.006593632706403896,-1.1988423102552537,0.21818181818181817,0.21818181818181817,0.0226821695654302,,
simple,prior5_bp_le_0,2,1,1,15,-0.001135102744265315,-0.7567351628435434,0.3333333333333333,0.3333333333333333,0.07552777446025538,,
simple,prior5_bp_le_-5,2,1,1,12,-0.0008945416119217064,-0.7454513432680887,0.3333333333333333,0.3333333333333333,0.09524638322949587,,
simple,range_ge_10,2,1,1,61,-0.005830014833666186,-0.9557401366665879,0.2786885245901639,0.2786885245901639,0.020400302247248234,,
simple,range_ge_15,2,1,1,26,-0.0033386036110617523,-1.2840783119468278,0.19230769230769232,0.19230769230769232,0.04532623455713124,,
simple,range_ge_20,2,1,1,15,-0.0019009724290016683,-1.267314952667779,0.2,0.2,0.07780901930836435,,
simple,close_loc_ge_0.75,2,1,1,69,-0.005812023923887688,-0.8423223078098099,0.30434782608695654,0.30434782608695654,0.016663906726801625,,
simple,close_loc_ge_0.9,2,1,1,43,-0.003247010323272348,-0.7551186798307786,0.32558139534883723,0.32558139534883723,0.02686421557631972,,
simple,early,2,1,1,22,-0.001782791676968598,-0.8103598531675446,0.3181818181818182,0.3181818181818182,0.05174698905524974,,
simple,midday,2,1,1,40,-0.0025821863395205646,-0.6455465848801412,0.35,0.35,0.031173417542463108,,
simple,late,2,1,1,29,-0.003238956645202018,-1.1168816017937993,0.2413793103448276,0.2413793103448276,0.03992823984904181,,
simple,green10_rvol3,2,1,1,15,-0.0018598718860102226,-1.2399145906734819,0.2,0.2,0.07006528440115847,,
simple,rvol3_prior3_pos,2,1,1,41,-0.0041096457897561445,-1.0023526316478402,0.2682926829268293,0.2682926829268293,0.030091850972886844,,
simple,rvol3_prior3_neg,2,1,1,7,0.00019078494227431353,0.2725499175347336,0.5714285714285714,0.5714285714285714,0.16390411161740695,,
simple,range15_close90,2,1,1,11,-0.0005997659698716573,-0.5452417907924157,0.36363636363636365,0.36363636363636365,0.09256760263250616,,
simple,all,2,1,3,91,-0.007603934661691181,-0.8355972155704594,0.3076923076923077,0.3076923076923077,0.01361863452513517,,
simple,green_ge_7.5,2,1,3,55,-0.006215184027913656,-1.1300334596206647,0.23636363636363636,0.23636363636363636,0.02254485045636478,,
simple,green_ge_10,2,1,3,31,-0.003101492786372728,-1.0004815439912027,0.25806451612903225,0.25806451612903225,0.03476352753324262,,
simple,green_ge_15,2,1,3,11,-0.0006256465261471611,-0.5687695692246919,0.36363636363636365,0.36363636363636365,0.09744257081822058,,
simple,rvol_ge_3,2,1,3,48,-0.003918860847481831,-0.8164293432253815,0.3125,0.3125,0.02571069265292038,,
simple,rvol_ge_4,2,1,3,30,-0.002142902123674739,-0.7143007078915797,0.3333333333333333,0.3333333333333333,0.03717127992032763,,
simple,rvol_ge_5,2,1,3,14,-0.001713624838438288,-1.2240177417416342,0.21428571428571427,0.21428571428571427,0.07951008791223742,,
simple,prior3_bp_ge_0,2,1,3,79,-0.006730389726618546,-0.8519480666605754,0.3037974683544304,0.3037974683544304,0.015694856657213395,,
simple,prior3_bp_ge_5,2,1,3,74,-0.006070320667868834,-0.8203136037660587,0.3108108108108108,0.3108108108108108,0.016785749741685452,,
simple,prior3_bp_ge_10,2,1,3,48,-0.0042674898234145164,-0.8890603798780243,0.2916666666666667,0.2916666666666667,0.02604325060752444,,
simple,prior3_bp_le_0,2,1,3,12,-0.0008735449350726343,-0.7279541125605287,0.3333333333333333,0.3333333333333333,0.09555055609217691,,
simple,prior3_bp_le_-5,2,1,3,4,0.0004004316789025797,1.0010791972564492,0.75,0.75,0.26429715638742607,,
simple,prior5_bp_ge_0,2,1,3,75,-0.006672468873460624,-0.8896625164614166,0.29333333333333333,0.29333333333333333,0.016565906340387262,,
simple,prior5_bp_ge_5,2,1,3,71,-0.006680146666429021,-0.9408657276660594,0.28169014084507044,0.28169014084507044,0.017495321724870866,,
simple,prior5_bp_ge_10,2,1,3,55,-0.006593632706403896,-1.1988423102552537,0.21818181818181817,0.21818181818181817,0.0226821695654302,,
simple,prior5_bp_le_0,2,1,3,15,-0.001135102744265315,-0.7567351628435434,0.3333333333333333,0.3333333333333333,0.07552777446025538,,
simple,prior5_bp_le_-5,2,1,3,12,-0.0008945416119217064,-0.7454513432680887,0.3333333333333333,0.3333333333333333,0.09524638322949587,,
simple,range_ge_10,2,1,3,61,-0.005830014833666186,-0.9557401366665879,0.2786885245901639,0.2786885245901639,0.020400302247248234,,
simple,range_ge_15,2,1,3,26,-0.0033386036110617523,-1.2840783119468278,0.19230769230769232,0.19230769230769232,0.04532623455713124,,
simple,range_ge_20,2,1,3,15,-0.0019009724290016683,-1.267314952667779,0.2,0.2,0.07780901930836435,,
simple,close_loc_ge_0.75,2,1,3,69,-0.005812023923887688,-0.8423223078098099,0.30434782608695654,0.30434782608695654,0.016663906726801625,,
simple,close_loc_ge_0.9,2,1,3,43,-0.003247010323272348,-0.7551186798307786,0.32558139534883723,0.32558139534883723,0.02686421557631972,,
simple,early,2,1,3,22,-0.001782791676968598,-0.8103598531675446,0.3181818181818182,0.3181818181818182,0.05174698905524974,,
simple,midday,2,1,3,40,-0.0025821863395205646,-0.6455465848801412,0.35,0.35,0.031173417542463108,,
simple,late,2,1,3,29,-0.003238956645202018,-1.1168816017937993,0.2413793103448276,0.2413793103448276,0.03992823984904181,,
simple,green10_rvol3,2,1,3,15,-0.0018598718860102226,-1.2399145906734819,0.2,0.2,0.07006528440115847,,
simple,rvol3_prior3_pos,2,1,3,41,-0.0041096457897561445,-1.0023526316478402,0.2682926829268293,0.2682926829268293,0.030091850972886844,,
simple,rvol3_prior3_neg,2,1,3,7,0.00019078494227431353,0.2725499175347336,0.5714285714285714,0.5714285714285714,0.16390411161740695,,
simple,range15_close90,2,1,3,11,-0.0005997659698716573,-0.5452417907924157,0.36363636363636365,0.36363636363636365,0.09256760263250616,,
simple,all,2,2,1,91,-0.005750809668885859,-0.6319571064709736,0.4725274725274725,0.4725274725274725,0.013926458038812203,,
simple,green_ge_7.5,2,2,1,55,-0.004135248928842983,-0.751863441607815,0.45454545454545453,0.45454545454545453,0.022684711931126016,,
simple,green_ge_10,2,2,1,31,-0.00033342496913446595,-0.10755644165627934,0.5806451612903226,0.5806451612903226,0.042445341437244925,,
simple,green_ge_15,2,2,1,11,0.001248981428250251,1.1354376620456827,0.8181818181818182,0.8181818181818182,0.12556048212469087,,
simple,rvol_ge_3,2,2,1,48,-0.004012574054766849,-0.8359529280764267,0.4375,0.4375,0.025724710817892717,,
simple,rvol_ge_4,2,2,1,30,-0.0015378346371425211,-0.5126115457141737,0.5,0.5,0.0422033071815053,,
simple,rvol_ge_5,2,2,1,14,-0.0017513746984999523,-1.250981927499966,0.35714285714285715,0.35714285714285715,0.0820281452979099,,
simple,prior3_bp_ge_0,2,2,1,79,-0.005142697320428713,-0.6509743443580649,0.46835443037974683,0.46835443037974683,0.015990339307820976,,
simple,prior3_bp_ge_5,2,2,1,74,-0.004632706378197238,-0.6260414024590862,0.47297297297297297,0.47297297297297297,0.01712523253439824,,
simple,prior3_bp_ge_10,2,2,1,48,-0.0022842532467930443,-0.47588609308188423,0.5,0.5,0.026871642608944642,,
simple,prior3_bp_le_0,2,2,1,12,-0.000608112348457146,-0.506760290380955,0.5,0.5,0.10569221782426531,,
simple,prior3_bp_le_-5,2,2,1,4,0.00031742831693015727,0.7935707923253932,0.75,0.75,0.3297871328781584,,
simple,prior5_bp_ge_0,2,2,1,75,-0.005439760194723586,-0.7253013592964781,0.4533333333333333,0.4533333333333333,0.016765271034312357,,
simple,prior5_bp_ge_5,2,2,1,71,-0.005773935011805786,-0.8132302833529277,0.43661971830985913,0.43661971830985913,0.01760909720813735,,
simple,prior5_bp_ge_10,2,2,1,55,-0.005479729680713863,-0.9963144874025205,0.4,0.4,0.022523712690573013,,
simple,prior5_bp_le_0,2,2,1,15,-0.0005146864301970311,-0.3431242867980207,0.5333333333333333,0.5333333333333333,0.08527828520505629,,
simple,prior5_bp_le_-5,2,2,1,12,-0.0006243596860460165,-0.5202997383716804,0.5,0.5,0.10557726227664221,,
simple,range_ge_10,2,2,1,61,-0.004448236713092246,-0.7292191332938108,0.45901639344262296,0.45901639344262296,0.02056585822033801,,
simple,range_ge_15,2,2,1,26,-0.00132069746828678,-0.5079605647256846,0.5,0.5,0.049164063594026794,,
simple,range_ge_20,2,2,1,15,-0.0010046305301950609,-0.6697536867967072,0.4666666666666667,0.4666666666666667,0.07968975648761074,,
simple,close_loc_ge_0.75,2,2,1,69,-0.0035465817959861035,-0.5139973617371164,0.4927536231884058,0.4927536231884058,0.01854199976935655,,
simple,close_loc_ge_0.9,2,2,1,43,-0.0022767089644295524,-0.5294672010301285,0.4883720930232558,0.4883720930232558,0.029952918365808896,,
simple,early,2,2,1,22,-0.0021635218488650354,-0.9834190222113797,0.4090909090909091,0.4090909090909091,0.053491043443509134,,
simple,midday,2,2,1,40,-0.0007894321973904717,-0.19735804934761791,0.55,0.55,0.03252329412816267,,
simple,late,2,2,1,29,-0.002797855622630352,-0.9647778009070178,0.41379310344827586,0.41379310344827586,0.04227539156882226,,
simple,green10_rvol3,2,2,1,15,-0.0005403303946337479,-0.36022026308916527,0.5333333333333333,0.5333333333333333,0.08599312883391444,,
simple,rvol3_prior3_pos,2,2,1,41,-0.0044491624974595245,-1.0851615847462255,0.3902439024390244,0.3902439024390244,0.029544630452128663,,
simple,rvol3_prior3_neg,2,2,1,7,0.0004365884426926758,0.6236977752752513,0.7142857142857143,0.7142857142857143,0.18469530165882542,,
simple,range15_close90,2,2,1,11,0.00020046508876547797,0.18224098978679815,0.6363636363636364,0.6363636363636364,0.12214112254161175,,
simple,all,2,2,3,91,-0.005446956850620799,-0.5985666868814065,0.4835164835164835,0.4835164835164835,0.01386571339133836,,
simple,green_ge_7.5,2,2,3,55,-0.004135248928842983,-0.751863441607815,0.45454545454545453,0.45454545454545453,0.022684711931126016,,
simple,green_ge_10,2,2,3,31,-0.00033342496913446595,-0.10755644165627934,0.5806451612903226,0.5806451612903226,0.042445341437244925,,
simple,green_ge_15,2,2,3,11,0.001248981428250251,1.1354376620456827,0.8181818181818182,0.8181818181818182,0.12556048212469087,,
simple,rvol_ge_3,2,2,3,48,-0.004012574054766849,-0.8359529280764267,0.4375,0.4375,0.025724710817892717,,
simple,rvol_ge_4,2,2,3,30,-0.0015378346371425211,-0.5126115457141737,0.5,0.5,0.0422033071815053,,
simple,rvol_ge_5,2,2,3,14,-0.0017513746984999523,-1.250981927499966,0.35714285714285715,0.35714285714285715,0.0820281452979099,,
simple,prior3_bp_ge_0,2,2,3,79,-0.004838844502163653,-0.6125119622991966,0.4810126582278481,0.4810126582278481,0.01591006067285119,,
simple,prior3_bp_ge_5,2,2,3,74,-0.004328853559932178,-0.5849802108016456,0.4864864864864865,0.4864864864864865,0.017033186972127873,,
simple,prior3_bp_ge_10,2,2,3,48,-0.001980400428527984,-0.4125834226099967,0.5208333333333334,0.5208333333333334,0.026645703263639353,,
simple,prior3_bp_le_0,2,2,3,12,-0.000608112348457146,-0.506760290380955,0.5,0.5,0.10569221782426531,,
simple,prior3_bp_le_-5,2,2,3,4,0.00031742831693015727,0.7935707923253932,0.75,0.75,0.3297871328781584,,
simple,prior5_bp_ge_0,2,2,3,75,-0.005135907376458526,-0.6847876501944702,0.4666666666666667,0.4666666666666667,0.01667704431595527,,
simple,prior5_bp_ge_5,2,2,3,71,-0.005470082193540726,-0.7704341117662995,0.4507042253521127,0.4507042253521127,0.01751179154117492,,
simple,prior5_bp_ge_10,2,2,3,55,-0.005175876862448803,-0.9410685204452369,0.41818181818181815,0.41818181818181815,0.022364757528197943,,
simple,prior5_bp_le_0,2,2,3,15,-0.0005146864301970311,-0.3431242867980207,0.5333333333333333,0.5333333333333333,0.08527828520505629,,
simple,prior5_bp_le_-5,2,2,3,12,-0.0006243596860460165,-0.5202997383716804,0.5,0.5,0.10557726227664221,,
simple,range_ge_10,2,2,3,61,-0.004448236713092246,-0.7292191332938108,0.45901639344262296,0.45901639344262296,0.02056585822033801,,
simple,range_ge_15,2,2,3,26,-0.00132069746828678,-0.5079605647256846,0.5,0.5,0.049164063594026794,,
simple,range_ge_20,2,2,3,15,-0.0010046305301950609,-0.6697536867967072,0.4666666666666667,0.4666666666666667,0.07968975648761074,,
simple,close_loc_ge_0.75,2,2,3,69,-0.0032427289777210433,-0.46996072140884687,0.5072463768115942,0.5072463768115942,0.01843447402831186,,
simple,close_loc_ge_0.9,2,2,3,43,-0.0019728561461644922,-0.45880375492197495,0.5116279069767442,0.5116279069767442,0.029673322693791866,,
simple,early,2,2,3,22,-0.0021635218488650354,-0.9834190222113797,0.4090909090909091,0.4090909090909091,0.053491043443509134,,
simple,midday,2,2,3,40,-0.0004855793791254115,-0.12139484478135287,0.575,0.575,0.032187501311172644,,
simple,late,2,2,3,29,-0.002797855622630352,-0.9647778009070178,0.41379310344827586,0.41379310344827586,0.04227539156882226,,
simple,green10_rvol3,2,2,3,15,-0.0005403303946337479,-0.36022026308916527,0.5333333333333333,0.5333333333333333,0.08599312883391444,,
simple,rvol3_prior3_pos,2,2,3,41,-0.0044491624974595245,-1.0851615847462255,0.3902439024390244,0.3902439024390244,0.029544630452128663,,
simple,rvol3_prior3_neg,2,2,3,7,0.0004365884426926758,0.6236977752752513,0.7142857142857143,0.7142857142857143,0.18469530165882542,,
simple,range15_close90,2,2,3,11,0.00020046508876547797,0.18224098978679815,0.6363636363636364,0.6363636363636364,0.12214112254161175,,
simple,all,2,3,1,91,-0.006988463863223715,-0.767963061892716,0.5164835164835165,0.5164835164835165,0.016728001207699923,,
simple,green_ge_7.5,2,3,1,55,-0.005405174154215264,-0.9827589371300481,0.4909090909090909,0.4909090909090909,0.02675081956891969,,
simple,green_ge_10,2,3,1,31,-0.0007859252948384521,-0.2535242886575652,0.6129032258064516,0.6129032258064516,0.04971974922025975,,
simple,green_ge_15,2,3,1,11,0.0010288106950586684,0.9352824500533349,0.8181818181818182,0.8181818181818182,0.1589198351400164,,
simple,rvol_ge_3,2,3,1,48,-0.005595229768282861,-1.1656728683922628,0.4583333333333333,0.4583333333333333,0.03010484289965946,,
simple,rvol_ge_4,2,3,1,30,-0.0027628335653012703,-0.9209445217670902,0.5,0.5,0.048045409762587095,,
simple,rvol_ge_5,2,3,1,14,-0.0026670664057025784,-1.905047432644699,0.35714285714285715,0.35714285714285715,0.09075970651537464,,
simple,prior3_bp_ge_0,2,3,1,79,-0.006602195809482292,-0.8357209885420622,0.5063291139240507,0.5063291139240507,0.01859459862362784,,
simple,prior3_bp_ge_5,2,3,1,74,-0.0060254855790713435,-0.814254807982614,0.5135135135135135,0.5135135135135135,0.019810244810854572,,
simple,prior3_bp_ge_10,2,3,1,48,-0.0027833040381548546,-0.5798550079489281,0.5416666666666666,0.5416666666666666,0.03162765036827802,,
simple,prior3_bp_le_0,2,3,1,12,-0.00038626805374142315,-0.3218900447845193,0.5833333333333334,0.5833333333333334,0.13419418705965624,,
simple,prior3_bp_le_-5,2,3,1,4,0.00021367411446482354,0.5341852861620588,0.75,0.75,0.3968952650172336,,
simple,prior5_bp_ge_0,2,3,1,75,-0.006866503952349778,-0.9155338603133037,0.49333333333333335,0.49333333333333335,0.019952368315044357,,
simple,prior5_bp_ge_5,2,3,1,71,-0.007058393438483801,-0.9941399209132115,0.4788732394366197,0.4788732394366197,0.020403589947593087,,
simple,prior5_bp_ge_10,2,3,1,55,-0.006290558002092106,-1.1437378185622011,0.45454545454545453,0.45454545454545453,0.02575598082326436,,
simple,prior5_bp_le_0,2,3,1,15,-0.00032559686690869505,-0.21706457793913003,0.6,0.6,0.10147266679173642,,
simple,prior5_bp_le_-5,2,3,1,12,-0.0003364872494692195,-0.2804060412243496,0.5833333333333334,0.5833333333333334,0.1262485865493515,,
simple,range_ge_10,2,3,1,61,-0.006669461838605728,-1.0933543997714308,0.47540983606557374,0.47540983606557374,0.023835982910193333,,
simple,range_ge_15,2,3,1,26,-0.002047126590328685,-0.7873563808956481,0.5384615384615384,0.5384615384615384,0.054710737516091,,
simple,range_ge_20,2,3,1,15,-0.0018584157896075482,-1.2389438597383655,0.4666666666666667,0.4666666666666667,0.09002821658800834,,
simple,close_loc_ge_0.75,2,3,1,69,-0.003779691549107178,-0.5477813839285766,0.5507246376811594,0.5507246376811594,0.022582895732017903,,
simple,close_loc_ge_0.9,2,3,1,43,-0.00180071375690527,-0.41877064114076046,0.5581395348837209,0.5581395348837209,0.03666654108531728,,
simple,early,2,3,1,22,-0.0025258201141626913,-1.1481000518921325,0.45454545454545453,0.45454545454545453,0.06122107693738683,,
simple,midday,2,3,1,40,-0.0014260635434384383,-0.3565158858596096,0.575,0.575,0.0404847062909476,,
simple,late,2,3,1,29,-0.0030365802056225855,-1.0470966226284777,0.4827586206896552,0.4827586206896552,0.04876630687660635,,
simple,green10_rvol3,2,3,1,15,-0.001010045397018433,-0.6733635980122887,0.5333333333333333,0.5333333333333333,0.1000759503718572,,
simple,rvol3_prior3_pos,2,3,1,41,-0.005786776683208927,-1.4114089471241287,0.4146341463414634,0.4146341463414634,0.03360493479083106,,
simple,rvol3_prior3_neg,2,3,1,7,0.00019154691492606624,0.27363844989438035,0.7142857142857143,0.7142857142857143,0.2346007680110366,,
simple,range15_close90,2,3,1,11,0.00040866807521589,0.37151643201444545,0.7272727272727273,0.7272727272727273,0.14761222048721886,,
simple,all,2,3,3,91,-0.006447329572604299,-0.7084977552312417,0.5494505494505495,0.5494505494505495,0.016288479936783756,,
simple,green_ge_7.5,2,3,3,55,-0.00592950080729282,-1.0780910558714218,0.4909090909090909,0.4909090909090909,0.025934390357584526,,
simple,green_ge_10,2,3,3,31,-0.0010184466598753827,-0.32853118060496217,0.6129032258064516,0.6129032258064516,0.04841805186195068,,
simple,green_ge_15,2,3,3,11,0.0010288106950586684,0.9352824500533349,0.8181818181818182,0.8181818181818182,0.1589198351400164,,
simple,rvol_ge_3,2,3,3,48,-0.006119556421360417,-1.2749075877834202,0.4583333333333333,0.4583333333333333,0.02907479269752823,,
simple,rvol_ge_4,2,3,3,30,-0.0030546388533418956,-1.0182129511139653,0.5,0.5,0.046540341595921665,,
simple,rvol_ge_5,2,3,3,14,-0.0026670664057025784,-1.905047432644699,0.35714285714285715,0.35714285714285715,0.09075970651537464,,
simple,prior3_bp_ge_0,2,3,3,79,-0.006432373534366653,-0.8142244980210953,0.5316455696202531,0.5316455696202531,0.018079947766941412,,
simple,prior3_bp_ge_5,2,3,3,74,-0.006245959413883839,-0.844048569443762,0.527027027027027,0.527027027027027,0.01925746243806746,,
simple,prior3_bp_ge_10,2,3,3,48,-0.0030037778729673503,-0.6257870568681979,0.5625,0.5625,0.03023091884426559,,
simple,prior3_bp_le_0,2,3,3,12,-1.4956038237645686e-05,-0.012463365198038073,0.6666666666666666,0.6666666666666666,0.13200569810571444,,
simple,prior3_bp_le_-5,2,3,3,4,0.00021367411446482354,0.5341852861620588,0.75,0.75,0.3968952650172336,,
simple,prior5_bp_ge_0,2,3,3,75,-0.00669668167723414,-0.8928908902978853,0.52,0.52,0.019376503550120903,,
simple,prior5_bp_ge_5,2,3,3,71,-0.006888571163368162,-0.9702212906152341,0.5070422535211268,0.5070422535211268,0.019785595693065133,,
simple,prior5_bp_ge_10,2,3,3,55,-0.006511031836904602,-1.1838239703462912,0.4727272727272727,0.4727272727272727,0.024822058934884483,,
simple,prior5_bp_le_0,2,3,3,15,4.571514859508241e-05,0.03047676573005494,0.6666666666666666,0.6666666666666666,0.10012860689603968,,
simple,prior5_bp_le_-5,2,3,3,12,3.4824766034557975e-05,0.029020638362131645,0.6666666666666666,0.6666666666666666,0.12415075231800886,,
simple,range_ge_10,2,3,3,61,-0.007193788491683284,-1.1793095888005385,0.47540983606557374,0.47540983606557374,0.023185617941846825,,
simple,range_ge_15,2,3,3,26,-0.002047126590328685,-0.7873563808956481,0.5384615384615384,0.5384615384615384,0.054710737516091,,
simple,range_ge_20,2,3,3,15,-0.0018584157896075482,-1.2389438597383655,0.4666666666666667,0.4666666666666667,0.09002821658800834,,
simple,close_loc_ge_0.75,2,3,3,69,-0.0029467519704471368,-0.42706550296335316,0.5942028985507246,0.5942028985507246,0.022104603168141702,,
simple,close_loc_ge_0.9,2,3,3,43,-0.0009677741782452287,-0.2250637623826113,0.627906976744186,0.627906976744186,0.035388793537389274,,
simple,early,2,3,3,22,-0.0028176254022033165,-1.2807388191833255,0.45454545454545453,0.45454545454545453,0.05868040640958686,,
simple,midday,2,3,3,40,-0.0009644359802821745,-0.24110899507054362,0.625,0.625,0.0391614933839589,,
simple,late,2,3,3,29,-0.002665268190118808,-0.9190579965926924,0.5172413793103449,0.5172413793103449,0.0484662144583753,,
simple,green10_rvol3,2,3,3,15,-0.0012425667620553638,-0.8283778413702425,0.5333333333333333,0.5333333333333333,0.09493851984124571,,
simple,rvol3_prior3_pos,2,3,3,41,-0.006311103336286483,-1.5392934966552398,0.4146341463414634,0.4146341463414634,0.03229246959604326,,
simple,rvol3_prior3_neg,2,3,3,7,0.00019154691492606624,0.27363844989438035,0.7142857142857143,0.7142857142857143,0.2346007680110366,,
simple,range15_close90,2,3,3,11,0.00040866807521589,0.37151643201444545,0.7272727272727273,0.7272727272727273,0.14761222048721886,,
simple,all,2,5,1,91,-0.006073448467702969,-0.6674119195277988,0.6043956043956044,0.6043956043956044,0.02275656024655529,,
simple,green_ge_7.5,2,5,1,55,-0.004672510876855829,-0.8495474321556052,0.6,0.6,0.03590032380605724,,
simple,green_ge_10,2,5,1,31,0.0003017120034257692,0.09732645271799008,0.7419354838709677,0.7419354838709677,0.06808398218909392,,
simple,green_ge_15,2,5,1,11,0.001472288359397611,1.3384439630887373,0.9090909090909091,0.9090909090909091,0.22480430293200898,,
simple,rvol_ge_3,2,5,1,48,-0.005242898953701336,-1.092270615354445,0.5416666666666666,0.5416666666666666,0.03903572930019613,,
simple,rvol_ge_4,2,5,1,30,-0.0013279941300523568,-0.4426647100174523,0.6333333333333333,0.6333333333333333,0.06794635613570676,,
simple,rvol_ge_5,2,5,1,14,-0.0018904206582466276,-1.3503004701761627,0.5,0.5,0.12876692717205765,,
simple,prior3_bp_ge_0,2,5,1,79,-0.00490558867463331,-0.6209605917257355,0.6075949367088608,0.6075949367088608,0.026493869781008157,,
