variant,blocked_cycles,fixed_return,fixed_maximum_drawdown,fixed_worst_month,fixed_positive_months,fixed_worst_year,fixed_recent12_return,exact_roles,fixed_2019,fixed_2020,fixed_2021,fixed_2022,fixed_2023,fixed_2024,fixed_2025,fixed_2026,compound_return,compound_maximum_drawdown,compound_worst_month,compound_positive_months,minimum_cash,maximum_gross_to_equity
control,0,3.628296357350633,0.17522351998839514,-0.16623677342512083,48,-0.07489914873155203,1.1709440641641784,383,0.0,1.0215065418366827,0.4049603285703065,-0.07489914873155203,0.43781140207513264,0.26096316232253636,0.8785162573627757,0.6994378139147512,16.863855274572515,0.41990886977920205,-0.15074007030008807,46,0.00500000000000006,0.9963786700691359
QQQ_gap_ge_0.005,74,3.6504298517943656,0.1582773991802089,-0.16803329061818859,45,0.0,0.7237629029805828,559,0.0,0.8823656940790217,0.5570879162774143,0.012144714781265276,0.25860999552957575,0.4540938147431449,0.8688842937633545,0.6172434226205894,20.781664655406658,0.3711730830266221,-0.20622148827543318,47,0.00500000000000006,0.996224226625943
QQQ_gap_ge_0.0075,53,3.502251184396413,0.1552008423728044,-0.16623677342512083,47,0.0,0.882514796903715,543,0.0,0.9694028583967882,0.5193980948499306,0.008691098462119531,0.3405581974903881,0.2102256104980076,0.8367319020785893,0.6172434226205894,16.529180347397617,0.39703985521316043,-0.20404582824341588,49,0.00500000000000006,0.9962472164760877
QQQ_gap_ge_0.01,31,4.098862561267243,0.15193558710083666,-0.16623677342512083,50,-0.011168490743591025,1.13439579223728,487,0.0,0.8992167456077456,0.6441443344082407,-0.011168490743591025,0.4057028626909445,0.3100706856059506,1.0957097572174426,0.7551866664805096,28.68966973567537,0.40741135651301363,-0.18669217671335248,49,0.00500000000000006,0.9967385002526625
QQQ_gap_ge_0.0125,17,3.8433414836897226,0.17757207724168267,-0.16623677342512083,51,-0.011168490743591025,1.243811282790883,443,0.0,0.7817200686732869,0.5393846714146723,-0.011168490743591025,0.43781140207513264,0.26096316232253636,1.0068770727583842,0.8277535971893013,21.464267352758412,0.4199088697792017,-0.15074007030008818,48,0.00500000000000006,0.9963786700691358
QQQ_gap_ge_0.015,9,3.732053321724772,0.17031456180822235,-0.16623677342512083,50,-0.039353159514183764,1.17738645937114,421,0.0,0.9422624355119283,0.5393846714146723,-0.039353159514183764,0.43781140207513264,0.26096316232253636,0.891546995999935,0.6994378139147512,19.181030690665196,0.41990886977920194,-0.1507400703000884,47,0.00500000000000006,0.9963786700691358
SPY_gap_ge_0.01,19,4.080471455945735,0.1627780890188536,-0.16623677342512083,52,-0.007714874424445281,1.1986468037525522,445,0.0,0.8783048982952434,0.721640676767913,-0.007714874424445281,0.43781140207513264,0.26096316232253636,0.9617125937200537,0.8277535971893013,27.396679085239487,0.4199088697792017,-0.15074007030008796,49,0.00500000000000006,0.9963786700691358
QQQ_to_0940_ge_0.01,40,3.8466204427668584,0.16686500458974507,-0.16623677342512083,50,-0.011168490743591025,1.124299461217094,503,0.0,0.8029550261749816,0.67008815750508,-0.011168490743591025,0.3410569803480736,0.20288867680454864,1.0202827133597119,0.8205173793180542,22.14597679819231,0.40741135651301363,-0.18669217671335225,48,0.00500000000000006,0.9967385002526625
breadth_median_gap_ge_0.01,21,3.978210568141269,0.17048324399126313,-0.16623677342512083,52,-0.007714874424445281,1.2090663072197827,461,0.0,0.877316113294705,0.5393846714146723,-0.007714874424445281,0.4111410350222628,0.3581979284574891,0.972132097187284,0.8277535971893013,24.740831890971087,0.41990886977920217,-0.15074007030008807,49,0.00500000000000006,0.9963786700691359
