date,net_pnl
2019-06,0.0
2019-07,0.0
2019-08,0.0
2019-09,0.0
2019-10,0.0
2019-11,0.0
2019-12,0.0
2020-01,0.0
2020-02,0.0
2020-03,0.0
2020-04,-0.005003471414633472
2020-05,0.053650017890711624
2020-06,0.041953164165423995
2020-07,0.05391363951159663
2020-08,0.023930826578675
2020-09,-0.06213798140373414
2020-10,-0.05569538346882449
2020-11,0.008178874622948739
2020-12,0.0034963406183845646
2021-01,-0.01650919612023255
2021-02,0.004286215723038175
2021-03,-0.030595178754155898
2021-04,-0.018390265252211102
2021-05,-0.004525505531930599
2021-06,-0.0016552375131943001
2021-07,0.03268676897346474
2021-08,0.02339933719257776
2021-09,-0.0963550438548389
2021-10,0.046721655343148566
2021-11,-0.040622704841482185
2021-12,-0.02572883887346546
2022-01,-0.08167851039730335
2022-02,-0.0010044142131497985
2022-03,0.019999624864935308
2022-04,-0.039405582363833305
2022-05,-0.07485993156469617
2022-06,-0.06720919633195839
2022-07,0.041380822436405076
2022-08,-0.05133442389256838
2022-09,0.005661772530048927
2022-10,0.02119500561302546
2022-11,0.023815268096763
2022-12,-0.03407682848669838
2023-01,0.01698093721174288
2023-02,0.03869044085994473
2023-03,0.02312936134232818
2023-04,0.021146230408741598
2023-05,-0.016389857971643454
2023-06,0.06007453808074782
2023-07,0.05011387770712208
2023-08,-0.0134730370241604
2023-09,-0.03165201309392712
2023-10,-0.0028137721532107305
2023-11,0.03343709893772594
2023-12,0.03193329523295218
2024-01,0.024760864333653414
2024-02,-0.008658087179965775
2024-03,-0.028067756444525405
2024-04,-0.06196031305297256
2024-05,-0.010099368342922592
2024-06,0.03524686672463687
2024-07,-0.048054813155344794
2024-08,-0.007236419921408151
2024-09,-0.03327495573201613
2024-10,0.002379096000110185
2024-11,-0.002961677261285255
2024-12,-0.03888971819561653
2025-01,0.008345684701215089
2025-02,-0.013285717356069884
2025-03,-0.11028617923089393
2025-04,0.05936690843800707
2025-05,0.0648888152550302
2025-06,-0.013155789212975727
2025-07,-0.03894271738974797
2025-08,0.00036867109184305583
2025-09,0.042752665736072074
2025-10,-0.02972982889564992
2025-11,-0.06151993029491307
2025-12,-0.041188858035151814
2026-01,-0.05916545824131954
2026-02,0.07258141820256359
2026-03,-0.019342854640975758
2026-04,0.1090552676046992
