candidate,extra_adverse_bps_per_side,month,net_pnl
qqq_single_ma150_weekly_top1,0.0,2019-06,0.0
qqq_single_ma150_weekly_top1,0.0,2019-07,0.0
qqq_single_ma150_weekly_top1,0.0,2019-08,0.0
qqq_single_ma150_weekly_top1,0.0,2019-09,0.0
qqq_single_ma150_weekly_top1,0.0,2019-10,0.0
qqq_single_ma150_weekly_top1,0.0,2019-11,0.0
qqq_single_ma150_weekly_top1,0.0,2019-12,0.0
qqq_single_ma150_weekly_top1,0.0,2020-01,0.21185821912154212
qqq_single_ma150_weekly_top1,0.0,2020-02,0.15178728431992894
qqq_single_ma150_weekly_top1,0.0,2020-03,-0.24920353778209758
qqq_single_ma150_weekly_top1,0.0,2020-04,0.35694120830914033
qqq_single_ma150_weekly_top1,0.0,2020-05,0.14413566247449439
qqq_single_ma150_weekly_top1,0.0,2020-06,0.26721123960329585
qqq_single_ma150_weekly_top1,0.0,2020-07,0.13564804997361668
qqq_single_ma150_weekly_top1,0.0,2020-08,-0.09005198878331644
qqq_single_ma150_weekly_top1,0.0,2020-09,0.16880822273936424
qqq_single_ma150_weekly_top1,0.0,2020-10,0.02442692561474047
qqq_single_ma150_weekly_top1,0.0,2020-11,0.15212840498901103
qqq_single_ma150_weekly_top1,0.0,2020-12,0.039531750688841516
qqq_single_ma150_weekly_top1,0.0,2021-01,0.13496307139711117
qqq_single_ma150_weekly_top1,0.0,2021-02,-0.14665344868732
qqq_single_ma150_weekly_top1,0.0,2021-03,0.0038942863712547737
qqq_single_ma150_weekly_top1,0.0,2021-04,0.1292207074634617
qqq_single_ma150_weekly_top1,0.0,2021-05,0.12762460021402666
qqq_single_ma150_weekly_top1,0.0,2021-06,0.249392383630902
qqq_single_ma150_weekly_top1,0.0,2021-07,-0.13195741144508133
qqq_single_ma150_weekly_top1,0.0,2021-08,0.1317557629738887
qqq_single_ma150_weekly_top1,0.0,2021-09,-0.049271866007459364
qqq_single_ma150_weekly_top1,0.0,2021-10,-0.03956911546375241
qqq_single_ma150_weekly_top1,0.0,2021-11,-0.31185456814384993
qqq_single_ma150_weekly_top1,0.0,2021-12,-0.10001277063379999
qqq_single_ma150_weekly_top1,0.0,2022-01,-0.006964754910705362
qqq_single_ma150_weekly_top1,0.0,2022-02,-0.07294458427398731
qqq_single_ma150_weekly_top1,0.0,2022-03,0.012909810584553094
