candidate,extra_adverse_bps_per_side,minimum_date,maximum_date,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,positive_months,negative_months,inactive_months,worst_month,best_month,recent12_net_simple_return,recent12_maximum_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,top5_symbol_positive_share,leave_top5_return,best_symbol,best_symbol_pnl
qqq_single_ma150_weekly_top1,0.0,2019-06-21,2026-04-30,4.2389614314666595,0.5071230525433456,1.0,155,79,49,27,7,-0.31185456814384993,0.43667685656629973,1.3572366628316512,0.19082032516827047,10,2,-0.20313365380633674,0.7803384903896267,0.273596747880108,NVDA,1.1471262920290142
qqq_single_ma150_weekly_top1,1.0,2019-06-21,2026-04-30,4.223461431466659,0.5071547907675842,1.0,155,79,49,27,7,-0.31225456814384994,0.4362768565662997,1.3550366628316513,0.1909988484176502,10,2,-0.20353365380633676,0.780893136013263,0.26269674788010766,NVDA,1.145726292029014
qqq_single_ma150_weekly_top1,2.0,2019-06-21,2026-04-30,4.207961431466659,0.5071865329647359,1.0,155,79,49,27,7,-0.31265456814384995,0.4358768565662997,1.3528366628316513,0.1911774252021076,10,2,-0.20393365380633674,0.7814498632305253,0.25179674788010686,NVDA,1.1443262920290143
qqq_single_ma150_weekly_top1,5.0,2019-06-21,2026-04-30,4.161461431466659,0.5072817834011314,1.0,155,79,49,27,7,-0.31385456814384993,0.43467685656629973,1.346236662831651,0.19171347700686212,10,2,-0.20513365380633675,0.7831326522912875,0.21909674788010758,NVDA,1.1401262920290143
qqq_single_ma150_weekly_top1,10.0,2019-06-21,2026-04-30,4.083961431466658,0.5074406136563862,1.0,155,79,48,28,7,-0.31585456814384993,0.43267685656629973,1.3352366628316512,0.19260796963373794,10,2,-0.20713365380633675,0.7859800459764994,0.16459674788010714,NVDA,1.1331262920290142
qqq_single_ma150_weekly_top10,0.0,2019-06-21,2026-04-30,1.7301421262509442,0.338267489466216,1.0,1310,303,42,34,7,-0.18598626058998136,0.30887904343844513,0.8911602590532999,0.10363373045928359,7,5,-0.045309285534636465,0.3421683115545188,0.8842259873134891,NVDA,0.24292333808881372
qqq_single_ma150_weekly_top10,1.0,2019-06-21,2026-04-30,1.7174886341874518,0.34011503044605407,1.0,1310,303,42,34,7,-0.18620626058998135,0.30873904343844516,0.8894402590532998,0.1037567304497963,7,5,-0.045409285534636454,0.342826080226392,0.8726410666785681,NVDA,0.24272333808881372
qqq_single_ma150_weekly_top10,2.0,2019-06-21,2026-04-30,1.7048351421239598,0.3419677124389517,1.0,1310,303,42,34,7,-0.18642626058998135,0.3085990434384452,0.8877202590533,0.1038799388611509,7,5,-0.045509285534636464,0.34348638913304175,0.8610561460436476,NVDA,0.24252333808881374
qqq_single_ma150_weekly_top10,5.0,2019-06-21,2026-04-30,1.6668746659334837,0.3475568199780568,1.0,1310,303,42,34,7,-0.18708626058998135,0.30817904343844515,0.8825602590532999,0.1042508199312345,7,5,-0.045809285534636465,0.3454809220015828,0.8263013841388857,NVDA,0.24192333808881372
qqq_single_ma150_weekly_top10,10.0,2019-06-21,2026-04-30,1.603607205616023,0.3569768488275673,1.0,1310,303,42,34,7,-0.18818626058998136,0.3074790434384452,0.8739602590533,0.10487317330574025,7,5,-0.04630928553463646,0.3488920172943212,0.7683767809642823,NVDA,0.24092333808881372
qqq_single_ma150_weekly_top2,0.0,2019-06-21,2026-04-30,3.7789496632023916,0.4461471751411439,1.0,300,142,44,32,7,-0.2094390351765562,0.4730025959301498,1.3712924777977387,0.12547247631680836,8,4,-0.1092462539033085,0.6037015007427865,0.8145707867503793,TSLA,0.8127655185924971
qqq_single_ma150_weekly_top2,1.0,2019-06-21,2026-04-30,3.763949663202392,0.4465162222455882,1.0,300,142,44,32,7,-0.20993903517655624,0.4729025959301498,1.3691924777977387,0.125593543296116,8,4,-0.10954625390330851,0.6042570403489891,0.8022207867503801,TSLA,0.8118655185924972
qqq_single_ma150_weekly_top2,2.0,2019-06-21,2026-04-30,3.748949663202391,0.44688538072216694,1.0,300,142,44,32,7,-0.21043903517655624,0.47280259593014984,1.3670924777977387,0.12571484413340034,8,4,-0.10984625390330849,0.6048146011154694,0.7898707867503796,TSLA,0.8109655185924972
qqq_single_ma150_weekly_top2,5.0,2019-06-21,2026-04-30,3.7039496632023914,0.4479935248890915,1.0,300,142,44,32,7,-0.2119390351765562,0.4725025959301498,1.3607924777977385,0.1260801565887491,8,4,-0.1107462539033085,0.6064834214157692,0.7528207867503793,TSLA,0.8082655185924972
qqq_single_ma150_weekly_top2,10.0,2019-06-21,2026-04-30,3.6289496632023908,0.4498426639887885,1.0,300,142,44,32,7,-0.21443903517655621,0.4720025959301498,1.3502924777977385,0.12669375166333408,8,4,-0.1122462539033085,0.6092696843581186,0.6910707867503789,TSLA,0.8037655185924972
qqq_single_ma150_weekly_top3,0.0,2019-06-21,2026-04-30,3.475898685249442,0.4072910707324291,1.0,435,191,48,28,7,-0.19575032844380066,0.4375633493279396,1.1710151283682904,0.12854514115219906,9,3,-0.11856615926562299,0.5636856112813414,0.9651476011015938,TSLA,0.8252376654569569
qqq_single_ma150_weekly_top3,1.0,2019-06-21,2026-04-30,3.461398685249442,0.4075966675767379,1.0,435,191,48,28,7,-0.19615032844380065,0.4373633493279396,1.169281795034957,0.1287320593590705,9,3,-0.11876615926562298,0.5644360832790569,0.9530809344349276,TSLA,0.8245043321236235
qqq_single_ma150_weekly_top3,2.0,2019-06-21,2026-04-30,3.446898685249442,0.4079024085545122,1.0,435,191,48,28,7,-0.19655032844380066,0.4371633493279396,1.1675484617016239,0.12891925336844526,9,3,-0.118966159265623,0.5651900195732898,0.9410142677682609,TSLA,0.8237709987902903
qqq_single_ma150_weekly_top3,5.0,2019-06-21,2026-04-30,3.403398685249442,0.4088204973090474,1.0,435,191,48,28,7,-0.19775032844380067,0.4365633493279396,1.1623484617016238,0.12948249632943265,9,3,-0.11956615926562297,0.5674728557836779,0.9048142677682605,TSLA,0.8215709987902902
