campaign_id,variant,full_net,full_drawdown,full_positive_months,full_negative_months,top_symbol,top_symbol_pnl,top5_symbol_positive_share,quote_2bps_net,quote_2bps_drawdown,quote_2bps_months,quote_10bps_net,quote_10bps_drawdown
CAM-0612,sp500__ma10_50_200__monthly__top3__momentum,2.1408196732757503,0.2819904684630343,34,16,SNDK,0.6274634563390092,0.6652748536101822,1.6959350154238375,0.1257697659076063,11/1,1.6874016820905045,0.1262612359663808
CAM-0611,sp500__ma50_200__weekly__top3__momentum,2.5004454778702954,0.26359948247022336,35,16,SNDK,0.6274634563390092,0.5679930521796448,1.6151100688704685,0.1187793556227905,11/1,1.5969767355371347,0.1198653623757879
CAM-0610,qqq__ma150__weekly__top3__momentum,3.489745108524958,0.38529594898793784,49,27,TSLA,0.8313276225382804,0.5623528922440673,1.167548461701624,0.1289192533684452,9/3,1.1536817950349572,0.1304268080200997
CAM-0623,qqq__chs_safe__top5__liquid__raw,1.9622874671974029,0.22704301388865245,45,25,NVDA,0.3530468906984242,0.4944350203806066,0.7624743443316937,0.0965200903520299,9/3,0.7561140837465891,0.0973344151746266
CAM-0600,qqq__mom252_skip21__top3__liquid_trend__panic1,2.3535292568426063,0.19633197260822904,38,25,MRNA,0.6859564929464222,0.6095659393148167,0.7298310176178295,0.1353360115214435,9/3,0.723224344908144,0.1355387614616884
