campaign_id,variant_id,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,position_rows,quote_complete_position_rows,missing_position_rows,position_coverage_rate,symbols,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,recent12_average_month,top5_symbol_positive_share,leave_best_symbol_out_return,mean_entry_spread_bps,mean_exit_spread_bps,median_entry_delay_ms,median_exit_role_delay_ms,max_role_window_seconds,broker_margin,direct_short,holdout_rows_loaded
CAM-0601,qqq__sue_sec__hold1__q20__long,0.0,-0.12144697005499175,0.28992413280040485,5000,4896,104,0.9792,27,250,121,129,5,7,-0.010120580837915984,-0.011359170825738198,-0.010120580837915984,0.7802346913762914,-0.18695211206743936,14.507916204936295,14.563217149452797,347.325265,348.6545885,30,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,1.0,-0.17040697005499172,0.3279886548223833,5000,4896,104,0.9792,27,250,117,133,3,9,-0.014200580837915977,-0.01575417082573819,-0.014200580837915977,0.7961485711149374,-0.23341211206743934,14.507916204936295,14.563217149452797,347.325265,348.6545885,30,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,2.0,-0.21936697005499173,0.3674186378843817,5000,4896,104,0.9792,27,250,117,133,3,9,-0.018280580837915977,-0.020149170825738194,-0.018280580837915977,0.8141577330926744,-0.27987211206743934,14.507916204936295,14.563217149452797,347.325265,348.6545885,30,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,5.0,-0.36624697005499196,0.4879056674914549,5000,4896,104,0.9792,27,250,110,140,3,9,-0.030520580837915996,-0.03333417082573821,-0.030520580837915996,0.8685482460669611,-0.41925211206743956,14.507916204936295,14.563217149452797,347.325265,348.6545885,30,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,0.0,-0.2616981817211751,0.2916625391344538,2169,2113,56,0.9741816505301982,16,250,117,133,4,8,-0.021808181810097926,-0.030378582751093994,-0.021808181810097926,1.0,-0.2955208028948287,15.478969355413936,15.405121389133761,280.279633,278.993562,30,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,1.0,-0.3104398483878418,0.33756447664012557,2169,2113,56,0.9741816505301982,16,250,116,134,2,10,-0.02586998736565348,-0.03447441608442733,-0.02586998736565348,0.9999999999999998,-0.3414624695614954,15.478969355413936,15.405121389133761,280.279633,278.993562,30,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,2.0,-0.35918151505450846,0.38358612008892035,2169,2113,56,0.9741816505301982,16,250,113,137,2,10,-0.02993179292120904,-0.03857024941776066,-0.02993179292120904,1.0,-0.38740413622816205,15.478969355413936,15.405121389133761,280.279633,278.993562,30,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,5.0,-0.5054065150545086,0.5223739871331989,2169,2113,56,0.9741816505301982,16,250,104,146,1,11,-0.042117209587875716,-0.050665162854574675,-0.042117209587875716,1.0,-0.525381425700114,15.478969355413936,15.405121389133761,280.279633,278.993562,30,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,0.0,-0.35702035995884573,0.43250745094065707,2750,2651,99,0.964,31,250,103,147,3,9,-0.02975169666323715,-0.03130200985320222,-0.02975169666323715,0.9934664169439602,-0.4527108513683138,12.80218231247806,12.793935867044947,536.666793,537.394178,30,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,1.0,-0.4052203599588457,0.4652801557877448,2750,2651,99,0.964,31,250,103,147,2,10,-0.03376836332990381,-0.03532019167138403,-0.03376836332990381,0.9965469509722535,-0.5005472150046774,12.80218231247806,12.793935867044947,536.666793,537.394178,30,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,2.0,-0.4534203599588457,0.49806474831341147,2750,2651,99,0.964,31,250,98,152,2,10,-0.03778502999657048,-0.039338373489565856,-0.03778502999657048,1.0,-0.548383578641041,12.80218231247806,12.793935867044947,536.666793,537.394178,30,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,5.0,-0.5980203599588458,0.6032735117124219,2750,2651,99,0.964,31,250,93,157,2,10,-0.04983502999657049,-0.05139291894411133,-0.04983502999657049,1.0,-0.6918926695501321,12.80218231247806,12.793935867044947,536.666793,537.394178,30,False,False,0
CAM-0604,qqq__mom50_val50__profitable__q10,0.0,0.15242250438627103,0.11264430744866935,2169,2150,19,0.9912402028584602,19,250,129,121,7,5,0.012701875365522588,0.003685881385120469,0.012701875365522588,0.8833675197005876,0.014332861820397613,10.239828968508032,10.247425374252298,262.798556,261.8292195,30,False,False,0
CAM-0604,qqq__mom50_val50__profitable__q10,1.0,0.10285028216404891,0.1415097802881082,2169,2150,19,0.9912402028584602,19,250,127,123,6,6,0.008570856847004073,-0.00014745194821286543,0.008570856847004073,0.8976071259625859,-0.03179213817960226,10.239828968508032,10.247425374252298,262.798556,261.8292195,30,False,False,0
CAM-0604,qqq__mom50_val50__profitable__q10,2.0,0.05327805994182669,0.17052032053610944,2169,2150,19,0.9912402028584602,19,250,126,124,4,8,0.004439838328485557,-0.003980785281546197,0.004439838328485557,0.9126504553084505,-0.0779171381796023,10.239828968508032,10.247425374252298,262.798556,261.8292195,30,False,False,0
CAM-0604,qqq__mom50_val50__profitable__q10,5.0,-0.09543860672484017,0.2594862612571311,2169,2150,19,0.9912402028584602,19,250,115,135,3,9,-0.007953217227070018,-0.015990411296627823,-0.007953217227070018,0.9659630843071954,-0.21629213817960247,10.239828968508032,10.247425374252298,262.798556,261.8292195,30,False,False,0
CAM-0605,qqq__residual_mom__q10__regime0,0.0,-0.24214543824735757,0.4316588093355089,2750,2666,84,0.9694545454545455,39,250,122,128,4,8,-0.020178786520613126,-0.03284925911114214,-0.020178786520613126,0.83738298440731,-0.33783592965682563,17.434990927037408,17.445791795108732,432.5495885,432.5495885,30,False,False,0
CAM-0605,qqq__residual_mom__q10__regime0,1.0,-0.2906181655200848,0.47194224091366094,2750,2666,84,0.9694545454545455,39,250,121,129,4,8,-0.024218180460007066,-0.03692198638386942,-0.024218180460007066,0.8612927698605822,-0.38594502056591645,17.434990927037408,17.445791795108732,432.5495885,432.5495885,30,False,False,0
CAM-0605,qqq__residual_mom__q10__regime0,2.0,-0.33909089279281207,0.513334654248464,2750,2666,84,0.9694545454545455,39,250,121,129,4,8,-0.028257574399401006,-0.040994713656596696,-0.028257574399401006,0.8819785452226973,-0.4340541114750074,17.434990927037408,17.445791795108732,432.5495885,432.5495885,30,False,False,0
CAM-0605,qqq__residual_mom__q10__regime0,5.0,-0.48450907461099413,0.6387207940342667,2750,2666,84,0.9694545454545455,39,250,115,135,4,8,-0.04037575621758283,-0.05321289547477853,-0.04037575621758283,0.9391637305171784,-0.5783813842022804,17.434990927037408,17.445791795108732,432.5495885,432.5495885,30,False,False,0
CAM-0611,etf__sma50_200__long,0.0,0.0715580129153684,0.13855641278914926,4819,4815,4,0.9991699522722557,27,249,142,107,8,4,0.005963167742947366,0.009382907725421873,0.005963167742947366,0.739514003972153,-0.020975919652773428,1.34667827866584,1.3495290571581848,6.969272,6.93473,30,False,False,0
CAM-0611,etf__sma50_200__long,1.0,0.02179279552406413,0.16045535817705908,4819,4815,4,0.9991699522722557,27,249,139,110,8,4,0.0018160662936720074,0.005182907725421876,0.0018160662936720074,0.7737125250017612,-0.06912665137007713,1.34667827866584,1.3495290571581848,6.969272,6.93473,30,False,False,0
CAM-0611,etf__sma50_200__long,2.0,-0.027972421867240277,0.1841908304400672,4819,4815,4,0.9991699522722557,27,249,138,111,6,6,-0.0023310351556033553,0.0010750365523867081,-0.0023310351556033553,0.8113419886562729,-0.117277383087381,1.34667827866584,1.3495290571581848,6.969272,6.93473,30,False,False,0
CAM-0611,etf__sma50_200__long,5.0,-0.17726807404115344,0.28929121258611856,4819,4815,4,0.9991699522722557,27,249,130,119,5,7,-0.014772339503429455,-0.010624963447613305,-0.014772339503429455,0.9557731506286998,-0.26172957823929255,1.34667827866584,1.3495290571581848,6.969272,6.93473,30,False,False,0
CAM-0612,etf__sma10_50_200__long,0.0,0.09476041671264546,0.15245982477612974,3555,3551,4,0.9988748241912799,25,249,145,104,9,3,0.007896701392720456,0.016813061550220686,0.007896701392720456,0.7164392731585374,0.03411049493410898,1.2796340719127448,1.2819913377172456,7.1687460000000005,7.119986,30,False,False,0
CAM-0612,etf__sma10_50_200__long,1.0,0.04504894612441024,0.1617863487400701,3555,3551,4,0.9988748241912799,25,249,142,107,9,3,0.0037540788437008515,0.012813061550220682,0.0037540788437008515,0.7739629992921404,-0.014155204826226925,1.2796340719127448,1.2819913377172456,7.1687460000000005,7.119986,30,False,False,0
CAM-0612,etf__sma10_50_200__long,2.0,-0.004662524463825035,0.17456378393732258,3555,3551,4,0.9988748241912799,25,249,139,110,8,4,-0.00038854370531875233,0.008813061550220684,-0.00038854370531875233,0.8488408636391916,-0.062420904586562895,1.2796340719127448,1.2819913377172456,7.1687460000000005,7.119986,30,False,False,0
CAM-0612,etf__sma10_50_200__long,5.0,-0.15379693622853108,0.24348811066590303,3555,3551,4,0.9988748241912799,25,249,130,119,5,7,-0.012816411352377587,-0.0031869384497793243,-0.012816411352377587,0.9999999999999999,-0.207218003867571,1.2796340719127448,1.2819913377172456,7.1687460000000005,7.119986,30,False,False,0
CAM-0614,qqq__donchian10__long,0.0,-0.2519579558155075,0.34016353050753134,11628,11276,352,0.9697282421740626,111,250,113,137,4,8,-0.020996496317958958,-0.024499003052367935,-0.020996496317958958,0.2514066878969228,-0.2640889409300813,17.309100619331318,17.2506854364276,514.5887244999999,514.1584184999999,30,False,False,0
CAM-0614,qqq__donchian10__long,1.0,-0.30034721618088384,0.378813495543953,11628,11276,352,0.9697282421740626,111,250,113,137,4,8,-0.025028934681740323,-0.028711372412096002,-0.025028934681740323,0.2617912320724456,-0.31208971142453157,17.309100619331318,17.2506854364276,514.5887244999999,514.1584184999999,30,False,False,0
CAM-0614,qqq__donchian10__long,2.0,-0.3487364765462603,0.4198076048939258,11628,11276,352,0.9697282421740626,111,250,107,143,3,9,-0.029061373045521696,-0.032923741771824076,-0.029061373045521696,0.27123318341433905,-0.36009048191898196,17.309100619331318,17.2506854364276,514.5887244999999,514.1584184999999,30,False,False,0
CAM-0614,qqq__donchian10__long,5.0,-0.49390425764238965,0.5481975641058866,11628,11276,352,0.9697282421740626,111,250,104,146,2,10,-0.041158688136865816,-0.04556084985100829,-0.041158688136865816,0.3029352127488632,-0.5040927934023332,17.309100619331318,17.2506854364276,514.5887244999999,514.1584184999999,30,False,False,0
CAM-0615,qqq__fullcov_shrink50__mom60__long,0.0,-0.2401615174845646,0.28762107299583206,11937,11566,371,0.968920164195359,106,250,121,129,4,8,-0.020013459790380377,-0.014899584884862458,-0.020013459790380377,0.48897225557232166,-0.26212989872933845,16.190357279099633,16.19243577027334,419.0451785,419.0451785,30,False,False,0
CAM-0615,qqq__fullcov_shrink50__mom60__long,1.0,-0.2886678882805236,0.3300984526059803,11937,11566,371,0.968920164195359,106,250,116,134,3,9,-0.024055657356710294,-0.018915824136623294,-0.024055657356710294,0.5077426237582061,-0.3097221632886439,16.190357279099633,16.19243577027334,419.0451785,419.0451785,30,False,False,0
CAM-0615,qqq__fullcov_shrink50__mom60__long,2.0,-0.33717425907648263,0.3730132628728642,11937,11566,371,0.968920164195359,106,250,114,136,3,9,-0.028097854923040223,-0.02293206338838414,-0.028097854923040223,0.5290696197106541,-0.3573144278479494,16.190357279099633,16.19243577027334,419.0451785,419.0451785,30,False,False,0
CAM-0615,qqq__fullcov_shrink50__mom60__long,5.0,-0.48269337146435987,0.5057131671938194,11937,11566,371,0.968920164195359,106,250,103,147,3,9,-0.040224447622029987,-0.034980781143666664,-0.040224447622029987,0.5767045169508306,-0.500091221525866,16.190357279099633,16.19243577027334,419.0451785,419.0451785,30,False,False,0
CAM-0618,sector11__mom252__hold6__top1,0.0,-0.014928557627454181,0.25366534427588605,749,749,0,1.0,7,249,141,108,7,5,-0.0012440464689545128,0.006266396516635527,-0.0012440464689545128,1.0,-0.05258728549902468,1.2964992497946444,1.293781257298565,6.520466,6.567435,1,False,False,0
CAM-0618,sector11__mom252__hold6__top1,1.0,-0.0647285576274541,0.2812340280052008,749,749,0,1.0,7,249,140,109,7,5,-0.005394046468954507,0.002266396516635528,-0.005394046468954507,1.0,-0.09192061883235793,1.2964992497946444,1.293781257298565,6.520466,6.567435,1,False,False,0
