campaign_id,run_id,variant_id,clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,trade_roles,complete_trade_roles,role_coverage,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month,mean_spread_bps,reference_price,holdout_rows_loaded,broker_margin,direct_short
CAM-0603,RUN-0009,qqq__lowvol_quality__top20__trend1,0930,10.0,0.23730498167108635,0.07209171839470156,280,280,1.0,251,141,110,8,4,0.019775415139257194,0.01598453750339348,-0.042358643913327554,0.1302770149644033,65.45663347926363,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0930,0.0,0.3876763841524029,0.05834173186313948,286,286,1.0,251,146,105,10,2,0.03230636534603357,0.03294709570200897,-0.03745275968779878,0.12085985255881329,102.35755998577598,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0930,2.0,0.38648581026748774,0.05850525306352272,286,286,1.0,251,146,105,10,2,0.03220715085562398,0.03283127466766078,-0.037611595719412014,0.12080462598448896,102.35755998577598,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0930,5.0,0.38469994944011504,0.05875098909077119,286,286,1.0,251,146,105,10,2,0.03205832912000959,0.0326575431161385,-0.03784984976683187,0.12072178612300247,102.35755998577598,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0930,10.0,0.38172351472782723,0.05916176490183709,286,286,1.0,251,146,105,10,2,0.031810292893985605,0.03236799053026804,-0.038246939845864955,0.12058371968719164,102.35755998577598,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0930,0.0,0.2818177902227455,0.2309478877082668,47,47,1.0,251,139,112,9,3,0.02348481585189546,0.022212546904724732,-0.17107764849579732,0.2173430267886414,45.42755218258707,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0930,2.0,0.2800642048805555,0.23123825542842733,47,47,1.0,251,139,112,9,3,0.023338683740046287,0.021997057771838656,-0.17108556254154667,0.21723874508243954,45.42755218258707,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0930,5.0,0.27743382686727036,0.23167448810763125,47,47,1.0,251,139,112,9,3,0.023119485572272527,0.02167382407250954,-0.17109743361017068,0.21708232252313675,45.42755218258707,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0930,10.0,0.2730498635117951,0.23240336452617769,47,47,1.0,251,138,113,8,4,0.022754155292649594,0.021135101240294343,-0.17111721872454405,0.2168216182576321,45.42755218258707,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0930,0.0,0.7807584429782913,0.24067692833347787,478,478,1.0,237,126,111,8,4,0.06506320358152427,0.10656757005368128,-0.18255693429990305,0.26342752550815285,5.478700225007995,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0930,2.0,0.6851584429782911,0.25461449378735423,478,478,1.0,239,126,113,8,4,0.05709653691485763,0.0993675700536813,-0.19095693429990304,0.25622752550815286,5.478700225007995,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0930,5.0,0.5417584429782911,0.27713989405865186,478,478,1.0,239,124,115,8,4,0.04514653691485759,0.08856757005368127,-0.20355693429990307,0.24542752550815283,5.478700225007995,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0930,10.0,0.3027584429782909,0.319724551555036,478,478,1.0,239,122,117,8,4,0.025229870248190917,0.07056757005368126,-0.22455693429990306,0.22742752550815282,5.478700225007995,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,0.0,0.24385037838729892,0.33016192257053684,221,221,1.0,251,138,113,8,4,0.020320864865608246,0.014285153107516727,-0.1896743320174661,0.2488154979242687,52.99641107849989,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,2.0,0.23968908598656938,0.3315735304609039,221,221,1.0,251,137,114,8,4,0.019974090498880773,0.013915177776742471,-0.1899200821109629,0.24843958327054272,52.99641107849989,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,5.0,0.23344714738547492,0.33369954631592624,221,221,1.0,251,137,114,8,4,0.019453928948789573,0.013360214780581095,-0.19028870725120803,0.24787571128995373,52.99641107849989,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,10.0,0.22304391638365087,0.3372660373515039,221,221,1.0,251,137,114,8,4,0.0185869930319709,0.012437254537444715,-0.19090308248494994,0.24693592465563874,52.99641107849989,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,0.0,0.2002745464966836,0.16171058220892293,211,211,1.0,251,137,114,8,4,0.016689545541390297,0.02191272656833447,-0.10344695792223113,0.15170014725131487,59.79140767946673,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,2.0,0.1964484438604523,0.16325804840101607,211,211,1.0,251,137,114,8,4,0.01637070365503769,0.021643019653224092,-0.10377324665867471,0.1514232020196423,59.79140767946673,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,5.0,0.19070928990610536,0.1655889891731901,211,211,1.0,251,137,114,8,4,0.01589244082550878,0.021238459280558515,-0.10426267976334008,0.1510077841721334,59.79140767946673,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0930,10.0,0.1811440333155271,0.16950008671000716,211,211,1.0,251,135,116,8,4,0.015095336109627258,0.020564191992782564,-0.10507840160444903,0.15031542109295193,59.79140767946673,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0930,0.0,1.119430057719292,0.13203405063166526,52,52,1.0,251,133,118,9,3,0.0932858381432743,0.05224572553549155,-0.12159512983141382,0.4309712439701766,54.14628901549547,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0930,2.0,1.1159633910526252,0.1324237334503985,52,52,1.0,251,133,118,9,3,0.09299694925438544,0.05197905886882488,-0.12199512983141382,0.43057124397017665,54.14628901549547,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0930,5.0,1.1107633910526253,0.13301047818414738,52,52,1.0,251,133,118,9,3,0.0925636159210521,0.05157905886882489,-0.12259512983141384,0.4299712439701766,54.14628901549547,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0930,10.0,1.1020967243859585,0.13399435258202144,52,52,1.0,251,133,118,9,3,0.09184139369882989,0.05091239220215822,-0.12359512983141381,0.4289712439701766,54.14628901549547,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0930,0.0,1.1550627539523233,0.1287779768486688,56,56,1.0,251,134,117,9,3,0.09625522949602693,0.05224572553549155,-0.12159512983141382,0.4309712439701766,53.786363643935076,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0930,2.0,1.15132942061899,0.1291770966776212,56,56,1.0,251,134,117,9,3,0.09594411838491583,0.05197905886882488,-0.12199512983141382,0.43057124397017665,53.786363643935076,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0930,5.0,1.14572942061899,0.12977827281192691,56,56,1.0,251,134,117,9,3,0.09547745171824916,0.05157905886882489,-0.12259512983141384,0.4299712439701766,53.786363643935076,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0930,10.0,1.1363960872856564,0.1307869458280035,56,56,1.0,251,134,117,9,3,0.09469967394047137,0.05091239220215822,-0.12359512983141381,0.4289712439701766,53.786363643935076,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0930,0.0,0.9563744998953904,0.1551751454841575,38,38,1.0,251,137,114,8,4,0.07969787499128253,0.05260293407778614,-0.08770971032353315,0.3888660390381735,44.405194345537936,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0930,2.0,0.953841166562057,0.15540955445407642,38,38,1.0,251,137,114,8,4,0.07948676388017141,0.05246960074445281,-0.08784304365686647,0.38873270570484014,44.405194345537936,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0930,5.0,0.9500411665620571,0.15576249880075646,38,38,1.0,251,137,114,8,4,0.07917009721350475,0.052269600744452804,-0.08804304365686648,0.38853270570484016,44.405194345537936,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0930,10.0,0.9437078332287236,0.15635431539241335,38,38,1.0,251,137,114,8,4,0.07864231943572697,0.05193626741111947,-0.0883763769901998,0.3881993723715068,44.405194345537936,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0930,0.0,-0.09948742930398925,0.1668463542788932,54383,54370,0.9997609547101116,251,120,131,5,7,-0.008290619108665772,-0.003754254612970082,-0.04740092820512523,0.02054397337262716,152.25629399546034,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0930,2.0,-0.10548546494459074,0.17152344780916276,54383,54370,0.9997609547101116,251,119,132,5,7,-0.008790455412049229,-0.004200097194951484,-0.04782474526572494,0.01989961060551098,152.25629399546034,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0930,5.0,-0.11448251840549296,0.17854904927937046,54383,54370,0.9997609547101116,251,117,134,5,7,-0.009540209867124415,-0.0048688610679235925,-0.04846047085662449,0.018933066454836698,152.25629399546034,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0930,10.0,-0.12947760750699677,0.19028502373457712,54383,54370,0.9997609547101116,251,116,135,4,8,-0.010789800625583065,-0.005983467522877102,-0.04952001350812378,0.017322159537046244,152.25629399546034,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,0.0,0.28343371212949664,0.08073208978286861,276,276,1.0,251,136,115,9,3,0.023619476010791396,0.034354174818219306,-0.06104236743654148,0.08545233614008815,74.16772868972329,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,2.0,0.28089214505624516,0.08137925628394216,276,276,1.0,251,135,116,9,3,0.023407678754687095,0.03408891189213447,-0.06123116008258933,0.08523761060716781,74.16772868972329,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,5.0,0.27707979444636793,0.08235122907925303,276,276,1.0,251,135,116,9,3,0.02308998287053066,0.03369101750300722,-0.06151434905166111,0.08491552230778728,74.16772868972329,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,10.0,0.27072587676323917,0.08397445341651319,276,276,1.0,251,134,117,9,3,0.022560489730269934,0.03302786018779513,-0.06198633066678074,0.0843787084754864,74.16772868972329,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,0.0,0.28906013456311264,0.08570931895459317,256,256,1.0,251,138,113,9,3,0.024088344546926054,0.033169974231161414,-0.05568721421458814,0.08467268769142482,71.63724733351835,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,2.0,0.2864815090118038,0.08637280714224199,256,256,1.0,251,138,113,9,3,0.02387345908431698,0.0328888253474434,-0.055856732022811106,0.08443127209493571,71.63724733351835,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,5.0,0.2826135706848405,0.08736932847108742,256,256,1.0,251,138,113,9,3,0.023551130890403366,0.03246710202186637,-0.05611100873514556,0.08406914870020207,71.63724733351835,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0930,10.0,0.27616700680656836,0.08903364372825538,256,256,1.0,251,137,114,9,3,0.023013917233880687,0.03176422981257132,-0.05653480325570297,0.08346560970897933,71.63724733351835,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0930,0.0,0.5878536336518421,0.18787226512660726,102,102,1.0,250,130,120,9,3,0.04898780280432017,0.01589760052362652,-0.14442640730702022,0.28952214434541623,5.03136915952857,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0930,2.0,0.5840549973142684,0.18808636853177235,102,102,1.0,250,130,120,9,3,0.04867124977618902,0.015584016362474338,-0.14470513354275658,0.2891530290887036,5.03136915952857,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0930,5.0,0.578357042807908,0.18840755455011993,102,102,1.0,250,129,121,9,3,0.048196420233992336,0.015113640120746074,-0.14512322289636112,0.2885993562036346,5.03136915952857,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0930,10.0,0.568860451963974,0.1889429470248339,102,102,1.0,250,129,121,9,3,0.047405037663664495,0.014329679717865633,-0.14582003848570202,0.28767656806185293,5.03136915952857,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0930,0.0,0.2485802540015357,0.05749049504086254,175,175,1.0,250,140,110,10,2,0.02071502116679464,0.009770964260108997,-0.027103896967329642,0.07564329270534209,8.157368493443066,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0930,2.0,0.2457022208518757,0.05771638757635114,175,175,1.0,250,140,110,10,2,0.020475185070989645,0.009481847675137399,-0.02741839472900153,0.07548903082279079,8.157368493443066,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0930,5.0,0.2413851711273858,0.05805650801208915,175,175,1.0,250,137,113,10,2,0.02011543092728215,0.009048172797680002,-0.027890141371509372,0.07525763799896387,8.157368493443066,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0930,10.0,0.2341900882532359,0.05862681904411937,175,175,1.0,250,137,113,10,2,0.019515840687769657,0.00867613132691397,-0.028676385775689102,0.07487198329258564,8.157368493443066,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,0.0,0.36628097450413444,0.10203515158994708,10,10,1.0,250,149,101,8,4,0.030523414542011202,0.0282287418728544,-0.06438080618015551,0.14397868456382001,8.903442336398976,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,2.0,0.36428097450413444,0.10217923686613438,10,10,1.0,250,149,101,8,4,0.030356747875344536,0.027828741872854404,-0.06438080618015551,0.14357868456382,8.903442336398976,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,5.0,0.36128097450413443,0.10239612939318335,10,10,1.0,250,149,101,8,4,0.030106747875344536,0.0272287418728544,-0.06438080618015551,0.14297868456382,8.903442336398976,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,10.0,0.35628097450413443,0.10275967038369851,10,10,1.0,250,148,102,8,4,0.02969008120867787,0.0262287418728544,-0.06438080618015551,0.14197868456382,8.903442336398976,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,0.0,0.34360022130899337,0.09079520990186585,10,10,1.0,239,153,86,8,4,0.02863335177574945,0.016717346580529535,-0.06438080618015551,0.14397868456382001,6.146775825477026,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,2.0,0.34160022130899337,0.09117865867046498,10,10,1.0,239,152,87,8,4,0.02846668510908278,0.016517346580529536,-0.06438080618015551,0.14357868456382,6.146775825477026,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,5.0,0.33860022130899337,0.09175476600647965,10,10,1.0,239,152,87,8,4,0.02821668510908278,0.016217346580529535,-0.06438080618015551,0.14297868456382,6.146775825477026,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0930,10.0,0.33360022130899336,0.09271744416013195,10,10,1.0,239,151,88,8,4,0.027800018442416113,0.015717346580529534,-0.06438080618015551,0.14197868456382,6.146775825477026,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0930,0.0,0.21815814923059518,0.05938349606194649,988,988,1.0,249,127,122,8,4,0.018179845769216264,0.012705093929342819,-0.03141273906231621,0.06554477214591313,6.604983372340658,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0930,2.0,0.19665592700837298,0.06303077358982019,988,988,1.0,249,126,123,8,4,0.016387993917364414,0.011129538373787266,-0.032986072395649546,0.06340921659035757,6.604983372340658,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0930,5.0,0.16440259367503965,0.06868049091769982,988,988,1.0,249,121,128,8,4,0.013700216139586637,0.008766205040453933,-0.03534607239564955,0.06020588325702424,6.604983372340658,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0930,10.0,0.11064703811948412,0.07860570803703176,988,988,1.0,249,116,133,7,5,0.009220586509957008,0.0048273161515650425,-0.03927940572898288,0.05486699436813536,6.604983372340658,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,0.0,0.18402006173304192,0.0939535792781364,12,12,1.0,250,143,107,8,4,0.015335005144420155,0.010933712526407156,-0.031033595072066378,0.06360806917722284,0.8824215232531339,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,2.0,0.18313893389214955,0.09400068553264328,12,12,1.0,250,143,107,8,4,0.015261577824345791,0.010903059109384617,-0.031033595072066378,0.06360806917722284,0.8824215232531339,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,5.0,0.18181724213081105,0.09407143354870534,12,12,1.0,250,143,107,8,4,0.015151436844234251,0.010857078983850809,-0.031033595072066378,0.06360806917722284,0.8824215232531339,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,10.0,0.17961442252858018,0.09418958386066131,12,12,1.0,250,143,107,8,4,0.014967868544048345,0.010780445441294464,-0.031033595072066378,0.06360806917722284,0.8824215232531339,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,0.0,0.7596147947449607,0.09581250507892003,74,74,1.0,251,146,105,9,3,0.06330123289541341,0.046389208972353366,-0.035973437010126355,0.2814026026888591,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,2.0,0.7580247295986846,0.09601608702322911,74,74,1.0,251,146,105,9,3,0.06316872746655705,0.04621456275993122,-0.03605582966625365,0.28124244743840177,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,5.0,0.7556396318792702,0.09632195174912328,74,74,1.0,251,146,105,9,3,0.06296996932327252,0.04595259344129801,-0.03617941865044458,0.2810022145627159,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,10.0,0.7516644690135798,0.09683304201527941,74,74,1.0,251,146,105,9,3,0.06263870575113166,0.04551597791024265,-0.036385400290762815,0.2806018264365727,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,0.0,0.17363204625228446,0.03722751428029599,74,74,1.0,251,146,105,9,3,0.014469337187690374,0.010589205676679586,-0.008220291306838514,0.05928773455668174,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,2.0,0.17323422574328032,0.03729010116087092,74,74,1.0,251,146,105,9,3,0.014436185478606695,0.01055048271122473,-0.008240243242483444,0.05925050313881861,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,5.0,0.1726374949797741,0.03738402209636624,74,74,1.0,251,146,105,9,3,0.014386457914981178,0.010492398263042445,-0.008270171145950838,0.059194656012023915,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,10.0,0.1716429437072637,0.03754066538829806,74,74,1.0,251,146,105,9,3,0.014303578642271978,0.010395590849405303,-0.008320050985063165,0.05910157746736609,46.9994111620668,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,0.0,1.2345142594391063,0.1345474339282834,66,66,1.0,235,135,100,11,1,0.10287618828659219,0.08323489491338984,-0.13674429585586412,0.4005997652036516,17.693472442443756,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,2.0,1.2305489938735055,0.13467742377151257,66,66,1.0,235,135,100,11,1,0.10254574948945878,0.08303489491338983,-0.13714429585586413,0.40028408022900897,17.693472442443756,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,5.0,1.2246010955251039,0.1348728801697201,66,66,1.0,235,135,100,11,1,0.10205009129375865,0.08273489491338984,-0.13774429585586412,0.39981055276704497,17.693472442443756,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,10.0,1.2146879316111014,0.13519990462137244,66,66,1.0,235,135,100,11,1,0.10122399430092512,0.08223489491338984,-0.13874429585586412,0.3990213403304383,17.693472442443756,09:30 SIP midpoint,0,False,False
CAM-0601,RUN-0009,qqq__sue__hold3__top5__price20,0940,0.0,0.42505413174140655,0.14220592371914378,94,94,1.0,251,151,100,8,4,0.035421177645117215,0.03687467260511168,-0.0735283851184964,0.1350168333887313,14.763705249059514,09:30 SIP midpoint,0,False,False
