campaign_id,month,net_pnl
CAM-0600,2025-05,0.08792499436324205
CAM-0600,2025-06,0.04589468872921462
CAM-0600,2025-07,0.10283035467723986
CAM-0600,2025-08,-0.13714429585586413
CAM-0600,2025-09,0.2637962813980045
CAM-0600,2025-10,0.13865127117052653
CAM-0600,2025-11,0.027994126774129813
CAM-0600,2025-12,0.16544383204684834
CAM-0600,2026-01,0.40028408022900897
CAM-0600,2026-02,0.03868984209946692
CAM-0600,2026-03,0.018039022778150247
CAM-0600,2026-04,0.0781447954635376
CAM-0601,2025-05,0.07014876776093651
CAM-0601,2025-06,0.018616569342723904
CAM-0601,2025-07,0.033784049667907205
CAM-0601,2025-08,0.04766147328193897
CAM-0601,2025-09,0.12600136087227218
CAM-0601,2025-10,0.10070448972534873
CAM-0601,2025-11,-0.023286645531396182
CAM-0601,2025-12,0.03977400835581003
CAM-0601,2026-01,-0.046264002772636315
CAM-0601,2026-02,-0.07359153750616411
CAM-0601,2026-03,-0.004377077701308442
CAM-0601,2026-04,0.13488350005539795
CAM-0602,2025-05,0.011672087850492532
CAM-0602,2025-06,0.08812052693092548
CAM-0602,2025-07,0.07714984045642728
CAM-0602,2025-08,0.059811489660854145
CAM-0602,2025-09,0.06901620341250442
CAM-0602,2025-10,0.14443359047843293
CAM-0602,2025-11,0.031796997550949564
CAM-0602,2025-12,0.060650546783269574
CAM-0602,2026-01,0.06557749617692515
CAM-0602,2026-02,-0.03347562945500366
CAM-0602,2026-03,-0.04182555565589549
CAM-0602,2026-04,0.2871695230696883
CAM-0603,2025-05,0.05615439207897485
CAM-0603,2025-06,0.056186456027215934
CAM-0603,2025-07,-0.016312536031883235
CAM-0603,2025-08,-0.009715515520925203
CAM-0603,2025-09,0.020357364657221995
CAM-0603,2025-10,0.037750333653538734
CAM-0603,2025-11,-0.016736222657267527
CAM-0603,2025-12,0.0050739660855518695
CAM-0603,2026-01,0.01588961897071184
CAM-0603,2026-02,0.02362736362658077
CAM-0603,2026-03,-0.04140810705732427
CAM-0603,2026-04,0.12940853466113583
CAM-0604,2025-05,0.03488462887704786
CAM-0604,2025-06,0.04356400834665905
CAM-0604,2025-07,0.0016964689809609813
CAM-0604,2025-08,0.027844101513047025
CAM-0604,2025-09,0.0360482385807176
CAM-0604,2025-10,0.04939500253697486
CAM-0604,2025-11,0.04335416830678716
CAM-0604,2025-12,0.012708638966209704
CAM-0604,2026-01,0.046527561819635695
CAM-0604,2026-02,0.032784069244003664
CAM-0604,2026-03,-0.030632714902290043
CAM-0604,2026-04,0.12354825294207517
CAM-0605,2025-05,0.031708865114891766
CAM-0605,2025-06,0.0538061799266174
CAM-0605,2025-07,-0.028265193600877384
CAM-0605,2025-08,0.012886344327372436
CAM-0605,2025-09,0.08468282472607744
CAM-0605,2025-10,0.003291228462595431
CAM-0605,2025-11,-0.17082312936398766
CAM-0605,2025-12,0.04863685634141018
CAM-0605,2026-01,-0.0077151354318727855
CAM-0605,2026-02,0.0004939776230019136
CAM-0605,2026-03,0.036718467273424316
CAM-0605,2026-04,0.2184547778759129
CAM-0607,2025-05,0.03893798530574173
CAM-0607,2025-06,0.11374078553454682
CAM-0607,2025-07,0.13753935778042461
CAM-0607,2025-08,-0.0355456203935966
CAM-0607,2025-09,0.09638803686177583
CAM-0607,2025-10,0.1697970931760361
CAM-0607,2025-11,-0.21203338170546254
CAM-0607,2025-12,-0.20434165211085334
CAM-0607,2026-01,0.08490065738987633
CAM-0607,2026-02,0.06357142926501134
CAM-0607,2026-03,0.09949848771456667
CAM-0607,2026-04,-0.10118448651377773
CAM-0608,2025-05,0.0617351735480278
CAM-0608,2025-06,0.11760272125489028
CAM-0608,2025-07,0.029458265447652263
CAM-0608,2025-08,0.0369907974959672
CAM-0608,2025-09,0.10611420047725464
CAM-0608,2025-10,0.00425378696079002
CAM-0608,2025-11,-0.1895608814136392
CAM-0608,2025-12,-0.06982632551116288
CAM-0608,2026-01,-0.05242282543336945
CAM-0608,2026-02,-0.03927505450699011
CAM-0608,2026-03,0.019627207002278366
CAM-0608,2026-04,0.24613192972223305
CAM-0609,2025-05,0.028185063476296266
CAM-0609,2025-06,0.06663906723924207
CAM-0609,2025-07,0.014745526991332213
CAM-0609,2025-08,0.04691791302573204
CAM-0609,2025-09,0.042695005721970825
CAM-0609,2025-10,0.02545927758343055
CAM-0609,2025-11,-0.09909472546909326
CAM-0609,2025-12,0.025120545824687424
CAM-0609,2026-01,-0.011637050483901823
CAM-0609,2026-02,-0.04009972869006111
CAM-0609,2026-03,-0.001962503727965959
CAM-0609,2026-04,0.14964956503080415
CAM-0610,2025-05,0.13068924741107887
CAM-0610,2025-06,0.041262578743029396
CAM-0610,2025-07,0.008039645845609372
CAM-0610,2025-08,-0.04541061306515764
CAM-0610,2025-09,0.06754537767132458
CAM-0610,2025-10,0.2436867511441359
CAM-0610,2025-11,-0.118966159265623
CAM-0610,2025-12,0.14126381930247514
CAM-0610,2026-01,0.22869990417352928
CAM-0610,2026-02,0.037625497946006684
CAM-0610,2026-03,-0.0040509375327243274
CAM-0610,2026-04,0.4371633493279396
CAM-0611,2025-05,0.18636339404094204
CAM-0611,2025-06,0.03728631161042166
CAM-0611,2025-07,0.008039645845609372
CAM-0611,2025-08,-0.04541061306515764
CAM-0611,2025-09,0.06754537767132458
CAM-0611,2025-10,0.2436867511441359
CAM-0611,2025-11,-0.118966159265623
CAM-0611,2025-12,0.14126381930247514
CAM-0611,2026-01,0.22869990417352928
CAM-0611,2026-02,0.037625497946006684
CAM-0611,2026-03,-0.0040509375327243274
CAM-0611,2026-04,0.4371633493279396
CAM-0612,2025-05,0.07843312397984598
CAM-0612,2025-06,-0.00722074043658523
CAM-0612,2025-07,0.02397900307238414
CAM-0612,2025-08,-0.019231653554137758
CAM-0612,2025-09,0.09822811363033339
CAM-0612,2025-10,0.06441888210631047
CAM-0612,2025-11,-0.09259227526703519
CAM-0612,2025-12,0.15362618746880377
CAM-0612,2026-01,0.2247919515929896
CAM-0612,2026-02,0.045998193906322114
CAM-0612,2026-03,-0.009295055494007373
CAM-0612,2026-04,0.38711333414703936
CAM-0614,2025-05,0.04262667670611676
CAM-0614,2025-06,0.024127251696343475
CAM-0614,2025-07,-0.0207831519201572
CAM-0614,2025-08,0.031031781058704497
CAM-0614,2025-09,0.009214725488248105
CAM-0614,2025-10,-0.0210052680935506
CAM-0614,2025-11,0.012811181207119314
CAM-0614,2025-12,0.008348547998844644
CAM-0614,2026-01,0.0007432480030562299
CAM-0614,2026-02,-0.012602893693710291
CAM-0614,2026-03,-0.03050533317093121
CAM-0614,2026-04,0.044875608825554414
CAM-0615,2025-05,0.046077484562090605
CAM-0615,2025-06,0.07126305524536339
CAM-0615,2025-07,-0.04407938939565205
CAM-0615,2025-08,-0.026678166021960638
CAM-0615,2025-09,0.05332448323278545
CAM-0615,2025-10,0.0889430939741284
CAM-0615,2025-11,0.026193637033791153
CAM-0615,2025-12,0.041367466251157954
CAM-0615,2026-01,0.03644491345188041
CAM-0615,2026-02,0.033298105149001736
CAM-0615,2026-03,-0.05745557047741803
CAM-0615,2026-04,0.060971617048554284
CAM-0616,2025-05,0.04503446387994109
CAM-0616,2025-06,0.06826130566517807
CAM-0616,2025-07,-0.04524452787461103
CAM-0616,2025-08,-0.026685836794672825
CAM-0616,2025-09,0.05152012380205026
CAM-0616,2025-10,0.08859657236446004
CAM-0616,2025-11,0.02405980658227739
CAM-0616,2025-12,0.04430675152209261
CAM-0616,2026-01,0.03580281879393609
CAM-0616,2026-02,0.033464022279450036
CAM-0616,2026-03,-0.05389513225831519
CAM-0616,2026-04,0.07360649338936236
CAM-0617,2025-05,0.25447426387186345
CAM-0617,2025-06,-0.1028538864237568
CAM-0617,2025-07,0.0168485075948739
CAM-0617,2025-08,0.009575340552767491
CAM-0617,2025-09,0.05302360950320354
CAM-0617,2025-10,0.2857922355941006
CAM-0617,2025-11,-0.005330955779881471
CAM-0617,2025-12,0.00612935459769442
CAM-0617,2026-01,0.11754440916253392
CAM-0617,2026-02,0.031073468773450463
CAM-0617,2026-03,-0.06797717211931306
CAM-0617,2026-04,0.044567382182870194
CAM-0618,2025-05,0.03816135674015856
CAM-0618,2025-06,0.04552304255243146
CAM-0618,2025-07,0.010594500184985527
CAM-0618,2025-08,0.013221129213159022
CAM-0618,2025-09,0.05177006536665921
CAM-0618,2025-10,0.011997035878701722
CAM-0618,2025-11,-0.027709286860600445
CAM-0618,2025-12,0.035205661522008144
CAM-0618,2026-01,0.00604082257654262
CAM-0618,2026-02,0.000667675762265096
CAM-0618,2026-03,0.0009666176609393336
CAM-0618,2026-04,0.0772590759872366
CAM-0619,2025-05,0.04619259055789589
CAM-0619,2025-06,0.037635037598094126
CAM-0619,2025-07,0.031269275819897094
CAM-0619,2025-08,-0.006523774047259567
CAM-0619,2025-09,0.08759480429853872
CAM-0619,2025-10,0.08116592814303702
CAM-0619,2025-11,-0.06438080618015551
CAM-0619,2025-12,-0.013409232818141704
CAM-0619,2026-01,-0.001142090959437847
CAM-0619,2026-02,0.15082536758633563
CAM-0619,2026-03,0.043006466123007625
CAM-0619,2026-04,0.002626015721394648
CAM-0620,2025-05,0.0036656171230957657
CAM-0620,2025-06,0.03886878252560262
CAM-0620,2025-07,0.031269275819897094
CAM-0620,2025-08,-0.006523774047259567
CAM-0620,2025-09,0.08759480429853872
CAM-0620,2025-10,0.08116592814303702
CAM-0620,2025-11,-0.06438080618015551
CAM-0620,2025-12,-0.013409232818141704
CAM-0620,2026-01,-0.001142090959437847
CAM-0620,2026-02,0.15082536758633563
CAM-0620,2026-03,0.043006466123007625
CAM-0620,2026-04,0.007809016665470915
CAM-0621,2025-05,0.01228176822479772
CAM-0621,2025-06,0.06512168214609208
CAM-0621,2025-07,-0.017570539352172322
CAM-0621,2025-08,0.047015008658133024
CAM-0621,2025-09,0.04008490954556012
CAM-0621,2025-10,0.06631863124476563
CAM-0621,2025-11,-0.02120966892810503
CAM-0621,2025-12,0.015185143417350503
CAM-0621,2026-01,0.07435934169126017
CAM-0621,2026-02,-0.00021044267520516947
CAM-0621,2026-03,-0.0004926438306941117
CAM-0621,2026-04,-0.004142253949759565
CAM-0622,2025-05,0.011284924263666618
CAM-0622,2025-06,0.04272353574081755
CAM-0622,2025-07,0.017006261535878715
CAM-0622,2025-08,0.005322228970939258
CAM-0622,2025-09,0.06360806917722284
CAM-0622,2025-10,0.06274761397800854
CAM-0622,2025-11,-0.02371762540658871
CAM-0622,2025-12,0.01006467393739185
CAM-0622,2026-01,-0.0011022390029965558
CAM-0622,2026-02,-0.031033595072066378
CAM-0622,2026-03,-0.02660563983556319
CAM-0622,2026-04,0.04994258169068268
CAM-0623,2025-05,0.06309771472536367
CAM-0623,2025-06,0.042526713066631236
CAM-0623,2025-07,-0.011950840377197498
CAM-0623,2025-08,0.014820173310102422
CAM-0623,2025-09,0.12974540161275852
CAM-0623,2025-10,0.04828416138527525
CAM-0623,2025-11,-0.02581544589143579
CAM-0623,2025-12,0.07596329971799919
CAM-0623,2026-01,0.16475328720793217
CAM-0623,2026-02,0.012554654722043736
CAM-0623,2026-03,-0.03143565767501205
CAM-0623,2026-04,0.2799308825272313
CAM-0624,2025-05,0.012660976612737584
CAM-0624,2025-06,0.0087901549604779
CAM-0624,2025-07,-0.002458703968727022
CAM-0624,2025-08,0.003215879288433046
CAM-0624,2025-09,0.03203999287541496
CAM-0624,2025-10,0.012091306749513447
CAM-0624,2025-11,-0.007842377096227445
CAM-0624,2025-12,0.01932246441825184
CAM-0624,2026-01,0.04160946305488701
CAM-0624,2026-02,0.003362399421399782
CAM-0624,2026-03,-0.007090401262078877
CAM-0624,2026-04,0.05935977185462377
