campaign_id,run_id,variant_id,clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,trade_roles,role_coverage,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month,reference_price,holdout_rows_loaded,broker_margin,direct_short
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0940,2.0,0.2521903469084811,0.07039039358682744,283,0.9964664310954063,251,142,109,8,4,0.021015862242373423,0.019524671485834956,-0.0414081070573243,0.12940853466113533,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0940,5.0,0.2504901954153591,0.07056012393925577,283,0.9964664310954063,251,142,109,8,4,0.020874182951279924,0.019421300421899754,-0.0415011765297068,0.1293352778113264,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0940,10.0,0.24765660959348915,0.0708439868467261,283,0.9964664310954063,251,142,109,8,4,0.020638050799457432,0.019249015315341077,-0.04165629231701097,0.1292131830616448,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0940,0.0,0.3721022117977134,0.14707488025190119,75,0.9866666666666667,251,139,112,8,4,0.031008517649809452,0.028266211679488527,-0.0683761608547486,0.23588536175830693,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0940,2.0,0.37081492973543656,0.14731437870026523,75,0.9866666666666667,251,139,112,8,4,0.03090124414461971,0.028146700386328636,-0.06850924863439191,0.23577090644631554,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0940,5.0,0.3688840066420213,0.14767434639747173,75,0.9866666666666667,251,139,112,8,4,0.030740333886835104,0.0279674334465888,-0.0687088803038569,0.23559922347832846,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0940,10.0,0.365665801486329,0.14827622033731166,75,0.9866666666666667,251,139,112,8,4,0.030472150123860755,0.027668655213689067,-0.0690415997529652,0.23531308519835,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0940,0.0,0.3940539130757078,0.08157246168426267,169,0.5443786982248521,251,146,105,9,3,0.03283782608964231,0.03793796130278565,-0.06128733854484757,0.15608708605297889,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0940,2.0,0.3927839328690025,0.0817269259270911,169,0.5443786982248521,251,146,105,9,3,0.032731994405750205,0.037829092109123455,-0.06140064395545869,0.15602076107616383,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0940,5.0,0.3908789625589446,0.08195910525202088,169,0.5443786982248521,251,146,105,9,3,0.03257324687991204,0.03766578831863015,-0.061570602071375366,0.15592127361094124,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0940,10.0,0.3877040120421814,0.08234736406906912,169,0.5443786982248521,251,146,105,9,3,0.03230866767018178,0.03739361533447464,-0.061853865597903165,0.1557554611689036,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0940,0.0,0.3468686923042892,0.2818289846201918,478,1.0,234,121,113,8,4,0.028905724358690765,0.08123604332744383,-0.20443338170546255,0.17859709317603611,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0940,2.0,0.2512686923042891,0.30022106186398395,478,1.0,239,119,120,8,4,0.020939057692024105,0.07423604332744384,-0.21203338170546254,0.1697970931760361,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0940,5.0,0.10786869230428897,0.33249645913158266,478,1.0,239,115,124,8,4,0.00898905769202408,0.06373604332744381,-0.22343338170546256,0.1565970931760361,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0940,10.0,-0.13113130769571124,0.4365852840772827,478,1.0,239,110,129,8,4,-0.010927608974642594,0.04623604332744381,-0.24243338170546258,0.1345970931760361,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,0.0,0.45145925618394805,0.20847397722233424,221,1.0,251,140,111,8,4,0.037621604681995664,0.02549391542426674,-0.07942455509504412,0.25027193766834566,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,2.0,0.4473749177640226,0.2096160399240058,221,1.0,251,140,111,8,4,0.03728124314700188,0.02512322301549183,-0.07967175164878941,0.2498959757945008,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,5.0,0.4412484101341345,0.21133601262091659,221,1.0,251,140,111,8,4,0.03677070084451121,0.024567184402329467,-0.08004254647940735,0.2493320329837335,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,10.0,0.43103756408432103,0.21422112473499927,221,1.0,251,140,111,8,4,0.03591979700702675,0.023640453380392203,-0.08066053786377059,0.24839212829912127,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,0.0,0.3283446348273632,0.09300142948970716,211,1.0,251,141,110,8,4,0.027362052902280266,0.02009265058960808,-0.02850485026747082,0.1501698024735189,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,2.0,0.3245337399472053,0.0935038667672602,211,1.0,251,141,110,8,4,0.02704447832893378,0.019734031414170627,-0.028855869561678266,0.14989592415347397,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,5.0,0.31881739762696854,0.09426193731416067,211,1.0,251,140,111,8,4,0.02656811646891405,0.019196102651014436,-0.029382398502989432,0.14948510667340653,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0940,10.0,0.30929016042657387,0.09560361139213958,211,1.0,251,138,113,8,4,0.025774180035547822,0.01829955471242079,-0.030259946738508042,0.14880041087329413,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0940,0.0,1.1710151283682904,0.12854514115219906,52,1.0,251,134,117,9,3,0.09758459403069086,0.05480397820717699,-0.11856615926562299,0.4375633493279396,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0940,2.0,1.1675484617016239,0.12891925336844526,52,1.0,251,134,117,9,3,0.09729570514180198,0.05440397820717699,-0.118966159265623,0.4371633493279396,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0940,5.0,1.1623484617016238,0.12948249632943265,52,1.0,251,134,117,9,3,0.09686237180846864,0.053803978207176986,-0.11956615926562297,0.4365633493279396,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0940,10.0,1.1536817950349572,0.1304268080200997,52,1.0,251,134,117,9,3,0.09614014958624643,0.052803978207176985,-0.12056615926562299,0.4355633493279396,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0940,0.0,1.6173328458209864,0.1174573607411843,68,0.5,251,142,109,11,1,0.13477773715174884,0.10494102244544812,-0.06794503385658467,0.45154540514485314,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0940,2.0,1.6150661791543195,0.11756370335097181,68,0.5,251,142,109,11,1,0.13458884826285997,0.10474102244544814,-0.068078367189918,0.45141207181151977,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0940,5.0,1.6116661791543194,0.11772357880523893,68,0.5,251,142,109,11,1,0.13430551492952664,0.10444102244544812,-0.068278367189918,0.4512120718115198,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0940,10.0,1.605999512487653,0.11799100638148038,68,0.5,251,142,109,11,1,0.13383329270730443,0.10394102244544812,-0.06861170052325133,0.4508787384781865,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0940,0.0,1.6992431451058807,0.12667503407144576,32,0.5625,251,146,105,11,1,0.14160359542549006,0.07166886795125953,-0.01994940598039807,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0940,2.0,1.6980431451058806,0.1267314944375494,32,0.5625,251,146,105,11,1,0.14150359542549007,0.07156886795125952,-0.020016072647064738,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0940,5.0,1.6962431451058806,0.12681627941846166,32,0.5625,251,146,105,11,1,0.14135359542549003,0.07141886795125951,-0.02011607264706474,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0940,10.0,1.6932431451058807,0.1269578401001918,32,0.5625,251,146,105,11,1,0.14110359542549003,0.07116886795125951,-0.020282739313731403,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0940,0.0,0.1425597469508763,0.06428234123300472,45237,0.4371421623891947,251,122,129,8,4,0.011879978912573029,0.01651901158930123,-0.03938048368860663,0.04250929195740468,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0940,2.0,0.14207508003136757,0.06434439343981965,45237,0.4371421623891947,251,122,129,8,4,0.011839590002613967,0.016487140339383338,-0.03944499267748584,0.04248594365051113,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0940,5.0,0.14134807965210452,0.06443755300655957,45237,0.4371421623891947,251,122,129,8,4,0.011779006637675374,0.01643933346450651,-0.03954175616080466,0.04245092119017081,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0940,10.0,0.14013641235333268,0.06459303601382818,45237,0.4371421623891947,251,122,129,8,4,0.011678034362777723,0.016359655339711784,-0.03970302863300271,0.04239255042293694,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,0.0,0.18418087808591102,0.12518261988116455,114,0.9912280701754386,251,123,128,9,3,0.015348406507159249,0.021370220119575806,-0.06501974638255392,0.06147098841430784,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,2.0,0.18123279912424772,0.12603055486139064,114,0.9912280701754386,251,123,128,9,3,0.01510273326035398,0.021006455188506905,-0.06512166996722309,0.06127456584737717,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,5.0,0.17681068068175274,0.12730450527862566,114,0.9912280701754386,251,123,128,9,3,0.01473422339014606,0.020460807791903547,-0.06527455534422684,0.06097993199698118,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,10.0,0.16944048327759445,0.12943323478071994,114,0.9912280701754386,251,123,128,8,4,0.014120040273132869,0.019551395464231285,-0.06552936430589976,0.060488875579654516,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,0.0,0.18031365120201048,0.1309688085854605,120,0.9916666666666667,251,125,126,8,4,0.01502613760016754,0.022807388768546412,-0.06654367594888771,0.07054758920130472,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,2.0,0.17726520701764548,0.13190859401869445,120,0.9916666666666667,251,125,126,8,4,0.01477210058480379,0.022438142605197876,-0.06664941118130516,0.07035236667509256,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,5.0,0.1726925407410979,0.13332056454934138,120,0.9916666666666667,251,125,126,8,4,0.01439104506175816,0.02188427336017507,-0.06680801402993133,0.07005953288577432,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0940,10.0,0.16507143028018534,0.13567998169656986,120,0.9916666666666667,251,125,126,8,4,0.013755952523348778,0.020961157951803734,-0.06707235211097498,0.06957147657024393,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0940,0.0,0.6466651938479802,0.1565141682773175,102,1.0,250,130,120,9,3,0.05388876615399835,0.024300351302030357,-0.10257516018802043,0.28616135085081323,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0940,2.0,0.6428665575104067,0.15672666089891096,102,1.0,250,130,120,9,3,0.05357221312586722,0.02396098818416218,-0.1028538864237568,0.2857922355941006,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0940,5.0,0.6371686030040462,0.1570454304511884,102,1.0,250,130,120,9,3,0.05309738358367052,0.023451943507359917,-0.10327197577736133,0.2852385627090316,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0940,10.0,0.6276720121601121,0.15757679470704022,102,1.0,250,130,120,9,3,0.0523060010133427,0.022603535712689464,-0.10396879136670223,0.28431577456724993,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0940,0.0,0.2665757297341468,0.055492135213263065,175,1.0,250,141,109,11,1,0.02221464414451223,0.012898199130901969,-0.027394789098928556,0.0774133378697879,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0940,2.0,0.26369769658448683,0.055712498271353654,175,1.0,250,141,109,11,1,0.021974808048707235,0.012609082545930371,-0.027709286860600445,0.0772590759872366,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0940,5.0,0.25938064685999684,0.056044278990771225,175,1.0,250,141,109,11,1,0.021615053904999737,0.012175407668472974,-0.028181033503108285,0.07702768316340966,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0940,10.0,0.25218556398584696,0.056600567956399665,175,1.0,250,141,109,10,2,0.02101546366548725,0.011452616206043976,-0.028967277907288015,0.07664202845703144,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,0.0,0.39685958184320613,0.09988172200071019,10,1.0,250,151,99,8,4,0.03307163182026718,0.03485215670899561,-0.06438080618015551,0.15122536758633565,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,2.0,0.39485958184320613,0.1000197855629909,10,1.0,250,151,99,8,4,0.03290496515360051,0.03445215670899561,-0.06438080618015551,0.15082536758633563,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,5.0,0.39185958184320613,0.10022759804781986,10,1.0,250,151,99,8,4,0.03265496515360051,0.03385215670899561,-0.06438080618015551,0.15022536758633565,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,10.0,0.3868595818432061,0.10057587785688704,10,1.0,250,151,99,8,4,0.032238298486933846,0.032852156708995606,-0.06438080618015551,0.14922536758633564,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,0.0,0.3607493542799908,0.09278652908503714,10,1.0,239,154,85,8,4,0.03006244618999923,0.019939146242684003,-0.06438080618015551,0.15122536758633565,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,2.0,0.3587493542799908,0.09316904770264069,10,1.0,239,154,85,8,4,0.029895779523332566,0.019539146242684005,-0.06438080618015551,0.15082536758633563,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,5.0,0.35574935427999077,0.09374375215730267,10,1.0,239,154,85,8,4,0.029645779523332565,0.018939146242684002,-0.06438080618015551,0.15022536758633565,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0940,10.0,0.35074935427999077,0.09470407164943376,10,1.0,239,154,85,8,4,0.029229112856665896,0.017939146242684,-0.06438080618015551,0.14922536758633564,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0940,0.0,0.2982431584142453,0.0455145684697116,988,1.0,249,140,109,9,3,0.024853596534520437,0.015309011376629673,-0.0196363355947717,0.07649489724681571,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0940,2.0,0.276740936192023,0.04882624967770036,988,1.0,249,139,110,7,5,0.023061744682668587,0.013733455821074112,-0.02120966892810503,0.07435934169126017,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0940,5.0,0.2444876028586897,0.05394859948959359,988,1.0,249,134,115,7,5,0.02037396690489081,0.01137012248774078,-0.023569668928105032,0.07115600835792683,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0940,10.0,0.19073204730313414,0.0629252888230856,988,1.0,249,129,120,7,5,0.015894337275261176,0.007431233598851892,-0.02750300226143837,0.06581711946903794,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0940,0.0,0.18112191781828557,0.0943898599955232,12,1.0,250,143,107,8,4,0.015093493151523798,0.010705452517551773,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0940,2.0,0.18024078997739323,0.09443740485954434,12,1.0,250,143,107,8,4,0.015020065831449436,0.010674799100529233,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0940,5.0,0.1789190982160547,0.09450881203109379,12,1.0,250,143,107,8,4,0.014909924851337892,0.010628818974995426,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0940,10.0,0.17671627861382383,0.09462806425655484,12,1.0,250,143,107,8,4,0.014726356551151986,0.010552185432439081,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0940,0.0,0.7640644094779699,0.09631716070038107,74,1.0,251,146,105,9,3,0.06367203412316416,0.045580083438375454,-0.03135326501888478,0.2800910377776885,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0940,2.0,0.7624743443316937,0.09652009035202992,74,1.0,251,146,105,9,3,0.0635395286943078,0.04540543722595332,-0.03143565767501207,0.27993088252723125,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0940,5.0,0.7600892466122795,0.09682497271177232,74,1.0,251,146,105,9,3,0.06334077055102327,0.0451434679073201,-0.031559246659203004,0.27969064965154533,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0940,10.0,0.7561140837465891,0.09733441517462661,74,1.0,251,146,105,9,3,0.06300950697888241,0.04470685237626475,-0.03176522829952124,0.2792902615254022,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0940,0.0,0.3289851514082066,0.06599375247372029,74,1.0,251,146,105,9,3,0.02741542928401722,0.019648975913344753,-0.014592307098201541,0.1113693811359127,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0940,2.0,0.3282392379538239,0.0661137781092066,74,1.0,251,146,105,9,3,0.027353269829485327,0.019576370353116896,-0.014704457055426312,0.11129957222741933,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0940,5.0,0.32712036777224973,0.06629395495806463,74,1.0,251,146,105,9,3,0.027260030647687478,0.019467462012775112,-0.014872681991263464,0.11119485886467928,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0940,10.0,0.32525558413629274,0.06659461932899331,74,1.0,251,146,105,9,3,0.027104632011357734,0.01928594811220547,-0.015153056884325387,0.11102033659344587,09:30 SIP midpoint,0,False,False
