campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,metadata_json,net_10bps,positive_blocks,worst_block_average_month,block_returns_json,structured_screen
CAM-0600,RUN-0008,sp500__mom63_skip0__top3__liquid__panic1,sp500,1,2.0,2.1876168834767507,2.202349283281951,0.0147323998052004,105,249,799,431,379,0.6366533864541832,1.0000000000000002,73.66199902600235,41,25,0.534602529093876,0.0604896148686444,WDC,0.4352400119387293,1.7523768715380212,0,0,0.0364602813912791,0.0021539044415124,30,14,16,0.1409362646283781,2024-05-24,2024-08-02,66.0,0.001960053303918,12,0.102788768069523,0.0884788309528472,10,2,0,15,0.0822602964685083,0.0855316008790266,11,3,1,18,0.0817646107180109,0.0753289519346534,14,3,1,open_to_next_open,"{""formation"": 63, ""gate"": ""liquid"", ""panic_defense"": true, ""skip"": 0, ""top_k"": 3, ""weighting"": ""inverse_vol63""}",2.1286872842559488,3,0.026118451005940912,"[{""average_month"": 0.026118451005940912, ""block"": 1, ""end"": ""2023-12-29"", ""net"": 0.4440136671009955, ""start"": ""2022-02-16""}, {""average_month"": 0.04041655990059762, ""block"": 2, ""end"": ""2025-01-23"", ""net"": 0.525415278707769, ""start"": ""2024-01-02""}, {""average_month"": 0.0813591958445324, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 1.220387937667986, ""start"": ""2025-01-24""}]",True
CAM-0601,RUN-0008,qqq__sue__hold3__top5__price20,qqq,1,2.0,1.220179706169107,1.2276968705353513,0.0075171643662441,149,652,1674,938,736,0.9588167053364268,1.0,37.585821831220855,38,19,0.4947506363744435,0.0339413751820414,GOOGL,0.2209860839760803,0.9991936221930268,0,0,0.0147009603152904,0.0187724302395859,48,32,3,0.3488160298874995,2021-11-19,2022-10-12,318.0,0.0,12,0.0358487486745937,0.0360772741430939,8,4,0,15,0.0240676701588328,0.0317063896931913,9,6,0,18,0.0249960905660654,0.0329488667243051,11,7,0,open_to_next_open,"{""confirmation"": ""price20"", ""hold_months"": 3, ""liquidity"": ""top_half"", ""source_repair"": {""holdout_rows_loaded"": 0, ""latest_event_date"": ""2026-02-27"", ""q4_derivation"": ""annual diluted EPS less first three direct quarterly diluted EPS values"", ""score_cells"": 244560, ""sec_extension_enabled"": true, ""sec_quarter_rows"": 13276, ""sec_symbols"": 389, ""source_rows"": 15501, ""source_symbols"": 458, ""usable_sue_events"": 3349, ""usable_sue_symbols"": 152}, ""top_k"": 5}",1.1901110487041304,3,0.0012741172401078296,"[{""average_month"": 0.02893911776590363, ""block"": 1, ""end"": ""2021-11-16"", ""net"": 0.781356179679398, ""start"": ""2019-09-03""}, {""average_month"": 0.0012741172401078296, ""block"": 2, ""end"": ""2024-02-07"", ""net"": 0.03567528272301923, ""start"": ""2021-11-17""}, {""average_month"": 0.014931416435803329, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.4031482437666899, ""start"": ""2024-02-08""}]",True
CAM-0602,RUN-0008,qqq__value_quality__top5__trend0,qqq,1,2.0,1.6700600671809762,1.678644685061642,0.0085846178806657,82,477,1674,930,744,0.9709976798143852,1.0000000000000002,42.9230894033288,13,6,0.8553247640685361,0.0367702119516107,GOOG,0.3569930716474139,1.3130669955335623,0,0,0.0201212056286864,0.0157311644408307,53,27,3,0.2369038746761476,2020-02-13,2020-03-17,34.0,0.0,12,0.0690453133431196,0.0655351129986475,10,2,0,15,0.0507228508527796,0.0570338005923608,11,4,0,18,0.0410495025504852,0.0258224222391145,13,5,0,open_to_next_open,"{""liquidity"": ""top_half"", ""score"": ""value_quality"", ""top_k"": 5, ""trend"": false, ""weighting"": ""inverse_vol63""}",1.635721595658313,3,0.01157374359227527,"[{""average_month"": 0.02237384087734938, ""block"": 1, ""end"": ""2021-11-16"", ""net"": 0.6040937036884333, ""start"": ""2019-09-03""}, {""average_month"": 0.01157374359227527, ""block"": 2, ""end"": ""2024-02-07"", ""net"": 0.32406482058370756, ""start"": ""2021-11-17""}, {""average_month"": 0.027477834922549463, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.7419015429088355, ""start"": ""2024-02-08""}]",True
CAM-0603,RUN-0008,qqq__lowvol_quality__top20__trend1,qqq,1,2.0,0.8519523022799581,0.8597976600937707,0.0078453578138124,298,1601,1507,836,671,0.8738974257870332,1.0000000000000002,39.22678906906229,46,18,0.3508607497258432,0.0402652069520307,TMUS,0.0994528264412751,0.7524994758386829,10,1,0.010264485569638,0.0084921917070095,48,24,11,0.2653072217897483,2021-12-27,2022-10-12,402.0,0.0,12,0.0218273198848349,0.0176477423739233,8,4,0,15,0.0134405161555776,0.0119255818089231,10,5,0,18,0.0147327069939566,0.0136651378648055,12,6,0,open_to_next_open,"{""liquidity"": ""top_half"", ""score"": ""lowvol_quality"", ""top_k"": 20, ""trend"": true, ""weighting"": ""inverse_vol63""}",0.8205708710247084,3,0.0041350562645935795,"[{""average_month"": 0.015549249300900453, ""block"": 1, ""end"": ""2022-04-28"", ""net"": 0.3731819832216109, ""start"": ""2020-05-01""}, {""average_month"": 0.0041350562645935795, ""block"": 2, ""end"": ""2024-04-29"", ""net"": 0.10337640661483949, ""start"": ""2022-04-29""}, {""average_month"": 0.015015756497740314, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.37539391244350784, ""start"": ""2024-04-30""}]",True
CAM-0604,RUN-0008,sp500__value_quality__top20__trend0,sp500,1,2.0,0.7279868185181768,0.7324194733777042,0.0044326548595274,185,1085,961,521,440,0.7651896658078695,1.0000000000000002,22.16327429763746,50,28,0.3477178985430014,0.0556961840295145,MU,0.0835719021723817,0.6444149163457951,12,1,0.0121331136419696,0.0,28,18,14,0.1603618908709209,2024-10-16,2025-04-08,100.0,0.0,12,0.0348847973648095,0.0360777008798918,10,2,0,15,0.0236562500192337,0.0322633627283363,10,5,0,18,0.0197621441762894,0.0300840141136953,12,6,0,open_to_next_open,"{""liquidity"": ""top_half"", ""score"": ""value_quality"", ""top_k"": 20, ""trend"": false, ""weighting"": ""inverse_vol63""}",0.7102561990800667,3,0.010950192225041953,"[{""average_month"": 0.010950192225041953, ""block"": 1, ""end"": ""2023-10-10"", ""net"": 0.17520307560067125, ""start"": ""2022-07-01""}, {""average_month"": 0.014343089533636739, ""block"": 2, ""end"": ""2025-01-21"", ""net"": 0.22948943253818782, ""start"": ""2023-10-11""}, {""average_month"": 0.020205894398707347, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.32329431037931755, ""start"": ""2025-01-22""}]",True
CAM-0605,RUN-0008,qqq__resmom__top3__liquid,qqq,1,2.0,1.1588505721801217,1.16557773976993,0.0067271675898084,45,177,941,502,439,0.5458236658932715,1.0,33.63583794904248,18,11,0.5872591482785783,0.0590125964740475,NVDA,0.3446610724667344,0.8141894997133872,0,0,0.0139620550865074,0.0,32,13,38,0.1782177829173166,2022-08-15,2022-10-12,29.0,0.0013841099964193,12,0.025227615576076,0.0240879057694836,10,2,0,15,0.0302006621866716,0.0339150048026267,12,3,0,18,0.0297767315729833,0.0348512915339939,14,4,0,open_to_next_open,"{""gate"": ""liquid"", ""source_fidelity"": {""factor_definition"": ""Causal panel proxies: benchmark MKT, bottom-minus-top market-cap SMB, high-minus-low book-to-price HML."", ""formation_months"": 12, ""regression_months"": 36, ""score_cells"": 4651, ""skip_months"": 1, ""symbols"": 135}, ""top_k"": 3}",1.1319419018208878,3,0.011169040627019962,"[{""average_month"": 0.011169040627019962, ""block"": 1, ""end"": ""2023-10-27"", ""net"": 0.16753560940529943, ""start"": ""2022-08-01""}, {""average_month"": 0.033871112901849174, ""block"": 2, ""end"": ""2025-01-30"", ""net"": 0.5419378064295868, ""start"": ""2023-10-30""}, {""average_month"": 0.028086072271577223, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.44937715634523556, ""start"": ""2025-01-31""}]",True
CAM-0607,RUN-0008,etf__long_cheap_r2__top1__z1__trend0,etf,1,2.0,3.0485405953615663,3.753740595361567,0.7052000000000003,1763,2007,1763,893,870,0.9623362445414848,1.0,3526.0,10,9,0.988819560261418,0.0596436496652929,TQQQ,1.7583728145508288,1.2901677808107377,0,0,0.0346425067654723,0.0236260661494755,56,31,1,0.2198220875541768,2022-07-18,2022-10-12,34.0,0.0522760578703058,12,0.0656068038988519,0.1034111485684598,8,4,0,15,0.0606446301767435,0.0951919460164987,10,5,0,18,0.0581625520178565,0.0876028913444603,12,6,0,open_to_close,"{""lookback"": 2, ""mode"": ""long_cheap_intraday"", ""top_k"": 1, ""trend"": false, ""z_threshold"": 1.0}",0.2277405953615638,3,0.022937003383901842,"[{""average_month"": 0.022937003383901842, ""block"": 1, ""end"": ""2021-07-20"", ""net"": 0.6881101015170552, ""start"": ""2019-02-15""}, {""average_month"": 0.05561223708318903, ""block"": 2, ""end"": ""2023-11-30"", ""net"": 1.6127548754124819, ""start"": ""2021-07-21""}, {""average_month"": 0.025781917876966556, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.7476756184320301, ""start"": ""2023-12-01""}]",True
CAM-0610,RUN-0008,qqq__ma150__weekly__top3__momentum,qqq,1,2.0,3.0023638737957645,3.0324305404624314,0.0300666666666666,227,451,1574,850,724,0.9120262954369684,1.0,150.33333333333331,37,25,0.4935738708742447,0.037075859257763,TSLA,0.6162988344118695,2.386065039383895,5,1,0.0361730587204309,0.0125971728294271,46,30,7,0.3852959489879379,2020-02-18,2020-03-18,37.0,0.0017257439920984,12,0.0969075145721712,0.055061235899626,9,3,0,15,0.0826243634027818,0.0432034464866185,10,5,0,18,0.0795287996972465,0.0465901966707862,13,5,0,open_to_next_open,"{""cadence"": ""weekly"", ""rank"": ""momentum"", ""top_k"": 3, ""windows"": [150]}",2.882097207129098,3,0.028186758391076365,"[{""average_month"": 0.04158699516364676, ""block"": 1, ""end"": ""2022-02-23"", ""net"": 1.0812618742548157, ""start"": ""2020-01-27""}, {""average_month"": 0.028186758391076365, ""block"": 2, ""end"": ""2024-03-27"", ""net"": 0.7328557181679854, ""start"": ""2022-02-24""}, {""average_month"": 0.04570178005280629, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 1.1882462813729635, ""start"": ""2024-03-28""}]",True
CAM-0611,RUN-0008,qqq__ma50_200__weekly__top3__momentum,qqq,1,2.0,3.0797545172018594,3.107687850535193,0.0279333333333333,211,419,1521,826,695,0.8822505800464037,1.0,139.66666666666666,37,26,0.5069468161710834,0.041136341979039,TSLA,0.5610311126292125,2.518723404572647,0,1,0.0371054761108657,0.0128313127408486,47,26,10,0.2210979270380882,2024-06-05,2024-08-02,132.0,0.0016930630261546,12,0.1001275022238885,0.0549945692329593,9,3,0,15,0.0811051481240629,0.0430701131532852,10,5,0,18,0.0798445813169739,0.0465235300041195,13,5,0,open_to_next_open,"{""cadence"": ""weekly"", ""rank"": ""momentum"", ""top_k"": 3, ""windows"": [50, 200]}",2.9680211838685264,3,0.019503101819928835,"[{""average_month"": 0.05435331067615541, ""block"": 1, ""end"": ""2022-04-13"", ""net"": 1.3588327669038853, ""start"": ""2020-04-13""}, {""average_month"": 0.019503101819928835, ""block"": 2, ""end"": ""2024-04-22"", ""net"": 0.48757754549822085, ""start"": ""2022-04-14""}, {""average_month"": 0.04933376819199013, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 1.2333442047997534, ""start"": ""2024-04-23""}]",True
CAM-0612,RUN-0008,qqq__ma10_50_200__monthly__top3__momentum,qqq,1,2.0,1.7814822583729637,1.7973489250396304,0.0158666666666666,116,232,1507,800,707,0.8741299303944315,1.0,79.33333333333333,29,24,0.5181674960120464,0.0409373932164569,ZM,0.4598394745123206,1.3216427838606428,0,0,0.0214636416671441,0.0003485470303751,42,30,11,0.394706181591689,2021-11-18,2022-10-24,809.0,0.0,12,0.0818303713595192,0.0531044214558295,8,4,0,15,0.0580150437625416,0.0248084940109666,10,5,0,18,0.0606321773760273,0.0366425861961883,13,5,0,open_to_next_open,"{""cadence"": ""monthly"", ""rank"": ""momentum"", ""top_k"": 3, ""windows"": [10, 50, 200]}",1.7180155917062971,3,0.009411285901091887,"[{""average_month"": 0.033473049623278524, ""block"": 1, ""end"": ""2022-04-28"", ""net"": 0.8033531909586846, ""start"": ""2020-05-01""}, {""average_month"": 0.009411285901091887, ""block"": 2, ""end"": ""2024-04-29"", ""net"": 0.23528214752729718, ""start"": ""2022-04-29""}, {""average_month"": 0.029713876795479262, ""block"": 3, ""end"": ""2026-04-30"", ""net"": 0.7428469198869816, ""start"": ""2024-04-30""}]",True
