campaign_id,variant_id,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,position_rows,quote_complete_position_rows,missing_position_rows,position_coverage_rate,symbols,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,recent12_average_month,top5_symbol_positive_share,leave_best_symbol_out_return,mean_entry_spread_bps,mean_exit_spread_bps,median_entry_delay_ms,median_exit_role_delay_ms,max_role_window_seconds,broker_margin,direct_short,holdout_rows_loaded
CAM-0601,qqq__sue_sec__hold1__q20__long,0.0,-0.13974311606303252,0.3075607235046792,5000,5000,0,1.0,27,250,118,132,3,9,-0.01164525967191938,-0.012848053003007183,-0.01164525967191938,0.7764969805599274,-0.20524825807548014,14.954199144791597,14.968506937168666,382.2280835,380.668157,120,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,1.0,-0.18974311606303254,0.34791740635609547,5000,5000,0,1.0,27,250,115,135,3,9,-0.01581192633858604,-0.017348053003007177,-0.01581192633858604,0.7922001445998584,-0.2527482580754802,14.954199144791597,14.968506937168666,382.2280835,380.668157,120,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,2.0,-0.2397431160630325,0.38845169193911994,5000,5000,0,1.0,27,250,115,135,3,9,-0.019978593005252707,-0.021848053003007184,-0.019978593005252707,0.8099642307559167,-0.3002482580754801,14.954199144791597,14.968506937168666,382.2280835,380.668157,120,False,False,0
CAM-0601,qqq__sue_sec__hold1__q20__long,5.0,-0.3897431160630327,0.511038177277854,5000,5000,0,1.0,27,250,108,142,3,9,-0.03247859300525272,-0.035348053003007196,-0.03247859300525272,0.8635113828543225,-0.4427482580754803,14.954199144791597,14.968506937168666,382.2280835,380.668157,120,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,0.0,-0.26232001460643417,0.2931597443639332,2169,2169,0,1.0,16,250,115,135,4,8,-0.021860001217202846,-0.033203136858261234,-0.021860001217202846,0.9999999999999998,-0.29614263578008776,16.000449019807476,15.944800209534122,304.25367,304.25367,120,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,1.0,-0.3123200146064341,0.33818546251529996,2169,2169,0,1.0,16,250,114,136,4,8,-0.02602666788386951,-0.03730313685826123,-0.02602666788386951,1.0,-0.3433426357800877,16.000449019807476,15.944800209534122,304.25367,304.25367,120,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,2.0,-0.36232001460643415,0.38547685833415263,2169,2169,0,1.0,16,250,110,140,1,11,-0.030193334550536178,-0.04140313685826123,-0.030193334550536178,1.0,-0.39054263578008774,16.000449019807476,15.944800209534122,304.25367,304.25367,120,False,False,0
CAM-0602,qqq__btp__profitable__hold1__q10,5.0,-0.5123200146064344,0.528119801290082,2169,2169,0,1.0,16,250,103,147,1,11,-0.0426933345505362,-0.05370313685826125,-0.0426933345505362,1.0,-0.5322949252520398,16.000449019807476,15.944800209534122,304.25367,304.25367,120,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,0.0,-0.3943024393295149,0.4656509349734846,2750,2746,4,0.9985454545454545,31,250,103,147,3,9,-0.03285853661079291,-0.03753414776055191,-0.03285853661079291,0.9934664169439602,-0.489992930738983,13.516245160076135,13.49866561177232,576.9267715000001,568.765447,120,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,1.0,-0.4442297120567876,0.49994958436476683,2750,2746,4,0.9985454545454545,31,250,102,148,2,10,-0.03701914267139896,-0.04173414776055191,-0.03701914267139896,0.9965469509722535,-0.5395565671026192,13.516245160076135,13.49866561177232,576.9267715000001,568.765447,120,False,False,0
CAM-0603,qqq__lowvol63__hold1__q10,2.0,-0.49415698478406034,0.5342619074117233,2750,2746,4,0.9985454545454545,31,250,96,154,2,10,-0.04117974873200503,-0.045954253586646884,-0.04117974873200503,1.0,-0.5891202034662556,13.516245160076135,13.49866561177232,576.9267715000001,568.765447,120,False,False,0
