campaign_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,metadata_json
CAM-0618,etf_sector__formation252__hold3__long,etf,1,-1.0,1.7746264875394098,1.7727931542060764,-0.0018333333333333335,14,55,1561,879,675,0.8417030567685589,1.0,18.333333333333336,4,2,1.0,0.029000393300431183,XLK,0.8239595839193188,0.950666903620091,0,0,0.020166210085675113,0.010614040793821094,49,26,13,0.17604130992199865,2020-02-19,2020-03-20,14.0,0.013248470019289811,12,0.010003340908952212,0.020798926567923818,8,4,0,15,0.006632388448899105,0.014549678317497724,10,5,0,18,0.009294713923816466,0.016959552515774006,12,6,0,open_to_next_open,"{""formation_sessions"": 252, ""holding_months"": 3, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation126__hold1__long,etf,1,-1.0,1.3412351728745087,1.3345351728745083,-0.006699999999999999,34,67,1686,929,745,0.9203056768558951,1.0,67.0,5,2,1.0,0.03034076882387933,XLK,0.7147523931926261,0.6264827796818826,0,0,0.015241308782664869,0.0093318316124389,49,32,7,0.30895390497730446,2020-01-23,2020-03-20,42.0,0.021742287660969226,12,0.03092590599330129,0.024660299382966055,9,3,0,15,0.01808807450177147,0.015637188871954776,9,6,0,18,0.018444531215109427,0.014779639477869321,12,6,0,open_to_next_open,"{""formation_sessions"": 126, ""holding_months"": 1, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation252__hold3__long_short,etf,1,-1.0,0.21615078561467987,0.2140507856146799,-0.0021000000000000003,30,125,1561,835,726,0.837882096069869,1.0,21.0,4,4,1.0,0.03496215877592301,XLK,0.3736307847510092,-0.15747999913632932,0,0,0.002456258927439544,0.00023691197396592703,45,30,13,0.22190155828279462,2020-10-01,2021-03-05,292.0,0.16599816319506913,12,-0.011156008543954385,0.0009273177960743835,6,6,0,15,-0.009511523576730943,-0.0007287678353577534,7,8,0,18,-0.006872967073999866,0.002114696642990344,10,8,0,open_to_next_open,"{""formation_sessions"": 252, ""holding_months"": 3, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long_short"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation126__hold1__long_short,etf,1,-1.0,0.1284365989717109,0.12163659897171092,-0.0068000000000000005,68,135,1686,879,807,0.9203056768558951,1.0,68.0,3,5,1.0,0.036373995299352264,XLK,0.24781426451847144,-0.11937766554676055,0,0,0.001459506806496716,0.0,39,42,7,0.24701315247853298,2022-12-27,2026-02-02,,0.18294722391479312,12,0.0010781778863389012,-0.0031597857282948732,6,6,0,15,-0.0052866705692059006,-0.013893768134133878,6,9,0,18,-0.004355819198343468,-0.013224483713634834,7,11,0,open_to_next_open,"{""formation_sessions"": 126, ""holding_months"": 1, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long_short"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation252__hold3__long,etf,1,0.0,1.7727931542060764,1.7727931542060764,0.0,14,55,1561,879,675,0.8417030567685589,1.0,18.333333333333336,4,2,1.0,0.029002944819570567,XLK,0.8233929172526522,0.9494002369534242,0,0,0.02014537675234178,0.010614040793821094,49,26,13,0.17607957443634087,2020-02-19,2020-03-20,14.0,0.013350744253822667,12,0.00995334090895221,0.020765593234590485,8,4,0,15,0.00657905511556577,0.014483011650831065,10,5,0,18,0.009246565775668318,0.016926219182440676,12,6,0,open_to_next_open,"{""formation_sessions"": 252, ""holding_months"": 3, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation126__hold1__long,etf,1,0.0,1.3345351728745083,1.3345351728745083,0.0,34,67,1686,929,745,0.9203056768558951,1.0,67.0,5,2,1.0,0.03035137811111119,XLK,0.7125523931926262,0.6219827796818821,0,0,0.015165172419028504,0.009231831612438901,49,32,7,0.3095180325297239,2020-01-23,2020-03-20,42.0,0.021803326434715546,12,0.030842572659967954,0.024560299382966055,9,3,0,15,0.018008074501771474,0.015437188871954777,9,6,0,18,0.018366753437331646,0.014679639477869322,12,6,0,open_to_next_open,"{""formation_sessions"": 126, ""holding_months"": 1, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation252__hold3__long_short,etf,1,0.0,0.2140507856146799,0.2140507856146799,0.0,30,125,1561,835,726,0.837882096069869,1.0,21.0,4,4,1.0,0.034969195971494116,XLK,0.37331411808434256,-0.15926333246966265,0,0,0.002432395291075907,0.0002035786406325939,45,30,13,0.22194570582345147,2020-10-01,2021-03-05,292.0,0.16707652677078286,12,-0.011206008543954385,0.0008606511294077172,6,6,0,15,-0.009562634687842056,-0.0007954345020244197,7,8,0,18,-0.006922967073999869,0.0020480299763236775,10,8,0,open_to_next_open,"{""formation_sessions"": 252, ""holding_months"": 3, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long_short"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation126__hold1__long_short,etf,1,0.0,0.12163659897171092,0.12163659897171092,0.0,68,135,1686,879,807,0.9203056768558951,1.0,68.0,3,5,1.0,0.03639837105932594,XLK,0.24651426451847158,-0.12487766554676066,0,0,0.0013822340792239878,0.0,39,42,7,0.25039890026677347,2022-12-27,2026-02-02,,0.18628002794034718,12,0.0009865112196722342,-0.003359785728294873,6,6,0,15,-0.005386670569205902,-0.014093768134133877,6,9,0,18,-0.004450263642787913,-0.013424483713634833,7,11,0,open_to_next_open,"{""formation_sessions"": 126, ""holding_months"": 1, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long_short"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation252__hold3__long,etf,1,1.0,1.7709598208727433,1.7727931542060764,0.0018333333333333335,14,55,1561,879,675,0.8417030567685589,1.0,18.333333333333336,4,2,1.0,0.029005496787726116,XLK,0.8228262505859856,0.9481335702867577,0,0,0.020124543419008448,0.010614040793821094,49,26,13,0.17611784144076686,2020-02-19,2020-03-20,14.0,0.013453132581704982,12,0.00990334090895221,0.02073225990125715,8,4,0,15,0.006525721782232439,0.014416344984164392,10,5,0,18,0.009198417627520168,0.01689288584910734,12,6,0,open_to_next_open,"{""formation_sessions"": 252, ""holding_months"": 3, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
CAM-0618,etf_sector__formation126__hold1__long,etf,1,1.0,1.3278351728745084,1.3345351728745083,0.006699999999999999,34,67,1686,929,745,0.9203056768558951,1.0,67.0,4,3,1.0,0.030361994820458673,XLK,0.7103523931926263,0.617482779681882,0,0,0.01508903605539214,0.009131831612438902,49,32,7,0.310082883503963,2020-01-23,2020-03-20,42.0,0.021864708890868705,12,0.03075923932663462,0.024460299382966056,9,3,0,15,0.017928074501771474,0.015237188871954778,9,6,0,18,0.01828897565955387,0.014579639477869322,12,6,0,open_to_next_open,"{""formation_sessions"": 126, ""holding_months"": 1, ""missing_standard_sector_etfs"": [""XLB"", ""XLC"", ""XLRE""], ""mode"": ""long"", ""sector_etfs"": [""XLE"", ""XLF"", ""XLI"", ""XLK"", ""XLP"", ""XLU"", ""XLV"", ""XLY""]}"
