variant,extra_bps,year,net_pnl
weakest1,-1,2020,0.4294577266208254
weakest1,-1,2021,0.5749327721331843
weakest1,-1,2022,0.35496225782120394
weakest1,-1,2023,0.127407027332462
weakest1,-1,2024,0.03258073089089186
weakest1,-1,2025,0.25405679898073763
weakest1,-1,2026,0.8009759139942866
weakest1,0,2020,0.3927755032978375
weakest1,0,2021,0.5244228365723187
weakest1,0,2022,0.30469629196623116
weakest1,0,2023,0.0773865479749366
weakest1,0,2024,-0.017820745107680724
weakest1,0,2025,0.20401099220162533
weakest1,0,2026,0.7844173746654223
weakest1,1,2020,0.35610061568594353
weakest1,1,2021,0.4739230019884725
weakest1,1,2022,0.25444037829921073
weakest1,1,2023,0.02737607171297385
weakest1,1,2024,-0.06821214181898294
weakest1,1,2025,0.15397519358304934
weakest1,1,2026,0.7678621467132857
weakest1,2,2020,0.3194330615848694
weakest1,2,2021,0.42343326535194614
weakest1,2,2022,0.2041945138050878
weakest1,2,2023,-0.02262440445375502
weakest1,2,2024,-0.11859346226619527
weakest1,2,2025,0.10394940012316889
weakest1,2,2026,0.7513102291446638
weakest1,5,2020,0.20947437835703064
weakest1,5,2021,0.27202461284763646
weakest1,5,2022,0.05351718522766158
weakest1,5,2023,-0.17256586236783944
weakest1,5,2024,-0.26967699623698027
weakest1,5,2025,-0.04606797930479534
weakest1,5,2026,0.7016743288136914
weakest1,10,2020,0.02635637142313718
weakest1,10,2021,0.019878535200574032
weakest1,10,2022,-0.19741099333237444
weakest1,10,2023,-0.42226857000300755
weakest1,10,2024,-0.5212816427198267
weakest1,10,2025,-0.29589712166888116
weakest1,10,2026,0.6190139433474178
weakest2,-1,2020,0.5311062262803607
weakest2,-1,2021,0.45860059675101533
weakest2,-1,2022,0.25902211357163973
weakest2,-1,2023,0.19719478990741846
weakest2,-1,2024,0.32001558138808134
weakest2,-1,2025,0.2580691719436755
weakest2,-1,2026,0.5332494155388556
weakest2,0,2020,0.49440367529020823
weakest2,0,2021,0.4081139252988158
weakest2,0,2022,0.20877533382690383
weakest2,0,2023,0.14716035439299502
weakest2,0,2024,0.2695566241675314
weakest2,0,2025,0.2080225627702107
weakest2,0,2026,0.5167444161556878
weakest2,1,2020,0.4577084640762752
weakest2,1,2021,0.3576373501712761
weakest2,1,2022,0.1585386024332825
weakest2,1,2023,0.0971359247650847
weakest2,1,2024,0.2191077577293477
weakest2,1,2025,0.15798596191774655
weakest2,1,2026,0.5002427174423298
weakest2,2,2020,0.421020590437069
weakest2,2,2021,0.30717086834009855
weakest2,2,2022,0.10831191637687498
weakest2,2,2023,0.047121498022523245
weakest2,2,2024,0.16866897904689937
weakest2,2,2025,0.10795936638438858
weakest2,2,2026,0.4837443184087783
weakest2,5,2020,0.3110009729661002
weakest2,5,2021,0.1558319523600128
weakest2,5,2022,-0.04230789989003808
weakest2,5,2023,-0.10286179488673103
weakest2,5,2024,0.017413139285831825
weakest2,5,2025,-0.042060418301995695
weakest2,5,2026,0.43426890949287267
weakest2,10,2020,0.12778149012481305
weakest2,10,2021,-0.09619799063582007
weakest2,10,2022,-0.293140301205689
weakest2,10,2023,-0.3526341717895811
weakest2,10,2024,-0.23447845400260703
weakest2,10,2025,-0.29189356622630663
weakest2,10,2026,0.35187579594359736
strongest1,-1,2020,1.102212968186585
strongest1,-1,2021,-0.035130210522473115
strongest1,-1,2022,-0.673704908742739
strongest1,-1,2023,0.28556642693514445
strongest1,-1,2024,0.30284994274595567
strongest1,-1,2025,0.9408273040134341
strongest1,-1,2026,0.11538487289012489
strongest1,0,2020,1.0653962072690444
strongest1,0,2021,-0.08551814568684524
strongest1,0,2022,-0.7237651617356835
strongest1,0,2023,0.23551431886057173
strongest1,0,2024,0.252394418309857
strongest1,0,2025,0.8906441568673533
strongest1,0,2026,0.09896343805903163
strongest1,1,2020,1.0285868089674244
strongest1,1,2021,-0.13589600427184234
strongest1,1,2022,-0.773815403679135
strongest1,1,2023,0.18547222020667342
strongest1,1,2024,0.20194898396963612
strongest1,1,2025,0.8404710453471392
strongest1,1,2026,0.08254528718650811
strongest1,2,2020,0.9917847710733805
strongest1,2,2021,-0.18626378929983667
strongest1,2,2022,-0.8238556375758084
strongest1,2,2023,0.13544012797121607
strongest1,2,2024,0.15151363669886408
strongest1,2,2025,0.7903079664427017
strongest1,2,2026,0.06613041928756491
strongest1,5,2020,0.8814227977665429
strongest1,5,2021,-0.33730673324735017
strongest1,5,2022,-0.9739163209942917
strongest1,5,2023,-0.01459614022871869
strongest1,5,2024,0.00026808705720171577
strongest1,5,2025,0.6398788953412751
strongest1,5,2026,0.016905503588214965
strongest1,10,2020,0.6976331778839098
strongest1,10,2021,-0.5888437837573736
strongest1,10,2022,-1.2238175789949257
strongest1,10,2023,-0.26445673871954345
strongest1,10,2024,-0.25160636973868755
strongest1,10,2025,0.38936414856195256
strongest1,10,2026,-0.06507045492409502
weakest1_nonpositive,-1,2020,0.4882218999438598
weakest1_nonpositive,-1,2021,0.3227632514943851
weakest1_nonpositive,-1,2022,0.3690729020419332
weakest1_nonpositive,-1,2023,0.1482087678160554
weakest1_nonpositive,-1,2024,0.17434049771032423
weakest1_nonpositive,-1,2025,0.19405684627205533
weakest1_nonpositive,-1,2026,0.7967415053839662
weakest1_nonpositive,0,2020,0.46072700505336306
weakest1_nonpositive,0,2021,0.28350262490674905
weakest1_nonpositive,0,2022,0.33140285446628714
weakest1_nonpositive,0,2023,0.11038290864841316
weakest1_nonpositive,0,2024,0.13670939272128524
weakest1_nonpositive,0,2025,0.15722171841559118
weakest1_nonpositive,0,2026,0.7847833528981392
weakest1_nonpositive,1,2020,0.4332376085920022
weakest1_nonpositive,1,2021,0.24424984965929963
weakest1_nonpositive,1,2022,0.29374034014683015
weakest1_nonpositive,1,2023,0.07256461389616242
weakest1_nonpositive,1,2024,0.09908581320069765
weakest1_nonpositive,1,2025,0.12039395684806764
weakest1_nonpositive,1,2026,0.7728275918036702
weakest1_nonpositive,2,2020,0.40575370891057716
weakest1_nonpositive,2,2021,0.20500492339709675
weakest1_nonpositive,2,2022,0.25608535682403755
weakest1_nonpositive,2,2023,0.034753881290434996
weakest1_nonpositive,2,2024,0.0614697568913708
weakest1_nonpositive,2,2025,0.08357355936004207
weakest1_nonpositive,2,2026,0.7608742213832853
weakest1_nonpositive,5,2020,0.3233349740638203
weakest1_nonpositive,5,2021,0.08731721498682288
weakest1_nonpositive,5,2022,0.14316557025394727
weakest1_nonpositive,5,2023,-0.07863296632272887
weakest1_nonpositive,5,2024,-0.051333295327390505
weakest1_nonpositive,5,2025,-0.026843470708242334
weakest1_nonpositive,5,2026,0.7250284469981968
weakest1_nonpositive,10,2020,0.18608019785047503
weakest1_nonpositive,10,2021,-0.10867220551262269
weakest1_nonpositive,10,2022,-0.04488366472343486
weakest1_nonpositive,10,2023,-0.2674600142459689
weakest1_nonpositive,10,2024,-0.2391881285428734
weakest1_nonpositive,10,2025,-0.2107247785242814
weakest1_nonpositive,10,2026,0.6653332363089374
weakest2_nonpositive,-1,2020,0.3441186805961769
weakest2_nonpositive,-1,2021,0.2537563092994103
weakest2_nonpositive,-1,2022,0.3927275695092067
weakest2_nonpositive,-1,2023,0.11910938393477749
weakest2_nonpositive,-1,2024,0.2719074685597213
weakest2_nonpositive,-1,2025,0.16610635331454582
weakest2_nonpositive,-1,2026,0.6506235625360315
weakest2_nonpositive,0,2020,0.31665260346777424
weakest2_nonpositive,0,2021,0.21450948272021308
weakest2_nonpositive,0,2022,0.35505279147311153
weakest2_nonpositive,0,2023,0.08128934406198213
weakest2_nonpositive,0,2024,0.23425685212765718
weakest2_nonpositive,0,2025,0.1292768149977197
weakest2_nonpositive,0,2026,0.6386946307167076
weakest2_nonpositive,1,2020,0.28919201900552977
weakest2_nonpositive,1,2021,0.17527050472147426
weakest2_nonpositive,1,2022,0.3173855476392043
weakest2_nonpositive,1,2023,0.04347686744083612
weakest2_nonpositive,1,2024,0.19661376506594175
weakest2_nonpositive,1,2025,0.09245464185203839
weakest2_nonpositive,1,2026,0.6267680844451926
weakest2_nonpositive,2,2020,0.2617369255619734
weakest2_nonpositive,2,2021,0.13603937294908597
weakest2_nonpositive,2,2022,0.27972583574767673
weakest2_nonpositive,2,2023,0.005671951802818764
weakest2_nonpositive,2,2024,0.15897820511621608
weakest2_nonpositive,2,2025,0.055639831668392314
weakest2_nonpositive,2,2026,0.6148439230059652
weakest2_nonpositive,5,2020,0.17940457487861594
weakest2_nonpositive,5,2021,0.01839303146314064
weakest2_nonpositive,5,2022,0.1667918691428234
weakest2_nonpositive,5,2023,-0.10769745188408586
weakest2_nonpositive,5,2024,0.04611666536892878
weakest2_nonpositive,5,2025,-0.05476044318816403
weakest2_nonpositive,5,2026,0.5790857405310896
weakest2_nonpositive,10,2020,0.04229365720711398
weakest2_nonpositive,10,2021,-0.1775274992632228
