clock,extra_slippage_bps_per_side,rule,sleeves,net_simple_return,maximum_drawdown,green_days,red_days,positive_months,negative_months,worst_month,best_month,monthly_std,top5_day_positive_share
0930,5.0,causal_inverse_vol,without_momentum,0.23611880160962898,0.0403795154802524,141,110,9,3,-0.015335726915943915,0.05906594202473105,0.022515296595008453,0.13331997707116636
0930,5.0,equal,without_multifactor,0.49334703626899856,0.06843611508235345,145,106,9,3,-0.03397898216430811,0.16819619232530347,0.055170487464745385,0.13957057394844113
0930,5.0,causal_inverse_vol,without_multifactor,0.329341532463003,0.0496620465833618,141,110,9,3,-0.013937829860978154,0.09343361912249043,0.030921896546436147,0.13496688333368093
0930,5.0,equal,without_ibs,0.5667794881906905,0.0645437821019286,149,102,10,2,-0.039813230887019706,0.16328098549806758,0.05599522841044095,0.13160638016343612
0930,5.0,causal_inverse_vol,without_ibs,0.40957707872995175,0.045260309762389546,150,101,10,2,-0.026185141715374068,0.08697569251470519,0.03378689675612449,0.10865428880047456
0930,5.0,equal,without_distress,0.5640345210891122,0.06615806328987912,150,101,10,2,-0.030825994301240167,0.1697016264453805,0.054813559848261396,0.13556260410788198
0930,5.0,causal_inverse_vol,without_distress,0.4241367201346884,0.05144279480529885,142,109,11,1,-0.023475095304718727,0.10091913415227202,0.03344022631647091,0.1293490964515661
0930,10.0,equal,all,0.44927533819818866,0.06056389759435293,149,102,10,2,-0.02702519772464502,0.13590653989271334,0.044985797618429614,0.1348441173515558
0930,10.0,causal_inverse_vol,all,0.335854969766757,0.046796714942020465,152,99,10,2,-0.020450613308861765,0.08090426721791505,0.02876257289739376,0.12503250075193822
0930,10.0,equal,without_momentum,0.22133783218485836,0.04573703764041145,139,112,9,3,-0.017007417904802733,0.05344421757092352,0.02208461917107454,0.13957966972343447
0930,10.0,causal_inverse_vol,without_momentum,0.21932935887924276,0.042627471349467316,139,112,9,3,-0.016722030352997685,0.05766958000423257,0.022444858999426408,0.1346704476830384
0930,10.0,equal,without_multifactor,0.47179261268830913,0.06949911465023136,144,107,9,3,-0.03563133635973566,0.16613323091887516,0.055073944811508284,0.14014981072906837
0930,10.0,causal_inverse_vol,without_multifactor,0.30685708019276847,0.050685178474563594,139,112,9,3,-0.01560630483539685,0.09117576763500011,0.03080274382273991,0.13615238191915938
0930,10.0,equal,without_ibs,0.5621514382244236,0.06467391509884401,149,102,10,2,-0.040278797123367086,0.16291972173423935,0.056077679079620676,0.13146435594660158
0930,10.0,causal_inverse_vol,without_ibs,0.4063845772671681,0.04533524652026145,150,101,10,2,-0.02663953606458205,0.08681257141967592,0.03383473696379565,0.10869251619473885
0930,10.0,equal,without_distress,0.5418194696951637,0.06718565462623065,148,103,10,2,-0.03326024663783896,0.1675809940165191,0.05473791923000333,0.1363001369039048
0930,10.0,causal_inverse_vol,without_distress,0.3990892933928092,0.05402478346580927,141,110,10,2,-0.025960459326996015,0.09842315285203243,0.033345667534773714,0.1303042645114363
0940,0.0,equal,all,0.5327822910919514,0.055371891903402144,150,101,10,2,-0.014244323394825207,0.14133737971673532,0.04367964425254437,0.12494753466397018
0940,0.0,causal_inverse_vol,all,0.405707178335519,0.0423701245609683,156,95,11,1,-0.008969527549183082,0.08658335887942716,0.028146382157808267,0.11617679542122764
0940,0.0,equal,without_momentum,0.2988716349762331,0.035200211324768034,147,104,10,2,-0.012061212898157175,0.0602816318352645,0.02292137612794729,0.13033428984969644
0940,0.0,causal_inverse_vol,without_momentum,0.28803017838823103,0.03439562967811897,147,104,10,2,-0.012170366030069761,0.063269374204341,0.022963732427751998,0.1268936813652801
0940,0.0,equal,without_multifactor,0.5694053884236874,0.06271614318067506,148,103,11,1,-0.028310194291594988,0.17290947955429004,0.05433723018415664,0.12815638427261336
0940,0.0,causal_inverse_vol,without_multifactor,0.39523638890203927,0.04385998789878373,144,107,9,3,-0.007764750295549236,0.10002011769558934,0.031048209710783876,0.12273809268639702
0940,0.0,equal,without_ibs,0.6109620019845201,0.06356068768483975,149,102,10,2,-0.03517521185692239,0.16295154054004185,0.05290376159354317,0.1250712620515115
0940,0.0,causal_inverse_vol,without_ibs,0.4380569342755365,0.04471349094805208,150,101,10,2,-0.013966954434565434,0.08782984241407228,0.03187403868646836,0.10557168537861818
0940,0.0,equal,without_distress,0.6518901389833651,0.060391107136453924,149,102,10,2,-0.020080888189637876,0.1745719142181795,0.053182539037836096,0.12558833079613135
0940,0.0,causal_inverse_vol,without_distress,0.5089289326285324,0.045275205198719644,147,104,11,1,-0.010192487333037313,0.10806038159562832,0.03317552947259636,0.11943917598311253
0940,2.0,equal,all,0.5260183205465159,0.055659143800174456,150,101,10,2,-0.014767326599062752,0.14069511169869794,0.04364742022316837,0.1251785022338164
0940,2.0,causal_inverse_vol,all,0.3995483594318383,0.04260435890170005,156,95,11,1,-0.009544392966334352,0.08600669833669718,0.02811935872886493,0.11645510017727972
0940,2.0,equal,without_momentum,0.2911747627708526,0.03595402289169981,147,104,10,2,-0.012738586665021014,0.05958859028231313,0.02287608137763197,0.13090879440338501
0940,2.0,causal_inverse_vol,without_momentum,0.2813565889403591,0.03487131246120146,146,105,10,2,-0.012725025110605772,0.06271353765852819,0.02293116565686042,0.1273968439738395
0940,2.0,equal,without_multifactor,0.5607836189914115,0.06310919203891216,148,103,10,2,-0.028971135969766006,0.1720842949917187,0.054285711928919976,0.12843512346781766
0940,2.0,causal_inverse_vol,without_multifactor,0.386273941705717,0.04423104689402067,144,107,9,3,-0.008420783749060107,0.099123210713838,0.030987570581025945,0.12315471828068933
0940,2.0,equal,without_ibs,0.6091107819980134,0.0636111056590773,149,102,10,2,-0.03536143835146134,0.16280703503451055,0.05292823092849938,0.1250100769102845
0940,2.0,causal_inverse_vol,without_ibs,0.4367699328643353,0.04474202820699581,150,101,10,2,-0.014149593265097675,0.08776583044898344,0.03188985917845399,0.10553887176217842
0940,2.0,equal,without_distress,0.6430041184257856,0.060768788870316726,149,102,10,2,-0.02076172856156135,0.17372366124663494,0.05313761217536044,0.12584138017029886
0940,2.0,causal_inverse_vol,without_distress,0.4989090753674348,0.04565506982710091,147,104,11,1,-0.011185678223612262,0.10705903807987711,0.03312042030868954,0.11979633401410693
0940,5.0,equal,all,0.5158723647283623,0.05609291762611115,149,102,10,2,-0.01555183140541907,0.13973170967164195,0.043599583594600734,0.12552617666988677
0940,5.0,causal_inverse_vol,all,0.3903094361611106,0.0429581703107588,154,97,11,1,-0.010406733007658986,0.08514154480445912,0.02807934951003195,0.11686943929203694
0940,5.0,equal,without_momentum,0.2796294544627818,0.03713825348305241,145,106,10,2,-0.013754647315316768,0.05854902795288605,0.022809374605284927,0.13178079691187045
0940,5.0,causal_inverse_vol,without_momentum,0.271345048881349,0.03582719763639246,145,106,10,2,-0.013557090598789692,0.06187948835864593,0.022882919294796585,0.12815960568013732
0940,5.0,equal,without_multifactor,0.5478509648429978,0.06370372595542573,147,104,10,2,-0.029962548487022542,0.17084651814786173,0.05420909018785293,0.12885630438612186
0940,5.0,causal_inverse_vol,without_multifactor,0.3728286730702649,0.044792919732022055,143,108,9,3,-0.00940487079948827,0.097777992653172,0.030898477200897428,0.1237808876292954
0940,5.0,equal,without_ibs,0.6063339520182532,0.06368688277222266,149,102,10,2,-0.03564077809326977,0.16259027677621363,0.052965102576398033,0.12491811450860849
0940,5.0,causal_inverse_vol,without_ibs,0.4348395053349345,0.04478492745934239,150,101,10,2,-0.014423516029835746,0.08766975862794879,0.03191360781892876,0.10555918350055325
0940,5.0,equal,without_distress,0.6296750875894166,0.061340058353997536,149,102,10,2,-0.021782989119446577,0.17245128178931812,0.05307094723651709,0.12622425794123193
0940,5.0,causal_inverse_vol,without_distress,0.4838806047600279,0.04623040511382776,147,104,11,1,-0.012675431233743591,0.10555749764025787,0.033040065356116005,0.12033867028880005
0940,10.0,equal,all,0.49896243836477333,0.05682370112973252,148,103,10,2,-0.016859339416012937,0.13812603962654854,0.04352119251912813,0.1261088351170151
0940,10.0,causal_inverse_vol,all,0.374910598055592,0.043554425443371333,153,98,11,1,-0.011844039890126192,0.0836992843334191,0.028014091978738997,0.1175639212577716
0940,10.0,equal,without_momentum,0.2603872739493306,0.03972188312027516,142,109,10,2,-0.015448081732476346,0.05681642407050762,0.022701523013757243,0.13324073489112118
0940,10.0,causal_inverse_vol,without_momentum,0.2546574261937787,0.037874553707180895,144,107,10,2,-0.014944027764873538,0.06048864970485884,0.02280415805319246,0.12944873881390112
0940,10.0,equal,without_multifactor,0.5262965412623084,0.0647080686543396,147,104,9,3,-0.031614902682450104,0.16878355674143342,0.05408314389963691,0.12955951529210502
0940,10.0,causal_inverse_vol,without_multifactor,0.3504170915147299,0.045743627537928155,143,108,9,3,-0.011044948099989824,0.0955364673609538,0.030755029960412284,0.12484083258047263
0940,10.0,equal,without_ibs,0.6017059020519865,0.0638135799586822,149,102,10,2,-0.03610634432961714,0.16222901301238543,0.05302700133987503,0.12485828779919962
0940,10.0,causal_inverse_vol,without_ibs,0.4316223270892339,0.04485667619258391,150,101,10,2,-0.014879959536328369,0.08750949518861297,0.03195323915073358,0.10559326220002632
0940,10.0,equal,without_distress,0.6074600361954681,0.062305046435190074,148,103,10,2,-0.023485090049255277,0.17033064936045672,0.05296178137410362,0.12686772907738975
0940,10.0,causal_inverse_vol,without_distress,0.45883698715457844,0.04720433274473039,147,104,11,1,-0.015158262664243367,0.10305621234400696,0.032912337501888884,0.12126057648214386
