variant,threshold,pressure_state,activation_state,exit,leg,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q60_edge20_always_next_open_leg_specific_c10,q60,edge20,always,next_open,both_reversal,10,0.9918399422567751,0.1762087735955103,,True,98,0.5714285714285714,0.5806147420176151,0.41122520023916,0.6228006518758529,0.05510221901426527,6,0,0.06960708003098623,4,0,0.042840620808525604,3,0
q50_edge33_always_next_open_leg_specific_c10,q50,edge33,always,next_open,both_reversal,10,0.8566576164893834,0.3022036052785333,13.0,False,153,0.5555555555555556,0.21073398514889952,0.6459236313404839,0.721079869838154,0.04759208980496576,8,0,0.06492283262416694,5,0,0.059590118030267834,4,0
q50_edge25_always_next_0934_close_leg_specific_c10,q50,edge25,always,next_0934_close,both_reversal,10,0.95336331786347,0.20889342260001026,,True,134,0.5746268656716418,0.5826303528773269,0.37073296498614305,0.5967880216693296,0.052964628770192784,7,0,0.06449050552302588,5,0,0.04041474384626111,4,0
q60_edge33_always_next_0934_close_leg_specific_c5,q60,edge33,always,next_0934_close,both_reversal,5,1.0088819798002964,0.21019245046776447,,True,123,0.5691056910569106,0.6051282446375434,0.40375373516275304,0.5689028249998681,0.05604899887779426,5,0,0.06380700702570742,4,0,0.04620863542967643,3,0
q50_edge33_always_next_0934_close_leg_specific_c5,q50,edge33,always,next_0934_close,both_reversal,5,0.9565151470598791,0.2288162749792646,,True,153,0.5686274509803921,0.38464251580968545,0.5718726312501936,0.6000488441443553,0.053139730392215506,6,0,0.06298251558656423,4,0,0.05612887089425656,3,0
q60_edge33_always_next_open_leg_specific_c10,q60,edge33,always,next_open,both_reversal,10,0.8435323654839355,0.23077277055927187,11.0,False,123,0.5447154471544715,0.3259872062505741,0.5175451592333614,0.7322997763572971,0.04686290919355198,8,0,0.062344161914731085,5,0,0.05076913336969672,4,0
q60_edge20_always_next_0934_close_leg_specific_c5,q60,edge20,always,next_0934_close,both_reversal,5,0.9885240726317703,0.18720478839908417,,True,98,0.5816326530612245,0.7428036641576805,0.24572040847408982,0.5806189492905244,0.05491800403509836,5,0,0.06107328977487787,5,0,0.028502273908774477,4,0
q50_edge25_event40_next_open_leg_specific_c5,q50,edge25,event40,next_open,both_reversal,5,0.9297048107409795,0.16927010158994404,,True,80,0.6,0.5467644458301403,0.38294036491083927,0.6056843437970354,0.051650267263387756,6,0,0.057963968822530625,5,0,0.03624846744262484,4,0
q50_edge20_always_next_0934_close_leg_specific_c5,q50,edge20,always,next_0934_close,both_reversal,5,0.8956033831076676,0.21023566297533217,,True,120,0.5666666666666667,0.5945864340007062,0.3010169491069614,0.6408593571947782,0.04975574350598153,6,0,0.05754520788348898,5,0,0.028262592310612743,4,0
q50_edge25_event40_next_0934_close_leg_specific_c5,q50,edge25,event40,next_0934_close,both_reversal,5,0.9602368105300679,0.17024593967901663,,True,80,0.6125,0.5734177265078098,0.3868190840222582,0.5615661673728272,0.05334648947389267,6,0,0.057290296491890484,5,0,0.03649894593131175,4,0
q60_edge33_always_next_0934_close_leg_specific_c10,q60,edge33,always,next_0934_close,both_reversal,10,0.8858819798002964,0.22528326545269967,,True,123,0.5691056910569106,0.5441282446375434,0.341753735162753,0.6422478630032724,0.04921566554446091,6,0,0.05654034035904076,5,0,0.039291968763009756,4,0
q60_edge20_always_next_0934_close_leg_specific_c10,q60,edge20,always,next_0934_close,both_reversal,10,0.8905240726317702,0.19910638789477728,,True,98,0.5816326530612245,0.6938036641576805,0.19672040847408978,0.638899975739466,0.04947355959065391,6,0,0.05533995644154453,6,0,0.022918940575441138,5,0
q60_edge25_event40_next_open_leg_specific_c5,q60,edge25,event40,next_open,both_reversal,5,0.9065016446275401,0.1550682092858754,,True,65,0.5846153846153846,0.6195394442146923,0.2869622004128478,0.621187674127127,0.05036120247930778,5,0,0.05478010377256201,5,0,0.029683100859125566,4,0
q60_edge25_event40_next_0934_close_leg_specific_c5,q60,edge25,event40,next_0934_close,both_reversal,5,0.9565158076031325,0.15493082390070387,,True,65,0.6153846153846154,0.6672032450967083,0.28931256250642423,0.5637507516064096,0.053139767089062914,5,0,0.054375598886543496,5,0,0.029789615881550113,4,0
q50_edge33_always_next_0934_close_leg_specific_c10,q50,edge33,always,next_0934_close,both_reversal,10,0.8035151470598789,0.24887406035489137,,True,153,0.5686274509803921,0.3086425158096854,0.49487263125019354,0.7080834885088348,0.04463973039221549,7,0,0.05378251558656422,5,0,0.04721220422758989,4,0
q50_edge25_event10_next_open_leg_specific_c5,q50,edge25,event10,next_open,both_reversal,5,0.8295153782727293,0.14392090951838532,,True,67,0.6119402985074627,0.4883183806472744,0.34119699762545486,0.6316119522188596,0.046084187681818295,6,2,0.05376151039071286,6,1,0.03611797034721228,5,1
q50_edge25_event40_next_open_leg_specific_c10,q50,edge25,event40,next_open,both_reversal,10,0.8497048107409795,0.17893912681219656,,True,80,0.575,0.5067644458301402,0.34294036491083923,0.6568253364740904,0.047205822818943304,6,0,0.05309730215586395,5,0,0.03158180077595817,4,0
q50_edge25_event40_next_0934_close_leg_specific_c10,q50,edge25,event40,next_0934_close,both_reversal,10,0.8802368105300679,0.17969547143408604,,True,80,0.6125,0.5334177265078097,0.34681908402225814,0.6069236131331148,0.048902045029448206,6,0,0.0524236298252238,5,0,0.031832279264645075,4,0
q60_edge25_event10_next_open_leg_specific_c5,q60,edge25,event10,next_open,both_reversal,5,0.8055961662930261,0.11373094182591066,,True,54,0.5925925925925926,0.49846339161212916,0.30713277468089695,0.6503653435657367,0.044755342571834784,5,3,0.05216689625873265,5,2,0.030972077155348682,4,2
q50_edge20_event40_next_open_leg_specific_c5,q50,edge20,event40,next_open,both_reversal,5,0.838084569933085,0.17659883950925898,,True,69,0.6086956521739131,0.49158992226049314,0.34649464767259186,0.6718983601661551,0.0465602538851714,6,0,0.051855952768670985,5,0,0.026597988588991078,5,0
q60_edge25_event40_next_open_leg_specific_c10,q60,edge25,event40,next_open,both_reversal,10,0.8415016446275401,0.16258256545990252,,True,65,0.5692307692307692,0.5875394442146923,0.2539622004128478,0.6632282322699715,0.04675009136819667,5,0,0.05084677043922868,5,0,0.02609976752579223,4,0
q60_edge25_event40_next_0934_close_leg_specific_c10,q60,edge25,event40,next_0934_close,both_reversal,10,0.8915158076031324,0.16217784929644558,,True,65,0.6153846153846154,0.6352032450967082,0.2563125625064242,0.5992451293667905,0.04952865597795179,5,0,0.05044226555321016,5,0,0.026206282548216775,4,0
q50_edge20_always_next_0934_close_leg_specific_c10,q50,edge20,always,next_0934_close,both_reversal,10,0.7756033831076675,0.2263944713252588,,True,120,0.5666666666666667,0.5345864340007062,0.24101694910696136,0.7335654031319089,0.043089076839314865,7,0,0.05041187455015563,6,0,0.021179258977279403,5,0
q50_edge20_event10_next_open_leg_specific_c5,q50,edge20,event10,next_open,both_reversal,5,0.7790823556255336,0.1475961960374295,,True,56,0.625,0.501853400646092,0.27722895497944167,0.6724986436712892,0.043282353090307424,7,2,0.05039930888089982,7,1,0.029899759673636755,6,1
q50_edge25_event10_next_open_leg_specific_c10,q50,edge25,event10,next_open,both_reversal,10,0.7625153782727292,0.150426476022183,,True,67,0.582089552238806,0.45531838064727437,0.3071969976254548,0.6805526055643664,0.042361965459596064,6,2,0.04962817705737953,6,1,0.03228463701387894,5,1
q60_edge25_event10_next_open_leg_specific_c10,q60,edge25,event10,next_open,both_reversal,10,0.7515961662930261,0.11829006639500693,,True,54,0.5740740740740741,0.47146339161212913,0.2801327746808969,0.6904396945315012,0.04175534257183478,5,3,0.04890022959206598,5,2,0.02788874382201535,4,2
q50_edge20_event40_next_open_leg_specific_c10,q50,edge20,event40,next_open,both_reversal,10,0.7690845699330849,0.18594845587708772,,True,69,0.5797101449275363,0.4575899222604931,0.31149464767259183,0.7256778643565245,0.04272692055183805,6,0,0.04772261943533765,5,0,0.02251465525565774,5,0
q60_edge20_event40_next_open_leg_specific_c5,q60,edge20,event40,next_open,both_reversal,5,0.8004700626378548,0.16313935480036462,,True,57,0.5964912280701754,0.543988982829476,0.25648107980837875,0.7034712158540224,0.044470559035436376,4,0,0.04771133163991633,4,0,0.02141721217804775,4,0
q60_edge20_event10_next_open_leg_specific_c5,q60,edge20,event10,next_open,both_reversal,5,0.7371885663744792,0.11791161931551465,,True,46,0.6086956521739131,0.5018985160173629,0.23529005035711625,0.7107161605111709,0.04095492035413773,4,4,0.04760638959749619,4,3,0.0258415203135324,4,2
q60_edge25_event10_next_0934_close_leg_specific_c5,q60,edge25,event10,next_0934_close,both_reversal,5,0.7974077574286176,0.12862318664636285,,True,54,0.6111111111111112,0.5917910607934901,0.2056166966351275,0.6132161859855503,0.04430043096825653,5,3,0.04737414648163334,5,2,0.020443428272943293,4,2
q50_edge20_event10_next_open_leg_specific_c10,q50,edge20,event10,next_open,both_reversal,10,0.7230823556255336,0.15350805660419078,,True,56,0.5892857142857143,0.47385340064609194,0.24922895497944164,0.7176662843853795,0.04017124197919631,7,2,0.04699930888089982,7,1,0.026649759673636753,6,1
q50_edge25_event10_next_0934_close_leg_specific_c5,q50,edge25,event10,next_0934_close,both_reversal,5,0.780172182865035,0.15747336655409755,,True,67,0.5970149253731343,0.5065890412688167,0.2735831415962183,0.6267633663763412,0.0433428990480575,5,2,0.04622510817739451,5,1,0.02624350920179704,4,1
q50_edge25_event20_next_open_leg_specific_c5,q50,edge25,event20,next_open,both_reversal,5,0.7160653325727948,0.16414152102531393,,True,77,0.5974025974025974,0.5621919281767408,0.15387340439605401,0.7316815989177101,0.039781407365155265,8,0,0.04521808400585959,6,0,0.01218452968812428,5,0
q60_edge20_event10_next_open_leg_specific_c10,q60,edge20,event10,next_open,both_reversal,10,0.6911885663744791,0.12221632358723471,,True,46,0.5869565217391305,0.4788985160173629,0.21229005035711623,0.7507818455220976,0.03839936479858217,4,4,0.04487305626416285,4,3,0.023174853646865733,4,2
q50_edge20_event40_next_0934_close_leg_specific_c5,q50,edge20,event40,next_0934_close,both_reversal,5,0.7698902245430022,0.18586911812956974,,True,69,0.6086956521739131,0.4767829700818915,0.29310725446111063,0.6771439649702575,0.042771679141277906,8,0,0.04460052409275275,7,0,0.019332867612829024,6,0
q60_edge20_event40_next_open_leg_specific_c10,q60,edge20,event40,next_open,both_reversal,10,0.7434700626378548,0.17059515002441114,,True,57,0.5789473684210527,0.515988982829476,0.22748107980837873,0.7506793834285862,0.04130389236876971,4,0,0.044311331639916324,4,0,0.018250545511381083,4,0
q60_edge25_event10_next_0934_close_leg_specific_c10,q60,edge25,event10,next_0934_close,both_reversal,10,0.7434077574286175,0.13346694319262525,,True,54,0.6111111111111112,0.5647910607934901,0.17861669663512747,0.6510334857948266,0.04130043096825653,5,3,0.044107479814966676,5,2,0.017360094939609955,4,2
q50_edge33_event40_next_0934_close_leg_specific_c5,q50,edge33,event40,next_0934_close,both_reversal,5,0.7516961158252861,0.2149107430690626,,True,94,0.5851063829787234,0.34272394389012684,0.4089721719351592,0.7241449547694121,0.041760895323627006,7,0,0.04338758351157168,6,0,0.035171864886795606,5,0
q50_edge33_event40_next_open_leg_specific_c5,q50,edge33,event40,next_open,both_reversal,5,0.6942895174567777,0.2079102650917446,,True,94,0.574468085106383,0.29740317558167906,0.39688634187509864,0.8110559558515197,0.03857163985870987,7,0,0.042269615936917165,6,0,0.033624429693493996,5,0
q50_edge25_event10_next_0934_close_leg_specific_c10,q50,edge25,event10,next_0934_close,both_reversal,10,0.7131721828650349,0.16443109554324914,,True,67,0.5970149253731343,0.4735890412688166,0.2395831415962183,0.6786346345441515,0.039620676825835276,5,2,0.04209177484406117,5,1,0.022410175868463705,4,1
q60_edge25_event20_next_open_leg_specific_c5,q60,edge25,event20,next_open,both_reversal,5,0.6777503270056467,0.1498067432440888,,True,63,0.5714285714285714,0.6198550871075842,0.057895239898062556,0.7730454808943812,0.03765279594475815,6,1,0.04102676299231041,5,1,0.005508036910411999,4,1
q60_edge20_event40_next_0934_close_leg_specific_c5,q60,edge20,event40,next_0934_close,both_reversal,5,0.7515754046938778,0.17069491703640371,,True,57,0.6140350877192983,0.547398351377156,0.20417705331672187,0.6936449968732419,0.04175418914965988,5,0,0.04071290535925985,5,0,0.014473344195962893,4,0
q50_edge25_event20_next_open_leg_specific_c10,q50,edge25,event20,next_open,both_reversal,10,0.6390653325727947,0.17388204876987046,,True,77,0.5714285714285714,0.5241919281767408,0.11487340439605398,0.8120168643435118,0.03550362958737749,8,0,0.040684750672526256,6,0,0.007934529688124276,5,0
q50_edge20_event20_next_open_leg_specific_c5,q50,edge20,event20,next_open,both_reversal,5,0.6476290878881096,0.16980165921514567,,True,68,0.6029411764705882,0.530201400730303,0.1174276871578066,0.808999838433637,0.035979393771561646,8,0,0.04065566769354724,6,0,0.008259846131862572,5,0
q50_edge20_event40_next_0934_close_leg_specific_c10,q50,edge20,event40,next_0934_close,both_reversal,10,0.7008902245430021,0.19567981302027235,,True,69,0.6086956521739131,0.4427829700818915,0.2581072544611106,0.7366724504904433,0.03893834580794456,8,0,0.040467190759419416,7,0,0.015249534279495686,6,0
q60_edge33_event40_next_0934_close_leg_specific_c5,q60,edge33,event40,next_0934_close,both_reversal,5,0.7313013060588165,0.20117515512141518,,True,78,0.5769230769230769,0.426919894769926,0.3043814112888905,0.7443401854814479,0.040627850336600914,5,0,0.03936129878358909,5,0,0.027073050933739462,4,0
q60_edge20_event10_next_0934_close_leg_specific_c5,q60,edge20,event10,next_0934_close,both_reversal,5,0.6680629344337127,0.13766402934154656,,True,46,0.6086956521739131,0.582218473820846,0.08584446061286666,0.7215569517773239,0.03711460746853959,4,4,0.03875115828197302,4,3,0.011426788246885219,4,2
q50_edge20_event10_next_0934_close_leg_specific_c5,q50,edge20,event10,next_0934_close,both_reversal,5,0.6632287896807708,0.16716795483124433,,True,56,0.5892857142857143,0.5086140358802427,0.15461475380052814,0.7273532909720791,0.036846043871153936,6,2,0.038428881965110226,6,1,0.015194363616881118,5,1
q50_edge33_event40_next_0934_close_leg_specific_c10,q50,edge33,event40,next_0934_close,both_reversal,10,0.657696115825286,0.22841313361649693,,True,94,0.5851063829787234,0.2957239438901268,0.3619721719351592,0.8200397369199561,0.036538673101404774,7,0,0.037587583511571675,6,0,0.0296718648867956,5,0
q50_edge33_event20_next_open_leg_specific_c5,q50,edge33,event20,next_open,both_reversal,5,0.6004575798409821,0.1930561050562156,,True,90,0.5777777777777777,0.4275621115241469,0.17289546831683522,0.8725542737009933,0.03335875443561012,9,0,0.03751090049040541,7,0,0.009560491938993434,6,0
q60_edge25_event20_next_open_leg_specific_c10,q60,edge25,event20,next_open,both_reversal,10,0.6147503270056467,0.15739345383063927,,True,63,0.5555555555555556,0.5888550871075842,0.025895239898062528,0.8441342845542524,0.034152795944758146,6,1,0.03736009632564374,5,1,0.0021747035770786627,4,1
q60_edge20_event40_next_0934_close_leg_specific_c10,q60,edge20,event40,next_0934_close,both_reversal,10,0.6945754046938778,0.17842229830686654,,True,57,0.6140350877192983,0.519398351377156,0.17517705331672184,0.7433700009381307,0.038587522482993214,5,0,0.037312905359259844,5,0,0.011306677529296224,4,0
q60_edge33_event40_next_open_leg_specific_c5,q60,edge33,event40,next_open,both_reversal,5,0.642774062730035,0.19645484888883882,,True,78,0.5512820512820513,0.336789798396406,0.305984264333629,0.876058448635788,0.035709670151668614,6,0,0.03719826497939501,6,0,0.024699705725552783,5,0
q50_edge33_event10_next_open_leg_specific_c5,q50,edge33,event10,next_open,both_reversal,5,0.5779861309010409,0.18585841615906978,,True,78,0.5769230769230769,0.18186842720601015,0.39611770369503074,0.9064781998309032,0.03211034060561338,6,2,0.03699289389926697,6,1,0.033249769671012196,5,1
q50_edge20_event20_next_open_leg_specific_c10,q50,edge20,event20,next_open,both_reversal,10,0.5796290878881095,0.17925188305147677,,True,68,0.5735294117647058,0.49620140073030294,0.08342768715780657,0.895282583828122,0.032201615993783864,9,0,0.0367223343602139,7,0,0.00450984613186257,6,0
q50_edge33_event40_next_open_leg_specific_c10,q50,edge33,event40,next_open,both_reversal,10,0.6002895174567776,0.22187991864191353,,True,94,0.5531914893617021,0.250403175581679,0.3498863418750986,0.9297307915405708,0.03334941763648765,7,0,0.03646961593691716,6,0,0.02812442969349399,5,0
q60_edge20_event10_next_0934_close_leg_specific_c10,q60,edge20,event10,next_0934_close,both_reversal,10,0.6220629344337126,0.14246857562980422,,True,46,0.6086956521739131,0.559218473820846,0.06284446061286664,0.7668765138686111,0.034559051912984036,4,4,0.036017824948639685,4,3,0.00876012158021855,4,2
q60_edge20_event20_next_open_leg_specific_c5,q60,edge20,event20,next_open,both_reversal,5,0.5949027411391707,0.15637164429658232,,True,57,0.5789473684210527,0.5497469886461127,0.04515575249305803,0.8807016529510937,0.03305015228550948,7,1,0.035503590601212005,6,1,0.002967943526706244,5,1
q50_edge20_event10_next_0934_close_leg_specific_c10,q50,edge20,event10,next_0934_close,both_reversal,10,0.6072287896807708,0.17384975241178607,,True,56,0.5892857142857143,0.48061403588024265,0.1266147538005281,0.7861973130304226,0.03373493276004282,6,2,0.035028881965110226,6,1,0.011944363616881115,5,1
q50_edge25_event20_next_0934_close_leg_specific_c5,q50,edge25,event20,next_0934_close,both_reversal,5,0.621790687598607,0.1839426133518484,,True,77,0.5714285714285714,0.5342365935509817,0.08755409404762526,0.8020470557051365,0.0345439270888115,8,0,0.03500190638751392,7,0,0.004868069758562521,6,0
q60_edge33_event40_next_0934_close_leg_specific_c10,q60,edge33,event40,next_0934_close,both_reversal,10,0.6533013060588164,0.21202788995891672,,True,78,0.5769230769230769,0.38791989476992594,0.2653814112888905,0.8255562093520264,0.03629451700326758,5,0,0.03456129878358909,5,0,0.022739717600406124,4,0
q60_edge25_event20_next_0934_close_leg_specific_c5,q60,edge25,event20,next_0934_close,both_reversal,5,0.6324389209328868,0.165536892041094,,True,63,0.5714285714285714,0.6423913484010955,-0.00995242746820868,0.7885431679595455,0.0351354956073826,6,1,0.03304515786624796,6,1,-0.0034300171490151874,5,1
q60_edge33_event10_next_open_leg_specific_c5,q60,edge33,event10,next_open,both_reversal,5,0.5129004348262456,0.18493348928130235,190.0,False,62,0.5483870967741935,0.2540174896106484,0.2588829452155972,1.021507863692679,0.028494468601458087,6,2,0.032653847494280616,6,1,0.02264498205766961,5,1
q60_edge33_event40_next_open_leg_specific_c10,q60,edge33,event40,next_open,both_reversal,10,0.5647740627300349,0.2079544642166086,,True,78,0.5384615384615384,0.29778979839640596,0.266984264333629,0.988196316099905,0.03137633681833527,6,0,0.032398264979395006,6,0,0.020366372392219445,5,0
q60_edge20_event20_next_open_leg_specific_c10,q60,edge20,event20,next_open,both_reversal,10,0.5379027411391707,0.16396867812418578,,True,57,0.5614035087719298,0.5217469886461127,0.016155752493058007,0.9647317029234881,0.029883485618842815,7,1,0.03223692393454534,6,1,-3.205647329375857e-05,5,1
q50_edge33_event10_next_open_leg_specific_c10,q50,edge33,event10,next_open,both_reversal,10,0.4999861309010408,0.1967168400835449,,True,78,0.5512820512820513,0.14286842720601012,0.3571177036950307,1.0378924441988437,0.027777007272280045,6,2,0.0321262272326003,6,1,0.028833103004345523,5,1
q50_edge33_event20_next_open_leg_specific_c10,q50,edge33,event20,next_open,both_reversal,10,0.5104575798409821,0.2060071696599816,,True,90,0.5555555555555556,0.3825621115241469,0.12789546831683518,1.0166012768936885,0.028358754435610114,9,0,0.03211090049040541,7,0,0.004477158605660096,6,0
q60_edge33_event20_next_open_leg_specific_c5,q60,edge33,event20,next_open,both_reversal,5,0.5338302856605308,0.18211525282077337,,True,75,0.5466666666666666,0.45691298184168705,0.07691730381884376,0.981457668363872,0.029657238092251712,7,0,0.031432093569302676,6,0,0.000524641776839215,5,0
q50_edge33_event20_next_0934_close_leg_specific_c5,q50,edge33,event20,next_0934_close,both_reversal,5,0.5575029521222337,0.21922189924966468,,True,90,0.5555555555555556,0.4548800092921421,0.10262294283009155,0.9125020699556177,0.03097238622901298,8,0,0.030716057355755704,7,0,0.0035409887140463816,6,0
q50_edge25_event20_next_0934_close_leg_specific_c10,q50,edge25,event20,next_0934_close,both_reversal,10,0.5447906875986069,0.1947289938387394,,True,77,0.5714285714285714,0.4962365935509817,0.04855409404762523,0.9062294960098314,0.03026614931103372,9,0,0.03046857305418059,8,0,0.0006180697585625172,7,0
q60_edge25_event20_next_0934_close_leg_specific_c10,q60,edge25,event20,next_0934_close,both_reversal,10,0.5694389209328867,0.17366399669898464,,True,63,0.5714285714285714,0.6113913484010954,-0.04195242746820871,0.867003241444261,0.031635495607382595,6,1,0.029378491199581292,6,1,-0.0067633504823485235,5,1
q60_edge33_event10_next_open_leg_specific_c10,q60,edge33,event10,next_open,both_reversal,10,0.45090043482624553,0.1936357219985262,193.0,False,62,0.532258064516129,0.22301748961064838,0.22788294521559715,1.1508789688046646,0.025050024157013642,6,2,0.028853847494280615,6,1,0.019144982057669607,5,1
q60_edge33_event20_next_0934_close_leg_specific_c5,q60,edge33,event20,next_0934_close,both_reversal,5,0.5514773786169793,0.20316944506214918,,True,75,0.5466666666666666,0.5463609573027217,0.005116421314257602,0.9224722854339087,0.03063763214538774,7,0,0.02764772171185413,7,0,-0.006146582096825837,6,0
q60_edge33_event10_next_0934_close_leg_specific_c5,q60,edge33,event10,next_0934_close,both_reversal,5,0.49449496814479665,0.19351993710677057,,True,62,0.5645161290322581,0.3585723776164663,0.13592259052833033,0.9888540332780191,0.027471942674710925,6,2,0.027179960529378617,6,1,0.01045252684684056,5,1
q50_edge33_event10_next_0934_close_leg_specific_c5,q50,edge33,event10,next_0934_close,both_reversal,5,0.49176232674624365,0.22236438659928234,,True,78,0.5641025641025641,0.19048303110293563,0.301279295643308,0.9943489305515469,0.0273201292636802,6,2,0.02699778443614175,6,1,0.021175656493803624,5,1
q60_edge33_event20_next_open_leg_specific_c10,q60,edge33,event20,next_open,both_reversal,10,0.45883028566053075,0.19284018403060232,,True,75,0.5333333333333333,0.419912981841687,0.03891730381884373,1.1309886110053777,0.025490571425585043,7,0,0.026965426902636005,6,0,-0.003558691556494122,5,0
q50_edge20_event20_next_0934_close_leg_specific_c5,q50,edge20,event20,next_0934_close,both_reversal,5,0.4929724657875717,0.19669201889862506,,True,68,0.5588235294117647,0.499130201301094,-0.006157735513522278,1.0116292995321847,0.02738735921042065,8,0,0.026414024933444906,7,0,-0.004076362640141514,6,0
q50_edge33_event20_next_0934_close_leg_specific_c10,q50,edge33,event20,next_0934_close,both_reversal,10,0.4675029521222336,0.23320290673908978,,True,90,0.5555555555555556,0.4098800092921421,0.057622942830091506,1.077474688729243,0.025972386229012975,9,0,0.0253160573557557,8,0,-0.001542344619286956,7,0
q60_edge20_event20_next_0934_close_leg_specific_c5,q60,edge20,event20,next_0934_close,both_reversal,5,0.4890268821996626,0.17863219482371892,,True,57,0.5614035087719298,0.558341057144053,-0.0693141749443904,1.0197913620006698,0.02716816012220348,7,1,0.023484355284033018,7,1,-0.010524642914823717,6,1
q60_edge33_event10_next_0934_close_leg_specific_c10,q60,edge33,event10,next_0934_close,both_reversal,10,0.4324949681447966,0.2027361044901015,,True,62,0.5645161290322581,0.3275723776164663,0.1049225905283303,1.1190496522115216,0.024027498230266477,7,2,0.023379960529378616,7,1,0.0069525268468405566,6,1
q60_edge33_event20_next_0934_close_leg_specific_c10,q60,edge33,event20,next_0934_close,both_reversal,10,0.47647737861697925,0.21424706664665208,,True,75,0.5466666666666666,0.5093609573027217,-0.03288357868574243,1.057180509345498,0.02647096547872107,7,0,0.02318105504518746,7,0,-0.010229915430159173,6,0
q50_edge20_event20_next_0934_close_leg_specific_c10,q50,edge20,event20,next_0934_close,both_reversal,10,0.42497246578757164,0.20770185165365504,,True,68,0.5588235294117647,0.46513020130109395,-0.04015773551352231,1.1617350063806733,0.02360958143264287,9,0,0.02248069160011157,8,0,-0.007826362640141518,7,0
