variant,threshold,pressure_state,activation_state,exit,leg,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q50_edge25_always_next_open_leg_specific_c5,q50,edge25,always,next_open,both_reversal,5,1.1944449725561048,0.22825435694337534,11.0,False,134,0.582089552238806,0.5865922533771597,0.6078527191789452,0.5213455428268193,0.06635805403089473,7,0,0.08543425200015883,4,0,0.06362380147881709,3,0
q60_edge25_always_next_open_leg_specific_c5,q60,edge25,always,next_open,both_reversal,5,1.204709346141617,0.18445916002593093,7.0,False,108,0.5740740740740741,0.6829174638006615,0.5217918823409554,0.5169035706317376,0.06692829700786761,7,0,0.08448155626345365,4,0,0.05928030628104728,3,0
q60_edge25_always_next_open_leg_specific_c10,q60,edge25,always,next_open,both_reversal,10,1.096709346141617,0.2032883226855869,11.0,False,108,0.5648148148148148,0.6289174638006615,0.46779188234095537,0.5632472858622491,0.0609282970078676,7,0,0.0781482229301203,4,0,0.053196972947713944,3,0
q50_edge25_always_next_open_leg_specific_c10,q50,edge25,always,next_open,both_reversal,10,1.060444972556105,0.2500850677943788,11.0,False,134,0.5671641791044776,0.5195922533771596,0.5408527191789452,0.5825088322169835,0.058913609586450276,7,0,0.07743425200015887,4,0,0.055790468145483746,3,0
q50_edge20_always_next_open_leg_specific_c5,q50,edge20,always,next_open,both_reversal,5,1.091585549308836,0.17986863959943636,,True,120,0.5833333333333334,0.5542910056032283,0.5372945437056078,0.570471607093294,0.060643641628268664,6,0,0.07709377447686293,4,0,0.051182745788387975,3,0
q60_edge25_always_next_0934_close_leg_specific_c5,q60,edge25,always,next_0934_close,both_reversal,5,1.1841091168267686,0.17240828838278727,,True,108,0.5833333333333334,0.8301890280399816,0.3539200887867867,0.4847153021994817,0.06578383982370936,5,0,0.07627359471036117,4,0,0.045740559854611236,3,0
q60_edge20_always_next_open_leg_specific_c5,q60,edge20,always,next_open,both_reversal,5,1.0898399422567753,0.16532498391471326,,True,98,0.5816326530612245,0.6296147420176151,0.46022520023916,0.5713853369188686,0.06054666345870971,6,0,0.07534041336431956,4,0,0.04842395414185894,3,0
q50_edge33_always_next_open_leg_specific_c5,q50,edge33,always,next_open,both_reversal,5,1.0096576164893836,0.27736101933555407,13.0,False,153,0.5686274509803921,0.2867339851488996,0.722923631340484,0.6167621106640516,0.056092089804965745,8,0,0.07412283262416694,5,0,0.06850678469693451,4,0
q50_edge25_always_next_0934_close_leg_specific_c5,q50,edge25,always,next_0934_close,both_reversal,5,1.08736331786347,0.19357330218715743,,True,134,0.5746268656716418,0.649630352877327,0.4377329649861431,0.527841797650116,0.060409073214637225,6,0,0.07249050552302588,4,0,0.04824807717959445,3,0
q50_edge20_always_next_open_leg_specific_c10,q50,edge20,always,next_open,both_reversal,10,0.971585549308836,0.1936865195082532,,True,120,0.5666666666666667,0.49429100560322825,0.47729454370560775,0.6357840161717708,0.05397697496160201,6,0,0.0699604411435296,4,0,0.04409941245505464,3,0
q60_edge25_always_next_0934_close_leg_specific_c10,q60,edge25,always,next_0934_close,both_reversal,10,1.0761091168267682,0.18357112431027073,,True,108,0.5833333333333334,0.7761890280399816,0.29992008878678666,0.5287157217639658,0.059783839823709356,6,0,0.06994026137702783,5,0,0.0396572265212779,4,0
q60_edge33_always_next_open_leg_specific_c5,q60,edge33,always,next_open,both_reversal,5,0.9665323654839356,0.2099497815640582,11.0,False,123,0.5528455284552846,0.38698720625057415,0.5795451592333615,0.644281127908466,0.05369624252688531,8,0,0.06961082858139775,5,0,0.057685800036363394,4,0
