scale_after_rebalance,additive_weekly_return,compounded_weekly_return,maximum_drawdown
0.0,2.90384095230174,12.085954493705756,0.3843996167633098
0.25,3.0052238177113093,13.250233124322623,0.3843996167633098
0.5,3.1066066831208787,14.026224088127456,0.3843996167633098
0.75,3.2079895485304477,14.342812579493543,0.3843996167633098
1.0,3.3093724139400176,14.16869056034266,0.4004171195595755
