anchor,volume_threshold,asset_class,hold,parent_events,filtered_events,attrition,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_events,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_events,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_events
slow_residual120,2.0,all,15,64,58,6,54,53,0.04671894573218803,0.035567706480796976,0.10347610176281669,202,True,0.04671894573218806,0.0025954969851215586,0.0,8,2,54,0.0002728042317372576,1.818694878248384e-05,-0.003305102382133102,8,2,45,0.04106804968098143,0.0034223374734151193,-0.001652551191066551,6,2,35
abrupt_residual15,0.0,unlevered_etfs,30,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,2.0,unlevered_etfs,5,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,2.0,unlevered_etfs,60,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,0.0,unlevered_etfs,15,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,2.0,unlevered_etfs,15,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,2.0,unlevered_etfs,30,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,10.0,unlevered_etfs,5,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,10.0,unlevered_etfs,15,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,10.0,unlevered_etfs,30,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,10.0,unlevered_etfs,60,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,5.0,unlevered_etfs,60,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,0.0,unlevered_etfs,5,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,0.0,unlevered_etfs,60,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,5.0,unlevered_etfs,5,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,5.0,unlevered_etfs,15,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
abrupt_residual15,5.0,unlevered_etfs,30,59,0,59,0,0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,12,0
episode_control45,2.0,unlevered_etfs,5,59,2,57,2,2,-0.0002775383970783328,-0.0002775383970783328,0.00048157708497091704,51,True,-0.0002775383970783328,-1.5418799837685155e-05,0.0,1,16,2,-0.0002775383970783328,-1.8502559805222187e-05,0.0,1,13,2,-0.0002775383970783328,-2.3128199756527735e-05,0.0,1,10,2
episode_control45,5.0,unlevered_etfs,5,59,2,57,2,2,-0.0002775383970783328,-0.0002775383970783328,0.00048157708497091704,51,True,-0.0002775383970783328,-1.5418799837685155e-05,0.0,1,16,2,-0.0002775383970783328,-1.8502559805222187e-05,0.0,1,13,2,-0.0002775383970783328,-2.3128199756527735e-05,0.0,1,10,2
episode_control45,0.0,unlevered_etfs,5,59,2,57,2,2,-0.0002775383970783328,-0.0002775383970783328,0.00048157708497091704,51,True,-0.0002775383970783328,-1.5418799837685155e-05,0.0,1,16,2,-0.0002775383970783328,-1.8502559805222187e-05,0.0,1,13,2,-0.0002775383970783328,-2.3128199756527735e-05,0.0,1,10,2
episode_control45,10.0,unlevered_etfs,5,59,2,57,2,2,-0.0002775383970783328,-0.0002775383970783328,0.00048157708497091704,51,True,-0.0002775383970783328,-1.5418799837685155e-05,0.0,1,16,2,-0.0002775383970783328,-1.8502559805222187e-05,0.0,1,13,2,-0.0002775383970783328,-2.3128199756527735e-05,0.0,1,10,2
slow_residual120,2.0,all,60,64,58,6,52,51,0.03679147957164747,0.024122789637403608,0.17275450481916865,387,True,0.03679147957164747,0.002043971087313748,-0.004278039547691953,11,2,52,-0.0021074190402483803,-0.00014049460268322536,-0.004454771404326369,9,2,44,-0.011208471839713421,-0.0009340393199761184,-0.004278039547691953,7,2,34
slow_residual120,10.0,stocks,30,64,18,46,18,17,0.03701243549358653,0.03701243549358653,0.038011817574641456,183,True,0.03701243549358654,0.0020562464163103636,0.0,5,9,18,-0.0026874763366719137,-0.00017916508911146092,0.0,4,9,14,-0.009780658538635675,-0.0008150548782196396,0.0,4,7,12
abrupt_residual15,2.0,all,5,59,55,4,51,47,-0.0074197433807840895,-0.0023760386063742846,0.12679786971944715,388,True,-0.007419743380784075,-0.00041220796559911525,-0.0073790314595022465,11,2,51,-0.0029754611813247326,-0.00019836407875498216,-0.007735341082123365,9,2,45,-0.11457421155798422,-0.009547850963165351,-0.008138640294725549,8,2,23
episode_control45,10.0,leveraged_inverse_vol_etfs,15,59,4,55,3,3,-0.004183646179184762,-0.13665785035042533,0.13183103127950038,386,True,-0.004183646179184762,-0.00023242478773248675,0.0,1,16,3,-0.004183646179184762,-0.0002789097452789841,0.0,1,13,3,0.012637391882900808,0.001053115990241734,0.0,0,11,1
slow_residual120,10.0,stocks,5,64,18,46,18,17,-0.0035406410424798987,-0.0035406410424798987,0.045436563581299896,196,True,-0.0035406410424798952,-0.00019670228013777196,0.0,5,9,18,-0.007671665736612078,-0.0005114443824408052,0.0,4,9,14,-0.004499674063236744,-0.00037497283860306205,0.0,3,7,12
slow_residual120,10.0,stocks,60,64,18,46,17,16,0.057933798192011665,0.057933798192011665,0.04435171467718277,185,True,0.057933798192011665,0.003218544344000648,0.0,4,9,17,-0.007978875352332597,-0.0005319250234888398,0.0,3,9,13,-0.03817741261538026,-0.0031814510512816886,0.0,3,7,11
episode_control45,5.0,all,60,59,42,17,37,36,0.045065836698606976,-0.11253899315869287,0.18582798525540214,386,True,0.045065836698606976,0.002503657594367054,0.006231253114559356,9,0,37,-0.009504430327186286,-0.0006336286884790857,-0.0017635393716647334,8,0,34,0.07071808134354718,0.005893173445295598,0.020121335239623617,5,0,26
slow_residual120,5.0,stocks,15,64,29,35,29,28,0.03298358593334036,0.03298358593334036,0.08294708604527701,183,True,0.03298358593334039,0.0018324214407411327,0.0,7,6,29,-0.00957553361177822,-0.0006383689074518814,0.0,6,6,23,-0.022792946391463252,-0.0018994121992886043,-0.001220993743485662,6,4,20
slow_residual120,0.0,stocks,30,64,50,14,47,46,0.013653648846431929,0.013653648846431929,0.1602628041805007,183,True,0.013653648846431915,0.0007585360470239952,-0.0012635352359053323,9,3,47,-0.01068970000028463,-0.000712646666685642,-0.0025270704718106645,8,3,39,-0.11316230280423115,-0.009430191900352596,-0.007336087283544343,7,3,33
source60,0.0,unlevered_etfs,5,301,24,277,10,9,-0.0136420951285428,-0.000725746197230967,0.037573457596890014,388,True,-0.013642095128542793,-0.000757894173807933,0.0,3,12,10,-0.013642095128542793,-0.0009094730085695195,0.0,3,9,10,-0.000725746197230967,-6.047884976924725e-05,0.0,2,7,8
slow_residual120,0.0,all,15,64,64,0,59,58,0.03240561062872259,0.012018416321151736,0.10260351765379412,387,True,0.032405610628722624,0.0018003117015957014,0.0,8,2,59,-0.014040530871728178,-0.0009360353914485452,-0.0033670076428434694,8,2,50,0.017518759521336198,0.0014598966267780164,-0.0016835038214217347,6,2,39
episode_control45,10.0,leveraged_inverse_vol_etfs,5,59,4,55,3,3,-0.015141938853629909,-0.07395423303584725,0.07801156957143268,386,True,-0.015141938853629909,-0.0008412188252016616,0.0,1,16,3,-0.015141938853629909,-0.001009462590241994,0.0,1,13,3,0.008645375914837052,0.0007204479929030877,0.0,0,11,1
slow_residual120,0.0,stocks,15,64,50,14,48,47,0.030708745044290324,0.030708745044290324,0.1017999422238475,183,True,0.030708745044290366,0.0017060413913494647,0.0,8,3,48,-0.015737396456160464,-0.001049159763744031,-0.001778945518173588,8,3,39,-0.044157361032663094,-0.0036797800860552577,-0.002110466502572456,7,3,33
source60,2.0,unlevered_etfs,5,301,23,278,9,9,-0.01654756135126933,-0.000725746197230967,0.0404789238196166,388,True,-0.01654756135126932,-0.0009193089639594067,0.0,3,12,9,-0.01654756135126932,-0.001103170756751288,0.0,3,9,9,-0.000725746197230967,-6.047884976924725e-05,0.0,2,7,8
episode_control45,10.0,leveraged_inverse_vol_etfs,60,59,4,55,3,3,-0.017798254335672725,-0.17540308419297257,0.1546801080380795,386,True,-0.017798254335672725,-0.0009887919075373735,0.0,1,16,3,-0.017798254335672725,-0.0011865502890448484,0.0,1,13,3,0.0036553559547571907,0.0003046129962297659,0.0,0,11,1
slow_residual120,5.0,all,15,64,38,26,36,35,0.023574142327310907,0.023574142327310907,0.10643998791479825,336,True,0.02357414232731092,0.0013096745737394956,0.0,6,4,36,-0.01898497721780769,-0.001265665147853846,0.0,5,4,30,0.048164059279645156,0.004013671606637096,0.0,4,3,24
source60,10.0,unlevered_etfs,15,301,16,285,9,6,-0.020217587690542292,-0.012844727647999812,0.029687893858378778,388,True,-0.02021758769054229,-0.0011231993161412383,0.0,3,14,9,-0.02021758769054229,-0.0013478391793694858,0.0,3,11,9,-0.01284472764799981,-0.0010703939706666508,0.0,2,9,5
episode_control45,2.0,leveraged_inverse_vol_etfs,5,59,11,48,7,6,-0.021062914104412633,-0.10978302429108722,0.10944922712090542,386,True,-0.02106291410441263,-0.0011701618946895905,0.0,2,14,7,-0.02106291410441263,-0.0014041942736275086,0.0,2,11,7,-0.027183415340402913,-0.0022652846117002428,0.0,2,9,4
abrupt_residual15,5.0,leveraged_inverse_vol_etfs,5,59,5,54,4,4,-0.02181378037419146,-0.0542879247658975,0.07930290558441842,386,True,-0.02181378037419146,-0.0012118766874550811,0.0,1,17,4,-0.02181378037419146,-0.0014542520249460973,0.0,1,14,4,0.0,0.0,0.0,0,12,0
episode_control45,5.0,all,15,59,42,17,37,36,-0.016810724677456344,-0.14928492884869693,0.14811476503258458,386,True,-0.016810724677456354,-0.0009339291487475752,0.001229484823523531,9,0,37,-0.022106492282315735,-0.0014737661521543822,-0.0014048102356772896,8,0,34,-0.010810408148846585,-0.0009008673457372154,0.004300484629630788,5,0,26
slow_residual120,10.0,all,15,64,23,41,22,21,0.021997952447535836,0.021997952447535836,0.11085312856027622,386,True,0.021997952447535857,0.0012221084693075476,0.0008647119341563822,2,7,22,-0.02226702498372727,-0.0014844683322484847,0.0,2,7,18,0.07511048086768143,0.0062592067389734525,0.0,1,6,15
abrupt_residual15,2.0,leveraged_inverse_vol_etfs,5,59,12,47,11,8,-0.02398510364429024,-0.01894139886988044,0.05535293846430454,388,True,-0.02398510364429024,-0.0013325057580161244,0.0,1,17,11,-0.02398510364429024,-0.0015990069096193493,0.0,1,14,11,0.0,0.0,0.0,0,12,0
episode_control45,0.0,leveraged_inverse_vol_etfs,5,59,13,46,8,7,-0.02427276387536225,-0.11299287406203684,0.10944922712090542,386,True,-0.02427276387536225,-0.0013484868819645694,0.0,2,14,8,-0.02427276387536225,-0.0016181842583574834,0.0,2,11,8,-0.030393265111352534,-0.0025327720926127113,0.0,2,9,5
source60,10.0,stocks,60,301,53,248,46,44,-0.03836374078583901,-0.03537051279525766,0.12823848316508954,399,True,-0.03836374078583899,-0.0021313189325466108,-0.0008423110688126042,10,2,46,-0.024916108296942206,-0.0016610738864628139,-1.3153853571697821e-05,8,2,39,-0.037180559769107856,-0.003098379980758988,-6.5769267858489106e-06,6,2,32
episode_control45,10.0,leveraged_inverse_vol_etfs,30,59,4,55,3,3,-0.025656349375625664,-0.13737753488605375,0.13194697439198183,386,True,-0.025656349375625664,-0.0014253527430903147,0.0,1,16,3,-0.025656349375625664,-0.0017104232917083777,0.0,1,13,3,0.009310711909514382,0.0007758926591261984,0.0,0,11,1
abrupt_residual15,5.0,stocks,5,59,32,27,29,28,-0.05905469933984778,-0.05905469933984778,0.10252783724828364,273,True,-0.059054699339847784,-0.0032808166299915435,-0.005521090821774098,10,3,29,-0.029955883555872007,-0.0019970589037248006,-0.007022721836881128,8,3,25,-0.10148980047851389,-0.008457483373209491,-0.007960300870537947,8,2,19
episode_control45,5.0,leveraged_inverse_vol_etfs,60,59,8,51,5,5,-0.03066871130852289,-0.18827354116582273,0.1855012963714784,386,True,-0.03066871130852289,-0.0017038172949179382,0.0,2,14,5,-0.03066871130852289,-0.002044580753901526,0.0,2,11,5,-0.009215101018092973,-0.0007679250848410811,0.0,1,9,3
slow_residual120,5.0,stocks,30,64,29,35,29,28,-0.0004155154692308122,-0.0004155154692308122,0.10953794165094968,183,True,-0.0004155154692308122,-2.3084192735045122e-05,0.0,6,6,29,-0.0335497415116685,-0.0022366494341112333,0.0,5,6,23,-0.055805268422093914,-0.004650439035174493,0.0,5,4,20
slow_residual120,5.0,stocks,60,64,29,35,28,27,0.012229473173733976,0.012229473173733976,0.11614693858165591,164,True,0.012229473173733962,0.0006794151763185535,0.0,8,6,28,-0.03558830912787109,-0.0023725539418580723,0.0,6,6,22,-0.0834958616045069,-0.006957988467042241,-0.0008552821997105378,6,4,19
episode_control45,5.0,all,5,59,42,17,38,37,-0.037150308434672465,-0.0959626026168898,0.11819486290335997,386,True,-0.037150308434672444,-0.002063906024148469,0.00028119313701391573,9,0,38,-0.03786364182012954,-0.0025242427880086357,-0.0005528219971055997,8,0,35,-0.041651301177221337,-0.0034709417647684447,-0.0029192675081329243,7,0,27
source60,5.0,unlevered_etfs,15,301,21,280,12,9,-0.040231127278637445,-0.03285826723609496,0.05694260549756358,388,True,-0.04023112727863744,-0.0022350626265909687,0.0,4,12,12,-0.04023112727863744,-0.0026820751519091627,0.0,4,9,12,-0.03285826723609496,-0.0027381889363412466,0.0,3,7,8
abrupt_residual15,0.0,stocks,30,59,44,15,39,38,-0.06780449847940218,-0.06780449847940218,0.12033830492640361,350,True,-0.06780449847940218,-0.0037669165821890096,-0.002443428212931197,10,1,39,-0.04284195186226292,-0.002856130124150861,-0.0023597277373331726,8,1,33,-0.050279836963789,-0.0041899864136490834,-0.005212168486739387,6,1,23
slow_residual120,0.0,all,30,64,64,0,57,56,-0.02009858495255927,-0.06175208543490611,0.16138037390822943,387,True,-0.020098584952559256,-0.0011165880529199587,-0.0012635352359053323,9,2,57,-0.044441933799275794,-0.002962795586618386,-0.0025270704718106645,8,2,49,-0.09068036390745385,-0.00755669699228782,-0.0012635352359053323,6,2,38
source60,10.0,stocks,15,301,53,248,47,45,-0.0858293319728102,-0.07910679380915173,0.11662222328215809,388,True,-0.08582933197281017,-0.004768296220711676,0.0,8,2,47,-0.044987006158507065,-0.002999133743900471,0.0,6,2,40,-0.0855209943031949,-0.007126749525266242,0.0,5,2,33
slow_residual120,5.0,stocks,5,64,29,35,29,28,-0.05727291084198484,-0.05727291084198484,0.08126021557881839,283,True,-0.05727291084198483,-0.0031818283801102686,0.0,8,6,29,-0.045168628559052376,-0.003011241903936825,0.0,7,6,23,-0.036752400111754985,-0.0030627000093129153,-0.0008552821997105378,6,4,20
source60,0.0,unlevered_etfs,15,301,24,277,10,9,-0.04703599038909756,-0.029292975448907622,0.06374746860802372,388,True,-0.047035990389097546,-0.002613110577172086,0.0,4,12,10,-0.047035990389097546,-0.003135732692606503,0.0,4,9,10,-0.02929297544890762,-0.002441081287408968,0.0,3,7,8
abrupt_residual15,2.0,stocks,30,59,43,16,38,37,-0.0722942590793445,-0.0722942590793445,0.12468749163865997,350,True,-0.0722942590793445,-0.00401634772663025,-0.002443428212931197,10,2,38,-0.047331712462205244,-0.0031554474974803495,-0.0023597277373331726,8,2,32,-0.05476959756373134,-0.004564133130310945,-0.005212168486739387,6,2,22
episode_control45,5.0,leveraged_inverse_vol_etfs,30,59,8,51,5,5,-0.049753681733609945,-0.16147486724403803,0.1556510577086261,386,True,-0.049753681733609945,-0.002764093429644997,0.0,2,14,5,-0.049753681733609945,-0.003316912115573996,0.0,2,11,5,-0.014786620448469899,-0.001232218370705825,0.0,1,9,3
abrupt_residual15,5.0,stocks,15,59,32,27,29,28,-0.06656440365413974,-0.06656440365413974,0.11228861792033919,458,True,-0.06656440365413972,-0.0036980224252299845,-0.00401876319455757,10,3,29,-0.05061049924445513,-0.0033740332829636757,-0.002481517054225831,8,3,25,-0.0502769314509992,-0.004189744287583267,-0.006366093223727774,7,2,19
source60,2.0,unlevered_etfs,15,301,23,278,9,9,-0.051442850552987585,-0.029292975448907622,0.06815432877191374,388,True,-0.05144285055298757,-0.002857936141832643,0.0,4,12,9,-0.051442850552987585,-0.0034295233701991724,0.0,4,9,9,-0.02929297544890762,-0.002441081287408968,0.0,3,7,8
episode_control45,5.0,leveraged_inverse_vol_etfs,5,59,8,51,5,5,-0.05170190451386414,-0.11051419869608148,0.11254079241963509,386,True,-0.05170190451386414,-0.0028723280285480077,0.0,3,14,5,-0.05170190451386414,-0.003446793634257609,0.0,3,11,5,-0.027914589745397178,-0.0023262158121164314,0.0,2,9,3
abrupt_residual15,5.0,all,5,59,37,22,33,32,-0.08086847971403925,-0.11334262410574529,0.15706869251246774,386,True,-0.08086847971403924,-0.004492693317446624,-0.007200692035314646,11,2,33,-0.051769663930063464,-0.0034513109286708975,-0.007378662233748164,9,2,29,-0.10148980047851389,-0.008457483373209491,-0.007960300870537947,8,2,19
episode_control45,5.0,leveraged_inverse_vol_etfs,15,59,8,51,5,5,-0.0530970683689993,-0.18557127254023986,0.17843447873829874,386,True,-0.0530970683689993,-0.002949837131611072,0.0,2,14,5,-0.0530970683689993,-0.0035398045579332865,0.0,2,11,5,-0.03627603030691373,-0.003023002525576144,0.0,1,9,3
source60,5.0,all,5,301,148,153,112,100,-0.10500146823100448,-0.08532440570513519,0.1775135132399998,388,True,-0.10500146823100441,-0.005833414901722467,-0.00025840532169739677,9,0,112,-0.057697222320523,-0.003846481488034867,0.0021967477993042415,7,0,99,-0.028782726086774558,-0.0023985605072312133,-0.00025840532169739677,6,0,74
abrupt_residual15,10.0,stocks,15,59,18,41,18,18,-0.0631184383889638,-0.0631184383889638,0.0868176164231976,513,True,-0.06311843838896379,-0.0035065799104979883,0.0,6,6,18,-0.05832969970083822,-0.003888646646722548,0.0,5,5,16,-0.060546691643113645,-0.005045557636926137,0.0,5,4,11
slow_residual120,0.0,leveraged_inverse_vol_etfs,15,64,11,53,8,8,-0.06037084789066882,-0.08075804219823968,0.11013156767185618,387,True,-0.06037084789066882,-0.003353935993926046,0.0,3,14,8,-0.06037084789066882,-0.004024723192711255,0.0,3,11,8,-0.0003915929211017969,-3.2632743425149744e-05,0.0,2,9,3
abrupt_residual15,5.0,all,30,59,37,22,32,31,-0.06785294861624712,-0.11031959862873775,0.1654621118362758,386,True,-0.06785294861624712,-0.003769608256458173,-0.008148590865038274,10,2,32,-0.0605022122719483,-0.004033480818129887,-0.010424336973478774,8,2,28,0.0036414522785508455,0.0003034543565459038,-0.005212168486739387,6,2,18
slow_residual120,5.0,all,60,64,38,26,35,34,-0.013381669214019426,-0.013381669214019426,0.16011406118551919,387,True,-0.013381669214019454,-0.0007434260674455252,0.0,8,4,35,-0.0611994515156245,-0.004079963434374967,0.0,6,4,29,0.028891421839554794,0.0024076184866295663,0.0,5,3,23
source60,0.0,leveraged_inverse_vol_etfs,30,301,23,278,14,13,-0.08962818843163028,-0.10706602929304826,0.15674480319483652,498,True,-0.08962818843163028,-0.004979343801757238,0.0,5,10,14,-0.06213379117094391,-0.004142252744729594,0.0,4,9,12,0.014946020983752813,0.0012455017486460677,0.0,3,7,9
slow_residual120,2.0,all,30,64,58,6,53,52,-0.03844201302469512,-0.037706555260405825,0.1466592343082055,388,True,-0.03844201302469513,-0.0021356673902608405,0.0,8,2,53,-0.0627853618714116,-0.00418569079142744,0.0,7,2,45,-0.06663483373295355,-0.0055529028110794625,0.0,5,2,35
abrupt_residual15,5.0,leveraged_inverse_vol_etfs,30,59,5,54,4,4,-0.06919021378265233,-0.11165686379514295,0.1388332723207139,386,True,-0.06919021378265233,-0.0038439007657029073,0.0,1,17,4,-0.06919021378265233,-0.004612680918843489,0.0,1,14,4,0.0,0.0,0.0,0,12,0
slow_residual120,2.0,leveraged_inverse_vol_etfs,15,64,10,54,7,7,-0.06960680294684862,-0.08075804219823968,0.11113752026311934,387,True,-0.06960680294684862,-0.003867044608158257,0.0,3,14,7,-0.06960680294684862,-0.004640453529789908,0.0,3,11,7,-0.0003915929211017969,-3.2632743425149744e-05,0.0,2,9,3
slow_residual120,5.0,leveraged_inverse_vol_etfs,15,64,6,58,4,4,-0.07147715708113056,-0.07147715708113056,0.11237684134137971,387,True,-0.07147715708113056,-0.00397095317117392,0.0,1,16,4,-0.07147715708113056,-0.004765143805408704,0.0,1,13,4,0.008889292196007316,0.0007407743496672764,0.0,0,11,1
source60,2.0,stocks,5,301,214,87,139,133,-0.12464049336960112,-0.09457376066316389,0.1650972017749412,392,True,-0.12464049336960108,-0.006924471853866726,-0.005468504082524016,11,0,139,-0.07354033680706037,-0.004902689120470692,-0.002713558442699035,9,0,118,-0.09930250684208744,-0.008275208903507287,-0.0056420963808136914,8,0,90
source60,10.0,leveraged_inverse_vol_etfs,5,301,4,297,2,2,-0.07395423303584725,-0.07395423303584725,0.0825996089506843,386,True,-0.07395423303584725,-0.004108568501991514,0.0,1,16,2,-0.07395423303584725,-0.004930282202389817,0.0,1,13,2,0.008645375914837052,0.0007204479929030877,0.0,0,11,1
source60,2.0,leveraged_inverse_vol_etfs,30,301,19,282,12,11,-0.10549969448471769,-0.12293753534613566,0.15674480319483652,498,True,-0.10549969448471769,-0.005861094138039872,0.0,5,10,12,-0.07800529722403132,-0.0052003531482687545,0.0,4,9,10,-0.0009254850693345921,-7.712375577788267e-05,0.0,3,7,7
abrupt_residual15,10.0,stocks,30,59,18,41,18,18,-0.07802993798869096,-0.07802993798869096,0.11466567327143955,433,True,-0.07802993798869094,-0.004334996554927275,0.0,8,6,18,-0.07866781577072035,-0.005244521051381357,0.0,7,5,16,-0.043137745439650876,-0.0035948121199709062,0.0,5,4,11
slow_residual120,10.0,all,60,64,23,41,21,20,-0.012807158751634018,-0.012807158751634018,0.17818705446768401,386,True,-0.012807158751634018,-0.0007115088195352232,0.0,5,7,21,-0.07871983229597829,-0.005247988819731886,0.0,4,7,17,0.043541994240659694,0.0036284995200549747,0.0,3,6,14
slow_residual120,0.0,leveraged_inverse_vol_etfs,30,64,11,53,8,8,-0.07971780624390545,-0.12137130672625229,0.13626739829132034,387,True,-0.07971780624390545,-0.004428767013550303,0.0,3,14,8,-0.07971780624390545,-0.0053145204162603635,0.0,3,11,8,-0.023483633548136984,-0.0019569694623447487,0.0,2,9,3
source60,0.0,stocks,60,301,254,47,126,121,-0.10154358334870925,-0.07266294633353536,0.1966887700444694,359,True,-0.10154358334870912,-0.005641310186039396,-0.010496807897850007,11,0,126,-0.08000977796017737,-0.005333985197345158,-0.007525407898484321,9,0,107,-0.20631020147834112,-0.01719251678986176,-0.011210484984570328,8,0,83
source60,10.0,stocks,30,301,53,248,47,45,-0.13042552097046314,-0.14173490077192513,0.13768200882540446,399,True,-0.13042552097046312,-0.00724586227613684,-0.0025722042590290957,11,2,47,-0.08011654167495488,-0.005341102778330326,-0.0012596922212084662,8,2,40,-0.13107322065752516,-0.010922768388127098,-0.001756204462891259,7,2,33
slow_residual120,5.0,leveraged_inverse_vol_etfs,5,64,6,58,4,4,-0.08080811493030904,-0.08080811493030904,0.11238684683328293,387,True,-0.08080811493030904,-0.0044893397183505025,0.0,1,16,4,-0.08080811493030904,-0.005387207662020602,0.0,1,13,4,0.015392619479733584,0.0012827182899777987,0.0,0,11,1
abrupt_residual15,0.0,stocks,15,59,44,15,40,39,-0.08030369359321597,-0.08030369359321597,0.11986743797075478,458,True,-0.08030369359321599,-0.004461316310734221,-0.006366093223727774,10,1,40,-0.08099395973705491,-0.005399597315803661,-0.00555600933488931,8,1,34,-0.09206436859006861,-0.007672030715839051,-0.006366093223727774,7,1,24
abrupt_residual15,2.0,stocks,15,59,43,16,39,38,-0.08104381473541378,-0.08104381473541378,0.12058108497085687,458,True,-0.08104381473541378,-0.004502434151967432,-0.006366093223727774,10,2,39,-0.08173408087925271,-0.005448938725283514,-0.00555600933488931,8,2,33,-0.0928044897322664,-0.007733707477688867,-0.006366093223727774,7,2,23
slow_residual120,10.0,all,30,64,23,41,22,21,-0.04232632295839361,-0.04232632295839361,0.12242976576623325,386,True,-0.042326322958393586,-0.0023514623865774215,0.0,5,7,22,-0.08202623478865206,-0.005468415652576804,0.0,4,7,18,0.025838139712730267,0.002153178309394189,0.0,3,6,15
source60,5.0,leveraged_inverse_vol_etfs,30,301,9,292,5,5,-0.08231678772885109,-0.09975462859026907,0.14417416072452535,386,True,-0.08231678772885109,-0.00457315487382506,0.0,2,15,5,-0.08231678772885109,-0.005487785848590073,0.0,2,12,5,-0.005236975574154364,-0.00043641463117953034,0.0,1,10,2
abrupt_residual15,10.0,leveraged_inverse_vol_etfs,5,59,2,57,1,1,-0.0825996089506843,-0.0825996089506843,0.0825996089506843,386,True,-0.0825996089506843,-0.004588867163926906,0.0,1,17,1,-0.0825996089506843,-0.0055066405967122865,0.0,1,14,1,0.0,0.0,0.0,0,12,0
slow_residual120,0.0,stocks,5,64,50,14,49,48,-0.09932128083986291,-0.09932128083986291,0.1071683324798698,284,True,-0.09932128083986289,-0.005517848935547938,-0.003028556859477111,12,3,49,-0.08364314497786496,-0.005576209665190997,-0.0030616646168875,10,3,40,-0.05246193117911435,-0.00437182759825953,-0.00020418127306292676,7,3,34
slow_residual120,2.0,stocks,5,64,45,19,45,44,-0.10016060138532434,-0.10016060138532434,0.10538216615297362,507,True,-0.10016060138532433,-0.00556447785474024,-0.003304548185500574,12,3,45,-0.08448246552332639,-0.005632164368221759,-0.003613647268934426,10,3,36,-0.053301251724575796,-0.004441770977047983,-0.001603374821450062,7,3,30
abrupt_residual15,10.0,stocks,5,59,18,41,18,18,-0.0859505200810413,-0.0859505200810413,0.12298937906085945,273,True,-0.0859505200810413,-0.004775028893391184,0.0,8,6,18,-0.08475033738280789,-0.005650022492187193,0.0,7,5,16,-0.12203907170313733,-0.010169922641928111,-0.0103472854277562,7,4,11
