anchor,volume_threshold,asset_class,hold,parent_events,filtered_events,attrition,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_events,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_events,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_events
slow_residual120,10.0,unlevered_etfs,60,64,3,61,3,3,0.08171940685603996,0.08171940685603996,0.016481205539694455,260,False,0.08171940685603996,0.004539967047557775,0.0,1,16,3,0.08171940685603996,0.00544796045706933,0.0,1,13,3,0.08171940685603996,0.006809950571336663,0.0,1,10,3
episode_control45,2.0,all,30,59,53,6,45,43,0.07660940405088412,-0.0896530063854094,0.17796421120562264,386,True,0.07660940405088412,0.004256078002826896,0.002925093693217364,6,0,45,0.07683398949295195,0.005122265966196796,0.002254999248233471,5,0,42,0.04730910476367246,0.003942425396972705,0.00439667473265515,3,0,31
episode_control45,0.0,all,15,59,59,0,50,48,0.0845080858906613,-0.09818977080801328,0.14499849780531798,386,True,0.0845080858906613,0.004694893660592295,0.003936145728433539,9,0,50,0.07472495512861835,0.004981663675241223,-0.0014048102356772896,8,0,46,0.016248799735490795,0.0013540666446242328,-0.0024737638056387366,7,0,35
slow_residual120,10.0,unlevered_etfs,15,64,3,61,3,3,0.062067713475101094,0.062067713475101094,0.0,0,False,0.062067713475101094,0.003448206304172283,0.0,0,16,3,0.062067713475101094,0.004137847565006739,0.0,0,13,3,0.062067713475101094,0.005172309456258424,0.0,0,10,3
slow_residual120,5.0,unlevered_etfs,15,64,3,61,3,3,0.062067713475101094,0.062067713475101094,0.0,0,False,0.062067713475101094,0.003448206304172283,0.0,0,16,3,0.062067713475101094,0.004137847565006739,0.0,0,13,3,0.062067713475101094,0.005172309456258424,0.0,0,10,3
slow_residual120,0.0,unlevered_etfs,15,64,3,61,3,3,0.062067713475101094,0.062067713475101094,0.0,0,False,0.062067713475101094,0.003448206304172283,0.0,0,16,3,0.062067713475101094,0.004137847565006739,0.0,0,13,3,0.062067713475101094,0.005172309456258424,0.0,0,10,3
slow_residual120,2.0,unlevered_etfs,15,64,3,61,3,3,0.062067713475101094,0.062067713475101094,0.0,0,False,0.062067713475101094,0.003448206304172283,0.0,0,16,3,0.062067713475101094,0.004137847565006739,0.0,0,13,3,0.062067713475101094,0.005172309456258424,0.0,0,10,3
episode_control45,10.0,all,30,59,22,37,21,21,0.058237664608646114,-0.05348352090178199,0.13248926674075592,386,True,0.05823766460864611,0.0032354258115914504,0.0,4,6,21,0.062057438188915195,0.00413716254592768,0.0,3,5,19,0.09496315194331872,0.00791359599527656,0.0032691751085384144,1,5,14
episode_control45,10.0,all,15,59,22,37,21,21,0.05582228078365392,-0.07665192338758664,0.13125397139677408,386,True,0.05582228078365393,0.003101237821314107,0.0,4,6,21,0.05980361487133891,0.003986907658089261,0.0,3,5,19,0.05214721707675875,0.004345601423063229,0.0,2,5,14
episode_control45,0.0,stocks,30,59,44,15,41,40,0.06415055627398614,0.06415055627398614,0.0928264582064987,208,True,0.06415055627398615,0.0035639197929992305,-0.00012175233649158648,9,0,41,0.05921201156333067,0.003947467437555378,-0.0013655777294927507,8,0,37,0.04926129047477658,0.004105107539564715,-0.002177720152461148,6,0,29
episode_control45,2.0,all,15,59,53,6,45,43,0.06236545604709409,-0.12033240065158046,0.16116068267206396,386,True,0.06236545604709412,0.0034647475581718956,0.006570440787634359,8,0,45,0.05706968844223473,0.003804645896148982,0.0038637798827243514,7,0,42,-0.0014064669508928249,-0.00011720557924106874,0.0007757862885367523,6,0,31
episode_control45,0.0,stocks,15,59,44,15,41,40,0.062171599223922264,0.062171599223922264,0.03864973080191382,111,True,0.062171599223922264,0.003453977734662348,0.005294946447511665,8,0,41,0.05238846846187928,0.003492564564125285,0.002013882814075,7,0,37,0.02731492753410017,0.002276243961175014,-0.00014916224578792343,6,0,29
source60,5.0,unlevered_etfs,60,301,21,280,12,9,0.045370711788433715,0.048014999628064436,0.026646557414715888,298,False,0.045370711788433715,0.0025205950993574286,0.0,3,12,12,0.045370711788433715,0.0030247141192289145,0.0,3,9,12,0.048014999628064436,0.00400124996900537,0.0,2,7,8
episode_control45,10.0,stocks,30,59,16,43,16,16,0.04139117958659655,0.04139117958659655,0.05068707823219896,127,True,0.041391179586596556,0.002299509977033142,0.0,4,7,16,0.04521095316686564,0.0030140635444577094,0.0,3,6,14,0.04314960563612913,0.0035958004696774273,0.0,2,5,11
slow_residual120,2.0,stocks,60,64,45,19,42,41,0.08404222406998724,0.08404222406998724,0.11937630024520497,169,True,0.08404222406998726,0.0046690124483326255,-0.00431474902015294,10,3,42,0.045143325458091355,0.0030095550305394236,-0.005017009847806618,8,3,34,-0.0892874632389449,-0.007440621936578742,-0.00691580742155581,7,3,28
episode_control45,0.0,stocks,5,59,44,15,41,40,0.05427195157065594,0.05427195157065594,0.0495551749640909,202,True,0.05427195157065595,0.0030151084205919973,0.0028475818166281436,8,0,41,0.0450166530547758,0.00300111020365172,0.0028758865248226257,7,0,37,0.01260628196414186,0.0010505234970118217,-0.002684520782501805,7,0,29
episode_control45,2.0,unlevered_etfs,30,59,2,57,2,2,0.042502834397675215,0.042502834397675215,0.0,0,False,0.042502834397675215,0.002361268577648623,0.0,0,16,2,0.042502834397675215,0.0028335222931783477,0.0,0,13,2,0.042502834397675215,0.0035419028664729346,0.0,0,10,2
episode_control45,5.0,unlevered_etfs,30,59,2,57,2,2,0.042502834397675215,0.042502834397675215,0.0,0,False,0.042502834397675215,0.002361268577648623,0.0,0,16,2,0.042502834397675215,0.0028335222931783477,0.0,0,13,2,0.042502834397675215,0.0035419028664729346,0.0,0,10,2
episode_control45,10.0,unlevered_etfs,30,59,2,57,2,2,0.042502834397675215,0.042502834397675215,0.0,0,False,0.042502834397675215,0.002361268577648623,0.0,0,16,2,0.042502834397675215,0.0028335222931783477,0.0,0,13,2,0.042502834397675215,0.0035419028664729346,0.0,0,10,2
episode_control45,0.0,unlevered_etfs,30,59,2,57,2,2,0.042502834397675215,0.042502834397675215,0.0,0,False,0.042502834397675215,0.002361268577648623,0.0,0,16,2,0.042502834397675215,0.0028335222931783477,0.0,0,13,2,0.042502834397675215,0.0035419028664729346,0.0,0,10,2
episode_control45,10.0,stocks,15,59,16,43,16,16,0.03471795730767114,0.03471795730767114,0.029213166676460185,127,True,0.03471795730767114,0.00192877540598173,0.0,4,7,16,0.03869929139535612,0.002579952759690408,0.0,3,6,14,0.014221855538690384,0.0011851546282241987,0.0,3,5,11
source60,0.0,unlevered_etfs,60,301,24,277,10,9,0.037533688800842735,0.04733779182395159,0.03380637259819408,298,False,0.037533688800842735,0.002085204933380152,0.0,3,12,10,0.037533688800842735,0.0025022459200561824,0.0,3,9,10,0.04733779182395159,0.003944815985329299,0.0,2,7,8
abrupt_residual15,0.0,stocks,60,59,44,15,38,37,0.04490122981483741,0.04490122981483741,0.10189115040641852,316,True,0.04490122981483741,0.002494512767490967,-0.0030915572263675566,10,1,38,0.03737507355730581,0.002491671570487054,-0.003559089491736776,9,1,32,0.01774306251321229,0.0014785885427676907,-0.0030915572263675566,7,1,23
slow_residual120,2.0,unlevered_etfs,30,64,3,61,3,3,0.035618798251365935,0.035618798251365935,0.0036714988921372625,1,False,0.035618798251365935,0.0019788221250758853,0.0,0,16,3,0.035618798251365935,0.0023745865500910623,0.0,0,13,3,0.035618798251365935,0.002968233187613828,0.0,0,10,3
slow_residual120,10.0,unlevered_etfs,30,64,3,61,3,3,0.035618798251365935,0.035618798251365935,0.0036714988921372625,1,False,0.035618798251365935,0.0019788221250758853,0.0,0,16,3,0.035618798251365935,0.0023745865500910623,0.0,0,13,3,0.035618798251365935,0.002968233187613828,0.0,0,10,3
slow_residual120,5.0,unlevered_etfs,30,64,3,61,3,3,0.035618798251365935,0.035618798251365935,0.0036714988921372625,1,False,0.035618798251365935,0.0019788221250758853,0.0,0,16,3,0.035618798251365935,0.0023745865500910623,0.0,0,13,3,0.035618798251365935,0.002968233187613828,0.0,0,10,3
slow_residual120,0.0,unlevered_etfs,30,64,3,61,3,3,0.035618798251365935,0.035618798251365935,0.0036714988921372625,1,False,0.035618798251365935,0.0019788221250758853,0.0,0,16,3,0.035618798251365935,0.0023745865500910623,0.0,0,13,3,0.035618798251365935,0.002968233187613828,0.0,0,10,3
episode_control45,2.0,stocks,30,59,40,19,37,36,0.034564798574887264,0.034564798574887264,0.09329525564989992,210,True,0.03456479857488727,0.0019202665874937372,0.0005610365282547889,8,1,37,0.03478938401695508,0.0023192922677970056,0.0,7,1,34,0.024838662928400996,0.0020698885773667497,0.0005610365282547889,5,1,26
source60,5.0,stocks,5,301,118,183,96,89,-0.0130146949802415,-0.012129523213898109,0.09309457367482434,275,True,-0.013014694980241463,-0.0007230386100134146,-0.0007737614746395251,9,0,96,0.03428955093023994,0.002285970062015996,0.0011660354934199847,7,0,83,-0.041129959615024705,-0.003427496634585392,-0.0032871355318320594,7,0,65
episode_control45,2.0,stocks,15,59,40,19,37,36,0.039475476391929415,0.039475476391929415,0.038844961007235404,111,True,0.039475476391929415,0.0021930820217738564,0.005294946447511665,7,1,37,0.03417970878707002,0.002278647252471335,0.002013882814075,6,1,34,0.00910616785929088,0.0007588473216075734,0.0010069414070375,5,1,26
source60,10.0,unlevered_etfs,60,301,16,285,9,6,0.03334479323447709,0.03598908107410781,0.026646557414715888,298,False,0.03334479323447709,0.001852488513026505,0.0,2,14,9,0.03334479323447709,0.002222986215631806,0.0,2,11,9,0.03598908107410781,0.0029990900895089843,0.0,1,9,5
source60,2.0,unlevered_etfs,60,301,23,278,9,9,0.03290370911509777,0.04733779182395159,0.038436352283939046,298,False,0.03290370911509777,0.0018279838397276538,0.0,3,12,9,0.03290370911509777,0.0021935806076731844,0.0,3,9,9,0.04733779182395159,0.003944815985329299,0.0,2,7,8
episode_control45,10.0,stocks,5,59,16,43,16,16,0.020045499643031716,0.020045499643031716,0.04305979530817297,196,True,0.020045499643031713,0.0011136388690573173,0.0,4,7,16,0.03280146266266637,0.0021867641775110912,0.0,3,6,14,0.006703655197995661,0.000558637933166305,0.0,3,5,11
abrupt_residual15,2.0,stocks,60,59,43,16,37,36,0.037671348072697286,0.037671348072697286,0.10853198057211223,316,True,0.03767134807269729,0.0020928526707054054,-0.0030915572263675566,10,2,37,0.03014519181516568,0.002009679454344379,-0.003559089491736776,9,2,31,0.010513180771072163,0.0008760983975893469,-0.0030915572263675566,7,2,22
source60,10.0,unlevered_etfs,30,301,16,285,9,6,0.029142133398321057,0.014177607043048383,0.024477569344622415,260,False,0.029142133398321064,0.001619007411017837,0.0,1,14,9,0.029142133398321064,0.0019428088932214043,0.0,1,11,9,0.014177607043048384,0.0011814672535873654,0.0,1,9,5
episode_control45,5.0,stocks,30,59,32,27,31,30,0.027954266299651045,0.027954266299651045,0.0575666594452871,196,True,0.02795426629965105,0.0015530147944250582,0.0005610365282547889,8,1,31,0.02817885174171886,0.0018785901161145907,0.0,7,1,28,0.03457855078540219,0.0028815458987835156,0.0005610365282547889,5,1,22
slow_residual120,10.0,stocks,15,64,18,46,18,17,0.07219298318981633,0.07219298318981633,0.033604356863229684,183,True,0.07219298318981635,0.00401072128832313,0.0,2,9,18,0.027928005758553226,0.001861867050570215,0.0,2,9,14,0.013042767392580333,0.0010868972827150277,0.0,2,7,12
slow_residual120,0.0,stocks,60,64,50,14,46,45,0.06568697761271719,0.06568697761271719,0.13477944180695892,169,True,0.06568697761271722,0.0036492765340398452,-0.00431474902015294,10,3,46,0.026788079000821308,0.0017858719333880872,-0.005017009847806618,8,3,38,-0.10764270969621495,-0.008970225808017913,-0.00691580742155581,7,3,32
episode_control45,2.0,stocks,5,59,40,19,37,36,0.027365030637031815,0.027365030637031815,0.05607406301040695,202,True,0.027365030637031825,0.0015202794798351014,0.0014096385542168308,8,1,37,0.026651697251574732,0.0017767798167716488,0.0,7,1,34,-0.0057586738390592185,-0.0004798894865882682,-0.002993551179633012,7,1,26
episode_control45,2.0,unlevered_etfs,15,59,2,57,2,2,0.025287969655167553,0.025287969655167553,0.004649203119701628,40,False,0.025287969655167553,0.001404887203064864,0.0,1,16,2,0.025287969655167553,0.0016858646436778368,0.0,1,13,2,0.025287969655167553,0.002107330804597296,0.0,1,10,2
episode_control45,10.0,unlevered_etfs,15,59,2,57,2,2,0.025287969655167553,0.025287969655167553,0.004649203119701628,40,False,0.025287969655167553,0.001404887203064864,0.0,1,16,2,0.025287969655167553,0.0016858646436778368,0.0,1,13,2,0.025287969655167553,0.002107330804597296,0.0,1,10,2
episode_control45,0.0,unlevered_etfs,15,59,2,57,2,2,0.025287969655167553,0.025287969655167553,0.004649203119701628,40,False,0.025287969655167553,0.001404887203064864,0.0,1,16,2,0.025287969655167553,0.0016858646436778368,0.0,1,13,2,0.025287969655167553,0.002107330804597296,0.0,1,10,2
episode_control45,5.0,unlevered_etfs,15,59,2,57,2,2,0.025287969655167553,0.025287969655167553,0.004649203119701628,40,False,0.025287969655167553,0.001404887203064864,0.0,1,16,2,0.025287969655167553,0.0016858646436778368,0.0,1,13,2,0.025287969655167553,0.002107330804597296,0.0,1,10,2
slow_residual120,2.0,stocks,30,64,45,19,43,42,0.04804595321448055,0.04804595321448055,0.13589317501292925,183,True,0.04804595321448055,0.002669219623026697,0.0,8,3,43,0.023702604367764002,0.0015801736245176002,0.0,7,3,35,-0.07876999843618251,-0.006564166536348543,-0.005252595171196748,6,3,29
abrupt_residual15,0.0,all,5,59,59,0,54,50,0.018586229791206187,0.023629934565615983,0.12782265245997051,388,True,0.0185862297912062,0.0010325683217336779,-0.0073790314595022465,11,1,54,0.023030511990665546,0.0015353674660443697,-0.007735341082123365,9,1,48,-0.11860973975920111,-0.009884144979933425,-0.008876392309187351,9,1,25
abrupt_residual15,10.0,stocks,60,59,18,41,18,18,0.019277947986747437,0.019277947986747437,0.09141540378254162,399,True,0.019277947986747434,0.0010709971103748574,0.0,7,6,18,0.022696576871415696,0.0015131051247610464,0.0,6,5,16,0.021506646790223297,0.0017922205658519414,0.0,5,4,11
abrupt_residual15,2.0,stocks,5,59,43,16,40,39,0.016565360263506156,0.016565360263506156,0.10605501784164036,273,True,0.016565360263506166,0.0009202977924170092,-0.005521090821774098,10,2,40,0.02100964246296551,0.0014006428308643674,-0.007022721836881128,8,2,34,-0.11457421155798422,-0.009547850963165351,-0.008138640294725549,8,2,23
episode_control45,0.0,all,5,59,59,0,51,49,0.029721649298215344,-0.058998460888459246,0.089629008733097,386,True,0.029721649298215372,0.001651202738789743,0.001133227555664031,9,0,51,0.020466350782335233,0.0013644233854890155,-0.0005528219971055997,8,0,47,-0.018064521544289,-0.0015053767953574165,-0.0050509662935291294,8,0,36
episode_control45,2.0,leveraged_inverse_vol_etfs,60,59,11,48,7,6,0.020458474967522736,-0.1816898501786981,0.17862787156343182,386,True,0.020458474967522736,0.001136581942640152,0.0,1,14,7,0.020458474967522736,0.0013638983311681824,0.0,1,11,7,-0.0026314100309683362,-0.00021928416924736136,0.0,1,9,4
slow_residual120,5.0,unlevered_etfs,5,64,3,61,3,3,0.020295195375703352,0.020295195375703352,0.0003263559143221824,1,False,0.020295195375703352,0.0011275108542057417,0.0,0,16,3,0.020295195375703352,0.0013530130250468903,0.0,0,13,3,0.020295195375703352,0.0016912662813086128,0.0,0,10,3
slow_residual120,10.0,unlevered_etfs,5,64,3,61,3,3,0.020295195375703352,0.020295195375703352,0.0003263559143221824,1,False,0.020295195375703352,0.0011275108542057417,0.0,0,16,3,0.020295195375703352,0.0013530130250468903,0.0,0,13,3,0.020295195375703352,0.0016912662813086128,0.0,0,10,3
slow_residual120,0.0,unlevered_etfs,5,64,3,61,3,3,0.020295195375703352,0.020295195375703352,0.0003263559143221824,1,False,0.020295195375703352,0.0011275108542057417,0.0,0,16,3,0.020295195375703352,0.0013530130250468903,0.0,0,13,3,0.020295195375703352,0.0016912662813086128,0.0,0,10,3
slow_residual120,2.0,unlevered_etfs,5,64,3,61,3,3,0.020295195375703352,0.020295195375703352,0.0003263559143221824,1,False,0.020295195375703352,0.0011275108542057417,0.0,0,16,3,0.020295195375703352,0.0013530130250468903,0.0,0,13,3,0.020295195375703352,0.0016912662813086128,0.0,0,10,3
episode_control45,10.0,stocks,60,59,16,43,16,16,0.059231357216282365,0.059231357216282365,0.07445907492812157,399,True,0.059231357216282365,0.0032906309564601313,0.0,5,7,16,0.018887135791272554,0.0012591423860848368,0.0,4,6,14,0.03284910708061639,0.0027374255900513658,0.0,3,5,11
source60,5.0,unlevered_etfs,30,301,21,280,12,9,0.018850968760617322,0.0038864424053446436,0.025733180081439103,221,False,0.018850968760617322,0.001047276042256518,0.0,2,12,12,0.018850968760617322,0.0012567312507078216,0.0,2,9,12,0.0038864424053446454,0.0003238702004453871,0.0,2,7,8
episode_control45,10.0,all,5,59,22,37,21,21,0.0046260223923234745,-0.05418627178989388,0.07704079663064295,386,True,0.004626022392323473,0.00025700124401797073,0.0,5,6,21,0.017381985411958144,0.0011587990274638763,0.0,4,5,19,0.01507149271575438,0.001255957726312865,0.0,3,5,14
episode_control45,5.0,all,30,59,42,17,37,36,0.01628714353335626,-0.09543404197707184,0.13575063419061334,386,True,0.016287143533356262,0.0009048413074086813,0.0016885361523715243,7,0,37,0.01651172897542409,0.0011007819316949392,0.0011220730565095777,6,0,34,0.05787848930424744,0.00482320744202062,0.00439667473265515,3,0,26
source60,10.0,all,5,301,73,228,58,52,0.00012621790431240065,-0.001805543633589089,0.09130333915672918,386,True,0.00012621790431241453,7.0121057951341405e-06,0.001927820609197996,8,1,58,0.016210201396115807,0.001080680093074387,0.00555314283620879,6,1,51,0.03972269745496949,0.0033102247879141238,0.002776571418104395,5,1,39
episode_control45,5.0,stocks,15,59,32,27,31,30,0.021496026618535016,0.021496026618535016,0.05152755303144001,196,True,0.02149602661853503,0.001194223701029724,0.0010069414070375,8,1,31,0.016200259013675625,0.001080017267578375,0.0,7,1,28,0.01067530508505922,0.0008896087570882683,0.0010069414070375,5,1,22
slow_residual120,0.0,all,60,64,64,0,55,54,0.0535847737700324,0.010086091567230338,0.1645674263161443,387,True,0.0535847737700324,0.0029769318761129113,-0.004278039547691953,11,2,55,0.014685875158136547,0.0009790583438757698,-0.004454771404326369,9,2,47,-0.02524516990988669,-0.0021037641591572244,-0.004278039547691953,7,2,37
episode_control45,5.0,stocks,5,59,32,27,31,30,0.01482913447627003,0.01482913447627003,0.07345836811717978,202,True,0.014829134476270024,0.0008238408042372235,0.0019672426897835464,7,1,31,0.01411580109081293,0.0009410534060541954,0.0011152082711334312,6,1,28,-0.013459173034745846,-0.0011215977528954873,-0.00027641099855279985,6,1,22
episode_control45,2.0,all,60,59,53,6,45,43,0.06846614723474298,-0.13368217791147785,0.2570293262974616,386,True,0.06846614723474298,0.00380367484637461,0.015902725483495472,8,0,45,0.013895880208949718,0.0009263920139299812,0.0175794053662075,7,0,42,0.03433059522980797,0.0028608829358173307,0.020121335239623617,5,0,31
abrupt_residual15,0.0,stocks,5,59,44,15,41,40,0.007354515152459185,0.007354515152459185,0.11419799625076321,359,True,0.007354515152459193,0.0004085841751366218,-0.0073790314595022465,11,1,41,0.01179879735191854,0.0007865864901279026,-0.007735341082123365,9,1,35,-0.1237850566690312,-0.010315421389085934,-0.008876392309187351,9,1,24
abrupt_residual15,0.0,leveraged_inverse_vol_etfs,5,59,15,44,13,10,0.011231714638747007,0.016275419413156803,0.05375506326118824,388,True,0.011231714638747007,0.000623984146597056,0.0,0,16,13,0.011231714638747007,0.0007487809759164671,0.0,0,13,13,0.005175316909830087,0.00043127640915250725,0.0,0,11,1
source60,5.0,unlevered_etfs,5,301,21,280,12,9,0.010238644788312892,0.009575407150108862,0.021572540879226082,63,False,0.010238644788312892,0.0005688135993507162,0.0,1,12,12,0.010238644788312892,0.0006825763192208594,0.0,1,9,12,0.009575407150108862,0.0007979505958424052,0.0,1,7,8
abrupt_residual15,5.0,stocks,30,59,32,27,28,27,0.001337265166405202,0.001337265166405202,0.09611239366118796,433,True,0.0013372651664052132,7.429250924473407e-05,-0.003994307063164115,9,3,28,0.008688001510704042,0.0005792001007136028,0.0,7,3,24,0.0036414522785508455,0.0003034543565459038,-0.005212168486739387,6,2,18
episode_control45,2.0,leveraged_inverse_vol_etfs,15,59,11,48,7,6,0.00809966258215678,-0.17459819411651778,0.1708572000543911,386,True,0.008099662582156778,0.00044998125456426546,0.0,1,14,7,0.00809966258215678,0.0005399775054771187,0.0,1,11,7,-0.025302951883191645,-0.002108579323599304,0.0,1,9,4
slow_residual120,2.0,stocks,15,64,45,19,44,43,0.05425803520393557,0.05425803520393557,0.0869683530671302,183,True,0.05425803520393559,0.0030143352891075325,0.0,8,3,44,0.0078118937034847725,0.0005207929135656515,-0.001778945518173588,8,3,35,-0.020608070873017872,-0.0017173392394181561,-0.002110466502572456,7,3,29
episode_control45,0.0,leveraged_inverse_vol_etfs,15,59,13,46,8,7,0.007546169593731118,-0.17515168710494344,0.1708572000543911,386,True,0.007546169593731118,0.00041923164409617326,0.0,1,14,8,0.00754616959373112,0.000503077972915408,0.0,1,11,8,-0.025856444871617305,-0.002154703739301442,0.0,1,9,5
episode_control45,0.0,leveraged_inverse_vol_etfs,60,59,13,46,8,7,0.0064155192634795,-0.19573280588274133,0.17862787156343182,386,True,0.006415519263479502,0.00035641773685997233,0.0,2,14,8,0.006415519263479502,0.0004277012842319668,0.0,2,11,8,-0.01667436573501157,-0.0013895304779176307,0.0,2,9,5
episode_control45,2.0,all,5,59,53,6,46,44,0.006024578135540824,-0.08269553205113375,0.10688518845378023,386,True,0.006024578135540864,0.0003346987853078258,0.001133227555664031,9,0,46,0.005311244750083767,0.0003540829833389178,-0.0005528219971055997,8,0,43,-0.033219627576540456,-0.002768302298045038,-0.005359996690660337,8,0,32
episode_control45,0.0,leveraged_inverse_vol_etfs,30,59,13,46,8,7,0.004008270970829793,-0.16225413946546374,0.14837190743123768,386,True,0.004008270970829791,0.00022268172060165505,0.0,1,14,8,0.004008270970829793,0.0002672180647219862,0.0,1,11,8,-0.015565892669895604,-0.0012971577224913002,0.0,1,9,5
episode_control45,2.0,leveraged_inverse_vol_etfs,30,59,11,48,7,6,0.003958046508681706,-0.16230436392761183,0.14837190743123768,386,True,0.003958046508681704,0.0002198914727045391,0.0,1,14,7,0.003958046508681706,0.00026386976724544704,0.0,1,11,7,-0.01561611713204369,-0.0013013430943369742,0.0,1,9,4
abrupt_residual15,5.0,all,60,59,37,22,32,31,-0.03457475126122461,-0.0028470470393910357,0.2265043210727622,399,True,-0.03457475126122461,-0.0019208195145124785,-0.0030915572263675566,10,2,32,0.003078120767348539,0.00020520805115656926,-0.0026240249609983373,8,2,28,0.1314540179462021,0.010954501495516841,-0.0013120124804991687,6,2,18
episode_control45,0.0,all,60,59,59,0,50,48,0.055099610452186254,-0.14704871469403458,0.24747972045813033,386,True,0.055099610452186254,0.003061089469565903,0.007026628817084047,9,0,50,0.0029348036237170083,0.00019565357491446722,-0.0001727879666153509,8,0,46,0.023369518644575274,0.0019474598870479396,0.008703308699796075,6,0,35
source60,0.0,unlevered_etfs,30,301,24,277,10,9,0.002043417884977871,0.0065848308751603815,0.02616525856463016,298,False,0.002043417884977871,0.00011352321583210394,0.0,3,12,10,0.0020434178849778693,0.00013622785899852462,0.0,3,9,10,0.006584830875160383,0.0005487359062633653,0.0,2,7,8
source60,2.0,unlevered_etfs,30,301,23,278,9,9,0.001920384580405896,0.0065848308751603815,0.026168474933485526,298,False,0.0019203845804058976,0.00010668803224477208,0.0,3,12,9,0.001920384580405896,0.0001280256386937264,0.0,3,9,9,0.006584830875160383,0.0005487359062633653,0.0,2,7,8
source60,10.0,unlevered_etfs,5,301,16,285,9,6,0.0012930032132796934,0.0006297655750756633,0.020653419157142115,91,True,0.0012930032132796952,7.183351184887195e-05,0.0,1,14,9,0.0012930032132796952,8.620021421864634e-05,0.0,1,11,9,0.000629765575075665,5.248046458963875e-05,0.0,1,9,5
