symbol,date,event_ts,minute_index,expected_minutes,price,formation_minutes,formation_return,prior60_normal,entry_price,exit5_price,exit15_price,exit30_price,exit60_price,spy_formation_return,residual_return,residual_shock,stock_surprise,raw_shock,minute_volume,prior60_same_clock_volume,prior_count,volume_ratio,asset_class,weight,cluster_size,gross_return,net_return,weighted_net
AMGN,2024-11-12,2024-11-12 11:26:00-08:00,296,390,298.44,15,-0.059824213212361754,0.0012882209391472204,298.8,300.24,304.89,296.915,297.7,0.0007112316021120613,-0.060535444814473816,0.060535444814473816,46.4394044487154,0.059824213212361754,108112,1822.25,60,59.32885169433393,stocks,1.0,1,-0.003681392235609149,-0.005681392235609149,-0.005681392235609149
SMCI,2024-12-03,2024-12-03 07:41:00-08:00,71,390,41.1,15,-0.07453276289124056,0.00856222685995044,41.1001,41.0171,40.23,41.55,41.2753,0.00020760556601961966,-0.07474036845726018,0.07474036845726018,8.70483393051232,0.07453276289124056,2957125,174887.4,60,16.908736707161292,stocks,1.0,1,0.00426276335094089,0.00226276335094089,0.00226276335094089
WBA,2025-01-21,2025-01-21 06:47:00-08:00,17,390,10.7893,15,-0.07108910891089104,0.009398523379280464,10.785,10.8793,11.0788,11.075,10.83,0.0007824335347681455,-0.07187154244565919,0.07187154244565919,7.563859347055592,0.07108910891089104,595382,82488.06666666667,60,7.217795543759461,stocks,1.0,1,0.004172461752433909,0.002172461752433909,0.002172461752433909
WBA,2025-01-27,2025-01-27 06:53:00-08:00,23,390,11.335,15,-0.06011608623548914,0.00890194586282223,11.335,10.965,10.945,10.985,10.945,9.212045744555475e-05,-0.060208206692934696,0.060208206692934696,6.753139949609874,0.06011608623548914,536532,71687.75,60,7.484291249202269,stocks,1.0,1,-0.03440670489633879,-0.03640670489633879,-0.03640670489633879
MRNA,2025-02-04,2025-02-04 07:26:00-08:00,56,390,35.29,15,-0.06193514088250929,0.008454140712708839,35.23,35.115,34.68,34.725,35.1,0.00037462849341074467,-0.06230976937592003,0.06230976937592003,7.326012540742807,0.06193514088250929,529294,25987.1,60,20.36756698515802,stocks,1.0,1,-0.0036900369003688427,-0.005690036900368843,-0.005690036900368843
SMCI,2025-02-11,2025-02-11 09:04:00-08:00,154,390,38.5282,15,-0.06484724477486603,0.004043691703956883,38.525,39.17,38.9399,39.875,39.8801,-0.0014967212708072442,-0.06335052350405879,0.06335052350405879,16.036644116912008,0.06484724477486603,1116821,86671.41666666667,60,12.885689918917905,stocks,1.0,1,0.035174561972745044,0.03317456197274504,0.03317456197274504
SMCI,2025-02-20,2025-02-20 06:56:00-08:00,26,390,54.51,15,-0.08487295498233038,0.013521989947618362,54.49,56.465,54.46,56.81,57.0593,-0.003108537024312019,-0.08176441795801836,0.08176441795801836,6.2766615942706805,0.08487295498233038,2841064,386472.5,60,7.351270788995336,stocks,1.0,1,0.04715177096714984,0.04515177096714984,0.04515177096714984
ODFL,2025-02-21,2025-02-21 06:45:00-08:00,15,390,182.83,15,-0.06557293263824993,0.006758370879677885,182.7,182.51,180.0,179.9,175.17,-0.0006132585548255243,-0.0649596740834244,0.0649596740834244,9.702476204054555,0.06557293263824993,57648,4475.183333333333,60,12.881706894689604,stocks,1.0,1,-0.04121510673234807,-0.043215106732348074,-0.043215106732348074
APP,2025-02-26,2025-02-26 06:48:00-08:00,18,390,303.96,15,-0.09308986752595783,0.01023064793339091,303.2601,312.55,311.6572,299.5,323.431,0.002452750944981208,-0.09554261847093903,0.09554261847093903,9.09911748816319,0.09308986752595783,624440,22112.766666666666,60,28.23889065592576,stocks,1.0,1,0.06651353079419264,0.06451353079419264,0.06451353079419264
APP,2025-03-27,2025-03-27 11:35:00-07:00,305,390,290.06,15,-0.06811026151770216,0.003317225934416614,290.505,291.7301,291.71,285.1268,277.26,0.00014551661036033003,-0.0682557781280625,0.0682557781280625,20.5322950152566,0.06811026151770216,138044,10566.9,60,13.063812471017991,stocks,1.0,1,-0.04559301905302837,-0.047593019053028374,-0.047593019053028374
SIRI,2025-07-31,2025-07-31 06:45:00-07:00,15,390,20.905,15,-0.0754091110128261,0.006131722087197905,20.905,20.8,20.6101,20.685,21.435,-0.0013073737444905253,-0.07410173726833558,0.07410173726833558,12.298194526831011,0.0754091110128261,115575,9715.866666666667,60,11.895490537814434,stocks,1.0,1,0.025352786414733153,0.02335278641473315,0.02335278641473315
EXPE,2025-08-08,2025-08-08 06:45:00-07:00,15,390,197.04,15,-0.05943004439352717,0.005471675543345433,196.51,194.325,198.59,197.81,195.86,0.0009054658933298487,-0.06033551028685702,0.06033551028685702,10.861397742379857,0.05943004439352717,78120,3806.75,60,20.521442175083735,stocks,1.0,1,-0.00330771970892052,-0.00530771970892052,-0.00530771970892052
CSX,2025-08-22,2025-08-22 08:02:00-07:00,92,390,34.55,15,-0.06646852202107545,0.001780512972266581,34.55,34.6,34.36,34.845,34.5342,7.741256251070361e-05,-0.06654593458358615,0.06654593458358615,37.331107976406074,0.06646852202107545,2751703,31248.516666666666,60,88.05867585181376,stocks,1.0,1,-0.00045730824891454525,-0.0024573082489145453,-0.0024573082489145453
WBD,2025-09-11,2025-09-11 11:18:00-07:00,288,390,16.0208,15,-0.0642056074766355,0.0022213933949318345,16.025,15.81,15.815,15.89,16.015,-0.00044099086084448125,-0.06376461661579103,0.06376461661579103,28.903303495509725,0.0642056074766355,1266157,97435.7,60,12.994795542085704,stocks,1.0,1,-0.0006240249609983373,-0.0026240249609983373,-0.0026240249609983373
SNDK,2025-10-06,2025-10-06 06:58:00-07:00,28,390,123.64,15,-0.06198315757529782,0.009186756375849169,123.585,123.1101,121.82,121.24,123.57,-0.00010444799236042357,-0.0618787095829374,0.0618787095829374,6.747012224928896,0.06198315757529782,70864,12642.0,60,5.605442176870748,stocks,1.0,1,-0.000121373953149706,-0.002121373953149706,-0.002121373953149706
INCY,2025-10-28,2025-10-28 06:52:00-07:00,22,390,86.33,15,-0.06163043478260877,0.003930480946379789,86.2,86.24,84.76,86.67,88.015,-0.0014861005886123158,-0.06014433419399645,0.06014433419399645,15.680125568188833,0.06163043478260877,42309,4504.466666666666,60,9.392676898485949,stocks,1.0,1,0.02105568445475625,0.01905568445475625,0.01905568445475625
GFS,2025-11-12,2025-11-12 07:00:00-08:00,30,390,34.31,15,-0.06128847800690007,0.005500177312148064,34.28,33.64,34.1581,33.685,33.445,-0.0005992049573249059,-0.060689273049575165,0.060689273049575165,11.14300040319322,0.06128847800690007,116736,10145.733333333334,60,11.505920386894983,stocks,1.0,1,-0.024358226371061886,-0.026358226371061888,-0.026358226371061888
RIVN,2025-12-11,2025-12-11 10:18:00-08:00,228,390,16.035,15,-0.06228070175438605,0.0034484796259857454,16.035,15.9301,15.952,16.095,16.01,0.00010003035805050686,-0.062380732112436554,0.062380732112436554,18.060336295761978,0.06228070175438605,945797,98684.58333333333,60,9.584040060293106,stocks,1.0,1,-0.001559089491736776,-0.003559089491736776,-0.003559089491736776
CSGP,2026-01-07,2026-01-07 06:45:00-08:00,15,390,62.09,15,-0.08536495543934597,0.005706926105205179,62.08,62.31,62.45,63.915,65.355,0.0013079641285418386,-0.08667291956788781,0.08667291956788781,14.958132252927932,0.08536495543934597,37629,7458.666666666667,60,5.045003575259206,stocks,1.0,1,0.05275451030927836,0.050754510309278356,0.050754510309278356
INSM,2026-01-09,2026-01-09 06:45:00-08:00,15,390,171.49,15,-0.06391921397379907,0.00828676385206093,170.795,173.44,177.985,176.23,175.27,0.000723777539735293,-0.06464299151353436,0.06464299151353436,7.7134108217530875,0.06391921397379907,59486,7491.8,60,7.9401478950319015,stocks,1.0,1,0.026201001200269358,0.024201001200269356,0.024201001200269356
MTCH,2026-02-04,2026-02-04 06:45:00-08:00,15,390,29.78,15,-0.06543229248391647,0.00553037510658461,29.78,29.7,29.82,29.62,30.15,0.00038600356578588624,-0.06581829604970235,0.06581829604970235,11.831438414730867,0.06543229248391647,60658,6619.85,60,9.163047501076308,stocks,1.0,1,0.01242444593687031,0.01042444593687031,0.01042444593687031
FTNT,2026-02-06,2026-02-06 06:57:00-08:00,27,390,77.92,15,-0.05910764958038994,0.0037592916742220667,77.94,78.525,79.5,81.08,81.315,0.0012490595531142734,-0.060356709133504216,0.060356709133504216,15.723081554351978,0.05910764958038994,74716,12492.816666666668,60,5.98071691865592,stocks,1.0,1,0.04330254041570436,0.04130254041570436,0.04130254041570436
ZM,2026-02-26,2026-02-26 06:45:00-08:00,15,390,73.75,15,-0.07697121401752194,0.008783193066209099,73.71,73.39,74.73,74.5465,75.7,-0.0019557740835377535,-0.07501543993398418,0.07501543993398418,8.7634660239506,0.07697121401752194,142971,10610.016666666666,60,13.475096646093865,stocks,1.0,1,0.026997693664360556,0.024997693664360554,0.024997693664360554
TTD,2026-03-17,2026-03-17 11:36:00-07:00,306,390,26.01,15,-0.06320907617504046,0.0027690456967003007,26.035,25.43,25.36,25.29,25.43,-0.0008487068387904584,-0.06236036933625,0.06236036933625,22.82702529985792,0.06320907617504046,672844,21106.9,60,31.87791670022599,stocks,1.0,1,-0.023237948914922257,-0.02523794891492226,-0.02523794891492226
TTD,2026-03-24,2026-03-24 08:28:00-07:00,118,390,22.04,15,-0.06411889596602982,0.004468943811101661,22.01,21.925,22.04,22.18,22.39,0.0015114273064533723,-0.0656303232724832,0.0656303232724832,14.347662149330887,0.06411889596602982,790962,26459.766666666666,60,29.893007370939277,stocks,1.0,1,0.01726487960018175,0.015264879600181748,0.015264879600181748
CHTR,2026-04-24,2026-04-24 06:45:00-07:00,15,390,208.225,15,-0.10442786176641361,0.00806060173194328,208.225,203.75,197.11,194.505,193.625,-0.00038024580124740304,-0.1040476159651662,0.1040476159651662,12.955343191386996,0.10442786176641361,41429,6894.533333333334,60,6.008963623353768,stocks,0.5,2,-0.07011646055949095,-0.07211646055949095,-0.03605823027974547
