symbol,component,morning,hold,state,cost,signal_days,net,positive_fraction,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_trades,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_trades,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_trades
IYR,combined_previous_close,60,15,high_opening_volume,5.0,59,-0.09195646578064298,0.1864406779661017,0.08952603504494616,29,True,-0.09195646578064298,-0.005108692543369054,-0.003932869988549803,16,0,59,-0.07452057679047164,-0.004968038452698109,-0.003887381108124366,13,0,51,-0.06762384753263839,-0.005635320627719866,-0.004358756058888635,11,0,43
IYR,open_session,15,30,high_opening_volatility,5.0,71,-0.11268565122180008,0.29577464788732394,0.12123362686016204,3,True,-0.11268565122180008,-0.006260313956766671,-0.003313874022269181,13,3,71,-0.07472070114947682,-0.004981380076631788,-0.0027742518765935253,11,3,51,-0.038513573784779376,-0.003209464482064948,-0.0011791953423576085,8,3,33
IYR,combined_previous_close,60,30,high_opening_volume,5.0,59,-0.09699912424658397,0.288135593220339,0.09400545589833109,29,True,-0.09699912424658397,-0.005388840235921332,-0.004168250217651104,15,0,59,-0.07571188461616218,-0.005047458974410812,-0.0031669773130792445,12,0,51,-0.06083549139020128,-0.005069624282516773,-0.0037750816333166903,9,0,43
IYR,combined_previous_close,60,60,high_opening_volume,5.0,59,-0.09535065462668313,0.3728813559322034,0.09385735802292616,37,True,-0.09535065462668313,-0.005297258590371285,-0.004208540488975898,13,0,59,-0.07651881682881101,-0.0051012544552540675,-0.003758849386222507,10,0,51,-0.058834976446312304,-0.004902914703859358,-0.0038521920302054258,8,0,43
IYR,combined_previous_close,30,30,high_opening_volatility,5.0,65,-0.11314945284243105,0.2923076923076923,0.11569235667815159,8,True,-0.11314945284243105,-0.0062860807134683915,-0.0034223798258227744,16,1,65,-0.07730326273184873,-0.005153550848789916,-0.0029056270225953362,13,1,52,-0.05536972154675357,-0.004614143462229464,-0.002509482213163161,10,1,37
IYR,open_session,15,60,high_opening_volume,5.0,63,-0.11420988679277122,0.31746031746031744,0.11846412181163268,29,True,-0.11420988679277122,-0.006344993710709512,-0.004746589180710692,14,0,63,-0.07945237588288367,-0.0052968250588589115,-0.004428028822674457,11,0,52,-0.058801399703915846,-0.004900116641992987,-0.002525441198064249,8,0,43
VWO,open_session,60,15,high_opening_volatility,5.0,76,-0.083180178284739,0.13157894736842105,0.0834817019415155,29,True,-0.083180178284739,-0.004621121015818834,-0.00434646395664956,14,3,76,-0.07948490087245186,-0.005298993391496791,-0.0056965235160805205,12,3,70,-0.0636719467209762,-0.00530599556008135,-0.0056005923656670675,9,3,56
VWO,combined_previous_close,60,60,high_opening_volatility,5.0,72,-0.09518562601021752,0.19444444444444445,0.0958474347954037,36,True,-0.09518562601021752,-0.005288090333900973,-0.004719030305200211,14,3,72,-0.07969597359868752,-0.005313064906579168,-0.004703630497135403,12,2,66,-0.056405381463682125,-0.004700448455306844,-0.004431633594364326,9,2,48
VWO,open_session,30,15,high_opening_volatility,5.0,74,-0.08735070820322588,0.12162162162162163,0.0896193255217832,35,True,-0.08735070820322588,-0.004852817122401438,-0.004647698506297593,13,4,74,-0.07970947944734907,-0.005313965296489938,-0.00580356846946084,11,3,68,-0.057342644137278076,-0.004778553678106506,-0.005791206874148691,8,3,51
IYR,open_session,60,15,high_opening_volatility,5.0,58,-0.08338795747066685,0.22413793103448276,0.08768966361214237,3,True,-0.08338795747066685,-0.004632664303925936,-0.004707311894876276,15,1,58,-0.08050698979946214,-0.005367132653297476,-0.005411802120165565,14,1,49,-0.047750801177780744,-0.003979233431481728,-0.0037125129725119055,11,1,28
VWO,combined_previous_close,60,15,high_opening_volatility,5.0,72,-0.08673413439965916,0.08333333333333333,0.08673413439965916,29,True,-0.08673413439965916,-0.004818563022203287,-0.003363534207169838,15,3,72,-0.08151704816662908,-0.005434469877775272,-0.0053135160676107684,13,2,66,-0.06037158878105198,-0.005030965731754332,-0.0043429672158391,10,2,48
FXI,open_session,30,60,all,5.0,172,-0.12636867319184586,0.28488372093023256,0.12702961389003764,35,True,-0.12636867319184586,-0.007020481843991437,-0.009348371210392725,15,0,172,-0.08295623049514922,-0.0055304153663432816,-0.005814704606660559,12,0,149,-0.09620964731833603,-0.008017470609861336,-0.009348371210392725,11,0,118
VWO,combined_previous_close,60,30,high_opening_volatility,5.0,72,-0.09853088559709544,0.1527777777777778,0.09853088559709544,29,True,-0.09853088559709544,-0.005473938088727525,-0.004401495790215537,14,3,72,-0.08541871981142479,-0.005694581320761653,-0.004729816055208946,12,2,66,-0.05228593561141781,-0.004357161300951484,-0.004044579102372214,9,2,48
IYR,combined_previous_close,60,15,high_opening_volatility,5.0,69,-0.0975849959904771,0.2318840579710145,0.1019176176988289,24,True,-0.0975849959904771,-0.0054213886661376165,-0.006534093396715512,15,2,69,-0.08560226416305727,-0.005706817610870485,-0.006781850706605863,12,2,60,-0.061246001192041044,-0.005103833432670087,-0.0037961704438282395,9,2,41
IYR,combined_previous_close,30,60,high_opening_volatility,5.0,65,-0.11413357934877866,0.4,0.12373809610956743,14,True,-0.11413357934877866,-0.006340754408265481,-0.0028953355517664092,13,1,65,-0.08638777928347408,-0.005759185285564938,-0.0030040423868747945,11,1,52,-0.06597526781274066,-0.005497938984395055,-0.002444033865052375,9,1,37
IYR,combined_previous_close,60,30,high_opening_volatility,5.0,69,-0.10915005902840402,0.2753623188405797,0.11330453303810684,24,True,-0.10915005902840402,-0.006063892168244668,-0.005129001335071215,14,2,69,-0.08809618905613248,-0.005873079270408832,-0.005128038926388134,11,2,60,-0.05995170296449248,-0.00499597524704104,-0.003008658498813377,8,2,41
IYR,combined_previous_close,15,30,high_opening_volume,5.0,63,-0.12858417884822937,0.23809523809523808,0.12581285624974337,29,True,-0.12858417884822937,-0.007143565491568298,-0.006652606718438758,17,0,63,-0.09032569108171862,-0.006021712738781241,-0.005518941580832215,14,0,53,-0.07091857112841748,-0.005909880927368123,-0.005258051569684674,11,0,45
FXI,combined_previous_close,30,60,all,5.0,175,-0.14178516794987528,0.26285714285714284,0.1406553516126029,1,True,-0.14178516794987528,-0.00787695377499307,-0.007369163011693103,14,0,175,-0.09129738600002546,-0.006086492400001697,-0.005785770267657586,11,0,144,-0.09644114381592439,-0.008036761984660365,-0.007369163011693103,10,0,116
IYR,combined_previous_close,15,60,high_opening_volume,5.0,63,-0.12889012451916781,0.3333333333333333,0.13046015706865965,38,True,-0.12889012451916781,-0.007160562473287101,-0.005851892526464064,15,0,63,-0.09542657822726919,-0.0063617718818179455,-0.005050570577956104,12,0,53,-0.06921668468551756,-0.005768057057126463,-0.004924446081081724,9,0,45
IYR,combined_previous_close,15,30,high_opening_volatility,5.0,75,-0.13106107022347613,0.28,0.13570597449020816,3,True,-0.13106107022347613,-0.007281170567970896,-0.004851572402468751,15,1,75,-0.09552804234203693,-0.006368536156135795,-0.0038923464339216673,12,1,59,-0.053010754931071435,-0.004417562910922619,-0.002919882461442258,9,1,41
EEM,open_session,15,60,all,5.0,179,-0.13519627605134132,0.2681564245810056,0.13549933674512726,34,True,-0.13519627605134132,-0.007510904225074518,-0.006526139931993857,18,0,179,-0.09852324517633326,-0.0065682163450888845,-0.006404774837437288,15,0,153,-0.08181048085763987,-0.006817540071469989,-0.006526139931993857,12,0,118
IYR,combined_previous_close,60,60,high_opening_volatility,5.0,69,-0.12119271139473964,0.36231884057971014,0.13310370424744056,24,True,-0.12119271139473964,-0.0067329284108188685,-0.0034662393691539117,12,2,69,-0.10283620953688366,-0.006855747302458911,-0.0027541478782818762,10,2,60,-0.07323480268204818,-0.006102900223504015,-0.0019031454136002046,7,2,41
IYR,open_session,15,60,high_opening_volatility,5.0,71,-0.14365837647650548,0.30985915492957744,0.1526606151394223,1,True,-0.14365837647650548,-0.007981020915361415,-0.005666371998527986,14,3,71,-0.10492365267890591,-0.0069949101785937275,-0.005296772899698654,12,3,51,-0.06237543239581611,-0.0051979526996513425,-0.004618214174506752,9,3,33
FXI,combined_previous_close,15,60,all,5.0,181,-0.1562566332971591,0.2596685082872928,0.15514586824793608,1,True,-0.1562566332971591,-0.008680924072064396,-0.008740284679054133,15,0,181,-0.10594734526931604,-0.007063156351287736,-0.006663277539177281,12,0,151,-0.1092606064798709,-0.009105050539989243,-0.008740284679054133,11,0,120
IYR,combined_previous_close,15,60,high_opening_volatility,5.0,75,-0.14433211719989847,0.37333333333333335,0.15165886842070841,3,True,-0.14433211719989847,-0.008018450955549915,-0.004385844232569602,15,1,75,-0.10786447087555984,-0.007190964725037322,-0.003039734089863022,12,1,59,-0.062146788348411364,-0.00517889902903428,-0.0008944079812447381,9,1,41
EFA,open_session,30,60,all,5.0,177,-0.14406995231073227,0.2542372881355932,0.14267398808448628,3,True,-0.14406995231073227,-0.008003886239485126,-0.006537943628306675,16,0,177,-0.10959951647606947,-0.007306634431737965,-0.006926365994435968,13,0,152,-0.11591341148435619,-0.009659450957029683,-0.011481210874632164,12,0,122
FXI,open_session,15,30,all,5.0,176,-0.15436944333160985,0.24431818181818182,0.1567490179651354,34,True,-0.15436944333160985,-0.008576080185089437,-0.008527441462097662,18,0,176,-0.11112952707856494,-0.007408635138570996,-0.007431233530940662,15,0,150,-0.09661295255635383,-0.008051079379696152,-0.007862195049831266,12,0,119
FXI,open_session,30,30,all,5.0,172,-0.15258424117627079,0.22093023255813954,0.15146864152333306,2,True,-0.15258424117627079,-0.008476902287570599,-0.0100252505985991,18,0,172,-0.11450028306265247,-0.007633352204176832,-0.0071346635663104285,15,0,149,-0.1052074025617884,-0.0087672835468157,-0.0100252505985991,12,0,118
EEM,open_session,15,30,all,5.0,179,-0.15114594403747406,0.24581005586592178,0.14981962551808037,2,True,-0.15114594403747406,-0.00839699689097078,-0.00811124154327042,17,0,179,-0.11463975282168282,-0.007642650188112188,-0.007304456063646492,14,0,153,-0.08498908453506604,-0.007082423711255503,-0.007287313966968079,11,0,118
EEM,open_session,60,60,all,5.0,191,-0.15868692631866677,0.2617801047120419,0.16322417754187135,35,True,-0.15868692631866677,-0.008815940351037043,-0.008265861267552799,16,0,191,-0.11525748419992277,-0.007683832279994851,-0.0081785899708815,13,0,163,-0.1015855845709589,-0.008465465380913242,-0.008265861267552799,11,0,130
EFA,combined_previous_close,60,60,all,5.0,198,-0.1617293337322082,0.25252525252525254,0.16485087849512958,31,True,-0.1617293337322082,-0.008984962985122679,-0.008283322044223274,17,0,198,-0.11822050050506239,-0.007881366700337492,-0.006532932482616438,14,0,164,-0.11350955870340562,-0.009459129891950468,-0.008283322044223274,12,0,132
EEM,open_session,30,60,all,5.0,178,-0.15761214314890037,0.25280898876404495,0.15629592794417113,2,True,-0.15761214314890037,-0.008756230174938909,-0.00838503659761225,18,0,178,-0.1224696151384237,-0.008164641009228247,-0.00859829822196867,15,0,154,-0.10538749284902604,-0.00878229107075217,-0.008806033337362407,12,0,121
EEM,open_session,60,30,all,5.0,191,-0.1676162359613137,0.23036649214659685,0.16673377588489435,35,True,-0.1676162359613137,-0.009312013108961872,-0.009447573021416522,17,0,191,-0.1253717002868796,-0.00835811335245864,-0.008146890515185579,14,0,163,-0.10768522698220939,-0.008973768915184116,-0.008788162483075346,11,0,130
VWO,open_session,15,60,all,5.0,173,-0.1601563074690988,0.1791907514450867,0.16292228321260027,59,True,-0.1601563074690988,-0.008897572637172156,-0.00860804959855005,16,0,173,-0.12569373686359409,-0.00837958245757294,-0.008530143072914553,13,0,152,-0.10286243183709898,-0.008571869319758249,-0.008953870683908405,11,0,120
EFA,combined_previous_close,30,60,all,5.0,199,-0.1730427837578845,0.23618090452261306,0.17493500683716168,31,True,-0.1730427837578845,-0.00961348798654914,-0.009604938695065346,17,0,199,-0.12585289632243313,-0.008390193088162209,-0.007375505464428889,14,0,164,-0.11837409909243024,-0.00986450825770252,-0.009604938695065346,12,0,133
FXI,combined_previous_close,60,60,all,5.0,187,-0.17701243677917478,0.25133689839572193,0.1782034291927176,1,True,-0.17701243677917478,-0.00983402426550971,-0.010180852813772678,16,0,187,-0.12652465482932496,-0.008434976988621664,-0.00844788782573691,13,0,156,-0.11477196044335403,-0.00956433003694617,-0.010180852813772678,11,0,124
EFA,combined_previous_close,60,30,all,5.0,198,-0.17164688197584155,0.17676767676767677,0.17089831290137547,36,True,-0.17164688197584155,-0.009535937887546753,-0.007664366112233756,18,0,198,-0.12846518835072762,-0.008564345890048508,-0.006602914682963923,15,0,164,-0.11322608677113888,-0.00943550723092824,-0.006602971362429988,12,0,132
EEM,combined_previous_close,15,60,all,5.0,196,-0.17773745160580678,0.22448979591836735,0.18823401602990286,36,True,-0.17773745160580678,-0.009874302866989267,-0.010333661621621415,17,0,196,-0.12969552297793407,-0.008646368198528938,-0.006862069711970453,14,0,166,-0.10538311662153288,-0.00878192638512774,-0.009192215463134035,11,0,133
EEM,open_session,30,30,all,5.0,178,-0.1643587155433831,0.21348314606741572,0.1630530417313072,2,True,-0.1643587155433831,-0.009131039752410173,-0.00832024953270244,18,0,178,-0.13013373716359056,-0.008675582477572703,-0.008031594818771026,15,0,154,-0.10464559088051506,-0.008720465906709588,-0.007894152066019122,12,0,121
EFA,combined_previous_close,30,30,all,5.0,199,-0.1770919265336941,0.1708542713567839,0.17626860680036127,0,True,-0.1770919265336941,-0.009838440362983005,-0.009346091146262725,18,0,199,-0.1304319395074529,-0.008695462633830194,-0.009127269343036537,15,0,164,-0.11216195779208049,-0.009346829816006708,-0.009170328213414236,12,0,133
EFA,combined_previous_close,15,60,all,5.0,201,-0.17537671328742233,0.24378109452736318,0.17700075734544984,31,True,-0.17537671328742233,-0.00974315073819013,-0.01062669716325021,17,0,201,-0.1305718118508249,-0.008704787456721659,-0.008857928428926631,14,0,166,-0.11485221230909093,-0.009571017692424244,-0.008315170047462184,12,0,133
EFA,combined_previous_close,15,30,all,5.0,201,-0.17628971824896444,0.1791044776119403,0.17546559590604205,0,True,-0.17628971824896444,-0.009793873236053581,-0.009191710415886123,18,0,201,-0.1317117770355949,-0.008780785135706326,-0.007434037846978936,15,0,166,-0.11097615086346868,-0.009248012571955724,-0.008071191279652723,12,0,133
FXI,combined_previous_close,30,30,all,5.0,175,-0.18125004170248704,0.17142857142857143,0.18193668737003788,36,True,-0.18125004170248704,-0.01006944676124928,-0.010208972420011175,18,0,175,-0.13180027982995102,-0.008786685321996734,-0.007742760122584014,15,0,144,-0.10700169156874073,-0.008916807630728394,-0.008869177734129985,12,0,116
EEM,open_session,15,15,all,5.0,179,-0.1507248516562295,0.18994413407821228,0.1517165494491114,35,True,-0.1507248516562295,-0.008373602869790529,-0.008321597997931585,18,0,179,-0.1321911157725041,-0.008812741051500272,-0.008954791058437883,15,0,153,-0.09504566741145559,-0.007920472284287966,-0.007825500211860348,12,0,118
IYR,open_session,30,60,all,5.0,182,-0.18953452479773902,0.34615384615384615,0.20080036873620288,24,True,-0.18953452479773902,-0.010529695822096612,-0.0074279413436334485,16,0,182,-0.1341574415647121,-0.008943829437647472,-0.006976698754763144,13,0,151,-0.1515881587041361,-0.01263234655867801,-0.011153645823182068,11,0,121
EEM,combined_previous_close,30,60,all,5.0,195,-0.17460056916621913,0.2153846153846154,0.1851310617289802,36,True,-0.17460056916621913,-0.009700031620345507,-0.010729327668387911,17,0,195,-0.1341717964204927,-0.008944786428032847,-0.009642333521381663,14,0,166,-0.10996896876137363,-0.009164080730114469,-0.010837680998131705,11,0,133
EEM,combined_previous_close,60,60,all,5.0,199,-0.1786581351278449,0.21608040201005024,0.18719851647815688,36,True,-0.1786581351278449,-0.009925451951546939,-0.010758510304337943,17,0,199,-0.13425116005096116,-0.008950077336730745,-0.010690110894475802,14,0,168,-0.10860000116040058,-0.009050000096700048,-0.010758510304337943,11,0,135
EFA,open_session,30,30,all,5.0,177,-0.16468768464381733,0.1977401129943503,0.16385195446337097,3,True,-0.16468768464381733,-0.009149315813545408,-0.009144132250279269,16,0,177,-0.13478358222368514,-0.008985572148245675,-0.009789978095587126,13,0,152,-0.11554522021824187,-0.009628768351520156,-0.009224871495513987,11,0,122
FXI,open_session,60,60,all,5.0,176,-0.18152168576851047,0.26704545454545453,0.18509191979422002,35,True,-0.18152168576851047,-0.010084538098250582,-0.010426421745922954,16,0,176,-0.1352402496465518,-0.009016016643103452,-0.009991539234946,13,0,154,-0.11986092738774456,-0.00998841061564538,-0.011734714726885698,11,0,127
FXI,open_session,60,30,all,5.0,176,-0.174090660401632,0.2159090909090909,0.174090660401632,0,True,-0.174090660401632,-0.009671703355646223,-0.009542082395350038,18,0,176,-0.13534319918472681,-0.009022879945648455,-0.008775660545036756,15,0,154,-0.11832747046426917,-0.009860622538689098,-0.009614630832545046,12,0,127
EFA,open_session,15,60,all,5.0,189,-0.16698915161545225,0.24867724867724866,0.16563056705873647,2,True,-0.16698915161545225,-0.009277175089747347,-0.008623914699637303,16,0,189,-0.13609543406408464,-0.009073028937605643,-0.00890913246537739,14,0,165,-0.1292465847611428,-0.010770548730095234,-0.010034465135615123,12,0,133
EFA,open_session,60,60,all,5.0,213,-0.17723389208744478,0.25821596244131456,0.17589201601204085,0,True,-0.17723389208744478,-0.009846327338191376,-0.010294975056469868,16,0,213,-0.13634285351057374,-0.009089523567371582,-0.010137893128819186,13,0,185,-0.13465847112913631,-0.01122153926076136,-0.014081367614316276,11,0,149
FXI,open_session,30,15,all,5.0,172,-0.15742468653843944,0.16279069767441862,0.15671480499018842,2,True,-0.15742468653843944,-0.008745815918802191,-0.009682173893521107,18,0,172,-0.1372084273464521,-0.009147228489763475,-0.009825612281262885,15,0,149,-0.10763264505157066,-0.00896938708763089,-0.009682173893521107,12,0,118
IYR,open_session,60,60,all,5.0,186,-0.18441330934170796,0.3279569892473118,0.1957244489092662,24,True,-0.18441330934170796,-0.010245183852317109,-0.0088997888176916,16,0,186,-0.14048841724635386,-0.009365894483090257,-0.009009873156989645,13,0,155,-0.1422836478090529,-0.011856970650754408,-0.010966734781621135,11,0,121
VWO,open_session,30,60,all,5.0,172,-0.17808475491446096,0.1744186046511628,0.1766444925619164,2,True,-0.17808475491446096,-0.009893597495247831,-0.008538345175188422,18,0,172,-0.1405554368253913,-0.009370362455026086,-0.00838357987689764,15,0,149,-0.12273004874322302,-0.010227504061935252,-0.009120693885452724,12,0,118
EFA,combined_previous_close,30,15,all,5.0,199,-0.16510768175665314,0.1457286432160804,0.16416710315661676,0,True,-0.16510768175665314,-0.009172648986480729,-0.008658528651668607,18,0,199,-0.14059668390330682,-0.009373112260220454,-0.008857846003941572,15,0,164,-0.12665565045615856,-0.010554637538013214,-0.010068833351576656,12,0,133
VWO,open_session,60,60,all,5.0,182,-0.18346126529045625,0.2032967032967033,0.18203042432962924,2,True,-0.18346126529045625,-0.010192292516136459,-0.009624804274197152,17,0,182,-0.14072713816604043,-0.009381809211069363,-0.009260148794489775,14,0,160,-0.12656040935282786,-0.010546700779402321,-0.01017508339017692,11,0,130
EEM,open_session,60,15,all,5.0,191,-0.16439253569293433,0.18848167539267016,0.16403564958477257,8,True,-0.16439253569293433,-0.009132918649607462,-0.009794155535019278,18,0,191,-0.14073059353755624,-0.009382039569170416,-0.009625156505456367,15,0,163,-0.11398563562292918,-0.009498802968577432,-0.009550324148094647,12,0,130
FXI,open_session,15,15,all,5.0,176,-0.1636781083979758,0.19318181818181818,0.16297349544556483,2,True,-0.1636781083979758,-0.009093228244331989,-0.00889953321472714,18,0,176,-0.14170999809384444,-0.009447333206256295,-0.00977817752701049,15,0,150,-0.11063396212038468,-0.00921949684336539,-0.00889953321472714,12,0,119
IYR,open_session,60,30,all,5.0,186,-0.18011530846694146,0.34946236559139787,0.18783568890620062,21,True,-0.18011530846694146,-0.010006406025941193,-0.00908362148281433,18,0,186,-0.1438430910653119,-0.009589539404354126,-0.009291287771729717,15,0,155,-0.11525283550326104,-0.009604402958605087,-0.008582139102917496,12,0,121
EEM,open_session,30,15,all,5.0,178,-0.16175391278257745,0.1853932584269663,0.16072681602363437,2,True,-0.16175391278257745,-0.00898632848792097,-0.008558071142952428,18,0,178,-0.1438560689402255,-0.009590404596015034,-0.009199536860591606,15,0,154,-0.10802391792120825,-0.009001993160100688,-0.008558071142952428,12,0,121
FXI,combined_previous_close,15,30,all,5.0,181,-0.19222748953416469,0.1712707182320442,0.19292858671133595,34,True,-0.19222748953416469,-0.01067930497412026,-0.010500953502136368,18,0,181,-0.14410525303044952,-0.009607016868696635,-0.00952579017618449,15,0,151,-0.11559021853910911,-0.009632518211592426,-0.009974069835265442,12,0,120
EFA,combined_previous_close,60,15,all,5.0,198,-0.16486656809012823,0.16666666666666666,0.1639257178546366,0,True,-0.16486656809012823,-0.009159253782784902,-0.007271285105138026,18,0,198,-0.144135788937664,-0.009609052595844266,-0.008459211299395641,15,0,164,-0.13066956021716036,-0.010889130018096696,-0.00907213664775397,12,0,132
EEM,combined_previous_close,15,30,all,5.0,196,-0.19373370914619914,0.17346938775510204,0.1924739332099109,0,True,-0.19373370914619914,-0.010762983841455508,-0.010507379149307328,17,0,196,-0.14496567994165588,-0.009664378662777058,-0.010256526558590884,14,0,166,-0.10897067838257968,-0.009080889865214973,-0.009437517309237642,11,0,133
EFA,open_session,60,30,all,5.0,213,-0.18754637591643708,0.20187793427230047,0.18673351586232656,0,True,-0.18754637591643708,-0.010419243106468726,-0.010393018973584911,18,0,213,-0.14501862444375058,-0.009667908296250038,-0.010040957083419122,15,0,185,-0.12845106113844662,-0.010704255094870552,-0.010854321944850531,12,0,149
FXI,combined_previous_close,30,15,all,5.0,175,-0.1707964701006227,0.13714285714285715,0.17009785446803083,1,True,-0.1707964701006227,-0.009488692783367928,-0.009112224111174516,18,0,175,-0.1454365231099094,-0.009695768207327293,-0.00939776842575768,15,0,144,-0.11568778135263691,-0.009640648446053076,-0.009567793251529622,12,0,116
FXI,combined_previous_close,60,15,all,5.0,187,-0.17127147531227804,0.13368983957219252,0.17057325987825567,0,True,-0.17127147531227804,-0.009515081961793225,-0.009739459459364885,17,0,187,-0.14591152832156473,-0.009727435221437649,-0.010527942383906086,14,0,156,-0.1294077656985826,-0.010783980474881882,-0.010824348156693087,12,0,124
EFA,open_session,30,15,all,5.0,177,-0.16364601429216963,0.14689265536723164,0.16270378899697568,3,True,-0.16364601429216963,-0.009091445238453868,-0.008823168562981099,18,0,177,-0.1461891140160041,-0.009745940934400272,-0.00969923974068021,15,0,152,-0.11741631623411086,-0.009784693019509239,-0.009407875201592752,12,0,122
EFA,combined_previous_close,15,15,all,5.0,201,-0.17103191002632423,0.15422885572139303,0.17009800558319454,0,True,-0.17103191002632423,-0.009501772779240235,-0.00945140936405775,18,0,201,-0.14774540976507067,-0.009849693984338045,-0.009571631239532974,15,0,166,-0.12564467870579743,-0.010470389892149786,-0.010605480906995202,12,0,133
EEM,combined_previous_close,60,30,all,5.0,199,-0.19769427495993552,0.1708542713567839,0.19644068733334452,0,True,-0.19769427495993552,-0.010983015275551974,-0.011830625532763428,18,0,199,-0.1483012848626194,-0.009886752324174627,-0.01173378888390808,15,0,168,-0.11858359576234623,-0.009881966313528853,-0.01119028012569967,12,0,135
EFA,open_session,15,30,all,5.0,189,-0.17550046253627571,0.20634920634920634,0.17467555054281536,2,True,-0.17550046253627571,-0.009750025696459762,-0.009507586503958831,18,0,189,-0.1496258195668646,-0.009975054637790973,-0.009774126870766509,15,0,165,-0.1273861751261488,-0.010615514593845734,-0.010284873985518472,12,0,133
EEM,combined_previous_close,30,30,all,5.0,195,-0.1948456153809177,0.17435897435897435,0.1935875767772376,0,True,-0.1948456153809177,-0.010824756410050984,-0.010673882347699781,17,0,195,-0.15076894942834318,-0.010051263295222879,-0.010298013747940926,14,0,166,-0.11736177594932418,-0.009780147995777014,-0.009932569197420471,11,0,133
EEM,combined_previous_close,15,15,all,5.0,196,-0.17697819950777005,0.17346938775510204,0.17596975695526007,0,True,-0.17697819950777005,-0.009832122194876114,-0.009308436693318545,18,0,196,-0.1510716287859083,-0.010071441919060554,-0.009897973768758228,15,0,166,-0.12156029844134286,-0.010130024870111906,-0.010287195801738924,12,0,133
IYR,open_session,30,30,all,5.0,182,-0.20265380725696136,0.32967032967032966,0.21025106831857887,21,True,-0.20265380725696136,-0.011258544847608964,-0.009316882847026586,17,0,182,-0.15122855121249512,-0.010081903414166342,-0.008422526167752187,14,0,151,-0.13566454235932435,-0.011305378529943696,-0.009316882847026586,12,0,121
FXI,open_session,60,15,all,5.0,176,-0.16834221435007746,0.17045454545454544,0.16834221435007746,0,True,-0.16834221435007746,-0.00935234524167097,-0.008907310415794067,18,0,176,-0.15222540374002302,-0.010148360249334869,-0.010686558308098393,15,0,154,-0.12603163976204246,-0.010502636646836871,-0.01007455665069884,12,0,127
VWO,combined_previous_close,30,60,all,5.0,188,-0.19245485488986624,0.14893617021276595,0.19807518699567395,36,True,-0.19245485488986624,-0.010691936382770348,-0.011361304438895048,17,0,188,-0.15369713446064748,-0.010246475630709831,-0.012268550731618144,14,0,160,-0.12576408140403827,-0.01048034011700319,-0.012290698551070012,11,0,127
VWO,open_session,60,30,all,5.0,182,-0.19345043338478862,0.15384615384615385,0.19203709668954805,2,True,-0.19345043338478862,-0.010747246299154923,-0.010971326647190305,17,0,182,-0.15425839006373654,-0.010283892670915768,-0.010218354502479321,14,0,160,-0.12650868624375633,-0.010542390520313027,-0.011186487158902692,11,0,130
VWO,open_session,30,30,all,5.0,172,-0.19332846327806397,0.12209302325581395,0.19191491285159756,2,True,-0.19332846327806397,-0.010740470182114666,-0.009474576658692613,18,0,172,-0.15530280375016792,-0.010353520250011194,-0.008746587479870227,15,0,149,-0.12514373115043442,-0.010428644262536202,-0.008982095115789457,12,0,118
VWO,open_session,15,30,all,5.0,173,-0.18837736702755936,0.1329479768786127,0.1869551406730383,2,True,-0.18837736702755936,-0.010465409279308854,-0.01014684890774814,18,0,173,-0.15563009280510298,-0.010375339520340199,-0.010252570591098076,15,0,152,-0.11593574887553437,-0.009661312406294531,-0.010578702494863923,12,0,120
FXI,combined_previous_close,15,15,all,5.0,181,-0.17982801574189367,0.13259668508287292,0.17913700931348864,1,True,-0.17982801574189367,-0.009990445318994092,-0.009180593372616785,18,0,181,-0.15612340389339086,-0.010408226926226057,-0.010527942383906086,15,0,151,-0.12273961637118125,-0.010228301364265105,-0.010898610892615124,12,0,120
IYR,open_session,30,15,all,5.0,182,-0.19496059000598187,0.2857142857142857,0.19965530947835808,21,True,-0.19496059000598187,-0.010831143889221215,-0.009663775945571274,17,0,182,-0.15719867382730435,-0.010479911588486957,-0.009331049263963553,15,0,151,-0.13846317738668013,-0.011538598115556678,-0.009663775945571274,12,0,121
VWO,combined_previous_close,60,60,all,5.0,190,-0.19585728119647172,0.15263157894736842,0.19927805050632919,36,True,-0.19585728119647172,-0.01088096006647065,-0.010285635791839498,18,0,190,-0.15727425746256884,-0.01048495049750459,-0.010454058146171952,15,0,162,-0.12744846737587956,-0.01062070561465663,-0.010552214774626367,12,0,129
IYR,open_session,15,15,all,5.0,176,-0.20078597420653144,0.2784090909090909,0.2046581924978299,1,True,-0.20078597420653144,-0.011154776344807302,-0.009028038583724918,17,0,176,-0.1581257392636054,-0.010541715950907027,-0.007620030113055787,14,0,141,-0.11834038650569678,-0.009861698875474731,-0.007373244108951793,11,0,111
EEM,combined_previous_close,30,15,all,5.0,195,-0.18699635056587338,0.15384615384615385,0.1860001831800946,0,True,-0.18699635056587338,-0.010388686142548521,-0.009426799815117015,17,0,195,-0.15972688173222693,-0.010648458782148462,-0.010047470329553554,14,0,166,-0.1303319607004313,-0.01086099672503594,-0.010814332673188376,11,0,133
