latency_ms,entry_ttl_s,queue_model,exit_ttl_s,commission_per_share_side,forced_slippage_bp,orders,fills,portfolio_fills,fill_rate,passive_exit_rate,forced_exit_rate,stop_rate,mean_spread_edge_bps,mean_markout_5s_bps,mean_net_trade_bps,net_fixed_base_return,positive_day_fraction,max_drawdown,worst_day
50,2,base,5,0.004,0,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-2.2599621928502467,-0.0008700854442473448,0.16666666666666666,0.0011250784315121113,-0.0002710618653377179
50,2,base,5,0.004,1,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-3.0133879831416928,-0.0011601543735095517,0.16666666666666666,0.0013051481680951078,-0.0003310633032860538
50,2,base,5,0.004,2,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-3.7668137734330727,-0.0014502233027717333,0.16666666666666666,0.0015039239223005453,-0.0003910647412343639
50,2,base,15,0.0025,0,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-1.5792730114823543,-0.0006080201094207064,0.16666666666666666,0.0009515765310489127,-0.00025523765346150323
50,2,base,15,0.0025,1,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.2158214094120825,-0.0008530912426236518,0.16666666666666666,0.0011116346927344983,-0.0002905294165979897
50,2,base,15,0.0025,2,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.8523698073417325,-0.001098162375826567,0.16666666666666666,0.001271710467203859,-0.0003405284902282467
50,2,base,15,0.004,0,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-1.8066982227818842,-0.0006955788157710254,0.16666666666666666,0.0010120023996477835,-0.00026684339431554723
50,2,base,15,0.004,1,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.443246620711612,-0.0009406499489739708,0.16666666666666666,0.0011720666100005616,-0.0003039934710847554
50,2,base,15,0.004,2,1035,77,77,0.07439613526570048,0.36363636363636365,0.6363636363636364,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-3.079795018641262,-0.0011857210821768864,0.16666666666666666,0.0013321484341027264,-0.00035399254471501243
50,2,base,30,0.0025,0,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-1.6124658796552742,-0.0006207993636672805,0.16666666666666666,0.0009643532366735728,-0.00025523765346150323
50,2,base,30,0.0025,1,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.223034365272173,-0.0008558682306297867,0.16666666666666666,0.0011144112796647406,-0.00029028630435726823
50,2,base,30,0.0025,2,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.8336028508889584,-0.0010909370975922491,0.16666666666666666,0.0012644858350277473,-0.00032533495525302977
50,2,base,30,0.004,0,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-1.839891090954804,-0.0007083580700175995,0.16666666666666666,0.0010247793227179428,-0.00026684339431554723
50,2,base,30,0.004,1,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-2.4504595765717037,-0.000943426936980106,0.16666666666666666,0.0011748432441879995,-0.00030189204521131224
50,2,base,30,0.004,2,1035,77,77,0.07439613526570048,0.38961038961038963,0.6103896103896104,0.15584415584415584,-0.022107696754666645,-0.876125549372082,-3.061028062188488,-0.0011784958039425682,0.16666666666666666,0.0013249236789576048,-0.00033694069610707377
50,2,conservative,5,0.0025,0,1035,61,61,0.05893719806763285,0.2459016393442623,0.7540983606557377,0.2459016393442623,-0.4629819066963292,-0.4183690051693319,-2.2334482808363267,-0.0006812017256550797,0.16666666666666666,0.0009965338089512712,-0.0003635821621212662
50,2,conservative,5,0.0025,1,1035,61,61,0.05893719806763285,0.2459016393442623,0.7540983606557377,0.2459016393442623,-0.4629819066963292,-0.4183690051693319,-2.9877797434487925,-0.0009112728217518821,0.16666666666666666,0.0011415853769682924,-0.00039354490851424274
