latency_ms,entry_ttl_s,queue_model,exit_ttl_s,commission_per_share_side,forced_slippage_bp,orders,fills,portfolio_fills,fill_rate,passive_exit_rate,forced_exit_rate,stop_rate,mean_spread_edge_bps,mean_markout_5s_bps,mean_net_trade_bps,net_fixed_base_return,positive_day_fraction,max_drawdown,worst_day
50,1,optimistic_diagnostic,5,0.0025,0,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.3725124333675938,-0.0007686069626858528,0.25,0.0010324542050440225,-0.00034510168924837815
50,1,optimistic_diagnostic,5,0.0025,1,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.0332948924281684,-0.001138645139759774,0.25,0.0012225574808081765,-0.00037514310323577636
50,1,optimistic_diagnostic,5,0.0025,2,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.694077351488712,-0.001508683316833679,0.25,0.0014126721629393615,-0.00040518451722315726
50,1,optimistic_diagnostic,5,0.004,0,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.596607818851677,-0.0008941003785569394,0.25,0.001103934175406584,-0.00035368941654023744
50,1,optimistic_diagnostic,5,0.004,1,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.257390277912251,-0.0012641385556308605,0.25,0.0012940416258645665,-0.0003837308305276356
50,1,optimistic_diagnostic,5,0.004,2,1035,112,112,0.10821256038647344,0.3392857142857143,0.6607142857142857,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.918172736972795,-0.0016341767327047656,0.16666666666666666,0.0014935145388866133,-0.00041377224451501655
50,1,optimistic_diagnostic,15,0.0025,0,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.148874480331943,-0.000643369708985888,0.25,0.0009073464044526291,-0.00034510168924837815
50,1,optimistic_diagnostic,15,0.0025,1,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.720353221253423,-0.0009633978039019168,0.25,0.0010724352981268362,-0.00037514310323577636
50,1,optimistic_diagnostic,15,0.0025,2,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.291831962174893,-0.00128342589881794,0.25,0.0012375324459537103,-0.00040518451722315726
50,1,optimistic_diagnostic,15,0.004,0,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.3729698658160256,-0.0007688631248569746,0.25,0.0009788246278991156,-0.00035368941654023744
50,1,optimistic_diagnostic,15,0.004,1,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-1.9444486067375055,-0.0010888912197730034,0.25,0.0011439170715715524,-0.0003837308305276356
50,1,optimistic_diagnostic,15,0.004,2,1035,112,112,0.10821256038647344,0.42857142857142855,0.5714285714285714,0.15178571428571427,1.0586260296167265,-0.7387240239388742,-2.5159273476589763,-0.0014089193146890268,0.25,0.0013090177696625292,-0.00041377224451501655
50,1,optimistic_diagnostic,30,0.0025,0,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-1.0873971512948746,-0.0006089424047251296,0.25,0.0009766723581164259,-0.00034510168924837815
50,1,optimistic_diagnostic,30,0.0025,1,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-1.6321060225901658,-0.000913979372650493,0.25,0.0011317626634108817,-0.00037514310323577636
50,1,optimistic_diagnostic,30,0.0025,2,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-2.1768148938854357,-0.0012190163405758439,0.25,0.0012868607229463693,-0.00040518451722315726
50,1,optimistic_diagnostic,30,0.004,0,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-1.3114925367789574,-0.0007344358205962161,0.25,0.0010481513219381474,-0.00035368941654023744
50,1,optimistic_diagnostic,30,0.004,1,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-1.8562014080742486,-0.0010394727885215795,0.25,0.0012032450704653956,-0.0003837308305276356
50,1,optimistic_diagnostic,30,0.004,2,1035,112,112,0.10821256038647344,0.45535714285714285,0.5446428571428571,0.14285714285714285,1.0586260296167265,-0.7387240239388742,-2.4009102793695187,-0.0013445097564469307,0.25,0.0013583465734888715,-0.00041377224451501655
50,1,base,5,0.0025,0,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-2.554884427360964,-0.0006387211068402409,0.16666666666666666,0.000862740087203871,-0.00034734454575041716
50,1,base,5,0.0025,1,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-3.3951119542400727,-0.0008487779885600185,0.16666666666666666,0.0009928149932502076,-0.00037738618402346493
50,1,base,5,0.0025,2,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-4.235339481119067,-0.0010588348702797667,0.16666666666666666,0.0011229016073556705,-0.0004074278222965019
50,1,base,5,0.004,0,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-2.76661122136421,-0.0006916528053410524,0.16666666666666666,0.0008986706533503219,-0.0003559322730422764
50,1,base,5,0.004,1,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-3.60683874824332,-0.00090170968706083,0.16666666666666666,0.0010287487099979952,-0.00038597391131532416
50,1,base,5,0.004,2,1035,50,50,0.04830917874396135,0.16,0.84,0.22,-0.01943993255707964,-1.4064946226311354,-4.447066275122313,-0.0011117665687805783,0.16666666666666666,0.0011588384751263186,-0.00041601554958836114
50,1,base,15,0.0025,0,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-2.223911928484382,-0.0005559779821210956,0.16666666666666666,0.0007433139634594059,-0.00034734454575041716
50,1,base,15,0.0025,1,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-2.944133444194865,-0.0007360333610487162,0.16666666666666666,0.0008583842248494084,-0.00037738618402346493
50,1,base,15,0.0025,2,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-3.6643549599051757,-0.0009160887399762939,0.16666666666666666,0.0009734636926301476,-0.0004074278222965019
50,1,base,15,0.004,0,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-2.4356387224876284,-0.0006089096806219071,0.16666666666666666,0.0007792428119253952,-0.0003559322730422764
50,1,base,15,0.004,1,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-3.155860238198111,-0.0007889650595495277,0.16666666666666666,0.0008943158672216236,-0.00038597391131532416
50,1,base,15,0.004,2,1035,50,50,0.04830917874396135,0.28,0.72,0.2,-0.01943993255707964,-1.4064946226311354,-3.8760817539084216,-0.0009690204384771054,0.16666666666666666,0.00100939812924067,-0.00041601554958836114
50,1,base,30,0.0025,0,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-2.3770073260539895,-0.0005942518315134974,0.16666666666666666,0.0007815871070686039,-0.00034734454575041716
50,1,base,30,0.0025,1,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-3.077211618532255,-0.0007693029046330639,0.16666666666666666,0.0008916544857470261,-0.00037738618402346493
50,1,base,30,0.0025,2,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-3.7774159110103227,-0.0009443539777525806,0.16666666666666666,0.0010017306705519923,-0.0004074278222965019
50,1,base,30,0.004,0,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-2.5887341200572354,-0.000647183530014309,0.16666666666666666,0.000817516406755007,-0.0003559322730422764
50,1,base,30,0.004,1,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-3.2889384125355017,-0.0008222346031338754,0.16666666666666666,0.0009275865203739661,-0.00038597391131532416
50,1,base,30,0.004,2,1035,50,50,0.04830917874396135,0.3,0.7,0.2,-0.01943993255707964,-1.4064946226311354,-3.9891427050135686,-0.0009972856762533921,0.16666666666666666,0.0010376654404421135,-0.00041601554958836114
50,1,conservative,5,0.0025,0,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.5001026614629547,-0.0004500184790633319,0.08333333333333333,0.0006985939801304465,-0.0002382037657646371
50,1,conservative,5,0.0025,1,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.278086178930074,-0.0005900555122074133,0.08333333333333333,0.0007986122701176369,-0.00025317835893873015
50,1,conservative,5,0.0025,2,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-4.056069696397065,-0.0007300925453514719,0.08333333333333333,0.0008986335618207949,-0.00026815295211282534
50,1,conservative,5,0.004,0,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.700171131744695,-0.000486030803714045,0.08333333333333333,0.0007273509229934734,-0.00024229668504044028
50,1,conservative,5,0.004,1,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.478154649211813,-0.0006260678368581265,0.08333333333333333,0.0008273699867182615,-0.00025727127821453333
50,1,conservative,5,0.004,2,1035,36,36,0.034782608695652174,0.2222222222222222,0.7777777777777778,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-4.256138166678807,-0.000766104870002185,0.08333333333333333,0.000927392052192509,-0.0002722458713886285
50,1,conservative,15,0.0025,0,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.370094926002675,-0.0004266170866804815,0.08333333333333333,0.0006751923459242867,-0.0002382037657646371
50,1,conservative,15,0.0025,1,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.1202892900151644,-0.0005616520722027296,0.08333333333333333,0.0007702081103846136,-0.00025317835893873015
50,1,conservative,15,0.0025,2,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.870483654027526,-0.0006966870577249549,0.08333333333333333,0.0008652267264266436,-0.00026815295211282534
50,1,conservative,15,0.004,0,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.5701633962844146,-0.0004626294113311946,0.08333333333333333,0.0007039492087180504,-0.00024229668504044028
50,1,conservative,15,0.004,1,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.3203577602969045,-0.0005976643968534428,0.08333333333333333,0.0007989657297981185,-0.00025727127821453333
50,1,conservative,15,0.004,2,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-4.070552124309267,-0.000732699382375668,0.08333333333333333,0.0008939851024924652,-0.0002722458713886285
50,1,conservative,30,0.0025,0,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.370094926002675,-0.0004266170866804815,0.08333333333333333,0.0006751923459242867,-0.0002382037657646371
50,1,conservative,30,0.0025,1,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.1202892900151644,-0.0005616520722027296,0.08333333333333333,0.0007702081103846136,-0.00025317835893873015
50,1,conservative,30,0.0025,2,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.870483654027526,-0.0006966870577249549,0.08333333333333333,0.0008652267264266436,-0.00026815295211282534
50,1,conservative,30,0.004,0,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-2.5701633962844146,-0.0004626294113311946,0.08333333333333333,0.0007039492087180504,-0.00024229668504044028
50,1,conservative,30,0.004,1,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-3.3203577602969045,-0.0005976643968534428,0.08333333333333333,0.0007989657297981185,-0.00025727127821453333
50,1,conservative,30,0.004,2,1035,36,36,0.034782608695652174,0.25,0.75,0.2777777777777778,-0.15408363424809324,-0.9379517912259904,-4.070552124309267,-0.000732699382375668,0.08333333333333333,0.0008939851024924652,-0.0002722458713886285
50,1,adversarial,5,0.0025,0,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-1.5682294675527244,-0.0011761721006645436,0.25,0.001375256542323592,-0.00038112331263535595
50,1,adversarial,5,0.0025,1,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-2.1216444551981097,-0.0015912333413985826,0.25,0.0016353985137040699,-0.00042116265399866614
50,1,adversarial,5,0.0025,2,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-2.675059442843545,-0.002006294582132659,0.25,0.0019042718645621882,-0.00047381293497409483
50,1,adversarial,5,0.004,0,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-1.7543208644805026,-0.0013157406483603772,0.25,0.0014520111065759425,-0.00039270631111297473
50,1,adversarial,5,0.004,1,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-2.3077358521258877,-0.0017308018890944163,0.25,0.0017121570997040906,-0.0004327456524762849
50,1,adversarial,5,0.004,2,1035,150,150,0.14492753623188406,0.44666666666666666,0.5533333333333333,0.16,1.2968756481295258,-0.3370592982610379,-2.8611508397713226,-0.0021458631298284926,0.25,0.0020343147911975083,-0.0004900992176344287
50,1,adversarial,15,0.0025,0,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-0.9264016161633054,-0.0006948012121224791,0.25,0.0009989672498472463,-0.00025888462300355247
50,1,adversarial,15,0.0025,1,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.3664859804715004,-0.001024864485353625,0.25,0.0011990872392933112,-0.00031529457512405833
50,1,adversarial,15,0.0025,2,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.806570344779715,-0.001354927758584786,0.25,0.0013992152330899125,-0.00037531792984914176
50,1,adversarial,15,0.004,0,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.1124930130910833,-0.0008343697598183126,0.25,0.0010757182171334738,-0.0002726325795401356
50,1,adversarial,15,0.004,1,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.552577377399278,-0.0011644330330494587,0.25,0.0012758416544909987,-0.0003315808577843923
50,1,adversarial,15,0.004,2,1035,150,150,0.14492753623188406,0.56,0.44,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.992661741707493,-0.0014944963062806197,0.25,0.0014759730964132654,-0.00039160421250947566
50,1,adversarial,30,0.0025,0,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-0.9195610447454693,-0.0006896707835591021,0.3333333333333333,0.0009938365020298171,-0.00029405357002825714
50,1,adversarial,30,0.0025,1,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.3196390519914019,-0.0009897292889935513,0.25,0.0011639491538610607,-0.00034134708998256587
50,1,adversarial,30,0.0025,2,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.7197170592373365,-0.001289787794428002,0.25,0.001334068609816796,-0.0003963753236218682
50,1,adversarial,30,0.004,0,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.1056524416732474,-0.0008292393312549357,0.25,0.0010705874202709973,-0.00030780152656484025
50,1,adversarial,30,0.004,1,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.5057304489191796,-0.0011292978366893847,0.25,0.0012407032331655057,-0.00035763337264289977
50,1,adversarial,30,0.004,2,1035,150,150,0.14492753623188406,0.6,0.4,0.14666666666666667,1.2968756481295258,-0.3370592982610379,-1.9058084561651143,-0.001429356342123836,0.25,0.001410825850375764,-0.00041266160628220205
50,2,optimistic_diagnostic,5,0.0025,0,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-1.2863541466643873,-0.0010612421709981197,0.25,0.001110739707358564,-0.0002807845502243293
50,2,optimistic_diagnostic,5,0.0025,1,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-1.934855024297406,-0.0015962553950453597,0.16666666666666666,0.0015758062743386795,-0.00033077599282300204
50,2,optimistic_diagnostic,5,0.0025,2,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-2.583355901930397,-0.002131268619092579,0.16666666666666666,0.002040937988133139,-0.0003807674354216581
50,2,optimistic_diagnostic,5,0.004,0,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-1.5138297921055188,-0.0012489095784870533,0.25,0.0012712667619555291,-0.00029877182649410284
50,2,optimistic_diagnostic,5,0.004,1,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-2.162330669738538,-0.0017839228025342934,0.16666666666666666,0.0017363572068535857,-0.00034876326909277566
50,2,optimistic_diagnostic,5,0.004,2,1035,165,165,0.15942028985507245,0.3515151515151515,0.6484848484848484,0.15151515151515152,0.9625059618819454,-0.6638977692986243,-2.8108315473715293,-0.002318936026581512,0.16666666666666666,0.0022015128036810693,-0.00039876199930936825
50,2,optimistic_diagnostic,15,0.0025,0,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-1.0311547781711299,-0.0008507026919911823,0.25,0.0009493865472402223,-0.0003055010766745965
50,2,optimistic_diagnostic,15,0.0025,1,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-1.5947882913047713,-0.001315700340326436,0.25,0.0013543950711184607,-0.0003504769487537614
50,2,optimistic_diagnostic,15,0.0025,2,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-2.1584218044384094,-0.001780697988661688,0.16666666666666666,0.0017594522216978963,-0.00039545282083293403
50,2,optimistic_diagnostic,15,0.004,0,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-1.2586304236122612,-0.0010383700994801158,0.25,0.0011099013172928076,-0.0003278177524484729
50,2,optimistic_diagnostic,15,0.004,1,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-1.8222639367459026,-0.0015033677478153698,0.16666666666666666,0.0015149304795415081,-0.00037279362452763784
50,2,optimistic_diagnostic,15,0.004,2,1035,165,165,0.15942028985507245,0.43636363636363634,0.5636363636363636,0.14545454545454545,0.9625059618819454,-0.6638977692986243,-2.3858974498795416,-0.0019683653961506216,0.16666666666666666,0.0019200082722910432,-0.00041776949660681043
50,2,optimistic_diagnostic,30,0.0025,0,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-0.9260726798177094,-0.0007640099608496104,0.25,0.0010092740067302421,-0.0003437749260669983
50,2,optimistic_diagnostic,30,0.0025,1,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-1.4594190408931933,-0.0012040207087368844,0.25,0.0012427197666353812,-0.0003837464923381091
50,2,optimistic_diagnostic,30,0.0025,2,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-1.9927654019686745,-0.0016440314566241565,0.25,0.001622782780895496,-0.00042371805860922073
50,2,optimistic_diagnostic,30,0.004,0,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-1.153548325258841,-0.0009516773683385439,0.25,0.0010971803495796741,-0.0003660916018408747
50,2,optimistic_diagnostic,30,0.004,1,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-1.6868946863343246,-0.0013916881162258181,0.25,0.0014032521412178475,-0.0004060631681119855
50,2,optimistic_diagnostic,30,0.004,2,1035,165,165,0.15942028985507245,0.4666666666666667,0.5333333333333333,0.1393939393939394,0.9625059618819454,-0.6638977692986243,-2.2202410474098055,-0.00183169886411309,0.25,0.0017833351184188477,-0.00044603473438309713
50,2,base,5,0.0025,0,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-2.0325369815507166,-0.000782526737897026,0.16666666666666666,0.0010646501177452427,-0.0002575978108509522
50,2,base,5,0.0025,1,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-2.7859627718421622,-0.0010725956671592328,0.16666666666666666,0.0012447131628174337,-0.0003175992487992881
50,2,base,5,0.0025,2,1035,77,77,0.07439613526570048,0.24675324675324675,0.7532467532467533,0.18181818181818182,-0.022107696754666645,-0.876125549372082,-3.539388562133543,-0.0013626645964214144,0.16666666666666666,0.0014333666275193181,-0.00037760068674759826
