symbol,session,window,signal_ts,status,entry_partial_shares,entry_ns,exit_ns,side,entry_price,exit_price_raw,exit_type,spread_edge_bps,markout_5s_bps,portfolio_accepted,exit_price,gross_return,net_return,fixed_base_pnl,config
PLTR,2025-06-04,morning,2025-06-04 14:01:31.400000+00:00,filled,,1.7490456920779172e+18,1.7490457341218332e+18,1.0,128.11,127.91,stop,-0.3903048280703682,-6.244877249134765,True,127.884418,-0.001561158379517735,-0.0018232924830225354,-9.116462415112678e-05,l500_e1_adversarial_x15
NVDA,2025-06-04,midday,2025-06-04 17:00:05.200000+00:00,filled,,1.7490564058967698e+18,1.7490564088791675e+18,1.0,140.6,140.62,passive,0.7111869710560647,-0.35559348552702175,True,140.62,0.0001422475106686361,8.534850640121077e-05,4.267425320060539e-06,l500_e1_adversarial_x15
TSLA,2025-06-04,midday,2025-06-04 17:00:05.300000+00:00,filled,,1.7490564062696696e+18,1.7490564082702687e+18,-1.0,332.71,332.61,passive,1.503036132988979,-1.3527325196919606,True,332.61,0.00030056205103533377,0.00027651708695249885,1.3825854347624944e-05,l500_e1_adversarial_x15
AVGO,2025-06-04,midday,2025-06-04 17:00:11.400000+00:00,filled,,1.7490564124322102e+18,1.749056422974311e+18,1.0,259.67,259.8,passive,2.502550676651115,-0.19250389820376354,True,259.8,0.0005006354218816014,0.0004698270882273479,2.3491354411367396e-05,l500_e1_adversarial_x15
AVGO,2025-06-04,midday,2025-06-04 17:01:22.300000+00:00,filled,,1.7490564833604567e+18,1.7490564965740493e+18,-1.0,259.72,259.63,passive,1.7329354000198676,-0.0,True,259.63,0.00034652702910839295,0.00031572462652099115,1.5786231326049557e-05,l500_e1_adversarial_x15
NVDA,2025-07-02,morning,2025-07-02 14:01:22.700000+00:00,filled,,1.7514648836890493e+18,1.7514649436890493e+18,-1.0,154.74,154.88,max_hold,-0.32311221687262615,3.2311221687299345,True,154.910976,-0.0009047434406099674,-0.0011566240144758693,-5.7831200723793465e-05,l500_e1_adversarial_x15
GOOGL,2025-07-02,midday,2025-07-02 17:00:05.300000+00:00,filled,,1.751475606682876e+18,1.751475666682876e+18,1.0,178.01,177.98,max_hold,-0.28089098620799713,0.5617819724159943,True,177.944404,-0.00016852985787315958,-0.0004134374473344156,-2.067187236672078e-05,l500_e1_adversarial_x15
AAPL,2025-07-02,midday,2025-07-02 17:00:07.700000+00:00,filled,,1.7514756084651246e+18,1.7514756105595008e+18,1.0,211.12,211.15,passive,0.7104459232238312,0.47363061548255403,True,211.15,0.0001420992800303199,0.00010420613868890269,5.210306934445134e-06,l500_e1_adversarial_x15
JPM,2025-07-02,midday,2025-07-02 17:00:09.800000+00:00,filled,,1.7514756109345275e+18,1.7514756709345275e+18,1.0,291.93,291.76,max_hold,0.8562963470409517,-1.883851963489704,True,291.701648,-0.0005823313808105228,-0.0008096187442196054,-4.0480937210980276e-05,l500_e1_adversarial_x15
MSFT,2025-07-02,midday,2025-07-02 17:00:10+00:00,filled,,1.7514756109408827e+18,1.7514756169135752e+18,1.0,491.21,491.27,passive,0.6106994544424225,0.20356648481375508,True,491.27,0.0001221473504203951,0.0001058610370310097,5.293051851550485e-06,l500_e1_adversarial_x15
PLTR,2025-07-02,midday,2025-07-02 17:01:05.800000+00:00,filled,,1.7514756666668378e+18,1.7514757266668378e+18,1.0,133.08,133.16,max_hold,1.1270145384886567,-2.2540290769773135,True,133.133368,0.0006011421701231145,0.00034090772467671815,1.704538623383591e-05,l500_e1_adversarial_x15
TSLA,2025-07-02,midday,2025-07-02 17:01:11.900000+00:00,filled,,1.751475673392514e+18,1.751475733392514e+18,-1.0,314.91,314.8,max_hold,0.1587780441737126,6.033565678536095,True,314.86296,0.0003493061509638107,0.00012397192848762555,6.198596424381278e-06,l500_e1_adversarial_x15
XOM,2025-09-03,morning,2025-09-03 14:00:05.300000+00:00,filled,,1.7569080061197947e+18,1.7569080661197947e+18,-1.0,112.73,112.61,max_hold,-0.886996629413262,1.3304949441205232,True,112.632522,0.0010644903752328977,0.0007937372482924643,3.9686862414623214e-05,l500_e1_adversarial_x15
WMT,2025-09-03,morning,2025-09-03 14:00:07.100000+00:00,filled,,1.7569080077221435e+18,1.7569080677221435e+18,1.0,97.93,98.06,max_hold,1.0210332856841848,-1.0210332856841848,True,98.04038800000001,0.0013274788113958485,0.0010455223118554108,5.227611559277054e-05,l500_e1_adversarial_x15
WFC,2025-09-03,morning,2025-09-03 14:00:07.400000+00:00,filled,,1.7569080087106084e+18,1.7569080687106084e+18,-1.0,81.49,81.43,max_hold,-0.6135345726743558,6.748880299405709,True,81.446286,0.0007362866609398462,0.00043826236348011116,2.191311817400556e-05,l500_e1_adversarial_x15
MSFT,2025-09-03,morning,2025-09-03 14:00:30.700000+00:00,filled,,1.7569080318658156e+18,1.7569080918658156e+18,-1.0,505.21,505.31,max_hold,2.0787757001011937,1.3858504667345042,True,505.411062,-0.00019793749134027977,-0.0004138120781457925,-2.0690603907289627e-05,l500_e1_adversarial_x15
AMZN,2025-09-03,morning,2025-09-03 14:01:05.800000+00:00,filled,,1.756908066701563e+18,1.756908126701563e+18,1.0,226.59,226.74,max_hold,1.3238019592269499,-3.750772217808646,True,226.69465200000002,0.0006619886137958678,0.000426550156670708,2.1327507833535404e-05,l500_e1_adversarial_x15
AMD,2025-09-03,morning,2025-09-03 14:01:08.700000+00:00,filled,,1.7569080693071076e+18,1.7569081293071076e+18,1.0,162.76,162.65,max_hold,-1.2289541600087137,8.295440580065804,True,162.61747,-0.0006758417301547385,-0.0009248586876382011,-4.6242934381910056e-05,l500_e1_adversarial_x15
UNH,2025-09-03,morning,2025-09-03 14:01:13.700000+00:00,filled,,1.756908074781899e+18,1.7569080770804493e+18,-1.0,305.51,305.3,passive,3.438057661139084,2.619472503724041,True,305.3,0.0006873752086674071,0.0006611894864324557,3.305947432162279e-05,l500_e1_adversarial_x15
WMT,2025-09-03,morning,2025-09-03 14:01:22.800000+00:00,filled,,1.7569080834685673e+18,1.756908098315506e+18,1.0,98.06,98.07,passive,0.0,-3.569243320415724,True,98.07,0.00010197838058322359,2.0395676116570524e-05,1.0197838058285263e-06,l500_e1_adversarial_x15
UBER,2025-09-03,morning,2025-09-03 14:01:41.600000+00:00,filled,,1.756908102317686e+18,1.7569081170066368e+18,-1.0,92.83,92.98,stop,0.5386479935357341,-2.1545919741444677,True,92.998596,-0.0016158569427987255,-0.0019023591511365717,-9.511795755682859e-05,l500_e1_adversarial_x15
GOOGL,2025-09-03,midday,2025-09-03 17:00:05.100000+00:00,filled,,1.75691880561955e+18,1.75691886561955e+18,1.0,229.72,229.67,max_hold,0.4352936055377759,0.43529360553653873,True,229.624066,-0.00021765627720708413,-0.0004524377503047177,-2.2621887515235887e-05,l500_e1_adversarial_x15
NVDA,2025-09-03,midday,2025-09-03 17:00:07.600000+00:00,filled,,1.7569188081807199e+18,1.7569188681807199e+18,-1.0,170.93,171.0,max_hold,-0.2925088483923978,-1.7550530903560497,True,171.0342,-0.0004095243666997787,-0.0006564090563388032,-3.282045281694016e-05,l500_e1_adversarial_x15
CVX,2025-09-03,midday,2025-09-03 17:01:37.200000+00:00,filled,,1.756918898329554e+18,1.756918958329554e+18,1.0,157.88,157.89,max_hold,-0.63343257110223,-1.26686514220446,True,157.858422,6.333924499614204e-05,-0.00018734481884979227,-9.367240942489613e-06,l500_e1_adversarial_x15
BAC,2025-10-01,morning,2025-10-01 14:00:06.500000+00:00,filled,,1.7593272076391647e+18,1.7593272323408658e+18,-1.0,50.95,51.04,stop,2.944929812506247,-0.0,True,51.050208,-0.0017664376840038527,-0.0021238076545631985,-0.00010619038272815993,l500_e1_adversarial_x15
AVGO,2025-10-01,morning,2025-10-01 14:01:18.100000+00:00,filled,,1.75932727906607e+18,1.7593272805410634e+18,1.0,327.57,327.92,passive,5.339517002548059,-0.6102305145763264,True,327.92,0.0010684739139726555,0.0010440516530818536,5.2202582654092684e-05,l500_e1_adversarial_x15
MU,2025-10-01,morning,2025-10-01 14:01:29+00:00,filled,,1.7593272897191124e+18,1.7593273497191124e+18,1.0,169.37,169.92,max_hold,1.4758404911583731,-2.951680982318425,True,169.88601599999998,0.0032473283344156756,0.0029994450020663583,0.00014997225010331792,l500_e1_adversarial_x15
PLTR,2025-10-01,midday,2025-10-01 17:00:43+00:00,filled,,1.7593380439610522e+18,1.7593381039610522e+18,-1.0,184.26,184.26,max_hold,-0.271348329850783,1.6280899791046979,True,184.29685199999997,-0.0,-0.00024341691088669218,-1.2170845544334609e-05,l500_e1_adversarial_x15
AMZN,2025-10-01,midday,2025-10-01 17:01:07.600000+00:00,filled,,1.759338068165015e+18,1.7593380748161725e+18,1.0,221.02,221.04,passive,0.45242727231556373,0.22621363615778187,True,221.04,9.048954845707089e-05,5.429372907420961e-05,2.7146864537104806e-06,l500_e1_adversarial_x15
NVDA,2025-10-01,midday,2025-10-01 17:01:08.100000+00:00,filled,,1.7593380687824527e+18,1.7593381287824527e+18,-1.0,187.07,187.23,max_hold,0.26728677197741174,-2.4055809477997445,True,187.26744599999998,-0.000855294809429607,-0.001098230608862913,-5.491153044314565e-05,l500_e1_adversarial_x15
XOM,2025-12-03,morning,2025-12-03 15:00:05.800000+00:00,filled,,1.764774007062529e+18,1.764774067062529e+18,-1.0,117.22,117.2,max_hold,-0.0,-1.7061934823417704,True,117.22344,0.0001706193482340558,-9.759426718987943e-05,-4.879713359493972e-06,l500_e1_adversarial_x15
WMT,2025-12-03,morning,2025-12-03 15:01:21.100000+00:00,filled,,1.7647740822880694e+18,1.7647740910451515e+18,-1.0,112.98,112.95,passive,0.885190758608933,-0.0,True,112.95,0.0002655337227828035,0.00019472473004072523,9.736236502036262e-06,l500_e1_adversarial_x15
TSLA,2025-12-03,morning,2025-12-03 15:01:26+00:00,filled,,1.764774087335994e+18,1.764774147335994e+18,1.0,439.24,440.31,max_hold,0.45531120520834606,0.3414834039062596,True,440.221938,0.002436025862854005,0.0022173253802021983,0.00011086626901010992,l500_e1_adversarial_x15
LLY,2025-12-03,morning,2025-12-03 15:01:48+00:00,filled,,1.764774109040908e+18,1.764774169040908e+18,-1.0,1028.91,1030.05,max_hold,4.472750255238819,2.5280762312216525,True,1030.2560099999998,-0.0011079686269934907,-0.0013159654391538141,-6.579827195769071e-05,l500_e1_adversarial_x15
NVDA,2025-12-03,midday,2025-12-03 18:00:12.800000+00:00,filled,,1.7647848137627758e+18,1.7647848154731328e+18,1.0,180.65,180.67,passive,0.8302659618623618,0.0,True,180.67,0.00011071132023239308,6.642679213939557e-05,3.3213396069697788e-06,l500_e1_adversarial_x15
AAPL,2026-01-07,morning,2026-01-07 15:01:13.200000+00:00,filled,,1.7677980740573507e+18,1.7677981340573507e+18,1.0,261.48,261.4,max_hold,-0.1912228702551086,-0.1912228702551086,True,261.34772,-0.00030595074193070566,-0.0005364846259753596,-2.682423129876798e-05,l500_e1_adversarial_x15
AVGO,2026-01-07,midday,2026-01-07 18:01:13.400000+00:00,filled,,1.7678088741264474e+18,1.7678089341264474e+18,-1.0,346.69,346.64,max_hold,1.1539016298866427,-0.14423770373562536,True,346.70932799999997,0.00014422106204393367,-7.882546367063702e-05,-3.941273183531851e-06,l500_e1_adversarial_x15
TSLA,2026-01-07,midday,2026-01-07 18:01:16.500000+00:00,filled,,1.767808877063546e+18,1.7678088775708419e+18,1.0,437.22,437.25,passive,0.11435759620322379,0.0,True,437.25,6.861534239049612e-05,5.031791775301384e-05,2.5158958876506923e-06,l500_e1_adversarial_x15
NVDA,2026-01-07,midday,2026-01-07 18:01:18+00:00,filled,,1.7678088785568033e+18,1.7678088800203297e+18,-1.0,189.83,189.82,passive,0.2634005004622086,-1.3170025023065512,True,189.82,5.267871253236752e-05,1.0535742506554952e-05,5.267871253277476e-07,l500_e1_adversarial_x15
PLTR,2026-01-07,midday,2026-01-07 18:01:32.300000+00:00,filled,,1.7678088930601492e+18,1.7678089530601492e+18,1.0,185.97,185.91,max_hold,1.0753266304645535,0.26883165761575634,True,185.872818,-0.0003226326826907688,-0.0005655858471796723,-2.8279292358983615e-05,l500_e1_adversarial_x15
TSLA,2026-02-04,morning,2026-02-04 15:01:17.100000+00:00,filled,,1.7702172779781514e+18,1.7702173379781514e+18,-1.0,418.67,417.0,max_hold,1.0749477455960805,7.2857569423710205,True,417.0834,0.003988821745049839,0.0037705113812788894,0.00018852556906394447,l500_e1_adversarial_x15
AMD,2026-02-04,midday,2026-02-04 18:00:05.100000+00:00,filled,,1.7702280057155825e+18,1.7702280657155825e+18,-1.0,201.98,202.03,max_hold,1.4855162168854241,-4.208962614508936,True,202.070406,-0.00024754926230325465,-0.00048720665412417834,-2.4360332706208917e-05,l500_e1_adversarial_x15
MSFT,2026-02-04,midday,2026-02-04 18:00:07.400000+00:00,filled,,1.7702280081887263e+18,1.7702280681887263e+18,-1.0,414.37,414.39,max_hold,0.9654140419463619,0.965414041947734,True,414.472878,-4.8266042425807396e-05,-0.00026758211260461805,-1.3379105630230903e-05,l500_e1_adversarial_x15
XOM,2026-02-04,midday,2026-02-04 18:00:07.400000+00:00,filled,,1.7702280082690662e+18,1.7702280682690662e+18,1.0,147.06,146.91,max_hold,0.3399857205994256,-4.4198143677963975,True,146.880618,-0.0010199918400653181,-0.0012741874065007749,-6.370937032503875e-05,l500_e1_adversarial_x15
META,2026-02-04,midday,2026-02-04 18:00:35.800000+00:00,filled,,1.770228036329971e+18,1.77022803705473e+18,-1.0,669.62,669.27,passive,2.6141057144361106,-3.21161559202243,True,669.27,0.0005226845076312278,0.0005107374331710862,2.553687165855431e-05,l500_e1_adversarial_x15
META,2026-03-04,morning,2026-03-04 15:00:06.200000+00:00,filled,,1.7726364070128579e+18,1.7726364670128579e+18,1.0,666.81,668.32,max_hold,4.646840148699771,2.9979613862563226,True,668.1863360000001,0.0022645131296772764,0.00205206280649683,0.00010260314032484152,l500_e1_adversarial_x15
CVX,2026-03-04,morning,2026-03-04 15:00:07.500000+00:00,filled,,1.772636408699306e+18,1.772636468699306e+18,-1.0,184.43,184.39,max_hold,2.7117908666889776,-0.0,True,184.426878,0.0002168844548068127,-2.644905926357456e-05,-1.3224529631787282e-06,l500_e1_adversarial_x15
AVGO,2026-03-04,morning,2026-03-04 15:01:23.400000+00:00,filled,,1.7726364843930903e+18,1.7726364863944748e+18,1.0,318.78,318.96,passive,2.822466836015675,8.153793081819892,True,318.96,0.0005646527385658035,0.0005395570612962132,2.697785306481066e-05,l500_e1_adversarial_x15
BAC,2026-03-04,morning,2026-03-04 15:01:58.600000+00:00,filled,,1.7726365198447145e+18,1.7726365798447145e+18,1.0,49.53,49.59,max_hold,1.009387301906824,0.0,True,49.580082000000004,0.0012113870381587376,0.0008496264889966342,4.2481324449831715e-05,l500_e1_adversarial_x15
AMZN,2026-03-04,midday,2026-03-04 18:00:05.200000+00:00,filled,,1.7726472065694605e+18,1.7726472665694605e+18,-1.0,215.62,215.68,max_hold,-0.23188405797080358,0.23188405797080358,True,215.723136,-0.0002782673221408138,-0.0005154252852240345,-2.577126426120173e-05,l500_e1_adversarial_x15
BAC,2026-03-04,midday,2026-03-04 18:00:06.200000+00:00,filled,,1.7726472075335675e+18,1.7726472675335675e+18,-1.0,50.0,50.01,max_hold,-0.9999000099980908,1.9998000199961816,True,50.020002,-0.00019999999999996022,-0.0005600399999999615,-2.800199999999808e-05,l500_e1_adversarial_x15
XOM,2024-12-04,morning,2024-12-04 15:00:10+00:00,filled,,1.7333244106580442e+18,1.7333244706580442e+18,1.0,116.46,116.35,max_hold,-0.429350392855219,1.7174015714220963,True,116.32673,-0.0009445303108363338,-0.0012130345182895072,-6.0651725914475366e-05,l500_e1_adversarial_x30
CVX,2024-12-04,morning,2024-12-04 15:00:10.300000+00:00,filled,,1.7333244111533996e+18,1.7333244137629885e+18,1.0,160.84,160.86,passive,0.6216972334485126,-1.7669698122725524e-12,True,160.86,0.00012434717731913848,7.460830639150853e-05,3.730415319575427e-06,l500_e1_adversarial_x30
NVDA,2024-12-04,morning,2024-12-04 15:01:54.200000+00:00,filled,,1.733324514902301e+18,1.7333245154352596e+18,1.0,140.72,140.72,passive,-0.7106815436016862,0.0,True,140.72,0.0,-5.685048322910745e-05,-2.8425241614553727e-06,l500_e1_adversarial_x30
AVGO,2024-12-04,midday,2024-12-04 18:01:21.800000+00:00,filled,,1.7333352831127764e+18,1.7333352882630246e+18,1.0,169.19,169.26,passive,2.068252326783666,0.2954646181117124,True,169.26,0.0004137360364087309,0.0003664519179620142,1.8322595898100712e-05,l500_e1_adversarial_x30
AMZN,2024-12-04,midday,2024-12-04 18:01:53.100000+00:00,filled,,1.733335314584602e+18,1.7333353227653972e+18,-1.0,217.8,217.75,passive,1.607237159324272,-0.0,True,217.75,0.00022956841138664538,0.00019283746556479045,9.641873278239523e-06,l500_e1_adversarial_x30
MSFT,2025-01-08,morning,2025-01-08 15:00:10.100000+00:00,filled,,1.7363484109769147e+18,1.7363484222818916e+18,-1.0,425.67,425.5,passive,1.99725084295686,-1.762280155548992,True,425.5,0.0003993704043038408,0.0003805765029248383,1.9028825146241917e-05,l500_e1_adversarial_x30
NVDA,2025-01-08,morning,2025-01-08 15:00:49.800000+00:00,filled,,1.7363484506157023e+18,1.7363484901437353e+18,-1.0,143.32,143.54,stop,-0.34885749171431735,1.046572475142952,True,143.568708,-0.0015350265140943265,-0.0017911526653641746,-8.955763326820874e-05,l500_e1_adversarial_x30
WMT,2025-01-08,midday,2025-01-08 18:00:06.900000+00:00,filled,,1.7363592078048975e+18,1.7363592678048975e+18,-1.0,91.26,91.34,max_hold,0.5479151827307724,-1.0958303654599875,True,91.358268,-0.0008766162612316271,-0.0011644532106069498,-5.822266053034749e-05,l500_e1_adversarial_x30
NVDA,2025-01-08,midday,2025-01-08 18:01:08.400000+00:00,filled,,1.736359269214901e+18,1.7363592708514194e+18,-1.0,139.58,139.56,passive,0.7164863509363996,-0.7164863509343631,True,139.56,0.0001432870038688224,8.597220232132275e-05,4.298610116066138e-06,l500_e1_adversarial_x30
BAC,2025-03-05,morning,2025-03-05 15:00:16.700000+00:00,filled,,1.7411868179510013e+18,1.7411868616887785e+18,1.0,42.41,42.34,stop,7.068803016022889,-11.781338360037031,True,42.331532,-0.0016505541145954536,-0.002038858759726333,-0.00010194293798631665,l500_e1_adversarial_x30
GOOGL,2025-03-05,morning,2025-03-05 15:00:26.800000+00:00,filled,,1.741186827929876e+18,1.7411868639080986e+18,1.0,170.89,170.62,stop,1.1702065414551654,-4.095722895092247,True,170.585876,-0.0015799637193515234,-0.0018264614664402436,-9.132307332201218e-05,l500_e1_adversarial_x30
UBER,2025-03-05,morning,2025-03-05 15:01:41.900000+00:00,filled,,1.741186902838304e+18,1.741186910629277e+18,-1.0,75.67,75.56,passive,7.273689082852953,0.6612444620789081,True,75.56,0.0014536804546055164,0.0013479582397251146,6.739791198625573e-05,l500_e1_adversarial_x30
PLTR,2025-03-05,midday,2025-03-05 18:00:16.800000+00:00,filled,,1.741197617829141e+18,1.741197677829141e+18,-1.0,88.16,88.06,max_hold,1.1344299489496203,7.373794668180594,True,88.077612,0.0011343012704173585,0.000843784029038051,4.2189201451902555e-05,l500_e1_adversarial_x30
AMZN,2025-03-05,midday,2025-03-05 18:00:26.400000+00:00,filled,,1.7411976269483564e+18,1.7411976869483564e+18,1.0,208.04,208.0,max_hold,2.162577792728332,-1.201432107070537,True,207.9584,-0.0001922707171697368,-0.0004306864064602017,-2.1534320323010088e-05,l500_e1_adversarial_x30
META,2025-04-02,morning,2025-04-02 14:00:08+00:00,filled,,1.7436024088094275e+18,1.743602420749743e+18,-1.0,586.34,587.46,stop,1.449881024469495,-4.0084945970612385,True,587.577492,-0.0019101545178565413,-0.0021241805096018944,-0.00010620902548009472,l500_e1_adversarial_x30
WMT,2025-04-02,morning,2025-04-02 14:01:08.300000+00:00,filled,,1.7436024692109537e+18,1.7436024701265126e+18,1.0,88.77,88.78,passive,1.6008623087982428e-12,3.942773459501699,True,88.78,0.00011265067027154575,2.2530134054355252e-05,1.1265067027177627e-06,l500_e1_adversarial_x30
PLTR,2025-04-02,midday,2025-04-02 17:00:05.500000+00:00,filled,,1.7436132066738985e+18,1.7436132089076703e+18,1.0,87.9,87.91,passive,0.0,-5.688282138795377,True,87.91,0.00011376564277577821,2.2753128555072868e-05,1.1376564277536435e-06,l500_e1_adversarial_x30
DIS,2025-04-02,midday,2025-04-02 17:01:23.100000+00:00,filled,,1.743613284458765e+18,1.743613344458765e+18,1.0,98.05,98.06,max_hold,1.019783805833685,-2.03956761166737,True,98.04038800000001,0.00010198878123411643,-0.0001796226415093316,-8.98113207546658e-06,l500_e1_adversarial_x30
NVDA,2025-04-02,midday,2025-04-02 17:01:32.200000+00:00,filled,,1.7436132935792223e+18,1.7436133535792223e+18,-1.0,111.22,111.25,max_hold,-0.4495392222967366,-2.697235333782975,True,111.27225,-0.00026973565905413717,-0.0005417191152670454,-2.7085955763352273e-05,l500_e1_adversarial_x30
WFC,2025-06-04,morning,2025-06-04 14:00:08.700000+00:00,filled,,1.74904560924092e+18,1.7490456097999235e+18,-1.0,76.99,76.98,passive,-0.649392817716691,0.6493928177148455,True,76.98,0.00012988699831135089,2.5977399662175654e-05,1.2988699831087828e-06,l500_e1_adversarial_x30
JNJ,2025-06-04,morning,2025-06-04 14:00:11.500000+00:00,filled,,1.7490456129422735e+18,1.7490456149134162e+18,-1.0,153.88,153.8,passive,3.5754916300995823,-0.9751340809370895,True,153.8,0.0005198856251623609,0.0004678970626461145,2.3394853132305726e-05,l500_e1_adversarial_x30
BAC,2025-06-04,morning,2025-06-04 14:01:07.200000+00:00,filled,,1.749045667887405e+18,1.7490457153197302e+18,-1.0,44.72,44.79,stop,1.1181930001108022,-6.709158000671169,True,44.798958,-0.001565295169946339,-0.001944499105545619,-9.722495527728096e-05,l500_e1_adversarial_x30
GOOGL,2025-06-04,morning,2025-06-04 14:01:25.600000+00:00,filled,,1.7490456868358257e+18,1.7490457468358257e+18,1.0,167.21,167.26,max_hold,-1.6997613438433115e-12,4.186352490881025,True,167.226548,0.0002990251779198789,5.1121344417201296e-05,2.556067220860065e-06,l500_e1_adversarial_x30
PLTR,2025-06-04,morning,2025-06-04 14:01:31.400000+00:00,filled,,1.7490456920779172e+18,1.7490457341218332e+18,1.0,128.11,127.91,stop,-0.3903048280703682,-6.244877249134765,True,127.884418,-0.001561158379517735,-0.0018232924830225354,-9.116462415112678e-05,l500_e1_adversarial_x30
NVDA,2025-06-04,midday,2025-06-04 17:00:05.200000+00:00,filled,,1.7490564058967698e+18,1.7490564088791675e+18,1.0,140.6,140.62,passive,0.7111869710560647,-0.35559348552702175,True,140.62,0.0001422475106686361,8.534850640121077e-05,4.267425320060539e-06,l500_e1_adversarial_x30
TSLA,2025-06-04,midday,2025-06-04 17:00:05.300000+00:00,filled,,1.7490564062696696e+18,1.7490564082702687e+18,-1.0,332.71,332.61,passive,1.503036132988979,-1.3527325196919606,True,332.61,0.00030056205103533377,0.00027651708695249885,1.3825854347624944e-05,l500_e1_adversarial_x30
AVGO,2025-06-04,midday,2025-06-04 17:00:11.400000+00:00,filled,,1.7490564124322102e+18,1.749056422974311e+18,1.0,259.67,259.8,passive,2.502550676651115,-0.19250389820376354,True,259.8,0.0005006354218816014,0.0004698270882273479,2.3491354411367396e-05,l500_e1_adversarial_x30
AVGO,2025-06-04,midday,2025-06-04 17:01:22.300000+00:00,filled,,1.7490564833604567e+18,1.7490564965740493e+18,-1.0,259.72,259.63,passive,1.7329354000198676,-0.0,True,259.63,0.00034652702910839295,0.00031572462652099115,1.5786231326049557e-05,l500_e1_adversarial_x30
NVDA,2025-07-02,morning,2025-07-02 14:01:22.700000+00:00,filled,,1.7514648836890493e+18,1.7514649436890493e+18,-1.0,154.74,154.88,max_hold,-0.32311221687262615,3.2311221687299345,True,154.910976,-0.0009047434406099674,-0.0011566240144758693,-5.7831200723793465e-05,l500_e1_adversarial_x30
GOOGL,2025-07-02,midday,2025-07-02 17:00:05.300000+00:00,filled,,1.751475606682876e+18,1.751475666682876e+18,1.0,178.01,177.98,max_hold,-0.28089098620799713,0.5617819724159943,True,177.944404,-0.00016852985787315958,-0.0004134374473344156,-2.067187236672078e-05,l500_e1_adversarial_x30
AAPL,2025-07-02,midday,2025-07-02 17:00:07.700000+00:00,filled,,1.7514756084651246e+18,1.7514756105595008e+18,1.0,211.12,211.15,passive,0.7104459232238312,0.47363061548255403,True,211.15,0.0001420992800303199,0.00010420613868890269,5.210306934445134e-06,l500_e1_adversarial_x30
JPM,2025-07-02,midday,2025-07-02 17:00:09.800000+00:00,filled,,1.7514756109345275e+18,1.7514756709345275e+18,1.0,291.93,291.76,max_hold,0.8562963470409517,-1.883851963489704,True,291.701648,-0.0005823313808105228,-0.0008096187442196054,-4.0480937210980276e-05,l500_e1_adversarial_x30
MSFT,2025-07-02,midday,2025-07-02 17:00:10+00:00,filled,,1.7514756109408827e+18,1.7514756169135752e+18,1.0,491.21,491.27,passive,0.6106994544424225,0.20356648481375508,True,491.27,0.0001221473504203951,0.0001058610370310097,5.293051851550485e-06,l500_e1_adversarial_x30
PLTR,2025-07-02,midday,2025-07-02 17:01:05.800000+00:00,filled,,1.7514756666668378e+18,1.7514757266668378e+18,1.0,133.08,133.16,max_hold,1.1270145384886567,-2.2540290769773135,True,133.133368,0.0006011421701231145,0.00034090772467671815,1.704538623383591e-05,l500_e1_adversarial_x30
TSLA,2025-07-02,midday,2025-07-02 17:01:11.900000+00:00,filled,,1.751475673392514e+18,1.751475733392514e+18,-1.0,314.91,314.8,max_hold,0.1587780441737126,6.033565678536095,True,314.86296,0.0003493061509638107,0.00012397192848762555,6.198596424381278e-06,l500_e1_adversarial_x30
XOM,2025-09-03,morning,2025-09-03 14:00:05.300000+00:00,filled,,1.7569080061197947e+18,1.7569080661197947e+18,-1.0,112.73,112.61,max_hold,-0.886996629413262,1.3304949441205232,True,112.632522,0.0010644903752328977,0.0007937372482924643,3.9686862414623214e-05,l500_e1_adversarial_x30
WMT,2025-09-03,morning,2025-09-03 14:00:07.100000+00:00,filled,,1.7569080077221435e+18,1.7569080677221435e+18,1.0,97.93,98.06,max_hold,1.0210332856841848,-1.0210332856841848,True,98.04038800000001,0.0013274788113958485,0.0010455223118554108,5.227611559277054e-05,l500_e1_adversarial_x30
WFC,2025-09-03,morning,2025-09-03 14:00:07.400000+00:00,filled,,1.7569080087106084e+18,1.7569080687106084e+18,-1.0,81.49,81.43,max_hold,-0.6135345726743558,6.748880299405709,True,81.446286,0.0007362866609398462,0.00043826236348011116,2.191311817400556e-05,l500_e1_adversarial_x30
MSFT,2025-09-03,morning,2025-09-03 14:00:30.700000+00:00,filled,,1.7569080318658156e+18,1.7569080918658156e+18,-1.0,505.21,505.31,max_hold,2.0787757001011937,1.3858504667345042,True,505.411062,-0.00019793749134027977,-0.0004138120781457925,-2.0690603907289627e-05,l500_e1_adversarial_x30
AMZN,2025-09-03,morning,2025-09-03 14:01:05.800000+00:00,filled,,1.756908066701563e+18,1.756908126701563e+18,1.0,226.59,226.74,max_hold,1.3238019592269499,-3.750772217808646,True,226.69465200000002,0.0006619886137958678,0.000426550156670708,2.1327507833535404e-05,l500_e1_adversarial_x30
AMD,2025-09-03,morning,2025-09-03 14:01:08.700000+00:00,filled,,1.7569080693071076e+18,1.7569081293071076e+18,1.0,162.76,162.65,max_hold,-1.2289541600087137,8.295440580065804,True,162.61747,-0.0006758417301547385,-0.0009248586876382011,-4.6242934381910056e-05,l500_e1_adversarial_x30
