campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,-1.0,0.9082903146732956,0.8415569813399627,-0.06673333333333333,995,1994,1107,590,517,0.8820717131474104,1.0,667.3333333333333,109,100,0.4116037190307059,0.06025288688195462,SNDK,0.3548755793604998,0.5534147353127958,0,1,0.015138171911221595,0.0021752331635966657,30,23,7,0.4559077373121816,2023-07-18,2025-04-08,142.0,0.07765519567435196,12,0.07728305366633127,0.03805723411099946,11,1,0,15,0.04981943825459304,0.0427389721005703,13,2,0,18,0.04729604316456002,0.03700745482540629,14,4,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,0.0,0.8415569813399627,0.8415569813399627,0.0,995,1994,1107,588,519,0.8820717131474104,1.0,667.3333333333333,109,100,0.4158028007213586,0.060437127157072695,SNDK,0.3545755793604998,0.4869814019794629,0,1,0.014025949688999376,0.0014085664969300002,30,23,7,0.4845577037608521,2023-07-18,2025-04-08,146.0,0.08171104673050976,12,0.0762552758885535,0.0372905674443328,11,1,0,15,0.048659438254593054,0.04167230543390366,13,2,0,18,0.04614789501641189,0.035940788158739634,14,4,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,1.0,0.7748236480066294,0.8415569813399627,0.06673333333333333,995,1994,1107,588,519,0.8820717131474104,1.0,667.3333333333333,106,103,0.420038890457117,0.06062204775872919,SNDK,0.35427557936049986,0.42054806864612954,0,1,0.01291372746677716,0.0006418998302633381,30,23,7,0.5143417025892836,2023-07-18,2025-04-08,148.0,0.0860322906748657,12,0.07522749811077574,0.03652390077766614,11,1,0,15,0.047499438254593046,0.04060563876723698,13,2,0,18,0.04499974686826373,0.03487412149207297,14,4,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,2.0,0.7080903146732964,0.8415569813399627,0.13346666666666665,995,1994,1107,587,520,0.8820717131474104,1.0,667.3333333333333,103,106,0.4240608131010575,0.060807937101152607,SNDK,0.3539755793604998,0.35411473531279664,0,1,0.01180150524455494,0.0,29,24,7,0.5453284247341383,2023-07-18,2025-04-08,171.0,0.09064585738607793,12,0.07419972033299795,0.03575723411099947,11,1,0,15,0.04633943825459306,0.03953897210057031,13,2,0,18,0.0438515987201156,0.0338074548254063,14,4,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,5.0,0.5078903146732958,0.8415569813399627,0.33366666666666667,995,1994,1107,580,527,0.8820717131474104,1.0,667.3333333333333,100,109,0.43609871899983244,0.0613666329630093,SNDK,0.3530755793604998,0.154814735312796,0,1,0.008464838577888267,0.0,27,26,7,0.6462804213261232,2023-07-18,2025-04-08,185.0,0.10657061729825922,12,0.07111638699966462,0.033457234110999476,11,1,0,15,0.042859438254593055,0.03633897210057033,13,2,0,18,0.04040715427567113,0.03060745482540631,14,4,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__momentum,sp500,1,10.0,0.1742236480066291,0.8415569813399627,0.6673333333333333,995,1994,1107,570,537,0.8820717131474104,1.0,667.3333333333333,92,117,0.45745415370882564,0.06229999516102588,SNDK,0.3515755793604997,-0.17735193135387062,0,1,0.002903727466777154,0.0,26,27,7,0.8469465700001914,2023-07-18,2025-04-08,193.0,0.14295799100101325,12,0.06597749811077573,0.02962390077766613,10,2,0,15,0.03705943825459304,0.03100563876723697,12,3,0,18,0.0346664135349304,0.02527412149207296,13,5,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__risk_adjusted,sp500,1,-1.0,0.03501554402806138,-0.04162491621803821,-0.07664046024609947,1045,4350,1107,561,546,0.8807925917585105,1.0000000000000002,766.4046024609946,96,122,0.2629550896519077,0.053611041430248516,WMT,0.12585114022296484,-0.09083559619490346,2,1,0.0005835924004676871,0.0,27,26,7,0.36383406934505114,2023-07-18,2025-04-08,193.0,0.1952832826091179,12,0.018409594111470397,0.011172806343940212,8,4,0,15,0.010385264475737227,0.008018050334278212,9,6,0,18,0.014018466251614466,0.011172806343940212,11,7,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__risk_adjusted,sp500,1,0.0,-0.04162491621803821,-0.04162491621803821,0.0,1045,4350,1107,560,547,0.8807925917585105,1.0000000000000002,766.4046024609946,96,122,0.2665404551078944,0.05389881302567447,WMT,0.12438688176417281,-0.16601179798221102,2,1,-0.0006937486036339697,0.0,27,26,7,0.4035320522778148,2023-07-18,2025-04-08,197.0,0.21013603023859367,12,0.017088453372639697,0.00956651174111929,8,4,0,15,0.00897557977324822,0.006563393226652755,9,6,0,18,0.012600552480969805,0.00956651174111929,11,7,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__risk_adjusted,sp500,1,1.0,-0.11826537646413766,-0.04162491621803821,0.07664046024609947,1045,4350,1107,558,549,0.8807925917585105,1.0000000000000002,766.4046024609946,96,122,0.2702842996075665,0.054188763337896254,WMT,0.12292262330538084,-0.2411879997695185,2,1,-0.0019710896077356262,0.0,27,26,7,0.4511481944224204,2021-12-29,2025-04-08,201.0,0.2268860855438668,12,0.015767312633809004,0.008097123297168086,8,4,0,15,0.007565895070759212,0.005382548436766724,9,6,0,18,0.011182638710325153,0.008097123297168086,11,7,0,open_to_next_open
CAM-0612,RUN-0024,sp500__ma3_10_21__daily__top3__risk_adjusted,sp500,1,2.0,-0.1949058367102371,-0.04162491621803821,0.15328092049219894,1045,4350,1107,553,554,0.8807925917585105,1.0000000000000002,766.4046024609946,94,124,0.27409873025357223,0.05447940591024894,WMT,0.12145836484658876,-0.3163642015568259,2,1,-0.003248430611837285,0.0,27,26,7,0.5083154585279621,2021-12-29,2025-04-08,205.0,0.24592179922983798,12,0.014446171894978313,0.006638867138190384,8,4,0,15,0.006156210368270206,0.0042239682168277205,9,6,0,18,0.009764724939680499,0.006638867138190384,11,7,0,open_to_next_open
