variant,extra_bps,net_return,maximum_drawdown,worst_month,positive_months,negative_months,active_sessions,active_fraction,green_days,red_days,recent12_return,recent12_positive_months,recent12_negative_months,early_return,late_return,worst_year,top5_positive_trade_share
z_le_-1.25,2,1.0984679614841673,0.17819985594513188,-0.23774535167006638,43,28,267,0.1756578947368421,151,116,0.46511753885996154,11,1,0.6174876511080749,0.48098031037609223,-0.13615693737822587,0.1500421888686216
z_le_-1.25,5,0.937657107882287,0.19363747193270175,-0.2418014880237711,41,30,267,0.1756578947368421,149,118,0.4426452077887365,10,2,0.5301433530723971,0.4075137548098898,-0.16426681306407742,0.15328680328353095
z_le_-1.25,10,0.6698532188169919,0.23419097440333558,-0.24855631250092103,40,31,267,0.1756578947368421,145,122,0.4052212558449432,10,2,0.38468586573425034,0.28516735308274155,-0.2110791634819802,0.15893473735540864
z_le_-1.5,-1,0.9441187196798594,0.14820783941909954,-0.1365718945355795,41,28,201,0.13223684210526315,118,83,0.409000667648175,10,2,0.3192625665442196,0.6248561531356398,-0.08454736255847872,0.19358439802300678
z_le_-1.5,0,0.9037339344144532,0.15137035923132747,-0.1371445228938365,40,29,201,0.13223684210526315,115,86,0.4029194756338471,10,2,0.2986007802095457,0.6051331542049074,-0.09152975484673809,0.19498772097545594
z_le_-1.5,1,0.863357225298486,0.15516324580860774,-0.13771703673787317,40,29,201,0.13223684210526315,114,87,0.39683949973631094,10,2,0.277943125818944,0.585414099479542,-0.09851075079617333,0.19637450235534465
z_le_-1.5,2,0.8229885899095977,0.15898087079517786,-0.13828943610203703,40,29,201,0.13223684210526315,113,88,0.3907607395908034,10,2,0.25728960213308294,0.5656989877765147,-0.10549035082560176,0.19777017495236643
z_le_-1.5,5,0.7019311018963189,0.1705846203995759,-0.1400059476585599,37,32,201,0.13223684210526315,111,90,0.372531750021023,9,3,0.19535380291799287,0.506577298978326,-0.12642077957952136,0.2020653987620329
z_le_-1.5,10,0.5003298706094499,0.197281874812977,-0.14286451385708543,37,32,201,0.13223684210526315,109,92,0.3421743817764399,9,3,0.09220996945988713,0.40811990114956276,-0.16127694814374405,0.20961770933254287
z_le_-2,-1,0.5610576566368349,0.11090153916559353,-0.06719425359716602,36,20,102,0.06710526315789474,61,41,0.17733249265452322,7,2,0.21757381753799032,0.3434838390988446,-0.0143480487994887,0.31322137141619316
z_le_-2,0,0.5405474961215601,0.11256278313244228,-0.06778075609619649,34,22,102,0.06710526315789474,60,42,0.17349740966429128,7,2,0.20793126702953413,0.33261622909202593,-0.019344679526655972,0.3152276948474275
z_le_-2,1,0.5200414372282268,0.1142617396320087,-0.06836714130645627,34,22,102,0.06710526315789474,60,42,0.16966309361396326,7,2,0.19829064483834768,0.32175079238987914,-0.02434031102759926,0.3172266387831879
z_le_-2,2,0.4995394787265949,0.11599970759796441,-0.06895340926312443,34,22,102,0.06710526315789474,60,42,0.16582954427350416,7,2,0.18865195038605365,0.31088752834054123,-0.02933494360202904,0.3192607547715607
z_le_-2,5,0.4380581932768721,0.12146159633339337,-0.07071150996316655,32,24,102,0.06710526315789474,58,44,0.1543334942123551,6,3,0.15974742768218309,0.27831076559468904,-0.044312850761508704,0.32549259045747925
z_le_-2,10,0.3356712773481004,0.13148541231947375,-0.07363933600409578,32,24,102,0.06710526315789474,56,46,0.13518872353109757,6,3,0.11161172403847108,0.22405955330962934,-0.06925607876835849,0.33615813457820753
pct_le_0.1,-1,1.4542244139351703,0.14734367858836095,-0.23368678139115628,49,24,298,0.19605263157894737,175,123,0.457722400934819,9,3,0.6418593073291863,0.812365106605984,0.10095692771387477,0.1273684839067276
pct_le_0.1,0,1.3943395575380286,0.15126774512721397,-0.23503990872214475,48,25,298,0.19605263157894737,171,127,0.44923170552417335,9,3,0.6091342079776585,0.78520534956037,0.0937374582752758,0.12825362006388233
pct_le_0.1,1,1.3344666769145883,0.15536298093478507,-0.2363927654547271,46,27,298,0.19605263157894737,170,128,0.4407427080828136,9,3,0.5764156529915639,0.7580510239230243,0.08651943258618855,0.12913431791858074
pct_le_0.1,2,1.2746057684728398,0.15964083542751628,-0.23774535167006638,46,27,298,0.19605263157894737,169,129,0.4322554081014499,9,3,0.5437036404079898,0.73090212806485,0.07930285021357975,0.13002370981652694
pct_le_0.1,5,1.09509484033912,0.1737551142806083,-0.2418014880237711,45,28,298,0.19605263157894737,167,131,0.40680368782750187,9,3,0.44560683745495844,0.6494880028841615,0.05766175866680756,0.13276891650214684
pct_le_0.1,10,0.7961490689116103,0.20291479018441316,-0.24855631250092103,40,33,298,0.19605263157894737,160,138,0.36441805576289066,9,3,0.2822428309387597,0.5139062379728506,0.018564086898611554,0.13747745205227474
pct_le_0.2,-1,2.2875546424931756,0.11607789378899236,-0.20242405638293004,52,21,591,0.3888157894736842,337,254,0.8220599502941809,11,1,0.9408580888283763,1.346696553664799,0.14259778355798147,0.0783041674060017
pct_le_0.2,0,2.1689089961293253,0.12219457649802934,-0.20418339563772758,49,24,589,0.3875,328,261,0.8056971745816949,11,1,0.8758764153779617,1.2930325807513636,0.12457106667295947,0.0789571396575068
pct_le_0.2,1,2.0502870765220744,0.1287591789268493,-0.20594238305985768,48,25,591,0.3888157894736842,327,264,0.7893376710971288,11,1,0.8109077369627354,1.239379339559339,0.10654795477081558,0.07960764402114752
pct_le_0.2,2,1.9316888765548148,0.13582277222214534,-0.2077010187548488,47,26,591,0.3888157894736842,323,268,0.7729814388590089,11,1,0.745952049684965,1.1857368268698498,0.08852844677027571,0.08026486171653505
pct_le_0.2,5,1.5760365233696403,0.16064965750271576,-0.21297481653164207,40,33,591,0.3888157894736842,318,273,0.7239323598145052,10,2,0.551162895722446,1.0248736276471941,0.03449153537194616,0.08229684528393551
pct_le_0.2,10,0.9837563308024566,0.24332302048224463,-0.2217574547873017,39,34,591,0.3888157894736842,309,282,0.6422492281789425,10,2,0.22677376519742265,0.756982565605034,-0.055498006387317056,0.08584584259832025
pct_le_0.3,-1,3.048170239802049,0.0864510948941436,-0.1473003469602907,51,22,813,0.5348684210526315,461,352,0.9375859654741748,10,2,1.3290170759206497,1.7191531638813993,0.20606859616077888,0.06923525076947087
pct_le_0.3,0,2.884976925085578,0.09205653224270438,-0.1492706898566084,50,23,811,0.5335526315789474,449,362,0.912200986778952,10,2,1.2407600982032463,1.6442168268823318,0.1776302262785382,0.06985638657877832
pct_le_0.3,1,2.7218162457685136,0.0984048551128538,-0.15124063872375015,48,25,813,0.5348684210526315,447,366,0.8868210845718197,10,2,1.1525207701164257,1.5692954756520874,0.14919754350156367,0.07047704303604045
pct_le_0.3,2,2.558688192062185,0.10538195703695885,-0.15321019367990096,46,27,813,0.5348684210526315,441,372,0.8614462573301349,9,3,1.0642990863663542,1.4943891056958312,0.12077054612406501,0.07110490970974584
pct_le_0.3,5,2.0694996867797357,0.1355344003892731,-0.1591164962635474,45,28,813,0.5348684210526315,432,381,0.7853522101804851,8,4,0.7997398482300784,1.269759838549657,0.03552364934074437,0.07303490022684561
pct_le_0.3,10,1.2548371110495304,0.23071611625639954,-0.16895246670005093,40,33,813,0.5348684210526315,419,394,0.6586301556365494,8,4,0.3591601779271659,0.8956769331223645,-0.10644096298473904,0.07641457196681102
pct_le_0.4,-1,2.651994619783374,0.12487438689790831,-0.1794502370420229,44,29,1022,0.6723684210526316,559,463,0.9720276905283506,10,2,1.1897820746125976,1.4622125451707761,0.14379819009649497,0.06148274641615252
pct_le_0.4,0,2.447084711850233,0.13616155254951412,-0.18301399061925638,43,30,1020,0.6710526315789473,543,477,0.9380366840908921,10,2,1.0777553208730615,1.3693293909771713,0.11077273300418922,0.06204488482378954
pct_le_0.4,1,2.2422157818008923,0.15217038291613194,-0.1865770315170423,43,30,1022,0.6723684210526316,541,481,0.9040524751749682,10,2,0.9657509702439652,1.2764648115569268,0.07775388034285835,0.06260793290832235
pct_le_0.4,2,2.037387817344439,0.17012614626643852,-0.190139359949142,43,30,1022,0.6723684210526316,534,488,0.8700750617417312,10,2,0.8537690160057129,1.1836188013387263,0.04474163013156973,0.06317837983255975
pct_le_0.4,5,1.423149594697072,0.24016213923099117,-0.20082207258765072,38,35,1022,0.6723684210526316,520,502,0.768183573961883,8,4,0.5179574644804459,0.9051921302166263,-0.05425552559949531,0.06492332628602664
pct_le_0.4,10,0.4002373897487447,0.5624405223304447,-0.21861236426437047,32,41,1022,0.6723684210526316,500,522,0.5985001472595587,7,5,-0.04128115329445303,0.4415185430431977,-0.21911892080798834,0.06794969242238173
