variant,filter,cost_bps_per_side,older_trade_count,older_net_simple_return,older_average_month,older_positive_months,older_negative_months,older_zero_months,older_max_drawdown,older_max_recovery_days,older_recovery_unresolved,older_soxl_net,older_soxs_net,recent_trade_count,recent_net_simple_return,recent_average_month,recent_positive_months,recent_negative_months,recent_zero_months,recent_max_drawdown,recent_max_recovery_days,recent_recovery_unresolved,recent_soxl_net,recent_soxs_net
q50_edge25_c5,q50_edge25,5,131,0.4455490127194771,0.022277450635973854,12,8,0,0.5392249845347292,188.0,False,0.49832394807640834,-0.05277493535693123,134,1.08736331786347,0.060409073214637225,12,6,0,0.19357330218715743,,True,0.9296705181617212,0.15769279970174888
q50_edge25_c10,q50_edge25,10,131,0.314549012719477,0.01572745063597385,12,8,0,0.581430992408288,194.0,False,0.4273239480764083,-0.11277493535693128,134,0.95336331786347,0.052964628770192784,11,7,0,0.20889342260001026,,True,0.8726705181617211,0.08069279970174881
q60_edge25_c5,q60_edge25,5,118,0.5055401573517629,0.025277007867588148,12,8,0,0.46428789885000143,188.0,False,0.5469638549663115,-0.04142369761454856,108,1.1841091168267686,0.06578383982370936,13,5,0,0.17240828838278727,,True,0.8377156386877369,0.34639347813903143
q60_edge25_c10,q60_edge25,10,118,0.38754015735176284,0.019377007867588142,12,8,0,0.49716694285460944,194.0,False,0.47996385496631144,-0.0924236976145486,108,1.0761091168267682,0.059783839823709356,12,6,0,0.18357112431027073,,True,0.7927156386877369,0.2833934781390314
q67_edge25_c5,q67_edge25,5,94,0.09456668223699216,0.004728334111849608,10,10,0,0.5780462459037853,,True,0.47360335891202154,-0.3790366766750294,97,0.9485683009278909,0.05269823894043838,13,5,0,0.18766881402460092,,True,0.676964971151159,0.27160332977673196
q67_edge25_c10,q67_edge25,10,94,0.0005666822369920776,2.8334111849604228e-05,8,12,0,0.625594612390457,,True,0.4166033589120215,-0.4160366766750294,97,0.8515683009278908,0.04730935005154948,12,6,0,0.19961931835621763,,True,0.6369649711511589,0.2146033297767319
q60_edge25_volume_high50_c5,q60_edge25_volume_high50,5,66,0.32386898510806117,0.01619344925540306,11,7,2,0.36242076893058534,,True,0.5414215655534205,-0.2175525804453593,68,1.0425178541239455,0.05791765856244142,13,3,2,0.06076768943560075,5.0,False,0.5623933280564418,0.48012452606750367
q60_edge25_volume_high50_c10,q60_edge25_volume_high50,10,66,0.2578689851080611,0.012893449255403056,11,7,2,0.3790942216237825,,True,0.49942156555342043,-0.24155258044535932,68,0.9745178541239454,0.054139880784663634,12,4,2,0.06418340855927072,5.0,False,0.5293933280564418,0.44512452606750363
