date,entry,limit,stop,outcome,return,distance_bp,spread_bp,config
2025-05-01,481.86,481.91,481.81,stop,-0.0002245050429585671,1.0376457892336233,0.6226262374697811,t1_h1_s1
2025-05-01,483.1,483.15,483.05000000000007,stop,-0.0002034878907057891,1.0349824052981684,0.4140101018479392,t1_h1_s1
2025-05-01,483.53,483.58,483.47999999999996,target,0.000103406200235856,1.0340620023578966,0.6204756980343618,t1_h1_s1
2025-05-01,486.93,486.98,486.88,stop,-0.0002026738956317775,1.0268416404824383,0.8215407997713697,t1_h1_s1
2025-05-01,483.52,483.57,483.46999999999997,stop,-0.00022407759761744472,1.0340833884846825,0.206820955099829,t1_h1_s1
2025-05-02,486.88,486.93,486.83,target,0.00010269470916868251,1.02694709168607,0.616206223682525,t1_h1_s1
2025-05-02,489.52,489.57,489.46999999999997,stop,-0.00022255679032523457,1.021408726916395,1.0215130651514137,t1_h1_s1
2025-05-02,490.08,490.13,490.03,stop,-0.00020201395690500057,1.020241593209504,0.6121824303639833,t1_h1_s1
2025-05-02,490.55,490.6,490.5,stop,-0.00020191621649179314,1.0192640913262943,0.6115958574581803,t1_h1_s1
2025-05-05,487.22,487.27,487.1700000000001,target,0.00010262304503094732,1.0262304503089883,0.6157761858838207,t1_h1_s1
2025-05-06,482.06,482.11,482.01,target,0.00010372152844051463,1.037215284404667,0.6223679024142115,t1_h1_s1
2025-05-06,482.71,482.76,482.65999999999997,target,0.00010358186074466147,1.0358186074456999,0.6215297919931473,t1_h1_s1
2025-05-06,483.18,483.23,483.13,stop,-0.00020347075623994293,1.0348110435036917,0.6209251785160852,t1_h1_s1
2025-05-06,484.17,484.22,484.12,stop,-0.00020325918582320135,1.0326951277446221,1.0328017846816806,t1_h1_s1
2025-05-06,484.61,484.66,484.56,stop,-0.00020316543199683235,1.031757495718441,0.825474131704862,t1_h1_s1
2025-05-06,481.97,482.02,481.9200000000001,stop,-0.00020373052264655023,1.0374089673621703,1.0375166002662972,t1_h1_s1
2025-05-06,481.67,481.72,481.62,stop,-0.00020379512944546097,1.038055099964942,0.4152392816370032,t1_h1_s1
2025-05-07,480.91,480.96,480.86000000000007,target,0.00010396955771341254,1.0396955771340692,0.6238562635174638,t1_h1_s1
2025-05-07,480.73,480.78,480.68000000000006,stop,-0.00020399808624382842,1.0400848709245216,0.4160512575146491,t1_h1_s1
2025-05-07,480.63,480.68,480.58,stop,-0.00024562761375690467,1.04030127124839,1.456633927083839,t1_h1_s1
2025-05-07,477.93,477.98,477.88,stop,-0.00020460736927996326,1.046178310631502,0.6277463904580394,t1_h1_s1
2025-05-07,478.77,478.82,478.71999999999997,stop,-0.00022530860329594837,1.0443427950792943,0.6266449429737087,t1_h1_s1
2025-05-07,480.06,480.11,480.01,stop,-0.00020414323209605456,1.0415364746075775,0.6249609399411327,t1_h1_s1
2025-05-07,480.66,480.71,480.61000000000007,stop,-0.00020401323180629927,1.0402363416958873,0.8322583329878341,t1_h1_s1
2025-05-07,479.13,479.18,479.08,target,0.00010435581157519636,1.0435581157517035,0.6261740763924273,t1_h1_s1
2025-05-07,480.33,480.38,480.28,stop,-0.0002040846917743533,1.0409510128455723,0.6246096189865824,t1_h1_s1
2025-05-07,481.17,481.22,481.12,target,0.00010391337780824017,1.0391337780828265,0.8313761353484495,t1_h1_s1
2025-05-07,481.85,481.9,481.80000000000007,stop,-0.00020375635571234785,1.037667323855028,0.8302027770290543,t1_h1_s1
2025-05-07,479.67,479.72,479.62,stop,-0.00022507348802303095,1.042383305189221,0.41697070780832846,t1_h1_s1
2025-05-07,482.39,482.44,482.34,target,0.00010365057318773019,1.036505731876933,0.6219421179198825,t1_h1_s1
2025-05-07,484.77,484.82,484.71999999999997,stop,-0.0002443839346494281,1.031416960620735,1.0315233536872803,t1_h1_s1
2025-05-07,485.11,485.16,485.06,target,0.00010306940693860511,1.0306940693865592,0.8246232502528983,t1_h1_s1
2025-05-07,484.78,484.83,484.72999999999996,stop,-0.0002237551054085074,1.03139568464069,0.6188757091285524,t1_h1_s1
2025-05-08,486.54,486.59,486.49000000000007,stop,-0.00024385867554566065,1.0276647346560308,0.6166368625515339,t1_h1_s1
2025-05-08,485.28,485.33,485.22999999999996,stop,-0.0002236275964390133,1.0303330036270066,0.4121501875276046,t1_h1_s1
2025-05-08,487.68,487.73,487.63,stop,-0.00022301919291345396,1.0252624671918342,1.0253675942828444,t1_h1_s1
2025-05-08,488.25,488.3,488.2,target,0.00010240655401938525,1.0240655401948053,0.20481730296451062,t1_h1_s1
2025-05-08,489.27,489.32,489.21999999999997,stop,-0.00022261941259427154,1.0219306313489764,0.40878896269802567,t1_h1_s1
2025-05-08,489.03,489.08,488.97999999999996,target,0.00010224321616258969,1.0224321616263086,0.6134969325155559,t1_h1_s1
2025-05-08,489.82,489.87,489.77,target,0.00010207831448294513,1.0207831448289448,0.6125074011298359,t1_h1_s1
