variant,month,gross_pnl
K1_M1_decile_actionable_oc_all,2024-11,-0.06421347101695606
K1_M1_decile_actionable_oc_all,2024-12,0.002485517261905767
K1_M1_decile_actionable_oc_all,2025-01,-0.054660759028806766
K1_M1_decile_actionable_oc_all,2025-02,-0.01539150818663
K1_M1_decile_actionable_oc_all,2025-03,-0.007773920194358319
K1_M1_decile_actionable_oc_all,2025-04,0.05746212680264254
K1_M1_decile_actionable_oc_all,2025-05,-0.017932501799158205
K1_M1_decile_actionable_oc_all,2025-06,-0.07670045358818649
K1_M1_decile_actionable_oc_all,2025-07,-0.018620216842076175
K1_M1_decile_actionable_oc_all,2025-08,-0.0204506224319383
K1_M1_decile_actionable_oc_all,2025-09,-0.02263920867126031
K1_M1_decile_actionable_oc_all,2025-10,-0.027446539804986077
K1_M1_decile_actionable_oc_all,2025-11,0.006008093051590305
K1_M1_decile_actionable_oc_all,2025-12,-0.007468600736181433
K1_M1_decile_actionable_oc_all,2026-01,0.0002968389264556195
K1_M1_decile_actionable_oc_all,2026-02,0.0012766062269575292
K1_M1_decile_actionable_oc_all,2026-03,0.08263920581552382
K1_M1_decile_actionable_oc_all,2026-04,-0.059253757970509593
K1_M1_decile_actionable_oc_high_market_vol,2024-11,0.0
K1_M1_decile_actionable_oc_high_market_vol,2024-12,0.0
K1_M1_decile_actionable_oc_high_market_vol,2025-01,0.0
K1_M1_decile_actionable_oc_high_market_vol,2025-02,-0.03040988864272161
K1_M1_decile_actionable_oc_high_market_vol,2025-03,-0.004743399826779853
K1_M1_decile_actionable_oc_high_market_vol,2025-04,0.05746212680264254
K1_M1_decile_actionable_oc_high_market_vol,2025-05,-0.010525244847772024
K1_M1_decile_actionable_oc_high_market_vol,2025-06,0.008659156184819094
K1_M1_decile_actionable_oc_high_market_vol,2025-07,0.0
K1_M1_decile_actionable_oc_high_market_vol,2025-08,-0.005893680362899385
K1_M1_decile_actionable_oc_high_market_vol,2025-09,0.0
K1_M1_decile_actionable_oc_high_market_vol,2025-10,0.0
K1_M1_decile_actionable_oc_high_market_vol,2025-11,7.184456743866956e-05
K1_M1_decile_actionable_oc_high_market_vol,2025-12,0.0
K1_M1_decile_actionable_oc_high_market_vol,2026-01,0.0
K1_M1_decile_actionable_oc_high_market_vol,2026-02,0.017959333286043908
K1_M1_decile_actionable_oc_high_market_vol,2026-03,0.050972793228559375
K1_M1_decile_actionable_oc_high_market_vol,2026-04,-0.03959383870954459
K1_M1_decile_actionable_oc_high_noise,2024-11,0.0
K1_M1_decile_actionable_oc_high_noise,2024-12,0.0
K1_M1_decile_actionable_oc_high_noise,2025-01,-0.025193208997724734
K1_M1_decile_actionable_oc_high_noise,2025-02,0.02662559692603406
K1_M1_decile_actionable_oc_high_noise,2025-03,-0.003001645175184358
K1_M1_decile_actionable_oc_high_noise,2025-04,0.042312729518951146
K1_M1_decile_actionable_oc_high_noise,2025-05,-0.00965456937430335
K1_M1_decile_actionable_oc_high_noise,2025-06,-0.014469438813478482
K1_M1_decile_actionable_oc_high_noise,2025-07,0.00023681964227942331
K1_M1_decile_actionable_oc_high_noise,2025-08,-0.016943270703780097
K1_M1_decile_actionable_oc_high_noise,2025-09,-0.00495660259782467
K1_M1_decile_actionable_oc_high_noise,2025-10,-0.022770102633304867
K1_M1_decile_actionable_oc_high_noise,2025-11,0.014296206548114873
K1_M1_decile_actionable_oc_high_noise,2025-12,0.012507340157058922
K1_M1_decile_actionable_oc_high_noise,2026-01,0.0017654261220887639
K1_M1_decile_actionable_oc_high_noise,2026-02,-0.015871237612528552
K1_M1_decile_actionable_oc_high_noise,2026-03,0.048460415429960685
K1_M1_decile_actionable_oc_high_noise,2026-04,-0.018814677346297742
K1_M1_decile_source_cc_all,2024-11,-0.061170425146183975
K1_M1_decile_source_cc_all,2024-12,0.0033915832332332965
K1_M1_decile_source_cc_all,2025-01,-0.05410647597058275
K1_M1_decile_source_cc_all,2025-02,-0.013535903344208542
K1_M1_decile_source_cc_all,2025-03,-0.003823402761099918
K1_M1_decile_source_cc_all,2025-04,0.06145133192537234
K1_M1_decile_source_cc_all,2025-05,-0.016505581594701807
K1_M1_decile_source_cc_all,2025-06,-0.07501518409690175
K1_M1_decile_source_cc_all,2025-07,-0.017190169684493745
K1_M1_decile_source_cc_all,2025-08,-0.018822643330787012
K1_M1_decile_source_cc_all,2025-09,-0.020593329792555376
K1_M1_decile_source_cc_all,2025-10,-0.02493117774965006
K1_M1_decile_source_cc_all,2025-11,0.007764386190489816
K1_M1_decile_source_cc_all,2025-12,-0.006913636854639301
K1_M1_decile_source_cc_all,2026-01,-0.0011165671674225443
K1_M1_decile_source_cc_all,2026-02,0.000977814741067831
K1_M1_decile_source_cc_all,2026-03,0.08572389515596092
K1_M1_decile_source_cc_all,2026-04,-0.057530914281508125
K1_M1_decile_source_cc_high_market_vol,2024-11,0.0
K1_M1_decile_source_cc_high_market_vol,2024-12,0.0
K1_M1_decile_source_cc_high_market_vol,2025-01,0.0
K1_M1_decile_source_cc_high_market_vol,2025-02,-0.02994276963570241
K1_M1_decile_source_cc_high_market_vol,2025-03,-0.0027960428983194075
K1_M1_decile_source_cc_high_market_vol,2025-04,0.06145133192537234
K1_M1_decile_source_cc_high_market_vol,2025-05,-0.00864745190352023
K1_M1_decile_source_cc_high_market_vol,2025-06,0.009336684094029183
K1_M1_decile_source_cc_high_market_vol,2025-07,0.0
K1_M1_decile_source_cc_high_market_vol,2025-08,-0.004813954387479046
K1_M1_decile_source_cc_high_market_vol,2025-09,0.0
K1_M1_decile_source_cc_high_market_vol,2025-10,0.0
K1_M1_decile_source_cc_high_market_vol,2025-11,0.0002789463230367037
K1_M1_decile_source_cc_high_market_vol,2025-12,0.0
K1_M1_decile_source_cc_high_market_vol,2026-01,0.0
K1_M1_decile_source_cc_high_market_vol,2026-02,0.017583129871763515
K1_M1_decile_source_cc_high_market_vol,2026-03,0.05286365519831998
K1_M1_decile_source_cc_high_market_vol,2026-04,-0.03816260994307823
K1_M1_decile_source_cc_high_noise,2024-11,0.0
K1_M1_decile_source_cc_high_noise,2024-12,0.0
K1_M1_decile_source_cc_high_noise,2025-01,-0.02574354924083017
K1_M1_decile_source_cc_high_noise,2025-02,0.02632759474796236
K1_M1_decile_source_cc_high_noise,2025-03,-0.000220480290244253
K1_M1_decile_source_cc_high_noise,2025-04,0.04526153479346723
K1_M1_decile_source_cc_high_noise,2025-05,-0.009536766356008473
K1_M1_decile_source_cc_high_noise,2025-06,-0.014636507085062707
K1_M1_decile_source_cc_high_noise,2025-07,0.0003212767850357263
K1_M1_decile_source_cc_high_noise,2025-08,-0.01657755448716033
K1_M1_decile_source_cc_high_noise,2025-09,-0.005230484032303965
K1_M1_decile_source_cc_high_noise,2025-10,-0.02225469955715568
K1_M1_decile_source_cc_high_noise,2025-11,0.01545454526574965
K1_M1_decile_source_cc_high_noise,2025-12,0.012919359068094837
K1_M1_decile_source_cc_high_noise,2026-01,0.001619132149186812
K1_M1_decile_source_cc_high_noise,2026-02,-0.016515582864007478
K1_M1_decile_source_cc_high_noise,2026-03,0.04994888152145434
K1_M1_decile_source_cc_high_noise,2026-04,-0.01902233784514537
K1_M1_quintile_actionable_oc_all,2024-11,-0.04185835672644036
K1_M1_quintile_actionable_oc_all,2024-12,0.0029894213726816216
K1_M1_quintile_actionable_oc_all,2025-01,-0.02826349865079568
K1_M1_quintile_actionable_oc_all,2025-02,-0.009537538597272181
K1_M1_quintile_actionable_oc_all,2025-03,-0.014826564038950352
K1_M1_quintile_actionable_oc_all,2025-04,0.04280447444644025
K1_M1_quintile_actionable_oc_all,2025-05,-0.016538915920898276
K1_M1_quintile_actionable_oc_all,2025-06,-0.035550626736600685
K1_M1_quintile_actionable_oc_all,2025-07,-0.027895190281470805
K1_M1_quintile_actionable_oc_all,2025-08,-0.011631241878502466
K1_M1_quintile_actionable_oc_all,2025-09,-0.009811965331875906
K1_M1_quintile_actionable_oc_all,2025-10,0.003908617957565175
K1_M1_quintile_actionable_oc_all,2025-11,-0.0003411740440111737
K1_M1_quintile_actionable_oc_all,2025-12,0.00895401820485655
K1_M1_quintile_actionable_oc_all,2026-01,-0.004743634066943443
K1_M1_quintile_actionable_oc_all,2026-02,0.023404021062001023
K1_M1_quintile_actionable_oc_all,2026-03,0.057622510860614824
K1_M1_quintile_actionable_oc_all,2026-04,-0.04292282734405442
K1_M1_quintile_actionable_oc_high_market_vol,2024-11,0.0
K1_M1_quintile_actionable_oc_high_market_vol,2024-12,0.0
K1_M1_quintile_actionable_oc_high_market_vol,2025-01,0.0
K1_M1_quintile_actionable_oc_high_market_vol,2025-02,-0.027623857868293945
K1_M1_quintile_actionable_oc_high_market_vol,2025-03,-0.010124523627671063
K1_M1_quintile_actionable_oc_high_market_vol,2025-04,0.04280447444644025
K1_M1_quintile_actionable_oc_high_market_vol,2025-05,-0.013792460938443331
K1_M1_quintile_actionable_oc_high_market_vol,2025-06,0.008644472585738963
K1_M1_quintile_actionable_oc_high_market_vol,2025-07,0.0
K1_M1_quintile_actionable_oc_high_market_vol,2025-08,-0.008833228816857296
K1_M1_quintile_actionable_oc_high_market_vol,2025-09,0.0
