variant,K,M,breadth,execution,state,full_gross_simple_return,mean_decision_bps,break_even_cost_bps_per_side,standard_max_drawdown,max_recovery_days,recovery_unresolved,decision_count,trading_days,average_month_18m,negative_months_18m,average_month_15m,negative_months_15m,average_month_12m,negative_months_12m
K1_M2_quintile_source_cc_high_noise,1,2,quintile,source_cc,high_noise,0.07367503890012603,0.6302398537222074,0.3151199268611037,0.03058621655804039,117,True,1169,284,0.004093057716673669,8,0.004931429309026616,7,0.0021971510322006714,7
K1_M1_quintile_actionable_oc_high_noise,1,1,quintile,actionable_oc,high_noise,0.06144521307958469,0.4770591077607509,0.23852955388037544,0.0352964927882672,301,True,1288,285,0.0034136229488658174,9,0.004911606236681761,8,0.0016991370444555305,7
K6_M4_decile_actionable_oc_high_market_vol,6,4,decile,actionable_oc,high_market_vol,0.07308258844886178,1.631307777876379,0.8156538889381895,0.058671181061365825,331,True,448,112,0.004060143802714544,4,0.004872172563257452,4,0.007333315223752158,2
K6_M6_quintile_source_cc_high_market_vol,6,6,quintile,source_cc,high_market_vol,0.0709552306446145,3.167644225206004,1.583822112603002,0.03203840759474399,259,True,224,112,0.003941957258034138,3,0.0047303487096409655,3,0.005583324239074453,2
K6_M6_quintile_actionable_oc_high_market_vol,6,6,quintile,actionable_oc,high_market_vol,0.07008817924242403,3.128936573322501,1.5644682866612505,0.03200574329650108,259,True,224,112,0.003893787735690223,3,0.004672545282828269,3,0.005535695328910015,2
K1_M2_quintile_actionable_oc_high_noise,1,2,quintile,actionable_oc,high_noise,0.06837220524212548,0.5848777180677971,0.29243885903389855,0.03112419008443585,117,True,1169,284,0.0037984558467847496,7,0.004552542130420766,7,0.0019920198609677748,7
K6_M2_decile_source_cc_high_noise,6,2,decile,source_cc,high_noise,0.05136153423918212,0.782950217060703,0.3914751085303515,0.041289432370860614,168,True,656,262,0.002853418568843451,7,0.004080269274219955,6,0.006633601239041334,5
K4_M4_quintile_source_cc_high_market_vol,4,4,quintile,source_cc,high_market_vol,0.059787615496714304,0.8896966591772959,0.44484832958864795,0.04062271019050116,161,True,672,112,0.003321534194261905,6,0.003985841033114286,6,0.004379044138252107,4
K6_M2_decile_actionable_oc_high_noise,6,2,decile,actionable_oc,high_noise,0.04886819877145625,0.7449420544429306,0.3724710272214653,0.04360034118929686,168,True,656,262,0.0027148999317475695,7,0.0039730630712148975,6,0.006635659380386123,5
K1_M1_decile_source_cc_high_market_vol,1,1,decile,source_cc,high_market_vol,0.05715091864442241,0.4252300494376667,0.21261502471883334,0.03771006759438411,300,True,1344,112,0.003175051035801245,5,0.0038100612429614934,5,0.0023698666044226573,3
