variant,K,M,breadth,execution,state,full_gross_simple_return,mean_decision_bps,break_even_cost_bps_per_side,standard_max_drawdown,max_recovery_days,recovery_unresolved,decision_count,trading_days,average_month_18m,negative_months_18m,average_month_15m,negative_months_15m,average_month_12m,negative_months_12m
K6_M1_decile_source_cc_high_market_vol,6,1,decile,source_cc,high_market_vol,0.05575972643029703,0.7112210003864415,0.35561050019322077,0.020706784838844677,202,True,784,112,0.003097762579460946,4,0.003717315095353135,4,0.0033200331873747394,2
K4_M4_quintile_actionable_oc_high_market_vol,4,4,quintile,actionable_oc,high_market_vol,0.05570680879892463,0.8289703690316166,0.4144851845158083,0.041118369667588604,161,True,672,112,0.003094822711051368,6,0.0037137872532616418,6,0.004212116347112598,4
K4_M6_quintile_source_cc_high_market_vol,4,6,quintile,source_cc,high_market_vol,0.05432106703428849,1.2125238177296536,0.6062619088648268,0.030775366087331894,278,True,448,112,0.003017837057460471,3,0.0036214044689525655,3,0.0036286571426293606,3
K6_M1_decile_source_cc_high_noise,6,1,decile,source_cc,high_noise,0.04431585968407146,0.5718175443105994,0.2859087721552997,0.02888650654560551,135,True,775,267,0.002461992204670637,7,0.0034280564424935944,6,0.004446858336657843,4
K4_M6_quintile_actionable_oc_high_market_vol,4,6,quintile,actionable_oc,high_market_vol,0.05136999183647578,1.1466516034927627,0.5733258017463814,0.030960688899065718,279,True,448,112,0.002853888435359766,3,0.0034246661224317182,3,0.0034759350270169216,3
K6_M1_decile_actionable_oc_high_market_vol,6,1,decile,actionable_oc,high_market_vol,0.05057037212929791,0.6450302567512487,0.32251512837562435,0.02105491117720761,203,True,784,112,0.002809465118294328,4,0.003371358141953193,4,0.0031976506146034526,2
K6_M1_decile_actionable_oc_high_noise,6,1,decile,actionable_oc,high_noise,0.04011257860157873,0.5175816593752095,0.25879082968760475,0.030494794621933517,140,True,775,267,0.0022284765889765963,7,0.0032151777868854254,6,0.004414358375788611,4
K1_M1_decile_source_cc_high_noise,1,1,decile,source_cc,high_noise,0.022114362573032523,0.1716953615918674,0.0858476807959337,0.0741781269750288,359,True,1288,285,0.001228575698501808,9,0.0031905274542575125,8,-0.0019592281197768867,7
K2_M6_decile_source_cc_high_noise,2,6,decile,source_cc,high_noise,0.029866924768058172,0.48094886905085693,0.24047443452542847,0.07241314828243611,174,True,621,234,0.001659273598225455,7,0.003166908020190762,6,-0.0010124551908596488,5
K6_M6_decile_source_cc_high_market_vol,6,6,decile,source_cc,high_market_vol,0.0457203685850474,2.0410878832610444,1.0205439416305222,0.04155885829883722,330,True,224,112,0.002540020476947077,4,0.003048024572336493,4,0.0032616119851432966,3
K6_M6_decile_actionable_oc_high_market_vol,6,6,decile,actionable_oc,high_market_vol,0.04418378456330135,1.9724903822902384,0.9862451911451192,0.04188106248307663,330,True,224,112,0.0024546546979611864,5,0.0029455856375534234,5,0.0031995274900426464,3
K1_M1_decile_actionable_oc_high_market_vol,1,1,decile,actionable_oc,high_market_vol,0.04395920167978611,0.32707739345078946,0.16353869672539473,0.03977509531510985,300,True,1344,112,0.0024421778710992286,5,0.002930613445319075,5,0.0018041969455537537,3
K2_M1_decile_source_cc_high_noise,2,1,decile,source_cc,high_noise,0.015241305714156682,0.12797066090811657,0.06398533045405828,0.05711518177854457,297,True,1191,279,0.0008467392063420384,10,0.002875268330636184,9,0.001025668006866313,8
K2_M6_decile_actionable_oc_high_noise,2,6,decile,actionable_oc,high_noise,0.023681646622758436,0.38134696655005584,0.19067348327502792,0.07327266449511809,174,True,621,234,0.001315647034597692,7,0.002775044214222135,6,-0.0013686831996745131,5
K6_M2_quintile_source_cc_high_noise,6,2,quintile,source_cc,high_noise,0.033485375947098134,0.510447804071618,0.255223902035809,0.03179528279181804,168,True,656,262,0.0018602986637276748,5,0.0026487787200594626,4,0.004095564708991403,3
K1_M1_decile_actionable_oc_high_noise,1,1,decile,actionable_oc,high_noise,0.014529781090061023,0.11280885939488366,0.05640442969744183,0.07629747528396584,359,True,1288,285,0.0008072100605589455,9,0.0026481993391857177,8,-0.002184474265167925,7
K6_M2_quintile_actionable_oc_high_noise,6,2,quintile,actionable_oc,high_noise,0.032250275983426946,0.49162006072297154,0.24581003036148577,0.03282597786122051,168,True,656,262,0.0017916819990792736,5,0.002581717989797074,4,0.004155527587463564,3
K2_M1_decile_actionable_oc_high_noise,2,1,decile,actionable_oc,high_noise,0.005948600955436319,0.04994627166613192,0.02497313583306596,0.05748747932196589,305,True,1191,279,0.00033047783085757163,10,0.0022650250205343138,9,0.0005407200611583239,8
K6_M1_quintile_source_cc_high_market_vol,6,1,quintile,source_cc,high_market_vol,0.03143859578210903,0.40100249722077846,0.20050124861038923,0.019532565512825634,161,False,784,112,0.0017465886545616127,5,0.002095906385473935,5,0.00319195440942915,2
K6_M1_quintile_actionable_oc_high_market_vol,6,1,quintile,actionable_oc,high_market_vol,0.028647072045040377,0.36539632710510683,0.18269816355255342,0.02025006741917348,161,False,784,112,0.0015915040025022433,5,0.0019098048030026919,5,0.0031302221479124915,2
K3_M1_quintile_source_cc_high_market_vol,3,1,quintile,source_cc,high_market_vol,0.02814966079680594,0.2513362571143387,0.12566812855716936,0.018645103246695948,307,True,1120,112,0.0015638700442669974,4,0.0018766440531203968,4,0.00010279345120997568,3
K4_M4_decile_source_cc_high_market_vol,4,4,decile,source_cc,high_market_vol,0.02771141620779748,0.4123722649969861,0.20618613249849305,0.05632262269131305,177,True,672,112,0.0015395231226554154,5,0.001847427747186498,5,0.002521370276705839,3
K1_M1_quintile_source_cc_high_market_vol,1,1,quintile,source_cc,high_market_vol,0.027525956086545983,0.2048062208820385,0.10240311044101925,0.04305491227612021,295,True,1344,112,0.0015292197825858877,5,0.001835063739103065,5,0.0014198007557018639,3
K3_M6_decile_source_cc_high_market_vol,3,6,decile,source_cc,high_market_vol,0.02665176778305263,0.47592442469736773,0.23796221234868387,0.07418063181532995,255,True,560,112,0.0014806537657251454,5,0.0017767845188701745,5,0.0018895185060368,4
K6_M1_quintile_source_cc_high_noise,6,1,quintile,source_cc,high_noise,0.023319277697399877,0.30089390577290176,0.15044695288645088,0.020660538398702005,365,False,775,267,0.0012955154276333267,6,0.0017632694614799886,5,0.003449428598405892,3
K6_M1_quintile_actionable_oc_high_noise,6,1,quintile,actionable_oc,high_noise,0.02084879382370744,0.2690166944994508,0.1345083472497254,0.023171496405002195,372,False,775,267,0.0011582663235393021,6,0.001616167423933504,5,0.0034623852427227366,3
K3_M1_quintile_actionable_oc_high_market_vol,3,1,quintile,actionable_oc,high_market_vol,0.023648267893300615,0.21114524904732695,0.10557262452366348,0.01873901525659042,307,True,1120,112,0.001313792660738923,4,0.0015765511928867077,4,-0.0001412422277461189,3
K4_M4_decile_actionable_oc_high_market_vol,4,4,decile,actionable_oc,high_market_vol,0.02362992362403909,0.35163576821486736,0.17581788410743368,0.05682686963971708,177,True,672,112,0.0013127735346688371,5,0.0015753282416026044,5,0.002284533859482803,3
K3_M6_decile_actionable_oc_high_market_vol,3,6,decile,actionable_oc,high_market_vol,0.022250108429325975,0.39732336480939145,0.19866168240469573,0.07463848779845947,255,True,560,112,0.0012361171349625538,5,0.0014833405619550646,5,0.0015892356436392602,4
K6_M3_decile_source_cc_high_noise,6,3,decile,source_cc,high_noise,0.021690086293738205,0.4031614552739438,0.2015807276369719,0.04994530269919765,251,True,538,246,0.0012050047940965647,5,0.0014433878692732991,5,0.0029565209726455165,4
K1_M3_quintile_source_cc_high_noise,1,3,quintile,source_cc,high_noise,0.018882942031210364,0.17966643226651152,0.08983321613325576,0.059042831138285984,267,True,1051,279,0.0010490523350672422,9,0.0013624667557418117,8,-0.0007610617249722591,7
K2_M1_quintile_source_cc_high_noise,2,1,quintile,source_cc,high_noise,0.004012181965877438,0.03368750601072574,0.01684375300536287,0.038513578246571076,307,True,1191,279,0.00022289899810430246,11,0.0013256526734455331,10,-0.0004576280357442986,9
K6_M3_decile_actionable_oc_high_noise,6,3,decile,actionable_oc,high_noise,0.019166277977335167,0.35625052002481666,0.17812526001240833,0.04996407982666328,251,True,538,246,0.0010647932209630643,6,0.0013224453967907368,5,0.0029661525314608733,4
K6_M1_decile_source_cc_all,6,1,decile,source_cc,all,-0.024884448530576156,-0.09686433838293566,-0.04843216919146783,0.09366724231409806,330,True,2569,367,-0.0013824693628097864,10,0.0012743593481758621,7,0.0008418833042198492,5
K6_M1_quintile_source_cc_all,6,1,quintile,source_cc,all,-0.007794210696280411,-0.03033947332144969,-0.015169736660724844,0.06928334683879794,542,True,2569,367,-0.00043301170534891146,9,0.0011940262148208924,6,0.0031785619666620736,3
K6_M2_quintile_source_cc_all,6,2,quintile,source_cc,all,-0.04094257144005507,-0.18593356693939633,-0.09296678346969817,0.11616816690046194,506,True,2202,367,-0.002274587302225283,9,0.001188730995106806,6,0.002993936986454009,4
K6_M4_quintile_source_cc_high_noise,6,4,quintile,source_cc,high_noise,0.013988563699421534,0.33385593554705323,0.16692796777352661,0.04111855394827694,355,True,419,218,0.0007771424277456406,9,0.0011743433615909085,8,0.00211280734999235,6
K1_M1_quintile_actionable_oc_high_market_vol,1,1,quintile,actionable_oc,high_market_vol,0.017561873072603554,0.13066869845687157,0.06533434922843578,0.04495671982802364,296,True,1344,112,0.0009756596151446415,5,0.0011707915381735697,5,0.0010421483435106924,3
K6_M4_quintile_actionable_oc_high_noise,6,4,quintile,actionable_oc,high_noise,0.012951877029005215,0.3091140102387881,0.15455700511939405,0.041347301357510496,355,True,419,218,0.0007195487238336232,9,0.0011279866889474187,8,0.0021538092099567378,6
K6_M2_quintile_actionable_oc_all,6,2,quintile,actionable_oc,all,-0.044635128442653965,-0.20270267230996347,-0.10135133615498174,0.1174186117682672,506,True,2202,367,-0.0024797293579252202,9,0.0010340708238709792,6,0.0029261258906394857,4
