execution_date,end_date,cycle_net_pnl,target,constituent_gap_positive_fraction,constituent_gap_median,constituent_count,QQQ_open,QQQ_close,QQQ_prior_close,QQQ_gap,QQQ_prior_week,QQQ_open_to_0940,QQQ_available_at_ts,QQQ_prior_close_to_0940,SPY_open,SPY_close,SPY_prior_close,SPY_gap,SPY_prior_week,SPY_open_to_0940,SPY_available_at_ts,SPY_prior_close_to_0940
2020-04-13,2020-04-17,0.1575891122769076,AMD|REGN|TSLA,0.18446601941747573,-0.005847953216374435,103,199.92,203.03,200.86,-0.004679876530917171,0.10721492065223326,0.005802320928371518,2020-04-13 06:40:00-07:00,0.0010952902519167917,277.14,275.63,278.22,-0.003881820142333514,0.11163541036499303,-0.001840158758794841,2020-04-13 06:40:00-07:00,-0.005714835735793344
2020-04-20,2020-04-24,0.010505507680370542,AMD|REGN|TSLA,0.08737864077669903,-0.011697393515575305,103,213.27,212.74,215.29,-0.009382693111616769,0.04782544451558879,0.004126224973038939,2020-04-20 06:40:00-07:00,-0.005295183241209367,282.61,281.76,286.54,-0.013715362602080061,0.022239959365816464,0.0016984536994444355,2020-04-20 06:40:00-07:00,-0.01204020381098636
2020-04-27,2020-05-01,-0.07884709791012501,AMD|REGN|TSLA,0.9514563106796117,0.01038257533009812,103,216.18,215.56,213.84,0.010942760942761032,0.013255617185296664,-0.0025904338976778796,2020-04-27 06:40:00-07:00,0.008323980546202758,285.12,287.1,282.89,0.0078829226907986,0.018952299829642305,0.0011924803591469857,2020-04-27 06:40:00-07:00,0.009084803280426934
2020-05-04,2020-05-08,0.10387067629017045,REGN|TSLA|ZM,0.34951456310679613,-0.004325599685410908,103,211.61,215.22,212.74,-0.005311648021058546,-0.001577287066246047,0.00018905378580202914,2020-05-04 06:40:00-07:00,-0.005123598422423714,280.74,283.59,282.83,-0.007389597991726338,-0.012225705329153791,-0.0045519796249131605,2020-05-04 06:40:00-07:00,-0.011907940317144816
2020-05-11,2020-05-15,0.04535648698366607,AMD|REGN|TSLA,0.17475728155339806,-0.007012622720897754,103,223.5,226.87,224.86,-0.006048207773725944,0.05413065700213737,0.005279642058165557,2020-05-11 06:40:00-07:00,-0.0008004980876991086,290.34,292.62,292.51,-0.007418549793169471,0.031841743361895825,0.0016532341392849759,2020-05-11 06:40:00-07:00,-0.005777580253666592
2020-05-18,2020-05-22,-0.01538653119786899,DXCM|TSLA|ZM,0.9223300970873787,0.022281982328082872,103,226.28,227.43,223.27,0.013481435033815492,0.002468373958654846,0.0002651582110659856,2020-05-18 06:40:00-07:00,0.013750167958077597,293.05,294.94,286.29,0.023612420971741876,0.007928371266489043,0.00279815731103894,2020-05-18 06:40:00-07:00,0.02647664955115414
2020-05-26,2020-05-29,0.01882028308779677,DXCM|TSLA|ZM,0.970873786407767,0.020322096742237727,103,233.44,229.04,229.66,0.016459113472089282,0.007079101261926679,-0.0033003300330033403,2020-05-26 06:40:00-07:00,0.013104462932577388,301.93,299.2,295.48,0.02182888858805998,0.014443615650640673,-0.003113304408306594,2020-05-26 06:40:00-07:00,0.0186476242046838
2020-06-01,2020-06-05,0.04880952866882135,DXCM|TSLA|ZM,0.2815533980582524,-0.0028276237085372857,103,232.4,234.06,233.47,-0.0045830299396067975,0.019158756422537726,-0.000387263339070576,2020-06-01 06:40:00-07:00,-0.004968518439199876,303.62,305.45,304.49,-0.002857236690860132,0.03374170840666024,-0.0009551727545206168,2020-06-01 06:40:00-07:00,-0.003809680290740469
2020-06-08,2020-06-12,0.03898762350050778,DXCM|TSLA|ZM,0.4077669902912621,-0.003462972828982447,103,239.54,241.55,239.69,-0.0006258083357670863,0.032000341792702836,0.00012528711630821476,2020-06-08 06:40:00-07:00,-0.0005005996251806755,320.22,323.15,319.4,0.0025673137132125046,0.05794729088230466,0.0020298544750483316,2020-06-08 06:40:00-07:00,0.004602379461490447
2020-06-15,2020-06-19,0.10478002590008595,DXCM|TSLA|ZM,0.05825242718446602,-0.01741679599931034,103,232.44,238.64,235.88,-0.014583686620315395,-0.012047195197681715,0.0032266391326793986,2020-06-15 06:40:00-07:00,-0.011404103781583852,298.02,307.11,304.38,-0.020894933964123785,-0.04963639176852841,0.00244950003355493,2020-06-15 06:40:00-07:00,-0.018496616072015137
