month,CAM-0600,CAM-0621,CAM-0624,CAM-0618
2025-05,0.00864423081605027,0.00307044205619943,0.005934832787220733,0.00954033918503964
2025-06,-0.0016939993128687607,0.01628042053652302,0.0041203851377240065,0.011380760638107865
2025-07,0.018765609044047865,-0.0043926348380430805,-0.0011525174853407774,0.0026486250462463817
2025-08,0.002575904944160155,0.011753752164533256,0.00150744341645299,0.0033052823032897554
2025-09,0.05476903728897865,0.01002122738639003,0.015018746660350779,0.012942516341664802
2025-10,0.0005085526888201014,0.016579657811191407,0.0056678000388344415,0.0029992589696754305
2025-11,-0.025454438726499863,-0.005302417232026258,-0.003676114263856578,-0.006927321715150111
2025-12,0.03637736802434323,0.0037962858543376258,0.009057405196055546,0.008801415380502036
2026-01,0.03165101288457689,0.018589835422815042,0.01950443580697831,0.001510205644135655
2026-02,0.0014937936002900713,-5.261066880129237e-05,0.0015761247287811588,0.000166918940566274
2026-03,-0.012508370393009506,-0.00012316095767352792,-0.00332362559159947,0.0002416544152348334
2026-04,0.06732905354556827,-0.0010355634874398912,0.027824893056854833,0.01931476899680915
