campaign_id,quote_role_rows,absolute_weight_turnover,median_absolute_role_change
CAM-0600,45,2.0645852217766936,0.031004283392771184
CAM-0618,175,3.5975414370749563,0.0023086035848700337
CAM-0621,988,26.877777777777776,0.016666666666666666
CAM-0624,74,0.9323918179784754,0.008181867583720984
