variant,threshold,pressure_state,activation_state,exit,leg,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q40_edge25_edge20_next_open_both_reversal_c5,q40,edge25,edge20,next_open,both_reversal,5,0.7506622947387989,0.17714616857274543,,True,88,0.6022727272727273,0.3542898288947153,0.3963724658440836,0.6926412155940392,0.04170346081882216,8,1,0.04943429472221558,7,0,0.03677847792579316,6,0
q60_all_edge10_next_0934_close_both_reversal_c5,q60,all,edge10,next_0934_close,both_reversal,5,0.6631914387762474,0.13496367141797122,,True,81,0.5679012345679012,0.521657738757733,0.1415337000185144,0.7940883329411805,0.036843968820902635,9,1,0.049358090469344765,7,1,0.019396305324672375,6,1
q60_edge25_edge40_next_open_both_reversal_c5,q60,edge25,edge40,next_open,both_reversal,5,0.7153479073849941,0.14700592415929623,,True,70,0.5571428571428572,0.5379701631090273,0.17737774427596675,0.7101943808513161,0.03974155041027745,7,1,0.049256043928664124,5,0,0.028881903200031034,4,0
q50_edge33_edge20_next_open_both_reversal_c5,q50,edge33,edge20,next_open,both_reversal,5,0.7234195609858706,0.17622342551858347,36.0,False,97,0.5979381443298969,0.2050001882143272,0.5184193727715434,0.718724889910252,0.04018997561032614,6,0,0.04914880544366015,4,0,0.052172703257286984,3,0
q50_all_edge10_next_0934_close_both_reversal_c10,q50,all,edge10,next_0934_close,both_reversal,10,0.5186478501728765,0.28352870619816356,47.0,False,107,0.5607476635514018,0.3247679325041203,0.19387991766875623,1.0057548370533531,0.028813769454048694,7,1,0.048908774360234525,5,1,0.023346363428278578,4,1
q60_all_always_next_open_negative_signal_bull_c5,q60,all,always,next_open,negative_signal_bull,5,0.6228348901232942,0.19061903618636522,30.0,False,65,0.6153846153846154,0.035623329276504245,0.5872115608467899,0.6416065065054505,0.03460193834018301,5,1,0.04879678001449032,4,1,0.056370005738168805,2,1
q60_edge25_always_next_open_negative_signal_bull_c5,q60,edge25,always,next_open,negative_signal_bull,5,0.8146223967780277,0.05133320382726507,62.0,False,45,0.6444444444444445,0.35440337583376114,0.4602190209442666,0.4868831540821266,0.04525679982100154,4,3,0.04865482058259452,4,3,0.049425096441659544,3,2
q50_all_edge20_next_0934_close_negative_signal_bull_c10,q50,all,edge20,next_0934_close,negative_signal_bull,10,0.6123721110833138,0.22465273990905812,97.0,False,56,0.625,0.10484459753203768,0.5075275135512761,0.6780298081897225,0.034020672837961875,7,3,0.048224646549525046,5,2,0.05972544853485587,3,2
q50_edge20_always_next_open_negative_signal_bull_c5,q50,edge20,always,next_open,negative_signal_bull,5,0.7835657464339744,0.05371866729074418,28.0,False,47,0.6808510638297872,0.3529887620913532,0.43057698434262115,0.49724448236925006,0.04353143035744302,4,2,0.048221364535396945,3,2,0.049453352867391866,3,1
q50_all_edge40_next_0934_close_negative_signal_bull_c5,q50,all,edge40,next_0934_close,negative_signal_bull,5,0.5776495871225377,0.24267921800743472,63.0,False,61,0.6065573770491803,-0.004894951952708726,0.5825445390752464,0.72744195509901,0.03209164372902987,7,2,0.04816590374803382,4,2,0.05811369760964955,2,2
q60_all_edge10_next_open_both_reversal_c5,q60,all,edge10,next_open,both_reversal,5,0.5690058227380907,0.17237776468257407,35.0,False,81,0.5802469135802469,0.3125267464663126,0.25647907627177813,0.9047956616647846,0.0316114345965606,10,1,0.04808867826888688,7,1,0.02351357887487827,6,1
q60_all_always_next_0934_close_negative_signal_bull_c5,q60,all,always,next_0934_close,negative_signal_bull,5,0.6380275335134972,0.2044587442677111,245.0,False,65,0.5846153846153846,-0.002815949624729641,0.6408434831382268,0.7015887776459161,0.035445974084083176,6,1,0.04802444871835203,5,1,0.0611492395387064,3,1
q60_edge25_edge20_next_0934_close_both_reversal_c10,q60,edge25,edge20,next_0934_close,both_reversal,10,0.7655882429522342,0.12755566396281737,,True,62,0.5967741935483871,0.7276702102278633,0.037918032724370776,0.6733067008275097,0.042532680164013,6,1,0.04787537678686672,5,0,0.02512142636669351,4,0
q40_edge25_edge10_next_open_both_reversal_c10,q40,edge25,edge10,next_open,both_reversal,10,0.6624650241269868,0.19154997789936393,,True,83,0.5903614457831325,0.5031329703847904,0.1593320537421964,0.7696013846878907,0.03680361245149927,8,2,0.04787104101018251,6,1,0.021050869481741914,5,1
q50_all_edge10_next_0934_close_negative_signal_bull_c5,q50,all,edge10,next_0934_close,negative_signal_bull,5,0.6028329291817944,0.1855164585285487,55.0,False,54,0.5740740740740741,-0.027450069654045173,0.6302829988358396,0.6970530717173785,0.03349071828787747,6,1,0.04767407554181708,4,1,0.05520410928010249,2,1
q50_edge33_always_next_open_negative_signal_bull_c10,q50,edge33,always,next_open,negative_signal_bull,10,0.7659067467164599,0.1328756231670677,190.0,False,65,0.6153846153846154,0.08689051598731068,0.6790162307291492,0.5152258021926005,0.0425503748175811,6,0,0.04751076455422931,5,0,0.06241087755660732,3,0
q50_edge25_edge40_next_open_both_reversal_c10,q50,edge25,edge40,next_open,both_reversal,10,0.6543069279375041,0.17255646415341702,,True,90,0.5555555555555556,0.4574573654319657,0.19684956250553842,0.7688074857532576,0.03635038488541689,6,1,0.04729029927457077,4,0,0.03130329114225525,3,0
q60_edge33_edge10_next_open_both_reversal_c5,q60,edge33,edge10,next_open,both_reversal,5,0.629013983528983,0.1360056102054461,,True,68,0.5882352941176471,0.4003125871310218,0.22870139639796117,0.8184778293592643,0.03494522130716572,9,1,0.04670499794195537,6,1,0.028520813069417218,5,1
q40_edge20_edge10_next_open_both_reversal_c5,q40,edge20,edge10,next_open,both_reversal,5,0.6514175738867609,0.1898616375924349,,True,73,0.6164383561643836,0.5027526208116863,0.14866495307507466,0.7903286931662088,0.03618986521593116,8,2,0.04666787766083411,6,1,0.016804081620765982,5,1
q60_edge25_always_next_0934_close_negative_signal_bull_c5,q60,edge25,always,next_0934_close,negative_signal_bull,5,0.8377156386877369,0.0537099103471046,49.0,False,45,0.6222222222222222,0.3375850266201249,0.500130612067612,0.5166555886643436,0.04653975770487427,4,3,0.046455587625517124,4,3,0.05049430747449982,3,2
q60_edge33_edge10_next_0934_close_both_reversal_c5,q60,edge33,edge10,next_0934_close,both_reversal,5,0.7116932626016552,0.13157462142573678,,True,68,0.5588235294117647,0.5398563037351574,0.17183695886649786,0.73997129341023,0.03953851458898085,8,1,0.046328113408186926,7,1,0.02524275605068031,6,1
q40_edge33_always_next_0934_close_both_reversal_c5,q40,edge33,always,next_0934_close,both_reversal,5,0.8612134026771348,0.28184156956982137,,True,173,0.5491329479768786,0.5017604374967924,0.3594529651803423,0.6664501581323184,0.0478451890376186,6,0,0.04618101538469178,6,0,0.03696772639228385,5,0
q60_edge25_always_next_open_negative_signal_bull_c10,q60,edge25,always,next_open,negative_signal_bull,10,0.7696223967780277,0.05412666762428887,67.0,False,45,0.6222222222222222,0.3324033758337611,0.43721902094426657,0.5088546325688328,0.042756799821001536,4,3,0.04605482058259452,4,3,0.04684176310832621,3,2
q40_all_edge20_next_0934_close_both_reversal_c10,q40,all,edge20,next_0934_close,both_reversal,10,0.5438654347182602,0.3164079225407607,76.0,False,141,0.5673758865248227,0.22398735599355546,0.31987807872470475,1.0153164882189272,0.03021474637323668,7,0,0.045863220498956074,5,0,0.04793727648217247,4,0
q40_all_always_next_open_negative_signal_bull_c10,q40,all,always,next_open,negative_signal_bull,10,0.5417608117723989,0.2908514056200267,194.0,False,108,0.5740740740740741,-0.12346346625449944,0.6652242780268983,0.7488784489028631,0.030097822876244382,9,0,0.04579222860473426,7,0,0.06097825124815296,5,0
q50_edge33_always_next_0934_close_negative_signal_bull_c10,q50,edge33,always,next_0934_close,negative_signal_bull,10,0.7787833753953683,0.16752951973354616,194.0,False,65,0.6153846153846154,0.030966104648676662,0.7478172707466917,0.5683646715204467,0.043265743077520465,7,0,0.0456600674829105,6,0,0.0663030911083535,4,0
q40_edge25_edge20_next_0934_close_both_reversal_c5,q40,edge25,edge20,next_0934_close,both_reversal,5,0.7622784268292168,0.18291343127794785,,True,88,0.5795454545454546,0.49863078911060743,0.26364763771860933,0.682789484440057,0.04234880149051204,6,1,0.04556227510776735,5,0,0.03005715882733942,4,0
q50_edge20_always_next_open_negative_signal_bull_c10,q50,edge20,always,next_open,negative_signal_bull,10,0.7365657464339743,0.05673950934607719,28.0,False,47,0.6382978723404256,0.3299887620913532,0.40657698434262113,0.5221852167983136,0.04092031924633191,5,2,0.04555469786873027,4,2,0.0465366862007252,4,1
q50_edge33_edge10_next_0934_close_both_reversal_c5,q50,edge33,edge10,next_0934_close,both_reversal,5,0.6988613672809175,0.15091824671158213,,True,87,0.5632183908045977,0.4235205242094393,0.2753408430714782,0.7535580140703437,0.03882563151560653,7,1,0.04547265372013775,6,1,0.032451866324537476,5,1
q60_all_edge20_next_0934_close_both_reversal_c5,q60,all,edge20,next_0934_close,both_reversal,5,0.6299572550005881,0.1788174719756401,37.0,False,90,0.5777777777777777,0.43426131061494244,0.19569594438564564,0.8359814572469709,0.034997625277810446,7,0,0.045348801309498914,5,0,0.025254733993137962,4,0
q60_edge20_edge20_next_open_both_reversal_c5,q60,edge20,edge20,next_open,both_reversal,5,0.6806105253043374,0.12932321345645134,,True,54,0.6111111111111112,0.5725692135098746,0.10804131179446286,0.7639312426089793,0.03781169585024097,5,1,0.04528713203643507,4,0,0.02574080501798932,3,0
q60_all_always_next_open_negative_signal_bull_c10,q60,all,always,next_open,negative_signal_bull,10,0.5578348901232941,0.20168311211419437,106.0,False,65,0.5846153846153846,0.003623329276504217,0.5542115608467899,0.7074045115652304,0.030990827229071895,6,1,0.04519678001449032,5,1,0.05303667240483547,3,1
q50_all_edge20_next_open_negative_signal_bull_c5,q50,all,edge20,next_open,negative_signal_bull,5,0.5727040332356443,0.20360829280321271,97.0,False,56,0.625,0.13543203170839324,0.4372720015272511,0.6260993684464293,0.031816890735313574,7,3,0.04512283912456016,5,2,0.053349577231365575,3,2
q40_edge33_always_next_open_both_reversal_c10,q40,edge33,always,next_open,both_reversal,10,0.6575732632321819,0.2850190992507575,,True,173,0.5433526011560693,0.18192521331129563,0.4756480499208863,0.9393912391719584,0.03653184795734344,8,0,0.04507126620166773,7,0,0.03813016384389633,6,0
q60_edge25_edge40_next_open_both_reversal_c10,q60,edge25,edge40,next_open,both_reversal,10,0.645347907384994,0.15491994275227364,,True,70,0.5428571428571428,0.5029701631090273,0.14237774427596672,0.7794804297373745,0.03585266152138856,8,1,0.044989377261997456,6,0,0.02463190320003103,5,0
q50_edge33_edge20_next_0934_close_both_reversal_c5,q50,edge33,edge20,next_0934_close,both_reversal,5,0.7376486719712129,0.17461428119400338,,True,97,0.5876288659793815,0.33301889488725667,0.4046297770839562,0.7139341586983097,0.040980481776178496,5,0,0.044894626838576375,4,0,0.04714764887572207,3,0
q50_edge20_edge40_next_open_both_reversal_c5,q50,edge20,edge40,next_open,both_reversal,5,0.6251643617218439,0.17174571829210228,,True,78,0.5769230769230769,0.4472828418623186,0.17788151985952527,0.8111620246497738,0.03473135342899133,6,1,0.044880794860193425,4,0,0.024942618504641013,3,0
q50_edge20_edge20_next_0934_close_both_reversal_c5,q50,edge20,edge20,next_0934_close,both_reversal,5,0.7239854178855568,0.14647665658113732,,True,69,0.6086956521739131,0.583715691648909,0.1402697262366478,0.6731052781347234,0.040221412104753156,5,1,0.04476852178242157,4,0,0.025920373600728797,3,0
q60_all_edge20_next_open_both_reversal_c5,q60,all,edge20,next_open,both_reversal,5,0.5396512882391404,0.23449887952146928,22.0,False,90,0.5555555555555556,0.1732678232307029,0.36638346500843755,0.9634733681912145,0.02998062712439669,8,0,0.04466489569362707,6,0,0.03314351007352911,5,0
q50_edge33_edge10_next_open_both_reversal_c10,q50,edge33,edge10,next_open,both_reversal,10,0.5920162556158867,0.1608169587565489,,True,87,0.5862068965517241,0.2975759965169307,0.294440259098956,0.8611824338252929,0.03288979197866037,9,1,0.04463848274774895,6,1,0.030982904503166774,5,1
q60_edge25_edge40_next_0934_close_both_reversal_c5,q60,edge25,edge40,next_0934_close,both_reversal,5,0.7034275365501588,0.15974029141302615,,True,70,0.5714285714285714,0.6155723848783838,0.08785515167177482,0.7399137324181018,0.03907930758611993,7,1,0.044583715228921635,6,0,0.01808659680232112,5,0
q40_edge25_always_next_0934_close_both_reversal_c10,q40,edge25,always,next_0934_close,both_reversal,10,0.6902997629723692,0.2846618096673307,,True,148,0.5472972972972973,0.45325309520504975,0.23704666776731942,0.8242155639022323,0.038349986831798286,9,0,0.044538656412118495,7,0,0.017398996541328038,6,0
q50_all_edge40_next_0934_close_negative_signal_bull_c10,q50,all,edge40,next_0934_close,negative_signal_bull,10,0.5166495871225376,0.2536359744813684,67.0,False,61,0.6065573770491803,-0.03489495195270875,0.5515445390752464,0.8036521374787765,0.028702754840140978,7,2,0.044499237081367146,4,2,0.05428036427631622,2,2
q60_all_edge10_next_0934_close_both_reversal_c10,q60,all,edge10,next_0934_close,both_reversal,10,0.5821914387762473,0.1428536403746311,,True,81,0.5679012345679012,0.481657738757733,0.10053370001851436,0.8959812001618448,0.03234396882090263,10,1,0.04449142380267809,8,1,0.014896305324672371,7,1
q50_all_edge10_next_0934_close_negative_signal_bull_c10,q50,all,edge10,next_0934_close,negative_signal_bull,10,0.5488329291817944,0.19018343929538464,63.0,False,54,0.5740740740740741,-0.0544500696540452,0.6032829988358396,0.7565262996109741,0.030490718287877465,6,1,0.04447407554181707,4,1,0.05195410928010249,2,1
q60_all_always_next_0934_close_negative_signal_bull_c10,q60,all,always,next_0934_close,negative_signal_bull,10,0.5730275335134971,0.21515561321883026,225.0,False,65,0.5846153846153846,-0.03481594962472967,0.6078434831382268,0.7724462289415408,0.03183486297297206,6,1,0.04442444871835203,5,1,0.05781590620537306,3,1
q50_edge25_edge40_next_0934_close_both_reversal_c5,q50,edge25,edge40,next_0934_close,both_reversal,5,0.6595198708798591,0.1805155826163713,,True,90,0.5666666666666667,0.5209728308526329,0.13854704002722618,0.7891736352994749,0.036639992826658835,6,1,0.04432316826111961,5,0,0.026039347976487232,4,0
q40_edge25_edge20_next_open_both_reversal_c10,q40,edge25,edge20,next_open,both_reversal,10,0.6626622947387988,0.18757779467507102,,True,88,0.5909090909090909,0.31028982889471524,0.35237246584408355,0.7770770246275535,0.03681457192993327,8,1,0.044034294722215574,7,0,0.03169514459245982,6,0
q60_edge20_edge10_next_0934_close_both_reversal_c5,q60,edge20,edge10,next_0934_close,both_reversal,5,0.6645129505056188,0.1348690191558937,,True,51,0.5686274509803921,0.6413895901373475,0.02312336036827123,0.7504825750557261,0.03691738613920104,7,2,0.04396753781800677,6,1,0.011097103844032905,5,1
q50_edge20_edge10_next_0934_close_both_reversal_c5,q50,edge20,edge10,next_0934_close,both_reversal,5,0.6640824849955218,0.15364399890830668,,True,67,0.5671641791044776,0.5894633880452286,0.07461909695029323,0.7509690460465887,0.0368934713886401,7,2,0.043938840117333636,6,1,0.016273708559032225,5,1
q50_edge33_edge40_next_open_both_reversal_c5,q50,edge33,edge40,next_open,both_reversal,5,0.5950160708334387,0.1935872282003638,,True,107,0.5700934579439252,0.2440601928001398,0.35095587803329886,0.8538190631842342,0.03305644837963548,8,0,0.043878646496089274,5,0,0.041769607693706017,4,0
q60_edge25_always_next_0934_close_negative_signal_bull_c10,q60,edge25,always,next_0934_close,negative_signal_bull,10,0.7927156386877369,0.057988930198094826,49.0,False,45,0.6222222222222222,0.3155850266201249,0.477130612067612,0.5396770866634315,0.04403975770487427,4,3,0.04385558762551712,4,3,0.04791097414116648,3,2
q50_all_edge10_next_open_negative_signal_bull_c5,q50,all,edge10,next_open,negative_signal_bull,5,0.5259944626712412,0.1752880121662117,28.0,False,54,0.6296296296296297,-0.017927704906321673,0.5439221675775628,0.6867424815029283,0.02922191459284673,6,1,0.04365636070012084,4,1,0.049098972891591375,2,1
q40_edge25_edge10_next_0934_close_both_reversal_c5,q40,edge25,edge10,next_0934_close,both_reversal,5,0.6836981864918157,0.19301730948600665,,True,83,0.5542168674698795,0.6041222090185248,0.07957597747329093,0.7612652839188555,0.03798323258287865,7,2,0.04348743961285501,6,1,0.015759769259919527,5,1
q60_all_edge10_next_open_both_reversal_c10,q60,all,edge10,next_open,both_reversal,10,0.4880058227380907,0.18155487403951281,42.0,False,81,0.5679012345679012,0.2725267464663126,0.2154790762717781,1.0447293374797504,0.027111434596560593,11,1,0.04322201160222021,8,1,0.019013578874878267,7,1
q50_edge33_edge20_next_open_both_reversal_c10,q50,edge33,edge20,next_open,both_reversal,10,0.6264195609858705,0.18728432015584948,37.0,False,97,0.5876288659793815,0.15700018821432715,0.46941937277154333,0.8220363417739881,0.03480108672143725,7,0,0.043082138776993475,5,0,0.04658936992395365,4,0
q40_edge20_edge20_next_open_both_reversal_c5,q40,edge20,edge20,next_open,both_reversal,5,0.6484697074840781,0.18608435856368305,,True,76,0.6052631578947368,0.3561109846255627,0.2923587228585154,0.8017948075720387,0.03602609486022656,8,1,0.04262145557190086,7,0,0.022975799693171373,6,0
q60_edge33_edge10_next_open_both_reversal_c10,q60,edge33,edge10,next_open,both_reversal,10,0.5610139835289829,0.1430967758031258,,True,68,0.5735294117647058,0.36631258713102177,0.19470139639796114,0.9087723565612106,0.03116744352938794,10,1,0.04257166460862204,7,1,0.02460414640275055,6,1
q40_all_edge20_next_open_both_reversal_c10,q40,all,edge20,next_open,both_reversal,10,0.3969677027087608,0.3619707621431803,95.0,False,141,0.5460992907801419,-0.003122799245649177,0.40009050195441,1.4174421888447857,0.02205376126159782,8,0,0.04251087868468987,5,0,0.04257703458727464,4,0
q40_edge20_edge10_next_open_both_reversal_c10,q40,edge20,edge10,next_open,both_reversal,10,0.5784175738867608,0.19993474962497998,,True,73,0.589041095890411,0.4667526208116862,0.11166495307507462,0.8814289587529688,0.0321343096603756,8,2,0.04226787766083411,6,1,0.012220748287432645,5,1
q60_edge33_edge10_next_0934_close_both_reversal_c10,q60,edge33,edge10,next_0934_close,both_reversal,10,0.6436932626016552,0.13815162697484576,,True,68,0.5588235294117647,0.5058563037351573,0.13783695886649783,0.8103744661399412,0.035760736811203064,8,1,0.04219478007485359,7,1,0.021326089384013636,6,1
q60_edge20_edge20_next_open_both_reversal_c10,q60,edge20,edge20,next_open,both_reversal,10,0.6266105253043374,0.13488962535402382,,True,54,0.5925925925925926,0.5455692135098745,0.08104131179446283,0.8217858199531399,0.034811695850240965,6,1,0.0420204653697684,5,0,0.022657471684655983,4,0
q40_all_edge20_next_0934_close_negative_signal_bull_c5,q40,all,edge20,next_0934_close,negative_signal_bull,5,0.48976640108028024,0.38338132989175777,265.0,False,69,0.5797101449275363,-0.12820728764132971,0.61797368872161,0.9274856838105714,0.027209244504460012,8,2,0.04169098916644949,5,2,0.06449711052197331,3,2
q50_all_edge20_next_open_negative_signal_bull_c10,q50,all,edge20,next_open,negative_signal_bull,10,0.5167040332356443,0.21566975619438772,97.0,False,56,0.6071428571428571,0.10743203170839322,0.4092720015272511,0.684278834251548,0.02870577962420246,7,3,0.041656172457893485,5,2,0.05001624389803224,3,2
q40_all_edge10_next_0934_close_both_reversal_c5,q40,all,edge10,next_0934_close,both_reversal,5,0.4621127213810694,0.23493177112270477,34.0,False,127,0.5354330708661418,0.24736860998401378,0.21474411139705563,1.1922530853928308,0.025672928965614968,8,1,0.04134004985127858,5,1,0.026725858174712198,4,1
q50_all_edge40_next_open_negative_signal_bull_c5,q50,all,edge40,next_open,negative_signal_bull,5,0.47690428412790065,0.2431247456095017,63.0,False,61,0.6065573770491803,0.02867269838920572,0.4482315857386949,0.7249663928108433,0.026494682451550036,7,2,0.04109412520207789,4,2,0.048760286639475625,2,2
q50_edge20_always_next_0934_close_negative_signal_bull_c5,q50,edge20,always,next_0934_close,negative_signal_bull,5,0.7172924135500135,0.07194197085184814,49.0,False,47,0.6170212765957447,0.2706894053052372,0.4466030082447763,0.5474967836234284,0.039849578530556304,6,2,0.041094003359886846,5,2,0.04555442236597931,4,1
q60_edge20_edge10_next_0934_close_both_reversal_c10,q60,edge20,edge10,next_0934_close,both_reversal,10,0.6135129505056187,0.1404196962280405,,True,51,0.5686274509803921,0.6163895901373475,-0.0028766396317287946,0.8047187754495715,0.03408405280586771,8,2,0.0409008711513401,7,1,0.00801377051069957,6,1
q60_all_edge40_next_open_both_reversal_c5,q60,all,edge40,next_open,both_reversal,5,0.49110758252573805,0.20733660732958825,21.0,False,98,0.5306122448979592,0.22793521034695408,0.263172372178784,1.0675135943001457,0.027283754584763224,9,0,0.04084719238059419,6,0,0.02769822001962625,5,0
q60_edge33_always_next_open_negative_signal_bull_c5,q60,edge33,always,next_open,negative_signal_bull,5,0.6951855954330117,0.10047436850506616,55.0,False,52,0.6153846153846154,0.28342756156739557,0.41175803386561616,0.5748319881869876,0.03862142196850065,5,2,0.04069236715959346,5,2,0.05038567887560732,3,2
q40_all_edge40_next_0934_close_both_reversal_c5,q40,all,edge40,next_0934_close,both_reversal,5,0.5444274621523593,0.22064242632378317,,True,153,0.5490196078431373,0.16830771385493826,0.376119748297421,1.0234523090348293,0.03024597011957551,7,0,0.04066221493276328,5,0,0.036154734016506186,4,0
q60_all_edge40_next_0934_close_both_reversal_c5,q60,all,edge40,next_0934_close,both_reversal,5,0.5639947256995907,0.20187164393928486,,True,98,0.5714285714285714,0.4293128668873871,0.13468185881220363,0.943923792158189,0.03133304031664393,7,0,0.0406284452607021,5,0,0.018760418303807157,4,0
q40_all_edge10_next_open_both_reversal_c5,q40,all,edge10,next_open,both_reversal,5,0.3579045958703815,0.29498642875638154,54.0,False,127,0.5511811023622047,0.1369503426612605,0.220954253209121,1.451810997486176,0.01988358865946564,9,1,0.04050681850412771,6,1,0.022137666874355377,5,1
q50_edge20_edge20_next_0934_close_both_reversal_c10,q50,edge20,edge20,next_0934_close,both_reversal,10,0.6549854178855568,0.15425858323150823,,True,69,0.6086956521739131,0.549715691648909,0.10526972623664776,0.7363803726018454,0.03638807877141982,5,1,0.0405018551157549,4,0,0.02183704026739546,3,0
q50_all_edge10_next_open_negative_signal_bull_c10,q50,all,edge10,next_open,negative_signal_bull,10,0.4719944626712411,0.1874695808288214,55.0,False,54,0.5925925925925926,-0.0449277049063217,0.5169221675775628,0.7547180543932944,0.02622191459284673,6,1,0.04045636070012084,4,1,0.04584897289159137,2,1
q40_edge25_always_next_open_negative_signal_bull_c5,q40,edge25,always,next_open,negative_signal_bull,5,0.674550784322549,0.10143823071745556,42.0,False,65,0.6307692307692307,0.08491255493681704,0.589638229385732,0.5879852653756217,0.03747504357347495,6,1,0.04039257431664047,5,1,0.044953994388674666,4,0
q60_edge25_edge40_next_0934_close_both_reversal_c10,q60,edge25,edge40,next_0934_close,both_reversal,10,0.6334275365501586,0.16800376781976153,,True,70,0.5714285714285714,0.5805723848783838,0.05285515167177479,0.8137879462297108,0.03519041869723103,7,1,0.04031704856225496,6,0,0.013836596802321114,5,0
q40_edge25_edge20_next_0934_close_both_reversal_c10,q40,edge25,edge20,next_0934_close,both_reversal,10,0.6742784268292167,0.193423194513251,,True,88,0.5795454545454546,0.4546307891106074,0.2196476377186093,0.7644849272110258,0.03745991260162315,7,1,0.04016227510776735,6,0,0.02497382549400608,5,0
q50_edge20_edge40_next_open_both_reversal_c10,q50,edge20,edge40,next_open,both_reversal,10,0.5471643617218438,0.18232740238356487,,True,78,0.5512820512820513,0.40828284186231856,0.13888151985952524,0.9176576994399108,0.03039802009565799,6,1,0.040147461526860086,4,0,0.020025951837974343,3,0
q60_edge20_edge40_next_open_both_reversal_c5,q60,edge20,edge40,next_open,both_reversal,5,0.5782307638979824,0.1577629064513984,,True,61,0.5573770491803278,0.4726957439457964,0.10553501995218606,0.877002091647002,0.032123931327665695,7,1,0.04011490102953001,5,0,0.018025551060842693,4,0
q50_edge33_edge10_next_0934_close_both_reversal_c10,q50,edge33,edge10,next_0934_close,both_reversal,10,0.6118613672809174,0.16052974047726393,,True,87,0.5632183908045977,0.38052052420943927,0.23134084307147817,0.852533943034847,0.033992298182273194,7,1,0.04007265372013775,6,1,0.02720186632453747,5,1
q60_all_edge20_next_0934_close_both_reversal_c10,q60,all,edge20,next_0934_close,both_reversal,10,0.539957255000588,0.18726083369081425,24.0,False,90,0.5777777777777777,0.3892613106149424,0.1506959443856456,0.9660627377589829,0.029997625277810445,7,0,0.03988213464283224,5,0,0.020421400659804623,4,0
q50_edge20_edge10_next_0934_close_both_reversal_c10,q50,edge20,edge10,next_0934_close,both_reversal,10,0.5970824849955217,0.16180140770255108,,True,67,0.5671641791044776,0.5564633880452285,0.0406190969502932,0.8268629589043094,0.03317124916641787,7,2,0.0398055067840003,6,1,0.012023708559032223,5,1
q40_all_edge40_next_open_both_reversal_c5,q40,all,edge40,next_open,both_reversal,5,0.4414170061682242,0.24680526161270228,23.0,False,153,0.5359477124183006,0.010322406994385469,0.43109459917383874,1.2958339568181811,0.02452316700934579,7,0,0.0397561211212693,5,0,0.03443579365089621,4,0
q40_edge20_always_next_0934_close_both_reversal_c5,q40,edge20,always,next_0934_close,both_reversal,5,0.6686285972209808,0.28312907646853336,,True,133,0.5413533834586466,0.48512663762079666,0.18350195960018412,0.8584075087206552,0.03714603317894338,9,0,0.039732610039542524,7,0,0.00599684500567967,6,0
q60_edge33_always_next_0934_close_negative_signal_bull_c5,q60,edge33,always,next_0934_close,negative_signal_bull,5,0.73515468908185,0.12788096331432533,194.0,False,52,0.5961538461538461,0.2336659789598622,0.5014887101219878,0.6088962826330215,0.04084192717121389,5,2,0.03961819098512466,5,2,0.054768120776376626,3,2
q60_all_edge20_next_open_both_reversal_c10,q60,all,edge20,next_open,both_reversal,10,0.44965128823914036,0.246686931957123,23.0,False,90,0.5444444444444444,0.12826782323070285,0.3213834650084375,1.145197751673358,0.024980627124396686,8,0,0.03919822902696039,6,0,0.02831017674019577,5,0
q50_edge33_edge20_next_0934_close_both_reversal_c10,q50,edge33,edge20,next_0934_close,both_reversal,10,0.6406486719712128,0.1858859406581505,,True,97,0.5876288659793815,0.2850188948872566,0.35562977708395616,0.8142256541852827,0.0355915928872896,5,0,0.0388279601719097,4,0,0.041564315542388736,3,0
q40_edge25_always_next_0934_close_negative_signal_bull_c5,q40,edge25,always,next_0934_close,negative_signal_bull,5,0.6856052634586586,0.12725306341302525,46.0,False,65,0.5846153846153846,0.0838949082652346,0.601710355193424,0.6312822982953038,0.03808918130325881,7,1,0.03880437900318126,6,1,0.04583698549002573,5,0
q50_edge25_edge40_next_0934_close_both_reversal_c10,q50,edge25,edge40,next_0934_close,both_reversal,10,0.569519870879859,0.1922507150660967,,True,90,0.5666666666666667,0.47597283085263287,0.09354704002722614,0.9051057222255182,0.03163999282665883,6,1,0.038789834927786274,5,0,0.020456014643153896,4,0
q60_edge20_always_next_open_negative_signal_bull_c5,q60,edge20,always,next_open,negative_signal_bull,5,0.6617455425820387,0.03890674813959771,75.0,False,38,0.6578947368421053,0.3932431405608716,0.26850240202116704,0.5887818185636419,0.0367636412545577,4,3,0.03846303030286192,4,3,0.03725543507672308,4,2
q50_edge25_edge10_next_0934_close_negative_signal_bull_c5,q50,edge25,edge10,next_0934_close,negative_signal_bull,5,0.623864840986529,0.07207459835416238,54.0,False,36,0.5833333333333334,0.2768896624933527,0.3469751784931763,0.6392447964231436,0.03465915783258494,4,4,0.038455002268260256,4,3,0.03946114921096102,4,1
