extra_adverse_bps_per_side,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,trade_session_fraction,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month
0.0,1.0134290172550482,0.10713921942469036,1.0,294,130,0.5179282868525896,9,3,0.08445241810458735,0.07101355328908152,-0.0562791450428249,0.2445306000688552
1.0,1.010489017255048,0.10736476047330215,1.0,294,130,0.5179282868525896,9,3,0.08420741810458736,0.07073355328908151,-0.056419145042824914,0.24439060006885518
2.0,1.007549017255048,0.10759094780796845,1.0,294,130,0.5179282868525896,9,3,0.08396241810458734,0.07045355328908151,-0.056559145042824915,0.24425060006885518
5.0,0.998729017255048,0.1082734154271232,1.0,294,130,0.5179282868525896,9,3,0.08322741810458734,0.06961355328908152,-0.05697914504282489,0.24383060006885518
