decision_date,entry_date,exit_date,symbol,weight,signal,entry_price,exit_price,gross_return_contribution,net_return_contribution
2019-10-16,2019-10-17,2019-10-24,TQQQ,1.0,0.0036814333047001657,8.32,8.234,-0.01033653846153848,-0.011336538461538481
2019-10-23,2019-10-24,2019-10-31,TQQQ,1.0,0.024411951684679023,8.234,8.721,0.05914500850133586,0.05814500850133586
2019-10-30,2019-10-31,2019-11-07,SOXL,1.0,0.27851711026615966,13.3,15.51,0.1661654135338344,0.1651654135338344
2019-11-06,2019-11-07,2019-11-14,SOXL,1.0,0.3627992633517496,15.51,15.06,-0.029013539651837505,-0.030013539651837506
2019-11-13,2019-11-14,2019-11-21,SOXL,1.0,0.25082236842105265,15.06,14.41,-0.04316069057104921,-0.04416069057104921
2019-11-20,2019-11-21,2019-11-29,SOXL,1.0,0.266897746967071,14.41,15.04,0.04371963913948629,0.04271963913948629
2019-11-27,2019-11-29,2019-12-06,TQQQ,1.0,0.13795493934142122,9.776,9.585,-0.019537643207855893,-0.020537643207855893
2019-12-05,2019-12-06,2019-12-13,TQQQ,1.0,0.041070041070041086,9.585,9.87,0.029733959311423863,0.028733959311423862
2019-12-12,2019-12-13,2019-12-20,SOXL,1.0,0.12426035502958577,17.05,18.21,0.06803519061583585,0.06703519061583585
2019-12-19,2019-12-20,2019-12-30,SOXL,1.0,0.22503419972640226,18.21,18.51,0.016474464579901094,0.015474464579901093
2019-12-27,2019-12-30,2020-01-07,SOXL,1.0,0.21821756225425948,18.51,18.4,-0.005942733657482657,-0.006942733657482657
2020-01-06,2020-01-07,2020-01-14,SOXL,1.0,0.24947442186405033,18.4,19.47,0.0581521739130435,0.0571521739130435
2020-01-13,2020-01-14,2020-01-22,TQQQ,1.0,0.22296341216899118,12.07,12.65,0.048053024026512015,0.047053024026512014
2020-01-21,2020-01-22,2020-01-29,TQQQ,1.0,0.1863117870722435,12.65,12.33,-0.02529644268774711,-0.026296442687747112
2020-01-28,2020-01-29,2020-02-05,TQQQ,1.0,0.10450860589334932,12.33,13.57,0.10056772100567724,0.09956772100567723
2020-02-04,2020-02-05,2020-02-12,TQQQ,1.0,0.1616341030195383,13.57,14.11,0.03979366249078842,0.038793662490788416
2020-02-11,2020-02-12,2020-02-20,TQQQ,1.0,0.1462809917355372,14.11,14.66,0.03897944720056712,0.03797944720056712
2020-02-19,2020-02-20,2020-02-27,TQQQ,1.0,0.1826923076923077,14.66,10.285769068984855,-0.29837864468043285,-0.29937864468043285
2020-04-09,2020-04-13,2020-04-20,TQQQ,1.0,0.22144772117962463,6.75,8.149,0.20725925925925903,0.20625925925925903
2020-04-17,2020-04-20,2020-04-27,SOXL,1.0,0.8369798369798371,8.201,8.667,0.05682233873917797,0.05582233873917797
2020-04-24,2020-04-27,2020-05-04,TQQQ,1.0,0.31570565387043037,8.398,7.817,-0.06918313884258154,-0.07018313884258154
2020-05-01,2020-05-04,2020-05-11,TQQQ,1.0,0.43692307692307675,7.817,9.184,0.1748752718434181,0.1738752718434181
2020-05-08,2020-05-11,2020-05-18,TQQQ,1.0,0.36801287679250816,9.184,9.5,0.03440766550522656,0.03340766550522656
2020-05-15,2020-05-18,2020-05-26,TQQQ,1.0,0.09231507013547557,9.5,10.38,0.0926315789473684,0.0916315789473684
2020-05-22,2020-05-26,2020-06-02,TQQQ,1.0,0.2169376681647719,10.38,10.53,0.01445086705202292,0.013450867052022919
2020-06-01,2020-06-02,2020-06-09,SOXL,1.0,0.3703253678952343,10.23,12.41,0.21309872922776152,0.21209872922776152
2020-06-08,2020-06-09,2020-06-16,SOXL,1.0,0.38801942795466804,12.41,12.41,0.0,-0.001
2020-06-15,2020-06-16,2020-06-23,SOXL,1.0,0.4112853438696136,12.41,12.62,0.016921837228041747,0.015921837228041746
2020-06-22,2020-06-23,2020-06-30,SOXL,1.0,0.3033873343151694,12.62,11.76,-0.06814580031695716,-0.06914580031695716
2020-06-29,2020-06-30,2020-07-08,SOXL,1.0,0.1438423645320197,11.76,13.3,0.13095238095238093,0.12995238095238093
2020-07-07,2020-07-08,2020-07-15,TQQQ,1.0,0.18276762402088775,13.8,14.36,0.04057971014492745,0.03957971014492745
2020-07-14,2020-07-15,2020-07-22,TQQQ,1.0,0.2898814949863262,14.36,14.77,0.028551532033426197,0.027551532033426196
2020-07-21,2020-07-22,2020-07-29,TQQQ,1.0,0.2080592105263157,14.77,13.71,-0.0717670954637778,-0.0727670954637778
2020-07-28,2020-07-29,2020-08-05,SOXL,1.0,0.173987941429802,14.05,16.63,0.18362989323843393,0.18262989323843393
2020-08-04,2020-08-05,2020-08-12,SOXL,1.0,0.288803088803089,16.63,15.91,-0.043295249549007764,-0.044295249549007765
2020-08-11,2020-08-12,2020-08-19,SOXL,1.0,0.1150251617541338,15.91,16.81,0.056568196103079726,0.055568196103079726
2020-08-18,2020-08-19,2020-08-26,SOXL,1.0,0.1659722222222222,16.81,17.5,0.04104699583581217,0.04004699583581217
2020-08-25,2020-08-26,2020-09-02,TQQQ,1.0,0.36674090571640683,18.66,21.94,0.17577706323687048,0.17477706323687048
2020-09-01,2020-09-02,2020-09-10,TQQQ,1.0,0.3533163265306123,21.94,17.06,-0.22242479489516875,-0.22342479489516875
2020-09-09,2020-09-10,2020-09-17,TQQQ,1.0,0.11780636425186208,17.06,14.65,-0.1412661195779601,-0.1422661195779601
2020-10-05,2020-10-06,2020-10-13,SOXL,1.0,0.08408953418027831,17.86,21.25,0.18980963045912658,0.18880963045912658
2020-10-12,2020-10-13,2020-10-20,SOXL,1.0,0.36264441591784347,21.25,20.36,-0.04188235294117648,-0.04288235294117648
2020-10-19,2020-10-20,2020-10-27,SOXL,1.0,0.3377748167888073,20.36,18.52,-0.09037328094302555,-0.09137328094302555
2020-10-26,2020-10-27,2020-11-03,SOXL,1.0,0.08433014354066981,18.52,17.33,-0.06425485961123112,-0.06525485961123112
2020-11-03,2020-11-04,2020-11-11,SOXL,1.0,0.014188422247445986,18.96,21.53,0.13554852320675104,0.13454852320675104
2020-11-11,2020-11-12,2020-11-19,SOXL,1.0,0.09300095877277093,22.84,23.2,0.015761821366024442,0.014761821366024441
2020-11-18,2020-11-19,2020-11-27,SOXL,1.0,0.18989280245022955,23.2,25.72,0.10862068965517246,0.10762068965517246
2020-11-25,2020-11-27,2020-12-04,SOXL,1.0,0.5606435643564356,25.72,29.22,0.13608087091757382,0.13508087091757381
2020-12-03,2020-12-04,2020-12-11,SOXL,1.0,0.45694022289767,29.22,28.47,-0.02566735112936347,-0.02666735112936347
2020-12-10,2020-12-11,2020-12-18,SOXL,1.0,0.27938596491228074,28.47,30.73,0.07938180540920281,0.07838180540920281
2020-12-17,2020-12-18,2020-12-28,SOXL,1.0,0.31016731016731014,30.73,30.62,-0.0035795639440285854,-0.004579563944028585
2020-12-24,2020-12-28,2021-01-05,SOXL,1.0,0.17565424266455198,30.62,30.44,-0.005878510777269752,-0.006878510777269752
2021-01-04,2021-01-05,2021-01-12,SOXL,1.0,0.06641168289290689,30.44,37.67,0.23751642575558485,0.23651642575558485
2021-01-11,2021-01-12,2021-01-20,SOXL,1.0,0.27159345860876627,37.67,43.16,0.14573931510485783,0.14473931510485782
2021-01-19,2021-01-20,2021-01-27,SOXL,1.0,0.3644400785854618,43.16,36.87,-0.14573679332715472,-0.14673679332715472
2021-01-26,2021-01-27,2021-02-03,SOXL,1.0,0.3173693086003375,36.87,39.47,0.07051803634391107,0.06951803634391107
2021-02-02,2021-02-03,2021-02-10,SOXL,1.0,0.27323117052494283,39.47,40.67,0.03040283759817597,0.029402837598175968
2021-02-09,2021-02-10,2021-02-18,TQQQ,1.0,0.1799293060141034,27.2,26.02,-0.04338235294117643,-0.04438235294117643
2021-02-17,2021-02-18,2021-02-25,TQQQ,1.0,0.1638564634673585,26.02,23.91,-0.0810914681014604,-0.0820914681014604
2021-02-24,2021-02-25,2021-03-04,SOXL,1.0,0.12160778289810548,42.07,34.77,-0.17352032327073919,-0.17452032327073919
2021-03-31,2021-04-01,2021-04-09,SOXL,1.0,0.09140245644101697,40.05,43.83,0.09438202247191008,0.09338202247191008
2021-04-08,2021-04-09,2021-04-16,SOXL,1.0,0.4580078125,43.83,43.51,-0.007300935432352329,-0.00830093543235233
2021-04-15,2021-04-16,2021-04-23,TQQQ,1.0,0.18417694598043388,27.98,26.43,-0.05539671193709794,-0.05639671193709794
2021-04-22,2021-04-23,2021-04-30,TQQQ,1.0,0.231490159325211,26.43,26.82,0.014755959137343844,0.013755959137343843
2021-04-29,2021-04-30,2021-05-07,TQQQ,1.0,0.2020157756354075,26.82,25.99,-0.03094705443698742,-0.03194705443698742
2021-05-28,2021-06-01,2021-06-08,SOXL,1.0,0.050948509485094995,39.52,39.8006,0.007100202429149771,0.006100202429149771
2021-06-07,2021-06-08,2021-06-15,SOXL,1.0,0.05361494719740034,39.8006,40.8,0.025110174218478942,0.02411017421847894
2021-06-14,2021-06-15,2021-06-22,SOXL,1.0,0.28938302536799254,40.8,37.9,-0.07107843137254899,-0.07207843137254899
2021-06-21,2021-06-22,2021-06-29,TQQQ,1.0,0.16549149730402335,28.08,30.39,0.08226495726495742,0.08126495726495742
2021-06-28,2021-06-29,2021-07-07,TQQQ,1.0,0.1859649122807019,30.39,32.73,0.07699901283316879,0.07599901283316879
2021-07-06,2021-07-07,2021-07-14,TQQQ,1.0,0.22378955394586364,32.73,33.34,0.018637335777574204,0.017637335777574203
2021-07-13,2021-07-14,2021-07-21,TQQQ,1.0,0.16387602422515135,33.34,31.58,-0.05278944211157788,-0.05378944211157788
2021-07-20,2021-07-21,2021-07-28,TQQQ,1.0,0.12597864768683276,31.58,33.47,0.05984800506649779,0.05884800506649779
2021-07-27,2021-07-28,2021-08-04,TQQQ,1.0,0.09007232084155148,33.47,33.77,0.008963250672243905,0.007963250672243904
2021-08-03,2021-08-04,2021-08-11,SOXL,1.0,0.06807620817843874,46.16,45.06,-0.023830155979202683,-0.024830155979202684
2021-08-10,2021-08-11,2021-08-18,SOXL,1.0,0.04293758798686076,45.06,40.29,-0.10585885486018654,-0.10685885486018654
2021-08-17,2021-08-18,2021-08-25,TQQQ,1.0,0.05689001264222493,33.28,35.87,0.07782451923076916,0.07682451923076916
2021-08-24,2021-08-25,2021-09-01,SOXL,1.0,0.11698595146871016,44.18,47.23,0.06903576278859203,0.06803576278859202
2021-08-31,2021-09-01,2021-09-09,TQQQ,1.0,0.10725925925925917,37.71,37.68,-0.0007955449482895949,-0.001795544948289595
