variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
pair_XLE_USO__r5__zw63__z1.5__corr0.5__stop4,pair_XLE_USO,5,63,1.5,0.5,0.04,0.06297097875063992,0.20543651309957406,44,24,20,7,0.034624505608278844,258,10,0.19708446378669092,-0.02891049761091983,0.07591992066345052,0.015961555698109198,-0.02891049761091983,-0.3498290212493601,0.3949960470795381,31,37,20,2,-0.040575494391721145,258,10,0.23273026330176433,-0.18891049761091983,-0.023280079336549485,-0.13763844430189082,-0.18891049761091983
pair_TLT_SHY__r5__zw63__z1.5__corr0.5__stop4,pair_TLT_SHY,5,63,1.5,0.5,0.04,-0.04093483023641741,0.07782485243973353,26,31,31,1,-0.018115653920502427,206,0,0.2712545745371664,-0.03860917021504938,-0.005262966104000023,0.0029373060826319883,-0.03860917021504938,-0.3705348302364174,0.37055142396764396,10,47,31,0,-0.054915653920502426,206,0,0.3902327483441181,-0.1442091702150494,-0.12046296610400002,-0.10586269391736802,-0.1442091702150494
equal_active_pairs__r5__zw63__z1.5__corr0.5__stop4,equal_active_pairs,5,63,1.5,0.5,0.04,-0.09315466272560782,0.2709480896347193,45,39,4,7,-0.0019236826221057917,1321,32,0.07685782260946268,-0.14859333589635867,0.031567160920515244,0.023871512250235663,-0.14859333589635867,-1.5091546627256078,1.5084098087573283,8,76,4,0,-0.23392368262210578,1321,32,0.11204508345247126,-0.6637933358963588,-0.3860328390794848,-0.4593284877497643,-0.6637933358963588
largest_dislocation_pair__r5__zw63__z1.5__corr0.5__stop4,largest_dislocation_pair,5,63,1.5,0.5,0.04,-0.14376678460450323,0.24877110517610646,46,38,4,7,0.0001034417404731135,885,14,0.11234878804058052,-0.17193214763688175,0.01910463301092674,0.009060730021451734,-0.17193214763688175,-1.5597667846045034,1.5750608662212306,8,76,4,0,-0.23189655825952687,885,14,0.1611883844262177,-0.6871321476368819,-0.3984953669890733,-0.4741392699785483,-0.6871321476368819
pair_QQQ_SPY__r5__zw63__z1.5__corr0.7__stop2,pair_QQQ_SPY,5,63,1.5,0.7,0.02,-0.1003047632751064,0.10939223474075366,33,37,18,5,-0.010915781366331067,258,23,0.16555929510452344,-0.005623819302160264,-0.05037685983422598,-0.044304084138720154,-0.05037685983422598,-0.5131047632751065,0.5133179465580469,7,63,18,0,-0.06851578136633107,258,23,0.3097845846236636,-0.15602381930216025,-0.165576859834226,-0.19150408413872017,-0.19150408413872017
pair_SMH_XLK__r5__zw63__z1.5__corr0.7__stop2,pair_SMH_XLK,5,63,1.5,0.7,0.02,0.05206182372038441,0.043908042439827995,35,31,22,6,0.010105134108746795,246,37,0.20364363025461185,0.00427225329649019,0.03222822495909165,0.015561345464802569,0.00427225329649019,-0.3415381762796156,0.36161299062108493,15,51,22,1,-0.053894865891253196,246,37,0.28019189298534336,-0.13492774670350982,-0.08617177504090835,-0.12043865453519742,-0.13492774670350982
pair_IWM_SPY__r5__zw63__z1.5__corr0.7__stop2,pair_IWM_SPY,5,63,1.5,0.7,0.02,-0.09053474884582964,0.14746210547937055,35,23,30,5,-0.01820345291761558,241,23,0.1588678227899392,-0.07036948672201587,-0.03277550301323569,0.01261024088942192,-0.07036948672201587,-0.4761347488458296,0.4783350109049613,12,46,30,1,-0.07900345291761558,241,23,0.24033679200518954,-0.2223694867220159,-0.15437550301323566,-0.09938975911057807,-0.2223694867220159
pair_XLY_XLP__r5__zw63__z1.5__corr0.7__stop2,pair_XLY_XLP,5,63,1.5,0.7,0.02,0.06039712268016185,0.02468006304362913,8,0,80,0,0.0,38,8,0.5668716655055073,0.06039712268016185,0.0,0.0,0.0,-0.00040287731983814495,0.03588006304362923,4,4,80,0,0.0,38,8,0.6306147322987937,-0.00040287731983814495,0.0,0.0,-0.00040287731983814495
pair_XLE_USO__r5__zw63__z1.5__corr0.7__stop2,pair_XLE_USO,5,63,1.5,0.7,0.02,0.14250610555079268,0.03133688885236787,13,5,70,4,0.040100121172363494,68,8,0.4499529268121733,0.08901255877200859,0.013393425606420596,0.0401001211723635,0.013393425606420596,0.03370610555079267,0.06960801215050777,8,10,70,2,0.006500121172363496,68,8,0.5047612561203874,0.05861255877200857,-0.0314065743935794,0.006500121172363498,-0.0314065743935794
pair_TLT_SHY__r5__zw63__z1.5__corr0.7__stop2,pair_TLT_SHY,5,63,1.5,0.7,0.02,-0.027496998201888452,0.05789023622556713,7,11,70,0,0.0,71,1,0.5742409756963657,-0.02987100315237819,0.0,0.002374004950489745,-0.02987100315237819,-0.14109699820188845,0.14111964028956211,1,17,70,0,0.0,71,1,0.7467696466098056,-0.10987100315237819,0.0,-0.031225995049510256,-0.10987100315237819
equal_active_pairs__r5__zw63__z1.5__corr0.7__stop2,equal_active_pairs,5,63,1.5,0.7,0.02,0.04651527486815564,0.08632671241823982,47,37,4,9,0.037930028054617794,922,100,0.09050036615608982,0.02628108696976082,-0.015233487507896923,0.035467675406291754,-0.015233487507896923,-1.0782847251318444,1.0782826614184673,10,74,4,1,-0.14126997194538218,922,100,0.13788930205717226,-0.4041189130302392,-0.33203348750789696,-0.3421323245937083,-0.4041189130302392
largest_dislocation_pair__r5__zw63__z1.5__corr0.7__stop2,largest_dislocation_pair,5,63,1.5,0.7,0.02,0.11615576501541497,0.09517880946418204,48,36,4,8,0.02967046015472457,703,65,0.11962008219381173,0.08632393754400904,0.003036934286935149,0.026794893184470786,0.003036934286935149,-1.008644234984585,1.0086440071084097,12,72,4,1,-0.14952953984527542,703,65,0.17789819689735328,-0.344076062455991,-0.3137630657130649,-0.35080510681552923,-0.35080510681552923
pair_QQQ_SPY__r5__zw63__z1.5__corr0.7__stop4,pair_QQQ_SPY,5,63,1.5,0.7,0.04,-0.10885168234769083,0.12100391164425055,34,36,18,5,-0.010915781366331067,258,4,0.1610988663393453,-0.015072833625198484,-0.05008423408770825,-0.043694614634784086,-0.05008423408770825,-0.5216516823476909,0.5218611234287582,7,63,18,0,-0.06851578136633107,258,4,0.3056362761605976,-0.1654728336251985,-0.16528423408770823,-0.19089461463478408,-0.19089461463478408
pair_SMH_XLK__r5__zw63__z1.5__corr0.7__stop4,pair_SMH_XLK,5,63,1.5,0.7,0.04,-0.05069612161059079,0.08573718653289691,29,37,22,5,0.00458295818952843,246,9,0.16342994541049694,-0.03503883856082213,-0.017462607637248294,0.0018053245874796332,-0.03503883856082213,-0.4442961216105908,0.46003826974991213,15,51,22,1,-0.059417041810471576,246,9,0.23013176534524757,-0.17423883856082212,-0.13586260763724828,-0.1341946754125204,-0.17423883856082212
pair_IWM_SPY__r5__zw63__z1.5__corr0.7__stop4,pair_IWM_SPY,5,63,1.5,0.7,0.04,-0.10878050316319623,0.1691293844296538,34,24,30,5,-0.01574540190127445,241,6,0.1755014024970391,-0.11375549941536363,-0.01009329565359565,0.015068291905763052,-0.11375549941536363,-0.49438050316319626,0.49650413207883104,12,46,30,1,-0.07654540190127446,241,6,0.27207313544474077,-0.2657554994153637,-0.13169329565359564,-0.09693170809423694,-0.2657554994153637
pair_XLY_XLP__r5__zw63__z1.5__corr0.7__stop4,pair_XLY_XLP,5,63,1.5,0.7,0.04,0.050447160504475536,0.0526585007536583,8,0,80,0,0.0,38,2,0.5435156990073565,0.050447160504475536,0.0,0.0,0.0,-0.01035283949552446,0.06385850075365829,4,4,80,0,0.0,38,2,0.6089087487931323,-0.01035283949552446,0.0,0.0,-0.01035283949552446
pair_XLE_USO__r5__zw63__z1.5__corr0.7__stop4,pair_XLE_USO,5,63,1.5,0.7,0.04,0.09148000556349223,0.0593774145701363,13,5,70,4,0.030100121172363496,68,5,0.4681929599154212,0.04501385410879623,0.016366030282332508,0.0301001211723635,0.016366030282332508,-0.01731999443650778,0.09362349377704476,8,10,70,2,-0.0034998788276365024,68,5,0.5260242979668909,0.014613854108796218,-0.02843396971766749,-0.003499878827636504,-0.02843396971766749
pair_TLT_SHY__r5__zw63__z1.5__corr0.7__stop4,pair_TLT_SHY,5,63,1.5,0.7,0.04,-0.025438923304287528,0.057772223833942454,7,11,70,0,0.0,71,0,0.5742409756963657,-0.02781292825477727,0.0,0.002374004950489745,-0.02781292825477727,-0.13903892330428752,0.13906161964618094,1,17,70,0,0.0,71,0,0.7467696466098056,-0.10781292825477727,0.0,-0.031225995049510256,-0.10781292825477727
equal_active_pairs__r5__zw63__z1.5__corr0.7__stop4,equal_active_pairs,5,63,1.5,0.7,0.04,-0.037356173305929566,0.12021937203398182,44,40,4,8,0.029282790536476713,922,26,0.08492932638477164,-0.016610305852238497,-0.04435209334526552,0.023606225891574458,-0.04435209334526552,-1.1621561733059296,1.1621518986040236,10,74,4,1,-0.14991720946352327,922,26,0.12995546848512493,-0.4470103058522385,-0.36115209334526555,-0.3539937741084256,-0.4470103058522385
largest_dislocation_pair__r5__zw63__z1.5__corr0.7__stop4,largest_dislocation_pair,5,63,1.5,0.7,0.04,0.025813520537919056,0.13324760079120637,45,39,4,8,0.016606335251847328,703,9,0.12116590433273465,0.03601072090297815,-0.026303593192484147,0.01610639282742505,-0.026303593192484147,-1.0989864794620812,1.0989838700166068,11,73,4,1,-0.16259366474815268,703,9,0.1824469422534056,-0.3943892790970219,-0.3431035931924841,-0.36149360717257495,-0.3943892790970219
pair_QQQ_SPY__r5__zw126__z1__corr0.5__stop2,pair_QQQ_SPY,5,126,1.0,0.5,0.02,-0.24185195787533878,0.24425250333702322,29,49,10,3,-0.02978720829697353,525,36,0.14540506155438937,-0.077226899453236,-0.055640086642072074,-0.10898497178003069,-0.10898497178003069,-1.081851957875339,1.0818519578753345,4,74,10,0,-0.13538720829697354,525,36,0.28694292143122274,-0.371626899453236,-0.2972400866420721,-0.4129849717800307,-0.4129849717800307
pair_SMH_XLK__r5__zw126__z1__corr0.5__stop2,pair_SMH_XLK,5,126,1.0,0.5,0.02,-0.16492595562851314,0.17177254420518484,38,44,6,6,-0.02059491319253627,531,73,0.11789830113344038,-0.10034149769754697,0.004113834779210675,-0.06869829271017683,-0.10034149769754697,-1.014525955628513,1.0145259556285084,17,65,6,2,-0.14699491319253627,531,73,0.1719626088028975,-0.410741497697547,-0.22308616522078933,-0.38069829271017686,-0.410741497697547
pair_IWM_SPY__r5__zw126__z1__corr0.5__stop2,pair_IWM_SPY,5,126,1.0,0.5,0.02,-0.14835043967524106,0.1775633640253825,41,37,10,8,-0.007964025239385705,517,41,0.09347794433156578,-0.0741139886218668,-0.035874950592968614,-0.03836150046040564,-0.0741139886218668,-0.975550439675241,0.9830030919109775,11,67,10,1,-0.1327640252393857,517,41,0.14784162541558335,-0.3925139886218668,-0.2790749505929686,-0.3039615004604056,-0.3925139886218668
pair_XLY_XLP__r5__zw126__z1__corr0.5__stop2,pair_XLY_XLP,5,126,1.0,0.5,0.02,-0.05783296187817758,0.10326443593975589,12,18,58,0,0.0,204,22,0.21871120527121324,0.016202865360338638,-0.0740358272385162,0.0,-0.0740358272385162,-0.38423296187817757,0.38538532179343016,4,26,58,0,0.0,204,22,0.28719967762756565,-0.2125971346396614,-0.17163582723851623,0.0,-0.2125971346396614
pair_XLE_USO__r5__zw126__z1__corr0.5__stop2,pair_XLE_USO,5,126,1.0,0.5,0.02,-0.01081073291933414,0.24175332865121085,40,36,12,5,-0.05866483664075237,493,74,0.1358865309997457,0.03357685652558639,0.04862575895881815,-0.09301334840373865,-0.09301334840373865,-0.7996107329193342,0.8374914450983272,21,55,12,3,-0.1866648366407524,493,74,0.16715361681243043,-0.2272231434744137,-0.18337424104118186,-0.38901334840373863,-0.38901334840373863
pair_TLT_SHY__r5__zw126__z1__corr0.5__stop2,pair_TLT_SHY,5,126,1.0,0.5,0.02,-0.05069173893362514,0.08740090349337733,31,36,21,4,-0.021212048425693217,426,3,0.16686159266264397,-0.008907363639289973,-0.01778401292314543,-0.024000362371189715,-0.024000362371189715,-0.7322917389336252,0.7322917389336238,9,58,21,1,-0.09481204842569323,426,3,0.2664929900005144,-0.17530736363929,-0.29618401292314545,-0.2608003623711897,-0.29618401292314545
equal_active_pairs__r5__zw126__z1__corr0.5__stop2,equal_active_pairs,5,126,1.0,0.5,0.02,-0.38670617066564694,0.4065446540608,23,59,6,2,-0.08610710053770443,2696,249,0.05510405462955367,-0.16212075338726106,-0.0715471132910333,-0.15303830398735252,-0.16212075338726106,-2.549906170665647,2.552372984313376,1,81,6,0,-0.40930710053770436,2696,249,0.09274753989405624,-0.920520753387261,-0.7275471132910334,-0.9018383039873525,-0.920520753387261
largest_dislocation_pair__r5__zw126__z1__corr0.5__stop2,largest_dislocation_pair,5,126,1.0,0.5,0.02,-0.3385724627950746,0.40335249478136653,29,53,6,4,-0.09423161851477378,1352,111,0.06953166535602463,-0.19310923887799203,-0.032425702532463074,-0.1130375213846195,-0.19310923887799203,-2.501772462795075,2.5095982882230925,3,79,6,0,-0.4174316185147738,1352,111,0.10439502472496835,-0.9515092388779921,-0.6884257025324632,-0.8618375213846196,-0.9515092388779921
pair_QQQ_SPY__r5__zw126__z1__corr0.5__stop4,pair_QQQ_SPY,5,126,1.0,0.5,0.04,-0.25257794220610663,0.2549483622723937,31,47,10,3,-0.02978720829697353,525,7,0.10830662682378053,-0.0848110967309749,-0.06853904020240112,-0.09922780527273066,-0.09922780527273066,-1.0925779422061068,1.0925779422061026,3,75,10,0,-0.13538720829697354,525,7,0.220911814859053,-0.3792110967309749,-0.31013904020240113,-0.4032278052727307,-0.4032278052727307
pair_SMH_XLK__r5__zw126__z1__corr0.5__stop4,pair_SMH_XLK,5,126,1.0,0.5,0.04,-0.22832684015768306,0.2351974462306392,40,42,6,6,-0.022821738110691707,531,13,0.08767758817229489,-0.13894563362532591,-0.03659595224562332,-0.052785254286733876,-0.13894563362532591,-1.0779268401576831,1.0779268401576785,15,67,6,2,-0.1492217381106917,531,13,0.13005024009496177,-0.449345633625326,-0.26379595224562336,-0.36478525428673386,-0.449345633625326
pair_IWM_SPY__r5__zw126__z1__corr0.5__stop4,pair_IWM_SPY,5,126,1.0,0.5,0.04,-0.15432398823167495,0.19518935198143864,43,35,10,8,-0.004169673408206399,517,6,0.09672587916191339,-0.13456762088027557,-0.009436376044940072,-0.010319991306459275,-0.13456762088027557,-0.9815239882316751,0.9889511812517073,11,67,10,1,-0.1289696734082064,517,6,0.15550619413738845,-0.45296762088027565,-0.25263637604494005,-0.2759199913064593,-0.45296762088027565
pair_XLY_XLP__r5__zw126__z1__corr0.5__stop4,pair_XLY_XLP,5,126,1.0,0.5,0.04,-0.09211555209394914,0.13323022669565868,12,18,58,0,0.0,204,7,0.21507204604447963,-0.035284490982798344,-0.056831061111150785,0.0,-0.056831061111150785,-0.4185155520939492,0.42151998383352424,5,25,58,0,0.0,204,7,0.2831831981184309,-0.26408449098279835,-0.15443106111115082,0.0,-0.26408449098279835
pair_XLE_USO__r5__zw126__z1__corr0.5__stop4,pair_XLE_USO,5,126,1.0,0.5,0.04,0.007967904929599694,0.23272396871224887,41,35,12,7,0.010766487492803558,493,16,0.13594376748008485,-0.034720584466889984,0.06382910434050468,-0.021140614944014983,-0.034720584466889984,-0.7808320950704004,0.8308339681393062,23,53,12,3,-0.11723351250719644,493,16,0.16648964416845957,-0.2955205844668901,-0.16817089565949533,-0.31714061494401496,-0.31714061494401496
pair_TLT_SHY__r5__zw126__z1__corr0.5__stop4,pair_TLT_SHY,5,126,1.0,0.5,0.04,-0.06045766598344392,0.09622873910381789,31,36,21,4,-0.021212048425693217,426,1,0.16686159266264397,-0.016849288741689054,-0.019608014870565127,-0.024000362371189715,-0.024000362371189715,-0.742057665983444,0.7420576659834424,8,59,21,1,-0.09481204842569323,426,1,0.2664929900005144,-0.1832492887416891,-0.2980080148705651,-0.2608003623711897,-0.2980080148705651
equal_active_pairs__r5__zw126__z1__corr0.5__stop4,equal_active_pairs,5,126,1.0,0.5,0.04,-0.3796268423323821,0.3875451193523569,26,56,6,4,-0.04924896226914497,2696,50,0.0528137882520074,-0.20574508363522032,-0.07903730162791701,-0.09484445706924477,-0.20574508363522032,-2.5428268423323823,2.545293655980109,1,81,6,0,-0.37244896226914503,2696,50,0.0895029173996011,-0.9641450836352203,-0.735037301627917,-0.8436444570692448,-0.9641450836352203
largest_dislocation_pair__r5__zw126__z1__corr0.5__stop4,largest_dislocation_pair,5,126,1.0,0.5,0.04,-0.31793551927501673,0.37506959878815416,30,52,6,6,-0.01947198003124618,1352,16,0.08312727246188906,-0.23982284087115266,-0.05008306306379769,-0.02802961534006631,-0.23982284087115266,-2.481135519275017,2.488961344703031,2,80,6,0,-0.34267198003124616,1352,16,0.12507371895162708,-0.9982228408711529,-0.7060830630637979,-0.7768296153400663,-0.9982228408711529
pair_QQQ_SPY__r5__zw126__z1__corr0.7__stop2,pair_QQQ_SPY,5,126,1.0,0.7,0.02,-0.24185195787533878,0.24425250333702322,29,49,10,3,-0.02978720829697353,525,36,0.14540506155438937,-0.077226899453236,-0.055640086642072074,-0.10898497178003069,-0.10898497178003069,-1.081851957875339,1.0818519578753345,4,74,10,0,-0.13538720829697354,525,36,0.28694292143122274,-0.371626899453236,-0.2972400866420721,-0.4129849717800307,-0.4129849717800307
pair_SMH_XLK__r5__zw126__z1__corr0.7__stop2,pair_SMH_XLK,5,126,1.0,0.7,0.02,-0.16492595562851314,0.17177254420518484,38,44,6,6,-0.02059491319253627,531,73,0.11789830113344038,-0.10034149769754697,0.004113834779210675,-0.06869829271017683,-0.10034149769754697,-1.014525955628513,1.0145259556285084,17,65,6,2,-0.14699491319253627,531,73,0.1719626088028975,-0.410741497697547,-0.22308616522078933,-0.38069829271017686,-0.410741497697547
pair_IWM_SPY__r5__zw126__z1__corr0.7__stop2,pair_IWM_SPY,5,126,1.0,0.7,0.02,-0.10422530925492414,0.15693785482497716,43,35,10,8,-0.007964025239385705,497,37,0.09506081977360127,-0.07029109600128475,-0.035874950592968614,0.001940737339329219,-0.07029109600128475,-0.8994253092549243,0.90720240618171,12,66,10,1,-0.1327640252393857,497,37,0.14954360805388897,-0.38229109600128475,-0.2790749505929686,-0.23805926266067076,-0.38229109600128475
pair_XLY_XLP__r5__zw126__z1__corr0.7__stop2,pair_XLY_XLP,5,126,1.0,0.7,0.02,-0.020695336042003368,0.06527236941708325,5,7,76,0,0.0,68,16,0.4909372468513849,0.009933003306850749,-0.030628339348854127,0.0,-0.030628339348854127,-0.12949533604200342,0.12949533604200347,2,10,76,0,0.0,68,16,0.5807348044116992,-0.09246699669314927,-0.037028339348854133,0.0,-0.09246699669314927
pair_XLE_USO__r5__zw126__z1__corr0.7__stop2,pair_XLE_USO,5,126,1.0,0.7,0.02,0.19208870289147492,0.048677018967713676,12,11,65,2,0.007657456633313085,127,19,0.3645344033347484,0.1722300108343229,0.012201235423838936,0.007657456633313077,0.007657456633313077,-0.011111297108525098,0.16525130644539057,9,14,65,1,-0.04034254336668692,127,19,0.41727272040788593,0.13063001083432285,-0.10139876457616107,-0.04034254336668692,-0.10139876457616107
pair_TLT_SHY__r5__zw126__z1__corr0.7__stop2,pair_TLT_SHY,5,126,1.0,0.7,0.02,-0.032753187085892574,0.0610008059039277,7,11,70,0,0.0,108,2,0.5132181968541968,-0.01419975803216018,0.0,-0.01855342905373238,-0.01855342905373238,-0.2055531870858926,0.20555318708589265,1,17,70,0,0.0,108,2,0.6863099289918346,-0.11979975803216021,0.0,-0.08575342905373237,-0.11979975803216021
equal_active_pairs__r5__zw126__z1__corr0.7__stop2,equal_active_pairs,5,126,1.0,0.7,0.02,-0.28477195833012603,0.2972506217205604,29,53,6,6,-0.03305280234909111,1856,183,0.0734088602706138,-0.09197525624039239,-0.05652025914700058,-0.13627644294273303,-0.13627644294273303,-2.158371958330126,2.1583719583301066,2,80,6,0,-0.29865280234909103,1856,183,0.1248361311065988,-0.7719752562403923,-0.5957202591470006,-0.7906764429427331,-0.7906764429427331
largest_dislocation_pair__r5__zw126__z1__corr0.7__stop2,largest_dislocation_pair,5,126,1.0,0.7,0.02,-0.1989409408740172,0.2496440913172041,31,51,6,8,-0.0032801658096277622,1171,93,0.08614220234444117,-0.040523635519334064,-0.07123475894384348,-0.08718254641083965,-0.08718254641083965,-2.0725409408740174,2.0725409408739948,4,78,6,0,-0.26888016580962776,1171,93,0.13563567852853967,-0.7205236355193342,-0.6104347589438435,-0.7415825464108396,-0.7415825464108396
pair_QQQ_SPY__r5__zw126__z1__corr0.7__stop4,pair_QQQ_SPY,5,126,1.0,0.7,0.04,-0.25257794220610663,0.2549483622723937,31,47,10,3,-0.02978720829697353,525,7,0.10830662682378053,-0.0848110967309749,-0.06853904020240112,-0.09922780527273066,-0.09922780527273066,-1.0925779422061068,1.0925779422061026,3,75,10,0,-0.13538720829697354,525,7,0.220911814859053,-0.3792110967309749,-0.31013904020240113,-0.4032278052727307,-0.4032278052727307
pair_SMH_XLK__r5__zw126__z1__corr0.7__stop4,pair_SMH_XLK,5,126,1.0,0.7,0.04,-0.22832684015768306,0.2351974462306392,40,42,6,6,-0.022821738110691707,531,13,0.08767758817229489,-0.13894563362532591,-0.03659595224562332,-0.052785254286733876,-0.13894563362532591,-1.0779268401576831,1.0779268401576785,15,67,6,2,-0.1492217381106917,531,13,0.13005024009496177,-0.449345633625326,-0.26379595224562336,-0.36478525428673386,-0.449345633625326
pair_IWM_SPY__r5__zw126__z1__corr0.7__stop4,pair_IWM_SPY,5,126,1.0,0.7,0.04,-0.12250937638231044,0.19145115156780002,44,34,10,8,-0.004169673408206399,497,6,0.09905654397687354,-0.13074472825969352,-0.009436376044940072,0.017671727922323167,-0.13074472825969352,-0.9177093763823105,0.9254085467626652,12,66,10,1,-0.1289696734082064,497,6,0.15863246617502771,-0.4427447282596936,-0.25263637604494005,-0.22232827207767683,-0.4427447282596936
pair_XLY_XLP__r5__zw126__z1__corr0.7__stop4,pair_XLY_XLP,5,126,1.0,0.7,0.04,-0.05746541920516691,0.12325080712711234,5,7,76,0,0.0,68,6,0.4718881009152642,-0.031554353036286224,-0.02591106616888068,0.0,-0.031554353036286224,-0.16626541920516694,0.16626541920516702,2,10,76,0,0.0,68,6,0.5636779176115269,-0.13395435303628625,-0.03231106616888068,0.0,-0.13395435303628625
pair_XLE_USO__r5__zw126__z1__corr0.7__stop4,pair_XLE_USO,5,126,1.0,0.7,0.04,0.12994924804902658,0.05721098990845101,14,9,65,3,-0.0017312017644908785,127,7,0.34755940474594393,0.11297469824159515,0.018705751571922315,-0.0017312017644908828,-0.0017312017644908828,-0.07325075195097343,0.175783387725175,9,14,65,1,-0.049731201764490876,127,7,0.3991979160100175,0.0713746982415951,-0.09489424842807768,-0.049731201764490876,-0.09489424842807768
pair_TLT_SHY__r5__zw126__z1__corr0.7__stop4,pair_TLT_SHY,5,126,1.0,0.7,0.04,-0.04069511218829165,0.07057966088562334,7,11,70,0,0.0,108,1,0.5132181968541968,-0.02214168313455926,0.0,-0.01855342905373238,-0.02214168313455926,-0.21349511218829165,0.21349511218829176,0,18,70,0,0.0,108,1,0.6863099289918346,-0.1277416831345593,0.0,-0.08575342905373237,-0.1277416831345593
equal_active_pairs__r5__zw126__z1__corr0.7__stop4,equal_active_pairs,5,126,1.0,0.7,0.04,-0.31473356553611953,0.3172086287767995,31,51,6,6,-0.03351426544136013,1856,40,0.058388217117530124,-0.12935170421923053,-0.07331696889863498,-0.112064892418254,-0.12935170421923053,-2.18833356553612,2.1883335655360963,2,80,6,0,-0.2991142654413601,1856,40,0.10049598091349611,-0.8093517042192306,-0.6125169688986352,-0.766464892418254,-0.8093517042192306
largest_dislocation_pair__r5__zw126__z1__corr0.7__stop4,largest_dislocation_pair,5,126,1.0,0.7,0.04,-0.2630133346235545,0.27043491999039887,31,51,6,7,-0.01325615381244034,1171,11,0.08746557751209473,-0.08691442328905082,-0.10336771005271164,-0.07273120128179206,-0.10336771005271164,-2.136613334623555,2.136613334623528,3,79,6,0,-0.27885615381244033,1171,11,0.14075647268726243,-0.7669144232890509,-0.6425677100527117,-0.7271312012817921,-0.7669144232890509
pair_QQQ_SPY__r5__zw126__z1.5__corr0.5__stop2,pair_QQQ_SPY,5,126,1.5,0.5,0.02,-0.09517628897306131,0.12320880328602926,27,36,25,3,-0.016104141558774196,244,26,0.21876081102620942,0.005507084949299563,-0.04458867376605233,-0.05609470015630853,-0.05609470015630853,-0.48557628897306127,0.4855762889730617,6,57,25,0,-0.07210414155877419,244,26,0.37846572504190523,-0.12569291505070046,-0.15978867376605232,-0.20009470015630854,-0.20009470015630854
pair_SMH_XLK__r5__zw126__z1.5__corr0.5__stop2,pair_SMH_XLK,5,126,1.5,0.5,0.02,0.028600477252135662,0.049246476138172554,37,27,24,5,-0.0020398868137146394,245,42,0.20320620612146553,-0.017091737136481155,0.03606103174082121,0.009631182647795583,-0.017091737136481155,-0.36339952274786436,0.3725435814938516,16,48,24,2,-0.06283988681371463,245,42,0.2737307980086814,-0.1370917371364812,-0.08393896825917878,-0.1423688173522044,-0.1423688173522044
pair_IWM_SPY__r5__zw126__z1.5__corr0.5__stop2,pair_IWM_SPY,5,126,1.5,0.5,0.02,-0.14990882082996754,0.16316605184428257,32,23,33,5,-0.014593544246780575,229,26,0.16197175398945307,-0.09552240521372367,-0.03999709510908744,-0.014389320507156435,-0.09552240521372367,-0.5163088208299675,0.5163088208299677,13,42,33,1,-0.07699354424678058,229,26,0.24117940211916164,-0.24272240521372374,-0.14239709510908743,-0.13118932050715643,-0.24272240521372374
pair_XLY_XLP__r5__zw126__z1.5__corr0.5__stop2,pair_XLY_XLP,5,126,1.5,0.5,0.02,-0.003152277498285609,0.03956392429873452,9,10,69,0,0.0,87,14,0.37489014190856007,0.023779734121546367,-0.026932011619831962,0.0,-0.026932011619831962,-0.1423522774982856,0.14235227749828572,5,14,69,0,0.0,87,14,0.4548777185283585,-0.08502026587845364,-0.057332011619831966,0.0,-0.08502026587845364
pair_XLE_USO__r5__zw126__z1.5__corr0.5__stop2,pair_XLE_USO,5,126,1.5,0.5,0.02,0.05835716986903261,0.18385241450896628,36,23,29,5,-0.02124261810143631,237,39,0.1984930312494898,0.04833417814061879,0.06174066242526608,-0.05171767069685228,-0.05171767069685228,-0.3208428301309675,0.4144552909924228,23,36,29,3,-0.0820426181014363,237,39,0.23166739818880142,-0.09086582185938127,-0.027859337574733908,-0.20211767069685227,-0.20211767069685227
pair_TLT_SHY__r5__zw126__z1.5__corr0.5__stop2,pair_TLT_SHY,5,126,1.5,0.5,0.02,-0.048578904289043726,0.09415495841397614,23,25,40,3,-0.007358164109661419,193,2,0.271678778037771,-0.008971593798094833,-0.04540170272232695,0.005794392231378051,-0.04540170272232695,-0.35737890428904373,0.35737890428904406,9,39,40,0,-0.03455816410966142,193,2,0.38132658293741584,-0.09697159379809484,-0.17500170272232696,-0.08540560776862195,-0.17500170272232696
