index,net_pnl
TSLA,0.4197129253302461
ZM,0.2738606357690927
MRNA,0.2254481772703775
MU,0.18893772632485106
PDD,0.16819838718318378
INTC,0.1629344167352437
MELI,0.1604176938108571
WDC,0.14520202777074434
BKNG,0.1435852922105591
LULU,0.10071535747977152
META,0.09930211522906522
BIDU,0.08710664023006753
STX,0.08334511846646153
MRVL,0.07940333431362284
TMUS,0.07838840806144372
NVDA,0.07570602246367551
SHOP,0.06178746324868268
GOOG,0.05814209133708455
AVGO,0.04991273065116487
NFLX,0.04940274469206858
PANW,0.048270158756567184
ILMN,0.04290068270785076
DOCU,0.0425918956134239
JD,0.041565618713245996
GOOGL,0.03972222229070012
CSCO,0.03572176904687573
CEG,0.032586732480964754
GILD,0.031513409840160204
REGN,0.03009598643756015
QCOM,0.029684056327125716
SBUX,0.02838063834788788
NXPI,0.026649764069191437
SNDK,0.02473578221969777
ADBE,0.02324344584876514
PYPL,0.02308797498799003
MDLZ,0.022385981633071914
PEP,0.02129265021133753
AAPL,0.020840850542309424
EBAY,0.0205264808948489
DXCM,0.01989816671852271
DASH,0.019033698025911865
INTU,0.016979799685348112
ISRG,0.015226627264608897
WMT,0.010445432296449808
HON,0.008791750245433938
SPLK,0.007787541356275374
MSFT,0.006045837251626013
MCHP,0.004073615940170275
ATVI,0.002003591305008771
LIN,0.0018959426388280034
WBD,0.0008148188527116124
MAR,0.0
MNST,0.0
CELG,0.0
CCEP,0.0
CDNS,0.0
ANSS,0.0
BKR,0.0
BIIB,0.0
BMRN,0.0
AXON,0.0
ALGN,0.0
ALNY,0.0
AEP,0.0
CHKP,0.0
AAL,0.0
QQQ,0.0
CERN,0.0
CDW,0.0
WYNN,0.0
XEL,0.0
VSNT,0.0
TTWO,0.0
WBA,0.0
ULTA,0.0
SIRI,0.0
SGEN,0.0
PAYX,0.0
TCOM,0.0
INSM,0.0
INCY,0.0
EXPE,0.0
EXC,0.0
FTNT,0.0
FOXA,0.0
HAS,0.0
LBTYA,0.0
KHC,0.0
KDP,0.0
JBHT,0.0
HSIC,0.0
GFS,0.0
FI,0.0
EA,0.0
CTXS,0.0
ENPH,0.0
FANG,0.0
CTSH,0.0
CPRT,0.0
CSGP,0.0
CTAS,0.0
XLNX,0.0
WTW,0.0
VRSN,0.0
VRSK,0.0
UAL,0.0
SOLS,0.0
SWKS,0.0
SNPS,0.0
TRI,0.0
TTD,0.0
PCAR,0.0
RIVN,0.0
ODFL,0.0
NLOK,0.0
LBTYK,0.0
MPWR,0.0
IDXX,0.0
FER,0.0
FAST,0.0
FOX,0.0
GEHC,0.0
NTES,0.0
ORLY,0.0
NTAP,0.0
ROST,0.0
ROP,0.0
MYL,0.0
MXIM,0.0
ALXN,-0.0011187735835608051
ASML,-0.00300955291601475
MTCH,-0.003122654392185672
AZN,-0.003572127807874074
ADSK,-0.0038870296210986523
OKTA,-0.005791814998418868
CHTR,-0.009530510912090928
AMGN,-0.009896345625034412
ADP,-0.010059802907483777
DLTR,-0.010163316506875013
PLTR,-0.010907415025401811
ON,-0.01114779389299008
PTON,-0.012545723437354807
MDB,-0.014016638363024003
COST,-0.01420809371173061
CSX,-0.02139704802516522
LRCX,-0.024821487315658232
TEAM,-0.02760616868208126
AMD,-0.02780879821688492
ZS,-0.028677400100453405
VRTX,-0.02921794944740255
SMCI,-0.030047541787589924
CMCSA,-0.03014464700262115
AMZN,-0.036121979989894255
KLAC,-0.03645864228552698
CRWD,-0.04015482354951296
ARM,-0.04112050904994809
TXN,-0.043919109318595016
ADI,-0.05206570944116813
WDAY,-0.053604156719212245
APP,-0.0598879106785061
ABNB,-0.061875483970582845
MSTR,-0.06572764118761978
DDOG,-0.07081956444374263
AMAT,-0.08112326497191734
LCID,-0.11765091343033776
