index,net_pnl
TSLA,0.4335846667606194
NVDA,0.37544038652754436
MRNA,0.32813787277004475
PDD,0.2529262546916162
INTC,0.23999908430602976
MRVL,0.1493022248679844
MU,0.14280216124275952
ZM,0.13972161184581292
MSTR,0.13851242599983968
APP,0.13592695774054486
AMD,0.13560062771198897
MELI,0.10831103817198912
CRWD,0.10645643085265788
PLTR,0.10376201286031607
ASML,0.09767103900667323
BIDU,0.0847939767057883
DOCU,0.08087743084745852
PYPL,0.06541970142974894
STX,0.05702795863653034
AMAT,0.051907009593533976
LCID,0.04997960523064727
EBAY,0.04598148392773853
REGN,0.04468492286233829
GOOGL,0.043657488203467015
SBUX,0.04323320112442908
INTU,0.04277258583364853
AAPL,0.04144267134302068
ADBE,0.03784443573219921
WBD,0.03158935778650166
ADSK,0.03144040151279361
DASH,0.02812503389463894
CEG,0.02750056492783806
TMUS,0.027292782275070242
JD,0.027029641178094133
GOOG,0.025995379724297475
GILD,0.02494684369706345
PEP,0.024116419068233624
WDC,0.02338012390489963
MDLZ,0.02165272276691755
AMZN,0.01988359128761956
MSFT,0.019724151852942493
PANW,0.01957442291394535
DDOG,0.019456955316438894
ADP,0.016851497295016664
MDB,0.016644769503440356
XLNX,0.013586586247419192
OKTA,0.01329985674245488
ATVI,0.012899046837893599
SPLK,0.010288137825777097
CHTR,0.005019528320601808
COST,0.004719520280850894
HON,0.002315116763859998
TEAM,0.001975767017463849
WDAY,0.0019325166516302836
LIN,0.0017784001635079653
ALXN,0.0
ANSS,0.0
AEP,0.0
QQQ,0.0
AAL,0.0
CDW,0.0
ALNY,0.0
ALGN,0.0
CDNS,0.0
BMRN,0.0
AXON,0.0
CERN,0.0
CELG,0.0
CHKP,0.0
XEL,0.0
VSNT,0.0
VRSN,0.0
UAL,0.0
TRI,0.0
WBA,0.0
ULTA,0.0
CCEP,0.0
BIIB,0.0
BKR,0.0
FTNT,0.0
EXC,0.0
EXPE,0.0
JBHT,0.0
GFS,0.0
FOXA,0.0
LBTYK,0.0
MNST,0.0
MPWR,0.0
KHC,0.0
KDP,0.0
FER,0.0
FAST,0.0
FOX,0.0
FI,0.0
CTXS,0.0
ENPH,0.0
FANG,0.0
CTSH,0.0
CTAS,0.0
CPRT,0.0
CSGP,0.0
WYNN,0.0
WTW,0.0
VRSK,0.0
SOLS,0.0
SNDK,0.0
SWKS,0.0
ODFL,0.0
SIRI,0.0
PCAR,0.0
PAYX,0.0
TCOM,0.0
TTWO,0.0
TTD,0.0
INSM,0.0
LBTYA,0.0
MAR,0.0
HAS,0.0
HSIC,0.0
INCY,0.0
IDXX,0.0
GEHC,0.0
NLOK,0.0
MTCH,0.0
RIVN,0.0
ROST,0.0
SGEN,0.0
ROP,0.0
NTAP,0.0
ORLY,0.0
MYL,0.0
MXIM,0.0
TXN,-0.0003646577039806576
ADI,-0.000577087762318212
ISRG,-0.0011907273159454462
ON,-0.0013085237058885492
CMCSA,-0.0015241409854000634
WMT,-0.004491990869373345
DXCM,-0.004631101284061033
VRTX,-0.0050464627409145925
SNPS,-0.00519339665525752
SMCI,-0.006347124728398061
ARM,-0.009507145632430564
AZN,-0.009659883606744704
DLTR,-0.010163316506875013
MCHP,-0.01115934696260859
EA,-0.01152544113607417
CSX,-0.0133516550130271
ABNB,-0.014505448119292347
CSCO,-0.015627766233902576
NTES,-0.017029432556904936
PTON,-0.022879402189743395
QCOM,-0.031115128344191594
NFLX,-0.04069654914236435
ZS,-0.041472494881491635
AMGN,-0.04347000425456622
BKNG,-0.05174286615920083
LRCX,-0.05479012781433673
NXPI,-0.05689011803606497
LULU,-0.06390377126475291
SHOP,-0.06788848209937168
KLAC,-0.07782314666556402
META,-0.08850083184508072
AVGO,-0.10317955046881212
ILMN,-0.14586852245332713
