variant,extra_bps,month,net_pnl
f1_s0,0.0,2019-06,0.0
f1_s0,0.0,2019-07,0.0
f1_s0,0.0,2019-08,0.0
f1_s0,0.0,2019-09,0.0
f1_s0,0.0,2019-10,0.0
f1_s0,0.0,2019-11,0.0
f1_s0,0.0,2019-12,0.0
f1_s0,0.0,2020-01,0.0
f1_s0,0.0,2020-02,0.0
f1_s0,0.0,2020-03,0.0
f1_s0,0.0,2020-04,0.12494718765629978
f1_s0,0.0,2020-05,0.1247841568257531
f1_s0,0.0,2020-06,0.11148167816523105
f1_s0,0.0,2020-07,0.18506446625729098
f1_s0,0.0,2020-08,0.09681330641767799
f1_s0,0.0,2020-09,0.037702623043218336
f1_s0,0.0,2020-10,-0.11743091507184888
f1_s0,0.0,2020-11,0.24957719874632128
f1_s0,0.0,2020-12,0.10794066195733434
f1_s0,0.0,2021-01,0.03001290161981717
f1_s0,0.0,2021-02,0.02889408841800485
f1_s0,0.0,2021-03,-0.020262042593512622
f1_s0,0.0,2021-04,0.09614734150329539
f1_s0,0.0,2021-05,-0.00884852232499175
f1_s0,0.0,2021-06,0.1602688699869034
f1_s0,0.0,2021-07,0.04630388602882318
f1_s0,0.0,2021-08,-0.0034827119001468914
f1_s0,0.0,2021-09,-0.1213887400614441
f1_s0,0.0,2021-10,0.05911732095651759
f1_s0,0.0,2021-11,0.07033787918943221
f1_s0,0.0,2021-12,-0.20646066591198192
f1_s0,0.0,2022-01,-0.21295690963075226
f1_s0,0.0,2022-02,0.02755602685644381
f1_s0,0.0,2022-03,0.0203038044518535
f1_s0,0.0,2022-04,-0.1532215150015973
f1_s0,0.0,2022-05,-0.07723862473846145
f1_s0,0.0,2022-06,-0.02817142473370264
f1_s0,0.0,2022-07,0.02708815353986108
f1_s0,0.0,2022-08,-0.019166876865120128
f1_s0,0.0,2022-09,-0.07974245179603719
f1_s0,0.0,2022-10,0.17798159330811833
f1_s0,0.0,2022-11,0.07249373832639155
f1_s0,0.0,2022-12,-0.04024582769247713
f1_s0,0.0,2023-01,0.05116365429342595
f1_s0,0.0,2023-02,-0.0066654171948332995
f1_s0,0.0,2023-03,0.019593490474387965
f1_s0,0.0,2023-04,-0.030325099153273593
f1_s0,0.0,2023-05,-0.034306843199718766
f1_s0,0.0,2023-06,0.0052446353521898425
f1_s0,0.0,2023-07,0.07793121236534926
f1_s0,0.0,2023-08,0.05361123365277282
f1_s0,0.0,2023-09,-0.06704131827626565
f1_s0,0.0,2023-10,0.03100314866884505
f1_s0,0.0,2023-11,0.18675342695701236
f1_s0,0.0,2023-12,0.049439158554383744
f1_s0,0.0,2024-01,0.08740844622048848
f1_s0,0.0,2024-02,0.0662784030091312
f1_s0,0.0,2024-03,-0.06627599069641314
f1_s0,0.0,2024-04,-0.08035451950065313
f1_s0,0.0,2024-05,0.08891472799823197
f1_s0,0.0,2024-06,0.0345706321220686
f1_s0,0.0,2024-07,-0.06616555068941565
f1_s0,0.0,2024-08,-0.14702661186769964
f1_s0,0.0,2024-09,0.024011278992617027
f1_s0,0.0,2024-10,-0.06592147168919824
f1_s0,0.0,2024-11,0.07827480072141164
f1_s0,0.0,2024-12,0.18649596580864278
f1_s0,0.0,2025-01,-0.052946906682894486
f1_s0,0.0,2025-02,-0.04549456546613998
f1_s0,0.0,2025-03,-0.13578844309340493
f1_s0,0.0,2025-04,0.13739371292307295
f1_s0,0.0,2025-05,0.10446833418728436
f1_s0,0.0,2025-06,0.04433687279411901
f1_s0,0.0,2025-07,-0.08104977682403255
f1_s0,0.0,2025-08,0.04590466869144989
f1_s0,0.0,2025-09,0.23877442923662576
f1_s0,0.0,2025-10,0.021358159383308314
f1_s0,0.0,2025-11,-0.10188729978212142
f1_s0,0.0,2025-12,0.07609275545790946
f1_s0,0.0,2026-01,0.11357033793302698
f1_s0,0.0,2026-02,0.007971860357279556
f1_s0,0.0,2026-03,0.012975433519746477
f1_s0,0.0,2026-04,0.33024742976135374
f1_s0,1.0,2019-06,0.0
f1_s0,1.0,2019-07,0.0
f1_s0,1.0,2019-08,0.0
f1_s0,1.0,2019-09,0.0
f1_s0,1.0,2019-10,0.0
f1_s0,1.0,2019-11,0.0
f1_s0,1.0,2019-12,0.0
f1_s0,1.0,2020-01,0.0
f1_s0,1.0,2020-02,0.0
f1_s0,1.0,2020-03,0.0
f1_s0,1.0,2020-04,0.1246471876562998
f1_s0,1.0,2020-05,0.12405082349241976
f1_s0,1.0,2020-06,0.1106150114985644
f1_s0,1.0,2020-07,0.184464466257291
f1_s0,1.0,2020-08,0.09607997308434467
f1_s0,1.0,2020-09,0.03710262304321834
f1_s0,1.0,2020-10,-0.1181642484051822
f1_s0,1.0,2020-11,0.24884386541298795
f1_s0,1.0,2020-12,0.10720732862400102
f1_s0,1.0,2021-01,0.029212901619817183
f1_s0,1.0,2021-02,0.028160755084671522
f1_s0,1.0,2021-03,-0.021195375926845957
f1_s0,1.0,2021-04,0.09561400816996206
f1_s0,1.0,2021-05,-0.009515188991658406
f1_s0,1.0,2021-06,0.1596688699869034
f1_s0,1.0,2021-07,0.04557055269548985
f1_s0,1.0,2021-08,-0.004416045233480219
f1_s0,1.0,2021-09,-0.12218874006144409
f1_s0,1.0,2021-10,0.05838398762318426
f1_s0,1.0,2021-11,0.06947121252276556
f1_s0,1.0,2021-12,-0.20719399924531529
f1_s0,1.0,2022-01,-0.21395690963075226
f1_s0,1.0,2022-02,0.02702269352311048
f1_s0,1.0,2022-03,0.019637137785186835
f1_s0,1.0,2022-04,-0.1538215150015973
f1_s0,1.0,2022-05,-0.07803862473846145
f1_s0,1.0,2022-06,-0.028904758067035973
f1_s0,1.0,2022-07,0.026821486873194415
f1_s0,1.0,2022-08,-0.019700210198453465
f1_s0,1.0,2022-09,-0.08020911846270386
f1_s0,1.0,2022-10,0.17738159330811834
f1_s0,1.0,2022-11,0.07189373832639157
f1_s0,1.0,2022-12,-0.04084582769247712
f1_s0,1.0,2023-01,0.05016365429342595
f1_s0,1.0,2023-02,-0.007398750528166633
f1_s0,1.0,2023-03,0.018860157141054636
f1_s0,1.0,2023-04,-0.031125099153273588
f1_s0,1.0,2023-05,-0.03530684319971877
f1_s0,1.0,2023-06,0.004511302018856514
f1_s0,1.0,2023-07,0.07713121236534927
f1_s0,1.0,2023-08,0.05281123365277283
f1_s0,1.0,2023-09,-0.06777465160959899
f1_s0,1.0,2023-10,0.030269815335511714
f1_s0,1.0,2023-11,0.18602009362367902
f1_s0,1.0,2023-12,0.048705825221050415
f1_s0,1.0,2024-01,0.08640844622048846
f1_s0,1.0,2024-02,0.06567840300913119
f1_s0,1.0,2024-03,-0.06707599069641315
f1_s0,1.0,2024-04,-0.08128785283398646
f1_s0,1.0,2024-05,0.08811472799823197
f1_s0,1.0,2024-06,0.03377063212206861
f1_s0,1.0,2024-07,-0.06689888402274898
f1_s0,1.0,2024-08,-0.14782661186769963
f1_s0,1.0,2024-09,0.023211278992617025
f1_s0,1.0,2024-10,-0.06665480502253156
f1_s0,1.0,2024-11,0.07767480072141165
f1_s0,1.0,2024-12,0.18589596580864276
f1_s0,1.0,2025-01,-0.053746906682894474
f1_s0,1.0,2025-02,-0.04622789879947331
f1_s0,1.0,2025-03,-0.13652177642673824
f1_s0,1.0,2025-04,0.13686037958973965
f1_s0,1.0,2025-05,0.10406833418728437
f1_s0,1.0,2025-06,0.04353687279411902
f1_s0,1.0,2025-07,-0.0817164434906992
f1_s0,1.0,2025-08,0.04517133535811656
f1_s0,1.0,2025-09,0.23797442923662576
f1_s0,1.0,2025-10,0.020691492716641648
f1_s0,1.0,2025-11,-0.10262063311545476
f1_s0,1.0,2025-12,0.07529275545790946
f1_s0,1.0,2026-01,0.11290367126636032
f1_s0,1.0,2026-02,0.007305193690612893
f1_s0,1.0,2026-03,0.012042100186413149
f1_s0,1.0,2026-04,0.3295807630946871
f1_s0,2.0,2019-06,0.0
f1_s0,2.0,2019-07,0.0
f1_s0,2.0,2019-08,0.0
f1_s0,2.0,2019-09,0.0
f1_s0,2.0,2019-10,0.0
f1_s0,2.0,2019-11,0.0
f1_s0,2.0,2019-12,0.0
f1_s0,2.0,2020-01,0.0
f1_s0,2.0,2020-02,0.0
f1_s0,2.0,2020-03,0.0
f1_s0,2.0,2020-04,0.12434718765629979
f1_s0,2.0,2020-05,0.12331749015908644
f1_s0,2.0,2020-06,0.10974834483189773
f1_s0,2.0,2020-07,0.18386446625729097
f1_s0,2.0,2020-08,0.09534663975101133
f1_s0,2.0,2020-09,0.03650262304321833
f1_s0,2.0,2020-10,-0.11889758173851554
f1_s0,2.0,2020-11,0.24811053207965464
f1_s0,2.0,2020-12,0.10647399529066769
f1_s0,2.0,2021-01,0.028412901619817174
f1_s0,2.0,2021-02,0.027427421751338187
f1_s0,2.0,2021-03,-0.022128709260179263
f1_s0,2.0,2021-04,0.09508067483662873
f1_s0,2.0,2021-05,-0.010181855658325075
f1_s0,2.0,2021-06,0.1590688699869034
f1_s0,2.0,2021-07,0.04483721936215651
f1_s0,2.0,2021-08,-0.00534937856681355
f1_s0,2.0,2021-09,-0.12298874006144409
f1_s0,2.0,2021-10,0.05765065428985093
f1_s0,2.0,2021-11,0.06860454585609888
f1_s0,2.0,2021-12,-0.2079273325786486
f1_s0,2.0,2022-01,-0.21495690963075226
f1_s0,2.0,2022-02,0.02648936018977715
f1_s0,2.0,2022-03,0.01897047111852017
f1_s0,2.0,2022-04,-0.1544215150015973
f1_s0,2.0,2022-05,-0.07883862473846144
f1_s0,2.0,2022-06,-0.029638091400369302
f1_s0,2.0,2022-07,0.02655482020652775
f1_s0,2.0,2022-08,-0.0202335435317868
f1_s0,2.0,2022-09,-0.08067578512937053
f1_s0,2.0,2022-10,0.17678159330811835
f1_s0,2.0,2022-11,0.07129373832639158
f1_s0,2.0,2022-12,-0.04144582769247712
f1_s0,2.0,2023-01,0.04916365429342596
f1_s0,2.0,2023-02,-0.00813208386149997
f1_s0,2.0,2023-03,0.018126823807721303
f1_s0,2.0,2023-04,-0.03192509915327359
f1_s0,2.0,2023-05,-0.03630684319971877
f1_s0,2.0,2023-06,0.003777968685523183
f1_s0,2.0,2023-07,0.07633121236534927
f1_s0,2.0,2023-08,0.05201123365277283
f1_s0,2.0,2023-09,-0.06850798494293232
f1_s0,2.0,2023-10,0.029536482002178382
f1_s0,2.0,2023-11,0.1852867602903457
f1_s0,2.0,2023-12,0.04797249188771708
f1_s0,2.0,2024-01,0.08540844622048847
f1_s0,2.0,2024-02,0.0650784030091312
f1_s0,2.0,2024-03,-0.06787599069641315
f1_s0,2.0,2024-04,-0.08222118616731978
f1_s0,2.0,2024-05,0.08731472799823196
f1_s0,2.0,2024-06,0.032970632122068605
f1_s0,2.0,2024-07,-0.0676322173560823
f1_s0,2.0,2024-08,-0.14862661186769963
f1_s0,2.0,2024-09,0.02241127899261703
f1_s0,2.0,2024-10,-0.0673881383558649
f1_s0,2.0,2024-11,0.07707480072141165
f1_s0,2.0,2024-12,0.18529596580864277
f1_s0,2.0,2025-01,-0.054546906682894476
f1_s0,2.0,2025-02,-0.046961232132806646
f1_s0,2.0,2025-03,-0.13725510976007158
f1_s0,2.0,2025-04,0.1363270462564063
f1_s0,2.0,2025-05,0.10366833418728436
f1_s0,2.0,2025-06,0.042736872794119016
f1_s0,2.0,2025-07,-0.08238311015736588
f1_s0,2.0,2025-08,0.04443800202478322
f1_s0,2.0,2025-09,0.23717442923662577
f1_s0,2.0,2025-10,0.02002482604997498
f1_s0,2.0,2025-11,-0.10335396644878808
f1_s0,2.0,2025-12,0.07449275545790945
f1_s0,2.0,2026-01,0.11223700459969364
f1_s0,2.0,2026-02,0.00663852702394623
f1_s0,2.0,2026-03,0.011108766853079814
f1_s0,2.0,2026-04,0.3289140964280204
f1_s0,5.0,2019-06,0.0
f1_s0,5.0,2019-07,0.0
f1_s0,5.0,2019-08,0.0
f1_s0,5.0,2019-09,0.0
f1_s0,5.0,2019-10,0.0
f1_s0,5.0,2019-11,0.0
f1_s0,5.0,2019-12,0.0
f1_s0,5.0,2020-01,0.0
f1_s0,5.0,2020-02,0.0
f1_s0,5.0,2020-03,0.0
f1_s0,5.0,2020-04,0.12344718765629978
f1_s0,5.0,2020-05,0.12111749015908643
f1_s0,5.0,2020-06,0.10714834483189772
f1_s0,5.0,2020-07,0.18206446625729097
f1_s0,5.0,2020-08,0.09314663975101133
f1_s0,5.0,2020-09,0.034702623043218334
f1_s0,5.0,2020-10,-0.12109758173851555
f1_s0,5.0,2020-11,0.24591053207965463
f1_s0,5.0,2020-12,0.10427399529066768
f1_s0,5.0,2021-01,0.026012901619817168
f1_s0,5.0,2021-02,0.025227421751338186
f1_s0,5.0,2021-03,-0.024928709260179302
f1_s0,5.0,2021-04,0.09348067483662872
f1_s0,5.0,2021-05,-0.012181855658325094
f1_s0,5.0,2021-06,0.1572688699869034
f1_s0,5.0,2021-07,0.04263721936215651
f1_s0,5.0,2021-08,-0.008149378566813553
f1_s0,5.0,2021-09,-0.1253887400614441
f1_s0,5.0,2021-10,0.05545065428985092
f1_s0,5.0,2021-11,0.06600454585609888
f1_s0,5.0,2021-12,-0.2101273325786486
f1_s0,5.0,2022-01,-0.21795690963075226
f1_s0,5.0,2022-02,0.024889360189777145
f1_s0,5.0,2022-03,0.016970471118520167
f1_s0,5.0,2022-04,-0.1562215150015973
f1_s0,5.0,2022-05,-0.08123862473846144
f1_s0,5.0,2022-06,-0.031838091400369306
f1_s0,5.0,2022-07,0.025754820206527747
f1_s0,5.0,2022-08,-0.021833543531786796
f1_s0,5.0,2022-09,-0.08207578512937053
f1_s0,5.0,2022-10,0.17498159330811835
f1_s0,5.0,2022-11,0.06949373832639158
f1_s0,5.0,2022-12,-0.04324582769247713
f1_s0,5.0,2023-01,0.04616365429342595
