index,net_pnl
TSLA,0.6217513480722106
INTC,0.24069814413085275
MRVL,0.21362813567611932
PDD,0.2123297155834946
NFLX,0.13733459145711618
WDC,0.12235445147147644
PLTR,0.12086972485878017
WBD,0.11898816983352288
MELI,0.1099316329026099
NVDA,0.09479824918854145
LRCX,0.0931322043904692
AMAT,0.08969061299755295
MU,0.08851253197848723
AMD,0.08849650782657423
MSTR,0.07255511956406514
BIDU,0.0716110065139823
META,0.07034765842033011
GILD,0.06326846904425466
DOCU,0.062424849833527134
SHOP,0.05520194190683394
BKNG,0.05408848538371862
PANW,0.05190663897519509
GOOG,0.04750223392276916
GOOGL,0.04634997500445919
CRWD,0.044620755884696814
ZM,0.044560141665508174
REGN,0.04294723934914821
ASML,0.041013796914230904
ISRG,0.03617647751892865
DASH,0.0273901299738031
VRTX,0.025901146626166622
SNDK,0.02473578221969777
MSFT,0.02457831332551297
ADBE,0.024053053535775883
WDAY,0.020172501563206324
OKTA,0.019769911363498763
CSX,0.01645465621785836
ADSK,0.01515457907978918
STX,0.015058013171720919
AMGN,0.013230526265014598
JD,0.012368100864192995
QCOM,0.011857857114934865
AZN,0.009774772089751794
CSCO,0.009543056330067672
COST,0.009439679118774457
ALXN,0.008971833147978803
SBUX,0.0062330017274128385
PYPL,0.0038444072615939347
INTU,0.0014642328756062177
ENPH,0.0014358204798934938
BIIB,0.0012762173796115367
TXN,0.0
TTWO,0.0
AEP,0.0
ALNY,0.0
ANSS,0.0
ALGN,0.0
BKR,0.0
AXON,0.0
CDNS,0.0
CHKP,0.0
QQQ,0.0
AAL,0.0
UAL,0.0
BMRN,0.0
CELG,0.0
CDW,0.0
CCEP,0.0
CERN,0.0
VSNT,0.0
WBA,0.0
WTW,0.0
WMT,0.0
TTD,0.0
RIVN,0.0
SIRI,0.0
SGEN,0.0
FANG,0.0
KDP,0.0
INCY,0.0
LBTYA,0.0
FOX,0.0
GFS,0.0
FTNT,0.0
FOXA,0.0
MPWR,0.0
MNST,0.0
MDB,0.0
FAST,0.0
FER,0.0
EXC,0.0
EXPE,0.0
DLTR,0.0
GEHC,0.0
FI,0.0
CTXS,0.0
CTSH,0.0
EA,0.0
CTAS,0.0
CSGP,0.0
CPRT,0.0
WYNN,0.0
XEL,0.0
XLNX,0.0
ULTA,0.0
VRSN,0.0
VRSK,0.0
TEAM,0.0
SOLS,0.0
TCOM,0.0
TRI,0.0
PCAR,0.0
SWKS,0.0
MAR,0.0
MCHP,0.0
LBTYK,0.0
JBHT,0.0
HSIC,0.0
IDXX,0.0
HAS,0.0
INSM,0.0
KHC,0.0
MYL,0.0
NTAP,0.0
PAYX,0.0
ROST,0.0
ROP,0.0
NLOK,0.0
ODFL,0.0
NTES,0.0
ORLY,0.0
MXIM,0.0
SNPS,-0.0022708425113289704
HON,-0.0028652082439390015
CHTR,-0.004203534262310823
ADP,-0.004792523910331572
MTCH,-0.005609756057468178
LULU,-0.006088596305806467
ADI,-0.006125279466830408
KLAC,-0.008146253824048866
NXPI,-0.00889119803990598
LIN,-0.010727949263595604
TMUS,-0.013582553301867903
PTON,-0.014417790162613884
AAPL,-0.015130292500442524
ZS,-0.015628475266760835
SPLK,-0.015765923475760828
CMCSA,-0.018208808848470183
EBAY,-0.019532219154718283
LCID,-0.021539834947005003
PEP,-0.024167882519210187
MDLZ,-0.024559442816003755
AMZN,-0.02580625133646154
DXCM,-0.031755599928801954
ATVI,-0.03181854839872483
ON,-0.03268088084794723
AVGO,-0.058660794575485765
ILMN,-0.05990831154777046
ABNB,-0.08807456609426698
CEG,-0.0888603685427164
SMCI,-0.09282564070343334
DDOG,-0.09356824180467432
MRNA,-0.10795060258269447
APP,-0.15627307831928547
ARM,-0.22066089799034824
