index,net_pnl
MRNA,0.3096934847448778
NVDA,0.2841555538444659
TSLA,0.22673516406882815
GOOG,0.11983625563058994
GILD,0.11842839088521498
MU,0.10026141279299824
PDD,0.09639845283429682
PANW,0.09002941269296406
BIDU,0.08740976365195278
MRVL,0.0871442104083833
INTC,0.08200921975103946
AMZN,0.08174851167271259
WDC,0.07565923616698557
MELI,0.07502158563645249
GOOGL,0.07410696376773934
AMD,0.07364972712206531
ZM,0.06506811644229003
ATVI,0.060649244772368965
TMUS,0.057591782022064414
JD,0.05742298226630687
CEG,0.05569606523881411
INTU,0.05195725841487499
PEP,0.05133133548344374
AMGN,0.048665056111441264
ADI,0.04722130244466582
CHTR,0.04289736986018983
ABNB,0.04120120040257263
ADBE,0.04098848090589192
ASML,0.03448882240083051
PLTR,0.03343518340037893
SPLK,0.032124865107994525
WBD,0.03054178910997957
SBUX,0.026373111962421893
VRTX,0.02282704361098776
MCHP,0.021847221927828037
CRWD,0.021449134307532015
STX,0.02067721515964177
ZS,0.017685366105181573
SNPS,0.01606072567996028
EBAY,0.013418135856458192
MSFT,0.012899498238063361
MDB,0.009299929951136201
MDLZ,0.008941452227395752
EA,0.008309539719306206
OKTA,0.006510992015955438
ORLY,0.005366202694897946
TEAM,0.004896614573463232
HON,0.00454650312923706
ON,0.0036917685559756616
AAPL,0.0036121481442047284
ADP,0.002089137130716398
XLNX,0.00034774796773938025
CHKP,0.0
AEP,0.0
ALNY,0.0
ANSS,0.0
AXON,0.0
ALXN,0.0
ALGN,0.0
QQQ,0.0
AAL,0.0
BIIB,0.0
BKR,0.0
CDNS,0.0
BMRN,0.0
CCEP,0.0
CERN,0.0
CELG,0.0
CDW,0.0
WTW,0.0
UAL,0.0
TTWO,0.0
TTD,0.0
TRI,0.0
SNDK,0.0
VRSK,0.0
MNST,0.0
MAR,0.0
GFS,0.0
MPWR,0.0
KHC,0.0
KDP,0.0
JBHT,0.0
INSM,0.0
LBTYK,0.0
LIN,0.0
GEHC,0.0
FAST,0.0
FOX,0.0
FOXA,0.0
FI,0.0
CTAS,0.0
CPRT,0.0
FANG,0.0
EXPE,0.0
EXC,0.0
FER,0.0
CTXS,0.0
DLTR,0.0
CTSH,0.0
CSGP,0.0
WYNN,0.0
WBA,0.0
VSNT,0.0
VRSN,0.0
LBTYA,0.0
FTNT,0.0
ROP,0.0
ULTA,0.0
XEL,0.0
RIVN,0.0
ROST,0.0
PAYX,0.0
TCOM,0.0
SWKS,0.0
SOLS,0.0
SMCI,0.0
HAS,0.0
HSIC,0.0
INCY,0.0
IDXX,0.0
MYL,0.0
NTES,0.0
NLOK,0.0
PCAR,0.0
SIRI,0.0
SGEN,0.0
ODFL,0.0
NTAP,0.0
MXIM,0.0
DASH,-0.0003526732260528812
LULU,-0.0016100690878079597
MTCH,-0.003122654392185672
WDAY,-0.0034152417629059657
META,-0.003983538000179693
WMT,-0.004491990869373345
AMAT,-0.004620646566847823
ADSK,-0.004887852732943142
REGN,-0.005099492480300064
ENPH,-0.005619802713275793
TXN,-0.007204530749607125
AZN,-0.008513750217861285
CMCSA,-0.009298277442456976
CSX,-0.011672386054735832
BKNG,-0.01509994273266513
NXPI,-0.016432531021705093
ILMN,-0.019017873026983226
PYPL,-0.019275465366680334
SHOP,-0.025199321294237607
NFLX,-0.026382509284178957
DOCU,-0.026528123966588626
CSCO,-0.02698084609833729
DDOG,-0.02856256920699823
DXCM,-0.031780952917341454
ISRG,-0.034363698772393106
MSTR,-0.03553067974555344
LRCX,-0.04193588252705358
LCID,-0.04513426541299106
QCOM,-0.04903280575501983
APP,-0.050057142497243017
KLAC,-0.059559723002655794
COST,-0.06949734701340385
AVGO,-0.07817973726681936
PTON,-0.08423376910611895
ARM,-0.11288398411167964
