index,net_pnl
TSLA,0.6213559004092425
NVDA,0.36236594998131477
INTC,0.2598110348092293
CRWD,0.1992191875883701
PDD,0.19399350070979185
MU,0.18680983115487168
MRVL,0.17994680015124415
ZM,0.1503157629089483
MRNA,0.1381146788415055
NFLX,0.13098958238833353
META,0.10823258257823666
GOOGL,0.09692959544258548
MELI,0.08520265501004964
DOCU,0.08202623068860415
GOOG,0.07759371105786977
WBD,0.07741893936091702
VRTX,0.07359812746109164
STX,0.07241904515365985
MSTR,0.0710180064365026
BIDU,0.06282041704543756
AMZN,0.053151057150753175
PYPL,0.047367108899595174
LRCX,0.04623152991312302
REGN,0.04049627544693278
ASML,0.03524228260494138
ADBE,0.03038773333382694
AMAT,0.030305542154312
SBUX,0.024622654241298243
WDC,0.023836403460303912
LIN,0.02105878791528644
WDAY,0.016240501409852656
ADSK,0.01515457907978918
CMCSA,0.011384614545801783
AZN,0.009774772089751794
BKNG,0.009467882606843166
CSX,0.00732006917332142
KLAC,0.007314305823578143
AMD,0.004755002969969948
PANW,0.004218463905073029
ADI,0.00170956825495285
ENPH,0.0014358204798934938
VSNT,0.0
WBA,0.0
WYNN,0.0
ULTA,0.0
UAL,0.0
TEAM,0.0
CCEP,0.0
TTWO,0.0
TTD,0.0
VRSK,0.0
VRSN,0.0
CERN,0.0
ADP,0.0
AEP,0.0
ALNY,0.0
AXON,0.0
BKR,0.0
ANSS,0.0
ALGN,0.0
CHKP,0.0
QQQ,0.0
AAL,0.0
CDNS,0.0
BMRN,0.0
CELG,0.0
CDW,0.0
BIIB,0.0
CTAS,0.0
MPWR,0.0
MDB,0.0
MCHP,0.0
MAR,0.0
MNST,0.0
KDP,0.0
LCID,0.0
LBTYK,0.0
LBTYA,0.0
KHC,0.0
IDXX,0.0
HAS,0.0
INSM,0.0
INCY,0.0
JBHT,0.0
HSIC,0.0
GEHC,0.0
FI,0.0
FOX,0.0
FOXA,0.0
GFS,0.0
FTNT,0.0
EXPE,0.0
FANG,0.0
EA,0.0
CTXS,0.0
FAST,0.0
FER,0.0
EXC,0.0
CSGP,0.0
CTSH,0.0
CPRT,0.0
XLNX,0.0
XEL,0.0
WTW,0.0
OKTA,0.0
RIVN,0.0
ROP,0.0
PCAR,0.0
PAYX,0.0
SOLS,0.0
NTAP,0.0
TRI,0.0
SMCI,0.0
SWKS,0.0
SPLK,0.0
TCOM,0.0
SNDK,0.0
ROST,0.0
SGEN,0.0
SIRI,0.0
NTES,0.0
ORLY,0.0
MYL,0.0
NLOK,0.0
MXIM,0.0
ODFL,0.0
JD,-0.00042468661790571186
SNPS,-0.0010833423616774859
ALXN,-0.0011187735835608051
MDLZ,-0.0016336150076076425
GILD,-0.0032188076102815173
DASH,-0.0051639951339477325
COST,-0.0057367800728999946
INTU,-0.006549779115340753
MSFT,-0.006588641379267466
AMGN,-0.0071134128271610865
ATVI,-0.007275382727490013
ISRG,-0.007673224079178358
ABNB,-0.008726825450016986
DLTR,-0.010163316506875013
CSCO,-0.011187226555218779
CEG,-0.01395531953234347
HON,-0.01461161305348988
DXCM,-0.015222685062287647
TXN,-0.015727791831595794
LULU,-0.016791402351429598
WMT,-0.016937836242760882
EBAY,-0.017060001019732055
SHOP,-0.017211412607463363
NXPI,-0.017775562608772652
CHTR,-0.018296498358249647
QCOM,-0.018306535347725715
ZS,-0.019719954554151885
PTON,-0.026830180266635365
PEP,-0.02709816565953175
ON,-0.03268088084794723
TMUS,-0.03623114040231366
MTCH,-0.038353112706157474
ILMN,-0.06271633072644099
ARM,-0.07641320292388849
AAPL,-0.0828307916358852
APP,-0.08585433974723576
PLTR,-0.08775368097846613
AVGO,-0.12088008757481558
DDOG,-0.139672015007907
