index,net_pnl
TSLA,0.3902384327543692
MRNA,0.2847731616273117
AMD,0.2353547511869272
ZM,0.21192507957633003
NVDA,0.17779622159794814
PDD,0.17175716508645908
META,0.146112764197878
INTC,0.1273729206705819
NFLX,0.11881105689290691
GOOG,0.11526418007118293
BIDU,0.10821565201205112
WDC,0.10028478094586861
ASML,0.08801490724546415
PLTR,0.07591339248489895
MRVL,0.07442274110281014
GOOGL,0.07435274005928275
SBUX,0.05305388168243329
PANW,0.04635741192279877
VRTX,0.043963485706590685
GILD,0.04027761256886547
ADBE,0.039564308527366275
AAPL,0.035970847874395036
CEG,0.03523176706236004
CSCO,0.034436005503878805
ADSK,0.032340214254498456
MU,0.03192539735368405
MELI,0.03131373775627802
STX,0.029826068689527706
AVGO,0.02978173969705851
PEP,0.028680311591263004
REGN,0.02853491867228696
EA,0.02853293075030937
DOCU,0.024596966061223125
CHTR,0.021074019602830486
WBD,0.0200943435806505
SHOP,0.01799941373046872
ISRG,0.01761841532723883
MSFT,0.013379449374753348
XLNX,0.013238838279679815
DASH,0.012564533004875944
JD,0.010064876787401289
ATVI,0.009523026413780321
ON,0.00931698256626377
ADP,0.007999869000113092
OKTA,0.007641375077369344
AMGN,0.007341961913315394
TXN,0.006930445636192245
AZN,0.006810699987301987
ARM,0.004396257388383927
CMCSA,0.004383700685250811
MDLZ,0.003873351484570351
PYPL,0.0033962473108309368
LIN,0.0017784001635079653
AEP,0.0
ALNY,0.0
ANSS,0.0
ALGN,0.0
AAL,0.0
QQQ,0.0
CDW,0.0
CHKP,0.0
AXON,0.0
BIIB,0.0
BKR,0.0
ALXN,0.0
CCEP,0.0
CDNS,0.0
BMRN,0.0
CERN,0.0
XEL,0.0
WBA,0.0
TTD,0.0
UAL,0.0
RIVN,0.0
PCAR,0.0
CELG,0.0
MPWR,0.0
FANG,0.0
FAST,0.0
LBTYA,0.0
LBTYK,0.0
KDP,0.0
JBHT,0.0
KHC,0.0
HSIC,0.0
MNST,0.0
MAR,0.0
GEHC,0.0
FTNT,0.0
FOXA,0.0
GFS,0.0
FI,0.0
FOX,0.0
CTXS,0.0
CTSH,0.0
EXC,0.0
FER,0.0
EXPE,0.0
CTAS,0.0
CSGP,0.0
CPRT,0.0
TEAM,0.0
WTW,0.0
VSNT,0.0
ULTA,0.0
VRSK,0.0
VRSN,0.0
SIRI,0.0
SGEN,0.0
TTWO,0.0
TCOM,0.0
TRI,0.0
SNDK,0.0
SWKS,0.0
SPLK,0.0
SOLS,0.0
SNPS,0.0
WYNN,0.0
IDXX,0.0
INCY,0.0
INSM,0.0
HAS,0.0
MYL,0.0
NTAP,0.0
PAYX,0.0
ROST,0.0
ROP,0.0
ODFL,0.0
ORLY,0.0
NLOK,0.0
NTES,0.0
MXIM,0.0
MTCH,0.0
COST,-0.0017516456006135659
INTU,-0.004046690944294572
LRCX,-0.00503467903945502
CSX,-0.005468360658367835
KLAC,-0.0057552578442867965
WDAY,-0.008073713438410707
DLTR,-0.010163316506875013
NXPI,-0.015660371434552785
ENPH,-0.016947493231283133
MCHP,-0.017329087765959827
DXCM,-0.017426697714746354
EBAY,-0.018810681317145465
LULU,-0.018842998091683792
QCOM,-0.02295736245866314
WMT,-0.024499629390700176
HON,-0.026306866378552476
ZS,-0.026875560306676347
MDB,-0.029418116148353674
ADI,-0.03074284655911161
ILMN,-0.03346397668718962
TMUS,-0.03640272453132835
CRWD,-0.03794914442704606
AMZN,-0.037971863649852354
PTON,-0.03878634188425185
BKNG,-0.045839172532771894
MSTR,-0.049825943612640276
ABNB,-0.053970105200086584
APP,-0.10481072890680947
DDOG,-0.1053747192710381
SMCI,-0.10885522804510696
AMAT,-0.11345426550481143
LCID,-0.11476860499281628
