index,net_pnl
TSLA,0.4949422769402022
MRVL,0.3307990885952
ZM,0.32288385586834556
AMD,0.30679675218878055
NVDA,0.2984207232368296
PDD,0.253271264218473
INTC,0.19642247810665578
MRNA,0.15964036220483702
WDC,0.08619975598218453
CRWD,0.08077013825189305
BIDU,0.0802340596825841
GOOG,0.07831437162608128
MELI,0.0729196477468069
GILD,0.06807949165893225
STX,0.06664233373155604
MSTR,0.06154413912772965
ADBE,0.05789267457625805
ASML,0.05583423494896544
SBUX,0.05054625401717688
AMZN,0.0455301400928927
ON,0.04417151206980976
PYPL,0.043113920131351374
MU,0.041759459760921575
ISRG,0.03311190332561132
MSFT,0.0328354889131446
META,0.032496156604486404
GOOGL,0.02480540487375698
INTU,0.022207960572490644
EBAY,0.021857004768883696
ADSK,0.021397141932411955
QCOM,0.014297432036653193
NFLX,0.010989762028836591
CSCO,0.008683197585492118
BKNG,0.008495733668431923
CEG,0.008284378085256167
WBD,0.006317842856034562
DXCM,0.0050634834408348345
VRTX,0.004354361372835626
LCID,0.0037470700194104987
DOCU,0.003560329962362603
MDLZ,0.00073718891861817
DASH,0.0004530334525832131
XLNX,0.0
WTW,0.0
WMT,0.0
UAL,0.0
TTD,0.0
TTWO,0.0
CCEP,0.0
CDW,0.0
VSNT,0.0
VRSK,0.0
ULTA,0.0
ALGN,0.0
AEP,0.0
ADP,0.0
BIIB,0.0
BKR,0.0
BMRN,0.0
ANSS,0.0
ALNY,0.0
ALXN,0.0
AAL,0.0
CERN,0.0
CELG,0.0
QQQ,0.0
CDNS,0.0
AXON,0.0
CHKP,0.0
WYNN,0.0
WBA,0.0
MAR,0.0
MPWR,0.0
KDP,0.0
GFS,0.0
FTNT,0.0
FOXA,0.0
EXPE,0.0
EXC,0.0
LBTYA,0.0
HAS,0.0
INSM,0.0
INCY,0.0
IDXX,0.0
HSIC,0.0
KHC,0.0
MCHP,0.0
MNST,0.0
FER,0.0
GEHC,0.0
ENPH,0.0
FAST,0.0
FOX,0.0
FI,0.0
CTXS,0.0
CTSH,0.0
FANG,0.0
EA,0.0
CTAS,0.0
CSGP,0.0
CPRT,0.0
XEL,0.0
SWKS,0.0
TRI,0.0
SNDK,0.0
PCAR,0.0
ROST,0.0
RIVN,0.0
PAYX,0.0
SMCI,0.0
SOLS,0.0
ODFL,0.0
VRSN,0.0
TCOM,0.0
LBTYK,0.0
JBHT,0.0
NTAP,0.0
SIRI,0.0
SGEN,0.0
ROP,0.0
OKTA,0.0
ORLY,0.0
MYL,0.0
NLOK,0.0
MXIM,0.0
NTES,0.0
PTON,-0.0018928421223603138
CHTR,-0.0032426247884281005
HON,-0.0037445259691199976
LIN,-0.0037557055101479736
SHOP,-0.005165323050464745
MTCH,-0.005609756057468178
ATVI,-0.006235775187829265
ARM,-0.006810249831092624
APP,-0.008408823307328662
AZN,-0.009659883606744704
DLTR,-0.010163316506875013
NXPI,-0.012331089101423118
CSX,-0.01264623715841071
AAPL,-0.014853669645179032
COST,-0.016819110352008917
LRCX,-0.01800470009881821
SNPS,-0.018053327302226967
ILMN,-0.019017873026983226
ZS,-0.020021777922783576
SPLK,-0.02183672728221743
PANW,-0.021973859344800496
MDB,-0.028414936658780823
KLAC,-0.02867585588941144
WDAY,-0.028722376454291185
TEAM,-0.030527016238080643
TXN,-0.03128512411084851
ADI,-0.03214577332425918
REGN,-0.03597362080736647
CMCSA,-0.03650837580105804
JD,-0.036787987648832045
PEP,-0.04335393088201424
AMGN,-0.04514759853532893
TMUS,-0.04724703070163769
LULU,-0.0619299873518141
AVGO,-0.07017543828697405
PLTR,-0.07550408591719523
DDOG,-0.0909686971338863
ABNB,-0.10437722898760135
AMAT,-0.11038431921251424
