index,net_pnl
TSLA,0.42865031139957027
MRNA,0.3324441820604481
MU,0.2463984381294451
MRVL,0.23588777517215267
NVDA,0.18999881270870647
WDC,0.17367469870557553
NFLX,0.13847858970680377
PDD,0.13759551904153902
WBD,0.1315597455400512
CRWD,0.12497608465755451
LRCX,0.12330088419186849
INTC,0.10916162187734287
META,0.09952998246335802
ZM,0.0951501880657225
GOOGL,0.08003027464935793
GILD,0.07896711923504614
GOOG,0.07608475176658928
DOCU,0.07557097097289758
PYPL,0.07022875270505208
MSTR,0.06424916593058715
ILMN,0.06308894121590501
STX,0.05965556369656356
VRTX,0.04084863540258076
JD,0.03984583043304459
ADBE,0.03797431722220335
MELI,0.026679477690984034
INTU,0.024752593045918175
SNDK,0.02473578221969777
BIDU,0.024340521320637014
ISRG,0.02402699750652366
TMUS,0.01977612902549848
ADI,0.01954689938118438
SNPS,0.01743256381712778
LULU,0.011674594392723645
WMT,0.008805535163122234
SHOP,0.008584471024435707
ALXN,0.007986392897751332
EBAY,0.006327129478810194
ADSK,0.003986705021226207
AMD,0.0037380404742651642
AZN,0.002720935383100482
LIN,0.0013336424833777958
BIIB,0.0012762173796115367
WDAY,0.0011856135107931477
TRI,0.0
WYNN,0.0
XEL,0.0
ROST,0.0
MSFT,0.0
LBTYK,0.0
TEAM,0.0
VRSN,0.0
ULTA,0.0
ADP,0.0
ALNY,0.0
ALGN,0.0
AXON,0.0
BMRN,0.0
BKR,0.0
CDNS,0.0
ANSS,0.0
AEP,0.0
AAL,0.0
CERN,0.0
CHKP,0.0
QQQ,0.0
CDW,0.0
CELG,0.0
CCEP,0.0
VSNT,0.0
WBA,0.0
TTWO,0.0
UAL,0.0
JBHT,0.0
IDXX,0.0
KHC,0.0
LBTYA,0.0
FANG,0.0
GFS,0.0
FTNT,0.0
FOXA,0.0
KDP,0.0
INCY,0.0
INSM,0.0
LCID,0.0
MDB,0.0
MCHP,0.0
FAST,0.0
FOX,0.0
GEHC,0.0
FI,0.0
CTAS,0.0
CPRT,0.0
EA,0.0
EXPE,0.0
EXC,0.0
FER,0.0
CTXS,0.0
DLTR,0.0
CTSH,0.0
CSGP,0.0
VRSK,0.0
WTW,0.0
SOLS,0.0
TCOM,0.0
TTD,0.0
SWKS,0.0
SMCI,0.0
NLOK,0.0
ORLY,0.0
NTES,0.0
ODFL,0.0
OKTA,0.0
PCAR,0.0
MAR,0.0
MNST,0.0
MPWR,0.0
HSIC,0.0
HAS,0.0
SIRI,0.0
PAYX,0.0
ROP,0.0
SGEN,0.0
RIVN,0.0
MXIM,0.0
NTAP,0.0
MYL,0.0
TXN,-0.003801219632875437
PTON,-0.004084111410225293
AMGN,-0.0048375888950266555
DASH,-0.0051639951339477325
KLAC,-0.007421732362662725
AMAT,-0.00788075364281983
QCOM,-0.008377237676443256
AMZN,-0.008480265358572618
CHTR,-0.00865088612677737
HON,-0.008769414285242708
ON,-0.009279788645088063
ATVI,-0.01030091791294856
CSX,-0.012539292426706941
COST,-0.015427015304834226
SPLK,-0.015765923475760828
CMCSA,-0.016006617017598306
ZS,-0.017330701416563798
ASML,-0.018362288474708416
CSCO,-0.022702679240346833
NXPI,-0.023852783671742855
ENPH,-0.025105794607949723
REGN,-0.026067457931784447
MDLZ,-0.027126385414709013
XLNX,-0.031331550424453396
DXCM,-0.031755599928801954
PANW,-0.03551179474493858
CEG,-0.03669097917280242
MTCH,-0.038353112706157474
SBUX,-0.03859081724704567
PLTR,-0.046001831270903355
BKNG,-0.0491606693366689
APP,-0.05234614726836143
AVGO,-0.05299457097185651
PEP,-0.05811389148949604
ABNB,-0.07313640667637937
AAPL,-0.09415021423469974
DDOG,-0.15638944622880963
ARM,-0.18277174599062068
