index,net_pnl
TSLA,0.3014171025591985
NVDA,0.2687176469659859
MRVL,0.2607975714869331
PDD,0.24868942973254612
INTC,0.24058113184869426
AMD,0.15140500770816862
WDC,0.10765991080527472
ZM,0.10638116999317272
MU,0.10293751578332917
DOCU,0.09113254002972843
BIDU,0.08406910655614264
CRWD,0.08084350792493498
MELI,0.07302057388254753
MSTR,0.06871516103520409
ASML,0.06433129695101193
REGN,0.06297036115288134
PYPL,0.056766045680018765
VRTX,0.054297897594271546
GILD,0.05315546618677419
META,0.04876310831291399
ILMN,0.03438981586216592
GOOGL,0.02889195087150477
AMAT,0.028845319292697767
AMZN,0.02882213877603306
NFLX,0.028493469816535066
MSFT,0.026484783229818565
JD,0.023837259887947354
LULU,0.021333441461212486
TMUS,0.019779938065850114
ENPH,0.019352658561340594
ADBE,0.01690297941541224
WBD,0.015312126495111622
ATVI,0.01490232901354116
PEP,0.012092847614080849
CMCSA,0.010774777888131505
ADSK,0.009507034216137954
CEG,0.009321737481685074
INTU,0.008652273988699864
EBAY,0.008573621110844152
ALXN,0.007986392897751332
DASH,0.007928288877184761
BKNG,0.007294655825055688
GOOG,0.0027162776018641323
AVGO,0.0019316308911972034
SPLK,0.0015370315337872808
AXON,0.0
WBA,0.0
UAL,0.0
TXN,0.0
VRSN,0.0
VSNT,0.0
VRSK,0.0
ULTA,0.0
ADP,0.0
AEP,0.0
ALGN,0.0
ANSS,0.0
ALNY,0.0
AAL,0.0
CCEP,0.0
CELG,0.0
QQQ,0.0
BMRN,0.0
BIIB,0.0
BKR,0.0
CDW,0.0
CDNS,0.0
CERN,0.0
CHKP,0.0
WYNN,0.0
MPWR,0.0
MAR,0.0
KHC,0.0
KDP,0.0
LBTYK,0.0
GFS,0.0
FOXA,0.0
EXPE,0.0
LBTYA,0.0
JBHT,0.0
INSM,0.0
INCY,0.0
IDXX,0.0
HAS,0.0
HSIC,0.0
MCHP,0.0
MNST,0.0
FAST,0.0
FER,0.0
GEHC,0.0
FTNT,0.0
EXC,0.0
FOX,0.0
FI,0.0
EA,0.0
FANG,0.0
CTSH,0.0
CTAS,0.0
CTXS,0.0
CPRT,0.0
CSGP,0.0
WTW,0.0
WMT,0.0
SNDK,0.0
PCAR,0.0
PAYX,0.0
ROP,0.0
RIVN,0.0
TTD,0.0
XEL,0.0
TTWO,0.0
TEAM,0.0
TRI,0.0
TCOM,0.0
SWKS,0.0
SOLS,0.0
ORLY,0.0
SGEN,0.0
SIRI,0.0
ROST,0.0
OKTA,0.0
NLOK,0.0
MYL,0.0
NTAP,0.0
MXIM,0.0
SMCI,0.0
NTES,0.0
ODFL,0.0
SNPS,-0.0010833423616774859
MDB,-0.001136512822906181
HON,-0.0013514637488417042
AZN,-0.0018639924803236815
ISRG,-0.0035983743394789216
MTCH,-0.005609756057468178
STX,-0.006354685858235362
CSCO,-0.006557872348342421
PTON,-0.006663153104888716
LIN,-0.009546674642486585
MRNA,-0.009615538526127065
DLTR,-0.010163316506875013
COST,-0.011350773452561191
CSX,-0.013009566145701543
DXCM,-0.015222685062287647
NXPI,-0.01523642661326251
WDAY,-0.016050967866059026
ARM,-0.016180327313117207
CHTR,-0.016290669204612675
KLAC,-0.01638706817884294
SBUX,-0.01701133734312223
ON,-0.017422067547583922
ADI,-0.019276198179419463
MDLZ,-0.021016283919457104
QCOM,-0.0236520716762307
AAPL,-0.026867585189362633
XLNX,-0.031331550424453396
AMGN,-0.03360473345673432
LRCX,-0.03366893773615071
SHOP,-0.03434723664526527
ABNB,-0.03731972996676631
LCID,-0.0374234437158001
APP,-0.038343435945632644
PANW,-0.04105211668779921
ZS,-0.04839735465460529
PLTR,-0.09954033893885429
DDOG,-0.13627075731536753
