index,net_pnl
NVDA,0.2804958530302604
MRNA,0.24984555585799156
AMD,0.23685560556499782
MU,0.23004346341652407
PDD,0.21108277682501816
TSLA,0.21091290949864985
MRVL,0.20552401873906986
CEG,0.17111466962129343
ZM,0.1649000079355321
ASML,0.14166601772265303
BIDU,0.11002275228438663
PLTR,0.09787555698158215
INTC,0.08622249826285883
AMAT,0.08554393568765405
PYPL,0.08374400388521973
JD,0.07456428976220765
MELI,0.07026073297999483
STX,0.06938438104467616
WDC,0.06594561171192849
GOOG,0.05122523865025185
DXCM,0.04196964953962498
GOOGL,0.04062866181170387
SBUX,0.0398457512923356
WBD,0.02982482537926288
GILD,0.028030866119489108
DASH,0.02487509567208879
AAPL,0.023911174352490166
MSFT,0.023534089550844815
META,0.022434168697519248
TMUS,0.016439811084188877
WDAY,0.016364903795974113
COST,0.014865472795662648
LIN,0.014086852676886186
ADP,0.013573873198970332
XLNX,0.013238838279679815
ARM,0.012929725347961458
PANW,0.011833308307660304
ADBE,0.01162538116847709
ORLY,0.011007989112286494
MDLZ,0.009747363477181258
TXN,0.009573989350702868
LCID,0.008809091495436665
NFLX,0.00862770840496991
OKTA,0.007641375077369344
INTU,0.007335753575269733
AZN,0.006810699987301987
MCHP,0.004911933153305955
WMT,0.004420384340733241
CSCO,0.003043402881493282
TEAM,0.001975767017463849
NXPI,0.00033027310585718794
BIIB,0.0
RIVN,0.0
AEP,0.0
ALGN,0.0
ALNY,0.0
AXON,0.0
BMRN,0.0
BKR,0.0
ANSS,0.0
ALXN,0.0
AAL,0.0
QQQ,0.0
CELG,0.0
CCEP,0.0
CDW,0.0
CDNS,0.0
CERN,0.0
CHKP,0.0
WYNN,0.0
VSNT,0.0
VRSN,0.0
WBA,0.0
UAL,0.0
TTWO,0.0
ULTA,0.0
VRSK,0.0
XEL,0.0
FAST,0.0
FANG,0.0
MAR,0.0
KDP,0.0
JBHT,0.0
KHC,0.0
LBTYA,0.0
HSIC,0.0
LBTYK,0.0
MNST,0.0
FOX,0.0
GEHC,0.0
FTNT,0.0
FI,0.0
CTAS,0.0
EA,0.0
CTSH,0.0
EXC,0.0
FER,0.0
EXPE,0.0
CTXS,0.0
CSGP,0.0
CPRT,0.0
WTW,0.0
SOLS,0.0
INCY,0.0
INSM,0.0
FOXA,0.0
GFS,0.0
PCAR,0.0
PAYX,0.0
SIRI,0.0
SGEN,0.0
ROST,0.0
TTD,0.0
TRI,0.0
SNDK,0.0
TCOM,0.0
MPWR,0.0
HAS,0.0
IDXX,0.0
ROP,0.0
NLOK,0.0
MXIM,0.0
ODFL,0.0
NTAP,0.0
MYL,0.0
CMCSA,-0.0007136589103706097
MSTR,-0.0025322278063588427
AVGO,-0.0030750470026391745
LRCX,-0.003626665153294096
SNPS,-0.0051140079270588275
SMCI,-0.006347124728398061
CHTR,-0.0066760035662927104
DLTR,-0.010163316506875013
ATVI,-0.011192855118096442
HON,-0.013215816812036225
ADSK,-0.013287901205999701
ABNB,-0.014567692203506245
AMZN,-0.014806001045420975
ISRG,-0.015145770377105358
ON,-0.016148086154854295
NTES,-0.017029432556904936
EBAY,-0.01723782730979382
CSX,-0.017700720166028357
CRWD,-0.018779642063001045
SWKS,-0.019426858586180148
REGN,-0.0197630892567456
ENPH,-0.020618475830665884
VRTX,-0.020934922357045995
BKNG,-0.02129876756367834
SPLK,-0.02183672728221743
QCOM,-0.02296680874006748
KLAC,-0.025995021637906693
MDB,-0.028414936658780823
ADI,-0.030445022279721293
SHOP,-0.030513877333276592
PTON,-0.03299567137643192
DOCU,-0.037430978997910286
MTCH,-0.038353112706157474
ILMN,-0.0396372012845732
APP,-0.043019124080704574
LULU,-0.04503621041688996
PEP,-0.05665435619819235
DDOG,-0.058713779427659867
ZS,-0.06792318412695705
AMGN,-0.07148066264219136
