index,net_pnl
TSLA,0.2993115525103882
MRNA,0.24821938016657266
MRVL,0.21900542248859328
WDC,0.1741125181852567
PLTR,0.154523237697383
INTC,0.13654110483486437
NVDA,0.11442743572370874
META,0.10156092325174107
WBD,0.09463442147996576
AMAT,0.08389064600245263
DOCU,0.08272961294293284
PYPL,0.0722736421846486
CRWD,0.06793678355379694
SHOP,0.06357436883186679
LRCX,0.06290077081224771
MELI,0.05042204769829258
JD,0.04510452528389751
ZM,0.04391096798199336
PANW,0.04290262724606759
GILD,0.0407031735230342
REGN,0.04024354544775169
ASML,0.03819871408275798
NFLX,0.03555406659413335
EBAY,0.027926049496392873
BIDU,0.027703981803043662
ADI,0.02513431899992883
SNDK,0.02473578221969777
BKNG,0.022898612740862904
XLNX,0.022396735288274097
ISRG,0.021583879323202538
AMZN,0.021467888384839248
INTU,0.019791757243014043
OKTA,0.019769911363498763
APP,0.019493920424491898
AVGO,0.01665559137532384
SPLK,0.016243524501879884
VRTX,0.016015962357764247
CHTR,0.014265009707670721
STX,0.014235643349620488
KLAC,0.013962201841477515
LCID,0.012499205520908094
SBUX,0.011693502245722501
GOOGL,0.011518172216646153
ALXN,0.007986392897751332
ON,0.0069738817012198785
MU,0.006062294679926012
CSX,0.005580217720766023
QCOM,0.005539295456507019
WMT,0.005504216402322518
SNPS,0.0051018768166881225
CMCSA,0.004836476902284844
BIIB,0.0027689595162881785
LIN,0.0026121209014582304
DDOG,0.002431487257802247
ADBE,0.0020436548773841235
AZN,0.0015041585912398399
PTON,0.0009494131619162713
DASH,0.00036111731032719606
AAL,0.0
CCEP,0.0
BMRN,0.0
AEP,0.0
ALNY,0.0
ANSS,0.0
ALGN,0.0
QQQ,0.0
CDW,0.0
CELG,0.0
CHKP,0.0
WYNN,0.0
WBA,0.0
TTWO,0.0
UAL,0.0
TTD,0.0
RIVN,0.0
SIRI,0.0
SGEN,0.0
PCAR,0.0
BKR,0.0
AXON,0.0
CERN,0.0
CDNS,0.0
GFS,0.0
FTNT,0.0
GEHC,0.0
MPWR,0.0
MDB,0.0
LBTYA,0.0
KHC,0.0
FOXA,0.0
FER,0.0
FOX,0.0
ENPH,0.0
FI,0.0
CTSH,0.0
CSGP,0.0
CTXS,0.0
EA,0.0
DLTR,0.0
CTAS,0.0
CPRT,0.0
XEL,0.0
WTW,0.0
VSNT,0.0
VRSN,0.0
VRSK,0.0
TRI,0.0
ULTA,0.0
SMCI,0.0
TCOM,0.0
KDP,0.0
INCY,0.0
INSM,0.0
LBTYK,0.0
MCHP,0.0
MAR,0.0
MNST,0.0
HSIC,0.0
IDXX,0.0
HAS,0.0
JBHT,0.0
FANG,0.0
FAST,0.0
EXC,0.0
EXPE,0.0
ROST,0.0
ROP,0.0
PAYX,0.0
ORLY,0.0
NLOK,0.0
NTES,0.0
MYL,0.0
MXIM,0.0
SWKS,0.0
ODFL,0.0
NTAP,0.0
TEAM,0.0
SOLS,0.0
TXN,-0.0017172617149043231
HON,-0.0028652082439390015
ADP,-0.004792523910331572
TMUS,-0.006758007341907665
MSFT,-0.006856254532613492
ATVI,-0.007494657673538586
GOOG,-0.007676502717570609
ADSK,-0.008836172124505284
AMGN,-0.009450678069808812
MTCH,-0.014448044245469362
WDAY,-0.01651192114427929
ILMN,-0.019017873026983226
PDD,-0.02132891130200693
PEP,-0.022300474725373557
LULU,-0.024098212466842555
MDLZ,-0.025418474683125112
ZS,-0.026679047166691464
AMD,-0.026858045236612435
NXPI,-0.029653499382978312
CSCO,-0.03326548211343019
DXCM,-0.04853662012433774
COST,-0.05185947514533623
AAPL,-0.0560178753405358
MSTR,-0.06580512561106906
ABNB,-0.0779797263373193
ARM,-0.14453093305692113
CEG,-0.21498482091024973
