index,net_pnl
TSLA,0.408889107085444
MRNA,0.32071296396325993
NVDA,0.31842630266813354
ZM,0.2821254753563115
PLTR,0.21442744911176334
AMD,0.21375159674351313
INTC,0.16758460235799014
MRVL,0.12866857266640425
BIDU,0.10868710294100563
GOOGL,0.10628189914666296
GOOG,0.10428944733147169
GILD,0.09266568978145442
NFLX,0.08810506615037497
ASML,0.08705523198204221
MU,0.0684277181214901
ADBE,0.06737273808259883
REGN,0.06221557018002476
MSTR,0.04945388670505827
PDD,0.04436019650565282
DOCU,0.040943775819028104
ISRG,0.03912780797506695
SPLK,0.032124865107994525
CSCO,0.030784826421025542
SBUX,0.03044067721303323
STX,0.029826068689527706
WBD,0.028137847353683593
ADSK,0.022360756705626247
EBAY,0.022235426335565744
DASH,0.021396956388836333
ON,0.02033144312592052
ADP,0.019298147269095817
AAPL,0.018559695863901333
CEG,0.018258949385709666
JD,0.017595241655498577
INTU,0.017579427628440843
COST,0.014379147406740666
XLNX,0.013238838279679815
META,0.011409095906512566
AMAT,0.011246726645794116
MDLZ,0.00962495009078116
DDOG,0.007960866099205682
OKTA,0.007641375077369344
MSFT,0.007145357359382371
ATVI,0.006935088519177985
AMGN,0.006618333293429838
PEP,0.0049981879395737125
TEAM,0.004896614573463232
MCHP,0.00450078534712851
QCOM,0.0038827803589348473
WDC,0.0034399212139158536
LIN,0.0017784001635079653
CRWD,0.0016201844629237672
EA,0.0015635292987668924
PYPL,0.000906347430623755
ALGN,0.0
AEP,0.0
AXON,0.0
ALNY,0.0
ANSS,0.0
ALXN,0.0
CELG,0.0
AAL,0.0
QQQ,0.0
BKR,0.0
CCEP,0.0
CDW,0.0
CHKP,0.0
CERN,0.0
BMRN,0.0
XEL,0.0
WYNN,0.0
VSNT,0.0
TTWO,0.0
RIVN,0.0
ROP,0.0
SGEN,0.0
SIRI,0.0
UAL,0.0
BIIB,0.0
CDNS,0.0
ENPH,0.0
EXPE,0.0
EXC,0.0
FTNT,0.0
GEHC,0.0
LBTYK,0.0
MNST,0.0
MPWR,0.0
LBTYA,0.0
GFS,0.0
FOXA,0.0
FANG,0.0
FOX,0.0
FI,0.0
FER,0.0
FAST,0.0
CTAS,0.0
CTSH,0.0
CTXS,0.0
CSGP,0.0
CPRT,0.0
WTW,0.0
ULTA,0.0
VRSN,0.0
VRSK,0.0
WBA,0.0
SOLS,0.0
SNDK,0.0
SNPS,0.0
SWKS,0.0
TCOM,0.0
TRI,0.0
TTD,0.0
MAR,0.0
KHC,0.0
INCY,0.0
JBHT,0.0
HSIC,0.0
IDXX,0.0
HAS,0.0
INSM,0.0
KDP,0.0
MYL,0.0
NLOK,0.0
PCAR,0.0
ROST,0.0
PAYX,0.0
ODFL,0.0
ORLY,0.0
NTES,0.0
NTAP,0.0
MXIM,0.0
MTCH,0.0
AZN,-0.0013892701082327472
VRTX,-0.0023594940261321196
TMUS,-0.002734167828649855
LRCX,-0.002982846197363024
NXPI,-0.0056450381529549246
CHTR,-0.005744654965067538
AVGO,-0.007504092016138834
CMCSA,-0.008243440203414422
DLTR,-0.010163316506875013
WDAY,-0.010983165238637288
TXN,-0.01200374715864345
KLAC,-0.012185127196864457
ADI,-0.013172019917252852
ILMN,-0.015610484036248762
ABNB,-0.015762625458641582
DXCM,-0.017426697714746354
SHOP,-0.019883359514556012
CSX,-0.020660312791632312
PANW,-0.022639189669153032
PTON,-0.022879402189743395
WMT,-0.024499629390700176
ZS,-0.026875560306676347
HON,-0.027669193105600065
MDB,-0.028414936658780823
APP,-0.03578915803414345
LULU,-0.04268430564830041
MELI,-0.05291473029225269
ARM,-0.060095454236128706
AMZN,-0.0613081915430945
BKNG,-0.10013783618205008
SMCI,-0.10885522804510696
LCID,-0.11088820164007245
