index,net_pnl
TSLA,0.53170203794322
NVDA,0.4146493722346699
MRNA,0.3358007943583154
INTC,0.33094270683691596
CRWD,0.22848206839770854
PDD,0.17667495069612293
MRVL,0.15366116737379193
ZM,0.13167013959086268
BIDU,0.12102073210705493
AMD,0.1124862497594632
MU,0.10534741210150829
META,0.10187792743790386
NFLX,0.0940552713004539
MELI,0.091959415458109
DOCU,0.08812933545451096
GOOG,0.08386722661770363
GOOGL,0.08371467596328112
MSTR,0.08197169489520521
LRCX,0.07841763609896447
WDC,0.07372194845294322
ADBE,0.05616132191566109
VRTX,0.05024960092628195
WBD,0.04669782600247663
GILD,0.038880248926508
BKNG,0.03377166676075328
REGN,0.0337122051267333
ISRG,0.028645166521631373
KLAC,0.02851550179089834
PYPL,0.027766418231947892
COST,0.019478357160968327
JD,0.01843932613436335
ADSK,0.01515457907978918
WDAY,0.014435366168166451
CMCSA,0.014241023947020398
AZN,0.009774772089751794
LIN,0.009555996533018092
PANW,0.008035608134639948
SPLK,0.0015370315337872808
ENPH,0.0014358204798934938
MSFT,0.0007678190552410221
SBUX,0.0006875634405005219
TTD,0.0
VRSK,0.0
VRSN,0.0
UAL,0.0
TXN,0.0
TTWO,0.0
TRI,0.0
KDP,0.0
LCID,0.0
MAR,0.0
CELG,0.0
ULTA,0.0
CHKP,0.0
ANSS,0.0
ALGN,0.0
AXON,0.0
BKR,0.0
BIIB,0.0
BMRN,0.0
CCEP,0.0
ADP,0.0
AEP,0.0
ALNY,0.0
CERN,0.0
QQQ,0.0
AAL,0.0
CDNS,0.0
CDW,0.0
VSNT,0.0
WBA,0.0
WYNN,0.0
LBTYA,0.0
JBHT,0.0
INCY,0.0
FTNT,0.0
GFS,0.0
FANG,0.0
EXPE,0.0
EXC,0.0
KHC,0.0
INSM,0.0
HAS,0.0
IDXX,0.0
HSIC,0.0
LBTYK,0.0
MDB,0.0
MCHP,0.0
GEHC,0.0
FOXA,0.0
FI,0.0
FAST,0.0
FOX,0.0
EA,0.0
CTSH,0.0
CTXS,0.0
FER,0.0
CSGP,0.0
CSX,0.0
CTAS,0.0
CPRT,0.0
XLNX,0.0
XEL,0.0
WTW,0.0
SMCI,0.0
TCOM,0.0
SWKS,0.0
TEAM,0.0
SNDK,0.0
SOLS,0.0
NTAP,0.0
ODFL,0.0
NTES,0.0
ORLY,0.0
MYL,0.0
MNST,0.0
MPWR,0.0
ROST,0.0
SGEN,0.0
SIRI,0.0
OKTA,0.0
RIVN,0.0
ROP,0.0
PCAR,0.0
PAYX,0.0
NLOK,0.0
MXIM,0.0
CSCO,-0.00043177197333870955
SNPS,-0.0010833423616774859
ALXN,-0.0011187735835608051
DASH,-0.0013695813173970465
HON,-0.0028652082439390015
INTU,-0.0034899716091312152
MTCH,-0.005609756057468178
LULU,-0.006091160695081191
STX,-0.006354685858235362
ADI,-0.00738425074629035
ABNB,-0.008726825450016986
ATVI,-0.008791383240654019
MDLZ,-0.009360110926431242
PEP,-0.009418327271267849
DLTR,-0.010163316506875013
CHTR,-0.011686385653677866
WMT,-0.016937836242760882
DXCM,-0.01726025708153758
AMZN,-0.018318667611934396
NXPI,-0.01911680098203524
ZS,-0.019719954554151885
AMGN,-0.022358153859918403
PTON,-0.029409221961298786
SHOP,-0.03201256328480177
AAPL,-0.0323694749363806
ON,-0.03268088084794723
CEG,-0.032746690650467085
EBAY,-0.03574058456418686
AMAT,-0.035988831817463304
QCOM,-0.04149875945145567
ASML,-0.0421776730891821
TMUS,-0.05953944272804215
ILMN,-0.05990831154777046
PLTR,-0.08157865829513038
ARM,-0.08281815640026106
APP,-0.09518400349344829
AVGO,-0.09836649436071901
DDOG,-0.19135075976615065
