index,net_pnl
TSLA,0.728341595553217
NVDA,0.6260622977065197
PLTR,0.3787038187755632
ZM,0.3484327209491298
WDC,0.33396783221363296
MRNA,0.2909428094671469
MU,0.2358798341719436
META,0.18203589029514627
CRWD,0.16821830790601328
PDD,0.15920289316404665
MSTR,0.11211693843559142
MELI,0.09601267438916093
APP,0.09449314453559005
NFLX,0.09302699213407747
AMD,0.09007144301908969
LRCX,0.0751151738446437
STX,0.0689677317380953
ASML,0.06790089443572393
WBD,0.05998455216204368
GILD,0.054036252491303276
CEG,0.04380632351502946
AMAT,0.03618627254770717
DDOG,0.032756784430057605
ADBE,0.030672585427925468
SBUX,0.026133773288660317
SNDK,0.02473578221969777
DOCU,0.02314870083813469
VRTX,0.02275095447260657
GOOG,0.01931956790051908
REGN,0.017326109480114246
AZN,0.015886057835939764
INTU,0.014329566784834612
XLNX,0.013238838279679815
PANW,0.010081284232936708
AAPL,0.00607785677863543
BIIB,0.006053532818920302
ISRG,0.00490516146895957
ADP,0.004155409749045871
LULU,0.0034082842398519405
ATVI,0.0024252363186114895
GOOGL,0.0010523491231674508
WDAY,0.0
WBA,0.0
CDW,0.0
CHTR,0.0
AXON,0.0
CCEP,0.0
VSNT,0.0
SIRI,0.0
RIVN,0.0
CHKP,0.0
CERN,0.0
CELG,0.0
ADI,0.0
ADSK,0.0
ALNY,0.0
AMZN,0.0
AEP,0.0
ALGN,0.0
ALXN,0.0
ABNB,0.0
AAL,0.0
QQQ,0.0
CDNS,0.0
BMRN,0.0
BKR,0.0
ANSS,0.0
CTAS,0.0
EA,0.0
MSFT,0.0
MDB,0.0
KHC,0.0
LBTYA,0.0
JD,0.0
GFS,0.0
FTNT,0.0
HAS,0.0
KDP,0.0
INSM,0.0
JBHT,0.0
HON,0.0
ILMN,0.0
INCY,0.0
HSIC,0.0
CMCSA,0.0
GEHC,0.0
FI,0.0
FAST,0.0
FOX,0.0
FER,0.0
EXC,0.0
EXPE,0.0
FANG,0.0
FOXA,0.0
DLTR,0.0
CTXS,0.0
CTSH,0.0
EBAY,0.0
CSGP,0.0
CPRT,0.0
CSCO,0.0
WYNN,0.0
WTW,0.0
XEL,0.0
TTWO,0.0
TTD,0.0
SHOP,0.0
SGEN,0.0
ROST,0.0
UAL,0.0
TEAM,0.0
MCHP,0.0
LIN,0.0
LBTYK,0.0
MAR,0.0
MNST,0.0
MPWR,0.0
IDXX,0.0
ON,0.0
OKTA,0.0
ODFL,0.0
PYPL,0.0
ROP,0.0
PCAR,0.0
PAYX,0.0
ORLY,0.0
NLOK,0.0
NXPI,0.0
NTES,0.0
NTAP,0.0
MYL,0.0
MXIM,0.0
MTCH,0.0
WMT,0.0
SPLK,0.0
TRI,0.0
SOLS,0.0
SWKS,0.0
VRSN,0.0
VRSK,0.0
ULTA,0.0
TCOM,0.0
SNPS,0.0
CSX,-0.0008079181489092147
INTC,-0.0023559074133488044
PEP,-0.0050189027044739674
MDLZ,-0.005195263385122453
BKNG,-0.006251967393294307
TXN,-0.008889691293363899
TMUS,-0.01356676758574412
DASH,-0.017764161099200745
AVGO,-0.020531612949837144
MRVL,-0.020698878526321542
AMGN,-0.021729154469593275
KLAC,-0.021811150559774298
QCOM,-0.02254001777973657
DXCM,-0.02429271712289958
LCID,-0.031427084681381556
ARM,-0.04106093907129087
COST,-0.046232207381553786
ZS,-0.08115285899189341
ENPH,-0.103667973767102
PTON,-0.11400430265765576
BIDU,-0.13823539884978006
SMCI,-0.14761464994771675
