clock,extra_adverse_bps_per_side,net_simple_return,maximum_drawdown,role_coverage,entry_roles,trade_sessions,trade_session_fraction,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month
0930,0.0,0.8086452065825044,0.12244479037277295,1.0,229,165,0.6573705179282868,9,3,0.06738710054854204,0.05616639591903276,-0.06697361369450992,0.23252626819870426
0930,1.0,0.8040652065825042,0.12295844451148048,1.0,229,165,0.6573705179282868,9,3,0.06700543388187537,0.05572639591903276,-0.06731361369450992,0.23230626819870423
0930,2.0,0.7994852065825043,0.12347464221342605,1.0,229,165,0.6573705179282868,9,3,0.0666237672152087,0.055286395919032755,-0.06765361369450991,0.23208626819870423
0930,5.0,0.7857452065825045,0.12503868704456197,1.0,229,165,0.6573705179282868,9,3,0.06547876721520869,0.05396639591903275,-0.06867361369450992,0.2314262681987042
0940,0.0,0.9403467876565788,0.121520837338415,1.0,229,165,0.6573705179282868,9,3,0.07836223230471491,0.07083946340519058,-0.07495369375594091,0.24108340340040324
0940,1.0,0.935766787656579,0.12199571846319632,1.0,229,165,0.6573705179282868,9,3,0.07798056563804824,0.0705894634051906,-0.07529369375594092,0.24074340340040323
0940,2.0,0.9311867876565788,0.12247278296022279,1.0,229,165,0.6573705179282868,9,3,0.07759889897138157,0.0703394634051906,-0.07563369375594091,0.24040340340040323
0940,5.0,0.9174467876565788,0.12391722830859883,1.0,229,165,0.6573705179282868,9,3,0.07645389897138158,0.0695894634051906,-0.0766536937559409,0.23938340340040326
