variant,pair,mechanism,threshold_bp,hold_min,time_bucket,cost_bp_side,trades,trades_per_session,net_return,mean_net_trade_bp,green_active_days,green_all_days,positive_month_fraction,half_returns,max_drawdown,recovery_sessions,recent12_return,worst_day,dev_gate
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h2_open,QQQ_TQQQ_SQQQ,impulse_reversal,5,2,open,2,6516,5.756183745583039,-3.231394365683983,-4.959168762559827,0.3511586452762923,0.3480565371024735,0.07272727272727272,"[-1.59896598236912, -1.632428383314863]",3.238190971652649,,0.0,-0.05780485829435435,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h2_morning,QQQ_TQQQ_SQQQ,impulse_reversal,5,2,morning,2,12754,11.26678445229682,-5.734123233182132,-4.495941064122732,0.2771300448430493,0.27296819787985865,0.01818181818181818,"[-2.470818449504656, -3.2633047836774765]",5.6631493310843375,,0.0,-0.07670193071681498,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h2_midday,QQQ_TQQQ_SQQQ,impulse_reversal,5,2,midday,2,25441,22.474381625441698,-10.540639474185545,-4.143170266178824,0.20363636363636364,0.1978798586572438,0.0,"[-4.905640447579955, -5.634999026605591]",10.547551206269052,,0.0,-0.1665008482639771,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,5,2,afternoon,2,8204,7.247349823321555,-3.207554912744889,-3.9097451398645653,0.3117948717948718,0.26855123674911663,0.05454545454545454,"[-1.3963456093068212, -1.811209303438068]",3.2043170818973965,,0.0,-0.13399715800084477,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h2_close,QQQ_TQQQ_SQQQ,impulse_reversal,5,2,close,2,6168,5.448763250883392,-2.9006046983801483,-4.702666501913341,0.31166150670794635,0.2667844522968198,0.01818181818181818,"[-1.1948149974987603, -1.7057897008813883]",2.895689450073097,,0.0,-0.11546462758278278,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h3_open,QQQ_TQQQ_SQQQ,impulse_continuation,5,3,open,2,5371,4.7446996466431095,-1.586950337482664,-2.9546645642946636,0.4233511586452763,0.4196113074204947,0.23636363636363636,"[-0.09398972222646146, -1.4929606152562025]",1.4469639545170652,,0.0,-0.0560909195457389,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h3_morning,QQQ_TQQQ_SQQQ,impulse_continuation,5,3,morning,2,10539,9.310070671378092,-4.520902269107401,-4.289688081513806,0.36412556053811657,0.3586572438162544,0.07272727272727272,"[-1.6078343040825545, -2.9130679650248466]",4.5448354669849955,,0.0,-0.08416539782223442,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h3_midday,QQQ_TQQQ_SQQQ,impulse_continuation,5,3,midday,2,21507,18.999116607773853,-9.408082527594257,-4.374428106009326,0.24636363636363637,0.2393992932862191,0.0,"[-3.3401851923673993, -6.067897335226857]",9.333384694866723,,0.0,-0.18640443401983497,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,5,3,afternoon,2,6915,6.108657243816254,-2.9607677970343675,-4.281659865559461,0.3158974358974359,0.27208480565371024,0.10909090909090909,"[-0.7363331026950359, -2.224434694339331]",2.95218347633378,,0.0,-0.07735859343446345,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h3_close,QQQ_TQQQ_SQQQ,impulse_continuation,5,3,close,2,5223,4.613957597173145,-2.697181663358765,-5.164046837753714,0.32610939112487103,0.2791519434628975,0.07272727272727272,"[-1.5128674747951032, -1.1843141885636617]",2.6959972063736437,,0.0,-0.07904549790763093,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h3_open,QQQ_TQQQ_SQQQ,impulse_reversal,5,3,open,2,5371,4.7446996466431095,-2.6438739233644935,-4.92249846092812,0.4028520499108734,0.3992932862190813,0.12727272727272726,"[-1.822797793405764, -0.8210761299587293]",2.6412558223265985,,0.0,-0.07347639266463439,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h3_morning,QQQ_TQQQ_SQQQ,impulse_reversal,5,3,morning,2,10539,9.310070671378092,-3.8296547492627884,-3.6337932908841335,0.36412556053811657,0.3586572438162544,0.09090909090909091,"[-2.093378788257721, -1.7362759610050675]",3.789909202119766,,0.0,-0.09002020561547318,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h3_midday,QQQ_TQQQ_SQQQ,impulse_reversal,5,3,midday,2,21507,18.999116607773853,-7.6963327296716635,-3.578524540694501,0.27636363636363637,0.26855123674911663,0.01818181818181818,"[-3.78175726347562, -3.914575466196043]",7.753878529156958,,0.0,-0.10171665634017703,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,5,3,afternoon,2,6915,6.108657243816254,-2.5136175118382997,-3.6350217090937087,0.34564102564102567,0.29770318021201414,0.14545454545454545,"[-1.5082054541019652, -1.0054120577363346]",2.5140321889447277,,0.0,-0.07434382556383179,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h3_close,QQQ_TQQQ_SQQQ,impulse_reversal,5,3,close,2,5223,4.613957597173145,-1.6659984285271454,-3.189734689885403,0.3849329205366357,0.3295053003533569,0.12727272727272726,"[-0.3646293573359862, -1.3013690711911594]",1.658771297298573,,0.0,-0.09351355296382524,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h5_open,QQQ_TQQQ_SQQQ,impulse_continuation,5,5,open,2,3971,3.5079505300353357,-0.945193548211551,-2.3802406149875366,0.4696969696969697,0.465547703180212,0.34545454545454546,"[0.10734380718812131, -1.0525373553996724]",0.9615710225057051,,0.0,-0.05626879250872458,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h5_morning,QQQ_TQQQ_SQQQ,impulse_continuation,5,5,morning,2,7834,6.920494699646643,-3.462487158926801,-4.4198202181858575,0.38385650224215245,0.37809187279151946,0.18181818181818182,"[-1.1306562307060524, -2.3318309282207483]",3.489253142132861,,0.0,-0.10336788675393081,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h5_midday,QQQ_TQQQ_SQQQ,impulse_continuation,5,5,midday,2,16675,14.730565371024735,-7.15792871657409,-4.292610924482212,0.3181818181818182,0.30918727915194344,0.03636363636363636,"[-2.8850868765517035, -4.2728418400223855]",7.142946968088493,,0.0,-0.18576360783455698,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,5,5,afternoon,2,5311,4.6916961130742045,-2.8524140986773885,-5.370766519821856,0.3487179487179487,0.3003533568904594,0.16363636363636364,"[-1.0621021787277374, -1.790311919949651]",2.8336672580450917,,0.0,-0.0709261426479741,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h5_close,QQQ_TQQQ_SQQQ,impulse_continuation,5,5,close,2,3993,3.527385159010601,-1.9393978389912023,-4.856994337568752,0.3560371517027864,0.3047703180212014,0.21818181818181817,"[-1.2869573208480476, -0.652440518143155]",1.9461024911291955,,0.0,-0.09051358071803459,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h5_open,QQQ_TQQQ_SQQQ,impulse_reversal,5,5,open,2,3971,3.5079505300353357,-2.1724615757487102,-5.470817365269982,0.4144385026737968,0.4107773851590106,0.18181818181818182,"[-1.512414892427567, -0.6600466833211431]",2.1997578027947515,,0.0,-0.06461006154892246,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h5_morning,QQQ_TQQQ_SQQQ,impulse_reversal,5,5,morning,2,7834,6.920494699646643,-2.6503768035499515,-3.3831718196961336,0.38026905829596414,0.3745583038869258,0.16363636363636364,"[-1.59256061142215, -1.0578161921278015]",2.5620762402688952,,0.0,-0.06684511853321423,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h5_midday,QQQ_TQQQ_SQQQ,impulse_reversal,5,5,midday,2,16675,14.730565371024735,-6.156769602373362,-3.6922156535972186,0.32545454545454544,0.31625441696113077,0.03636363636363636,"[-2.718936745311585, -3.4378328570617764]",6.204568526138846,,0.0,-0.10291155149508585,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,5,5,afternoon,2,5311,4.6916961130742045,-1.3352062043078599,-2.51403917211045,0.41743589743589743,0.35954063604240283,0.2909090909090909,"[-0.6394824353311434, -0.6957237689767166]",1.3231695591088881,,0.0,-0.10115127616740838,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h5_close,QQQ_TQQQ_SQQQ,impulse_reversal,5,5,close,2,3993,3.527385159010601,-1.4184561307931076,-3.5523569516481537,0.40144478844169246,0.34363957597173145,0.21818181818181817,"[-0.13302461283475658, -1.2854315179583509]",1.305022992998572,,0.0,-0.08295749709440378,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h10_open,QQQ_TQQQ_SQQQ,impulse_continuation,5,10,open,2,2650,2.3409893992932864,-0.5391928900297719,-2.0346901510557425,0.4910873440285205,0.48674911660777387,0.38181818181818183,"[-0.07747318711939377, -0.4617197029103782]",0.6350373323426693,,0.0,-0.06785161360407269,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h10_morning,QQQ_TQQQ_SQQQ,impulse_continuation,5,10,morning,2,4761,4.205830388692579,-1.8997900146971567,-3.990317191130343,0.4254937163375224,0.41872791519434627,0.2909090909090909,"[-1.0738851106149463, -0.8259049040822102]",1.9285815493626173,,0.0,-0.11429488248949105,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h10_midday,QQQ_TQQQ_SQQQ,impulse_continuation,5,10,midday,2,10861,9.59452296819788,-4.806594671248648,-4.4255544344430975,0.366120218579235,0.3551236749116608,0.12727272727272726,"[-2.3113459058038353, -2.4952487654448126]",4.797828764815486,,0.0,-0.17611458561797302,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,5,10,afternoon,2,3493,3.085689045936396,-1.1140534995532247,-3.1893887762760516,0.4188911704312115,0.36042402826855124,0.2909090909090909,"[-0.5830068442083575, -0.5310466553448674]",1.150857771148927,,0.0,-0.08267788057171233,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h10_close,QQQ_TQQQ_SQQQ,impulse_continuation,5,10,close,2,2596,2.293286219081272,-1.3993008428130316,-5.39021896307023,0.4043433298862461,0.3454063604240283,0.16363636363636364,"[-0.7191393240732551, -0.6801615187397764]",1.3985721763808514,,0.0,-0.0905652532284465,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h10_open,QQQ_TQQQ_SQQQ,impulse_reversal,5,10,open,2,2650,2.3409893992932864,-1.482026202714732,-5.59255170835748,0.43137254901960786,0.4275618374558304,0.2727272727272727,"[-0.8140791643236766, -0.6679470383910555]",1.506227359175389,,0.0,-0.08613480284723488,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h10_morning,QQQ_TQQQ_SQQQ,impulse_reversal,5,10,morning,2,4761,4.205830388692579,-1.8436474617941803,-3.8723954248985084,0.44344703770197486,0.4363957597173145,0.2909090909090909,"[-0.6203875298665482, -1.2232599319276323]",1.6533135987602505,,0.0,-0.06259508319547302,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h10_midday,QQQ_TQQQ_SQQQ,impulse_reversal,5,10,midday,2,10861,9.59452296819788,-3.8475516487634867,-3.542539037624055,0.39799635701275043,0.38604240282685515,0.18181818181818182,"[-1.3921133146655191, -2.4554383340979675]",3.739942039666702,,0.0,-0.12702476334195026,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,5,10,afternoon,2,3493,3.085689045936396,-1.741681528089912,-4.9862053480959405,0.4219712525667351,0.3630742049469965,0.2,"[-0.6639409160530934, -1.077740612036819]",1.7419756821164534,,0.0,-0.0932466381144631,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h10_close,QQQ_TQQQ_SQQQ,impulse_reversal,5,10,close,2,2596,2.293286219081272,-0.7780812872746434,-2.997231460996315,0.452947259565667,0.3869257950530035,0.34545454545454546,"[-0.18517530455549264, -0.5929059827191507]",0.8024587586817941,,0.0,-0.09063260145120372,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h1_open,QQQ_TQQQ_SQQQ,impulse_continuation,10,1,open,2,3964,3.501766784452297,-0.39923462073308646,-1.0071509100229228,0.43823845327604727,0.36042402826855124,0.2909090909090909,"[0.02324333476863552, -0.42247795550172207]",0.5058880277306093,,0.0,-0.028483041795754425,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h1_morning,QQQ_TQQQ_SQQQ,impulse_continuation,10,1,morning,2,6463,5.709363957597173,-1.5657068143839243,-2.4225697267274087,0.4059080962800875,0.32773851590106007,0.21818181818181817,"[-0.41202983605035576, -1.1536769783335685]",1.5640834247239381,,0.0,-0.07038211450739304,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h1_midday,QQQ_TQQQ_SQQQ,impulse_continuation,10,1,midday,2,9190,8.118374558303888,-2.5642051834275685,-2.7902123867546993,0.31143552311435524,0.22614840989399293,0.09090909090909091,"[-0.6582414429972527, -1.9059637404303158]",2.5350301101056467,,0.0,-0.1686209811997474,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,10,1,afternoon,2,3283,2.90017667844523,-0.5287946080757495,-1.610705476928875,0.3576388888888889,0.18197879858657243,0.2,"[-0.15615163926366202, -0.3726429688120876]",0.5309163401660179,,0.0,-0.06639022015580162,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h1_close,QQQ_TQQQ_SQQQ,impulse_continuation,10,1,close,2,2526,2.2314487632508833,-0.8540995824532441,-3.3812335013984334,0.37316176470588236,0.1793286219081272,0.18181818181818182,"[-0.42748828094549496, -0.4266113015077492]",0.8621072767297949,,0.0,-0.06866144260868756,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h1_open,QQQ_TQQQ_SQQQ,impulse_reversal,10,1,open,2,3964,3.501766784452297,-2.7521216692877033,-6.942789276709646,0.34049409237379163,0.28003533568904593,0.03636363636363636,"[-1.3142743371468626, -1.437847332140841]",2.765587024406237,,0.0,-0.053869126457402536,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h1_morning,QQQ_TQQQ_SQQQ,impulse_reversal,10,1,morning,2,6463,5.709363957597173,-3.503367429345732,-5.420652064591882,0.2899343544857768,0.23409893992932862,0.03636363636363636,"[-1.5958223740435675, -1.9075450553021651]",3.4919459320468307,,0.0,-0.049292197116462544,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h1_midday,QQQ_TQQQ_SQQQ,impulse_reversal,10,1,midday,2,9190,8.118374558303888,-4.65690911014895,-5.067365734656094,0.29927007299270075,0.21731448763250882,0.07272727272727272,"[-2.6820843221886097, -1.97482478796034]",4.664234604460189,,0.0,-0.1577092882089834,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,10,1,afternoon,2,3283,2.90017667844523,-2.020355069579991,-6.1539904647578165,0.3541666666666667,0.18021201413427562,0.23636363636363636,"[-1.0080140357761724, -1.012341033803819]",2.029084487284731,,0.0,-0.09543486279321838,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h1_close,QQQ_TQQQ_SQQQ,impulse_reversal,10,1,close,2,2526,2.2314487632508833,-1.177211136273557,-4.66037662816135,0.3161764705882353,0.1519434628975265,0.12727272727272726,"[-0.5053471212134435, -0.6718640150601134]",1.177088618980153,,0.0,-0.06539183922840121,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h2_open,QQQ_TQQQ_SQQQ,impulse_continuation,10,2,open,2,3314,2.9275618374558303,-0.8885259015513866,-2.6811282484954337,0.4339419978517723,0.3568904593639576,0.2727272727272727,"[-0.23875772433023684, -0.6497681772211498]",0.898456467755819,,0.0,-0.07924381375639106,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h2_morning,QQQ_TQQQ_SQQQ,impulse_continuation,10,2,morning,2,5479,4.840106007067138,-1.5016018387782946,-2.7406494593507835,0.4113785557986871,0.3321554770318021,0.2545454545454545,"[-0.448563579656151, -1.0530382591221434]",1.5104640174738218,,0.0,-0.06136681714942519,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h2_midday,QQQ_TQQQ_SQQQ,impulse_continuation,10,2,midday,2,7940,7.014134275618375,-2.548820116858704,-3.2101009028447156,0.3467153284671533,0.25176678445229683,0.10909090909090909,"[-0.6257345090701852, -1.9230856077885188]",2.458590730369103,,0.0,-0.11343418458414867,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,10,2,afternoon,2,2789,2.4637809187279154,-0.7601622889494206,-2.7255729255984966,0.3819444444444444,0.19434628975265017,0.2727272727272727,"[-0.33575853637360464, -0.424403752575816]",0.7682398402473215,,0.0,-0.053725796134477755,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h2_close,QQQ_TQQQ_SQQQ,impulse_continuation,10,2,close,2,2163,1.9107773851590106,-0.3878557125528932,-1.7931378296481424,0.44669117647058826,0.2146643109540636,0.2909090909090909,"[-0.04592964343777163, -0.3419260691151216]",0.4671929223621355,,0.0,-0.04923919610939571,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h2_open,QQQ_TQQQ_SQQQ,impulse_reversal,10,2,open,2,3314,2.9275618374558303,-1.773177428284055,-5.350565565129918,0.38345864661654133,0.31537102473498235,0.12727272727272726,"[-0.8502958144647135, -0.9228816138193415]",1.8316420001878875,,0.0,-0.10116096415791434,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h2_morning,QQQ_TQQQ_SQQQ,impulse_reversal,10,2,morning,2,5479,4.840106007067138,-2.8002441446430026,-5.1108672105183475,0.3533916849015317,0.28533568904593637,0.10909090909090909,"[-1.2352730808380294, -1.5649710638049734]",2.80277025679554,,0.0,-0.06250723953582946,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h2_midday,QQQ_TQQQ_SQQQ,impulse_reversal,10,2,midday,2,7940,7.014134275618375,-3.7791805143323147,-4.759673191854301,0.36009732360097324,0.26148409893992935,0.09090909090909091,"[-2.2532280721678513, -1.525952442164464]",3.7799427175287756,,0.0,-0.14764971185736067,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,10,2,afternoon,2,2789,2.4637809187279154,-1.449228051183255,-5.196228222241862,0.40625,0.2067137809187279,0.2727272727272727,"[-0.6681009023736191, -0.7811271488096359]",1.4610413798250865,,0.0,-0.07280571973539038,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h2_close,QQQ_TQQQ_SQQQ,impulse_reversal,10,2,close,2,2163,1.9107773851590106,-1.3088294528938191,-6.050991460442992,0.35110294117647056,0.1687279151943463,0.21818181818181817,"[-0.7294892869306904, -0.5793401659631288]",1.3007058757372896,,0.0,-0.06253098049550432,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h3_open,QQQ_TQQQ_SQQQ,impulse_continuation,10,3,open,2,2896,2.558303886925795,-0.4437669574663875,-1.5323444663894592,0.45864661654135336,0.37720848056537104,0.36363636363636365,"[0.16699443652747403, -0.6107613939938615]",0.5911584373255979,,0.0,-0.04617804790853592,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h3_morning,QQQ_TQQQ_SQQQ,impulse_continuation,10,3,morning,2,4808,4.247349823321555,-2.089776725376974,-4.346457415509515,0.41073384446878425,0.33127208480565373,0.2727272727272727,"[-0.8851347529034012, -1.204641972473573]",2.097174431686971,,0.0,-0.07912644530052161,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h3_midday,QQQ_TQQQ_SQQQ,impulse_continuation,10,3,midday,2,7111,6.281802120141343,-2.3956430366908,-3.368925659809873,0.36253041362530414,0.26325088339222613,0.12727272727272726,"[-0.689716256362372, -1.7059267803284284]",1.9412623173732686,,0.0,-0.1384268820316592,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,10,3,afternoon,2,2464,2.176678445229682,-0.6471437156233724,-2.6263949497701797,0.4045138888888889,0.2058303886925795,0.21818181818181817,"[-0.3196446778743129, -0.3274990377490594]",0.6511501950931612,,0.0,-0.05186598711156797,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h3_close,QQQ_TQQQ_SQQQ,impulse_continuation,10,3,close,2,1907,1.6846289752650176,-0.6302850524814257,-3.3051130177316494,0.4419889502762431,0.21201413427561838,0.2909090909090909,"[-0.17649304831030527, -0.4537920041711204]",0.6889245684588053,,0.0,-0.08861000706923415,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h3_open,QQQ_TQQQ_SQQQ,impulse_reversal,10,3,open,2,2896,2.558303886925795,-1.9057911006223889,-6.580770375077309,0.41245972073039744,0.3392226148409894,0.21818181818181817,"[-1.1588841862242014, -0.7469069143981877]",1.9394420866791624,,0.0,-0.09429456491238135,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h3_morning,QQQ_TQQQ_SQQQ,impulse_reversal,10,3,morning,2,4808,4.247349823321555,-1.6194425331179154,-3.3682249024915047,0.41621029572836804,0.33568904593639576,0.2,"[-0.5720378998112488, -1.0474046333066669]",1.5300532859894473,,0.0,-0.06095593417344704,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h3_midday,QQQ_TQQQ_SQQQ,impulse_reversal,10,3,midday,2,7111,6.281802120141343,-3.2237814683322936,-4.533513525991132,0.39659367396593675,0.2879858657243816,0.23636363636363636,"[-1.859997574968622, -1.3637838933636717]",3.226699926279232,,0.0,-0.30191437208479827,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,10,3,afternoon,2,2464,2.176678445229682,-1.2648726457651693,-5.133411711709291,0.4010416666666667,0.2040636042402827,0.36363636363636365,"[-0.5308026841819398, -0.7340699615832296]",1.3013287384105217,,0.0,-0.08193607267088045,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h3_close,QQQ_TQQQ_SQQQ,impulse_reversal,10,3,close,2,1907,1.6846289752650176,-0.9483673076317956,-4.9730849902034375,0.39042357274401474,0.1872791519434629,0.23636363636363636,"[-0.5470493437353576, -0.4013179638964379]",0.9495826997345951,,0.0,-0.07742185347096986,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h5_open,QQQ_TQQQ_SQQQ,impulse_continuation,10,5,open,2,2329,2.0574204946996466,-0.697425511974683,-2.9945277457049513,0.45864661654135336,0.37720848056537104,0.4,"[-0.1202053337090617, -0.5772201782656214]",0.7409514140374598,,0.0,-0.06394071502966987,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h5_morning,QQQ_TQQQ_SQQQ,impulse_continuation,10,5,morning,2,3882,3.429328621908127,-1.181247539101143,-3.042883923495989,0.4403066812705367,0.3551236749116608,0.3090909090909091,"[-0.5777221572698722, -0.6035253818312707]",1.1812976495016232,,0.0,-0.08981927579854398,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h5_midday,QQQ_TQQQ_SQQQ,impulse_continuation,10,5,midday,2,5902,5.213780918727915,-2.832048346227162,-4.798455347724775,0.37834549878345497,0.2747349823321555,0.2545454545454545,"[-1.5021314727499906, -1.3299168734771716]",2.772411825236455,,0.0,-0.14302325819402595,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,10,5,afternoon,2,2031,1.7941696113074206,-1.29454011585739,-6.3739050509965045,0.3958333333333333,0.20141342756183744,0.23636363636363636,"[-0.6989760157328353, -0.5955641001245549]",1.3021063086652913,,0.0,-0.08517935710956477,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h5_close,QQQ_TQQQ_SQQQ,impulse_continuation,10,5,close,2,1566,1.38339222614841,-1.1052269900669804,-7.057643614731675,0.4125230202578269,0.1978798586572438,0.2545454545454545,"[-0.7952926472711623, -0.3099343427958182]",1.121574078505181,,0.0,-0.0919997140516021,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h5_open,QQQ_TQQQ_SQQQ,impulse_reversal,10,5,open,2,2329,2.0574204946996466,-1.1846630459695833,-5.086573834133032,0.4607948442534909,0.3789752650176678,0.36363636363636365,"[-0.6316338214980911, -0.5530292244714919]",1.1994097731864422,,0.0,-0.06461006154892246,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h5_morning,QQQ_TQQQ_SQQQ,impulse_reversal,10,5,morning,2,3882,3.429328621908127,-1.863929601607596,-4.801467289045842,0.4129244249726177,0.3330388692579505,0.14545454545454545,"[-0.6473099859960789, -1.216619615611517]",1.8396028006865188,,0.0,-0.09594211883942738,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h5_midday,QQQ_TQQQ_SQQQ,impulse_reversal,10,5,midday,2,5902,5.213780918727915,-1.7530757989006025,-2.9703080293131183,0.4306569343065693,0.3127208480565371,0.2727272727272727,"[-0.5006932326051418, -1.2523825662954609]",1.762306850602373,,0.0,-0.17203711374623082,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,10,5,afternoon,2,2031,1.7941696113074206,-0.25061944156291016,-1.2339706625451015,0.4861111111111111,0.24734982332155478,0.45454545454545453,"[0.026938167176395827, -0.27755760873930596]",0.39617141672933304,,0.0,-0.12301201850774486,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h5_close,QQQ_TQQQ_SQQQ,impulse_reversal,10,5,close,2,1566,1.38339222614841,-0.17722842558082025,-1.131726855560793,0.4677716390423573,0.22438162544169613,0.32727272727272727,"[0.21428444038277908, -0.3915128659635993]",0.33614176703895304,,0.0,-0.05240342519792844,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h10_open,QQQ_TQQQ_SQQQ,impulse_continuation,10,10,open,2,1668,1.4734982332155477,-0.7406036354327193,-4.440069756790884,0.4833512352309345,0.39752650176678445,0.45454545454545453,"[-0.10843159535723726, -0.632172040075482]",0.8474171919389347,,0.0,-0.06785161360407269,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h10_morning,QQQ_TQQQ_SQQQ,impulse_continuation,10,10,morning,2,2711,2.3948763250883394,-0.6247303789964731,-2.304427808913585,0.49392265193370166,0.3948763250883392,0.45454545454545453,"[-0.3012316208527598, -0.32349875814371326]",0.6700213971815865,,0.0,-0.0990417016792251,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h10_midday,QQQ_TQQQ_SQQQ,impulse_continuation,10,10,midday,2,4378,3.8674911660777385,-2.514262490840026,-5.74294767208777,0.4056029232643118,0.2941696113074205,0.21818181818181817,"[-0.9339722193923274, -1.5802902714476987]",2.481756922750309,,0.0,-0.18659143410875653,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,10,10,afternoon,2,1496,1.3215547703180213,-0.4739070580949146,-3.167827928441942,0.44,0.2234982332155477,0.34545454545454546,"[-6.578293416520387e-05, -0.4738412751607494]",0.5786105514607446,,0.0,-0.13140950089105619,False
QQQ_TQQQ_SQQQ_impulse_continuation_t10_h10_close,QQQ_TQQQ_SQQQ,impulse_continuation,10,10,close,2,1134,1.0017667844522968,-0.6195953404141659,-5.46380370735596,0.43622920517560076,0.20848056537102475,0.34545454545454546,"[-0.42179925738999546, -0.19779608302417045]",0.6661826888224867,,0.0,-0.06548017358742027,False
