decision_date,entry_date,exit_date,symbol,weight,signal,entry_price,exit_price,gross_return_contribution,net_return_contribution,regime
2019-08-09,2019-08-12,2019-08-26,SOXS,0.5,0.03188097768331555,11954400.0,11184000.0,-0.03222244529210999,-0.03272244529210999,bear
2019-08-09,2019-08-12,2019-08-26,SQQQ,0.5,0.0023001725129385697,22187.5,22262.5,0.0016901408450704647,0.0011901408450704647,bear
2019-08-23,2019-08-26,2019-09-10,SOXS,0.5,0.05459646094087178,11184000.0,9079200.0,-0.09409871244635193,-0.09459871244635193,bear
2019-08-23,2019-08-26,2019-09-10,SQQQ,0.5,0.04614070065508402,22262.5,20131.25,-0.04786636720943288,-0.04836636720943288,bear
2019-09-09,2019-09-10,2019-09-24,SOXL,0.5,0.14133591481122942,11.61,12.09,0.02067183462532307,0.02017183462532307,bull
2019-09-09,2019-09-10,2019-09-24,TQQQ,0.5,0.057928845390821326,7.868,8.044,0.011184544992374201,0.0106845449923742,bull
2019-10-03,2019-10-04,2019-10-18,SOXS,0.5,0.05888827738029723,9117600.0,8140800.0,-0.0535667280863385,-0.0540667280863385,bear
2019-10-03,2019-10-04,2019-10-18,SQQQ,0.5,0.04996896337678458,20868.75,18831.25,-0.04881701108116204,-0.04931701108116204,bear
2019-10-17,2019-10-18,2019-11-01,SOXL,0.5,0.09838998211091221,12.2,13.58,0.0565573770491804,0.0560573770491804,bull
2019-10-17,2019-10-18,2019-11-01,TQQQ,0.5,0.07731554160125587,8.203,8.776,0.03492624649518472,0.03442624649518472,bull
2019-10-31,2019-11-01,2019-11-15,SOXL,0.5,0.06785137318255252,13.58,15.62,0.07511045655375548,0.07461045655375548,bull
2019-10-31,2019-11-01,2019-11-15,TQQQ,0.5,0.044878754976474866,8.776,9.389,0.03492479489516864,0.03442479489516864,bull
2019-11-14,2019-11-15,2019-12-02,TQQQ,1.0,0.01406593406593415,9.389,9.718,0.03504100543188837,0.03404100543188837,bull
2019-11-29,2019-12-02,2019-12-16,TQQQ,0.5,0.0505945945945947,9.718,10.18,0.023770323111751424,0.023270323111751423,bull
2019-11-29,2019-12-02,2019-12-16,SOXL,0.5,0.04532577903682733,14.77,17.33,0.08666215301286384,0.08616215301286384,bull
2019-12-13,2019-12-16,2019-12-31,SOXL,0.5,0.1265907568653717,17.33,17.95,0.017888055395268387,0.017388055395268387,bull
2019-12-13,2019-12-16,2019-12-31,TQQQ,0.5,0.0324749198469334,10.18,10.66,0.023575638506876273,0.023075638506876273,bull
2019-12-30,2019-12-31,2020-01-15,TQQQ,1.0,0.011278195488721776,10.66,11.97,0.12288930581613511,0.12188930581613511,bull
2020-01-14,2020-01-15,2020-01-30,TQQQ,0.5,0.06405693950177938,11.97,11.95,-0.0008354218880535225,-0.0013354218880535225,bull
2020-01-14,2020-01-15,2020-01-30,SOXL,0.5,0.044266666666666676,19.57,17.9,-0.04266734798160454,-0.04316734798160454,bull
2020-02-03,2020-02-04,2020-02-19,TQQQ,1.0,0.056082830025884434,12.75,14.6,0.1450980392156862,0.1440980392156862,bull
2020-02-18,2020-02-19,2020-03-04,SOXL,0.5,0.05657412257726557,20.99,14.31,-0.15912339209147208,-0.15962339209147208,bull
2020-02-18,2020-02-19,2020-03-04,TQQQ,0.5,0.03463203463203457,14.6,10.44,-0.14246575342465756,-0.14296575342465756,bull
2020-03-03,2020-03-04,2020-03-18,SQQQ,0.5,0.05293276108726763,13025.0,18287.5,0.20201535508637236,0.20151535508637236,bear
2020-03-03,2020-03-04,2020-03-18,SOXS,0.5,0.042387543252595083,5385600.0,7768800.0,0.22125668449197866,0.22075668449197866,bear
2020-03-17,2020-03-18,2020-04-01,SQQQ,0.5,0.1146666666666667,18287.5,13250.0,-0.13773069036226931,-0.13823069036226932,bear
2020-03-17,2020-03-18,2020-04-01,SOXS,0.5,0.09223099293726622,7768800.0,4560000.0,-0.20651838121717642,-0.20701838121717642,bear
2020-04-01,2020-04-02,2020-04-17,SOXS,1.0,0.01306532663316573,4920000.0,2431200.0,-0.5058536585365854,-0.5068536585365854,bear
2020-04-16,2020-04-17,2020-05-01,TQQQ,0.5,0.195035981788809,8.459,8.165,-0.017377940654923762,-0.017877940654923763,bull
2020-04-16,2020-04-17,2020-05-01,SOXL,0.5,0.08191834089436156,8.857,8.133,-0.040871626961725194,-0.041371626961725194,bull
2020-04-30,2020-05-01,2020-05-15,TQQQ,0.5,0.12340589978101257,8.165,8.589,0.025964482547458756,0.025464482547458756,bull
2020-04-30,2020-05-01,2020-05-15,SOXL,0.5,0.11474154435226547,8.133,7.787,-0.021271363580474545,-0.021771363580474545,bull
2020-05-14,2020-05-15,2020-06-01,SOXL,1.0,0.014082854125102573,7.787,10.07,0.2931809425966354,0.2921809425966354,bull
2020-05-29,2020-06-01,2020-06-15,SOXL,0.5,0.09605122732123794,10.07,10.26,0.009433962264150941,0.00893396226415094,bull
2020-05-29,2020-06-01,2020-06-15,TQQQ,0.5,0.0546158549011615,10.26,10.14,-0.005847953216374213,-0.006347953216374214,bull
2020-06-18,2020-06-19,2020-07-06,SOXL,0.5,0.17015209125475295,12.74,13.11,0.014521193092621676,0.014021193092621675,bull
2020-06-18,2020-06-19,2020-07-06,TQQQ,0.5,0.1329479768786126,12.12,13.41,0.053217821782178265,0.052717821782178265,bull
2020-07-02,2020-07-06,2020-07-20,TQQQ,0.5,0.0713692946058091,13.41,14.1,0.02572706935123037,0.02522706935123037,bull
2020-07-02,2020-07-06,2020-07-20,SOXL,0.5,0.044388609715243055,13.11,13.92,0.03089244851258588,0.03039244851258588,bull
2020-07-20,2020-07-21,2020-08-04,SOXL,0.5,0.11355034065102187,14.97,15.93,0.03206412825651295,0.03156412825651295,bull
2020-07-20,2020-07-21,2020-08-04,TQQQ,0.5,0.09451659451659467,15.45,15.42,-0.0009708737864077555,-0.0014708737864077555,bull
2020-08-03,2020-08-04,2020-08-18,TQQQ,0.5,0.10571428571428565,15.42,16.68,0.040856031128404635,0.040356031128404635,bull
2020-08-03,2020-08-04,2020-08-18,SOXL,0.5,0.1049723756906078,15.93,17.28,0.0423728813559322,0.0418728813559322,bull
2020-08-17,2020-08-18,2020-09-01,SOXL,0.5,0.06483790523690769,17.28,18.13,0.02459490740740733,0.02409490740740733,bull
2020-08-17,2020-08-18,2020-09-01,TQQQ,0.5,0.051724137931034475,16.68,20.74,0.12170263788968816,0.12120263788968816,bull
2020-08-31,2020-09-01,2020-09-16,TQQQ,0.5,0.12117843246247939,20.74,16.82,-0.09450337512053997,-0.09500337512053997,bull
2020-08-31,2020-09-01,2020-09-16,SOXL,0.5,0.056973293768545874,18.13,16.59,-0.04247104247104244,-0.04297104247104244,bull
2020-09-17,2020-09-18,2020-10-02,SQQQ,1.0,0.01576316801230293,3257.5,3027.5,-0.07060629316960865,-0.07160629316960865,bear
2020-10-09,2020-10-12,2020-10-26,SOXL,0.5,0.24556031843233317,21.09,18.88,-0.05239449976292082,-0.05289449976292082,bull
2020-10-09,2020-10-12,2020-10-26,TQQQ,0.5,0.12213740458015265,18.55,16.97,-0.04258760107816717,-0.04308760107816717,bull
2020-10-30,2020-11-02,2020-11-16,SQQQ,0.5,0.15879629629629632,3056.25,2430.0,-0.10245398773006137,-0.10295398773006137,bear
2020-10-30,2020-11-02,2020-11-16,SOXS,0.5,0.1331917475728155,725000.0,503000.0,-0.1531034482758621,-0.1536034482758621,bear
2020-11-17,2020-11-18,2020-12-03,SOXL,0.5,0.1585603112840468,23.92,29.23,0.11099498327759194,0.11049498327759194,bull
2020-11-17,2020-11-18,2020-12-03,TQQQ,0.5,0.09399167162403343,18.28,20.66,0.06509846827133481,0.06459846827133481,bull
2020-12-02,2020-12-03,2020-12-17,SOXL,0.5,0.12671635935661052,29.23,30.92,0.02890865549093402,0.02840865549093402,bull
2020-12-02,2020-12-03,2020-12-17,TQQQ,0.5,0.09802876931273308,20.66,21.96,0.03146176185866412,0.030961761858664116,bull
2020-12-16,2020-12-17,2021-01-04,TQQQ,0.5,0.07627118644067798,21.96,23.01,0.02390710382513661,0.02340710382513661,bull
2020-12-16,2020-12-17,2021-01-04,SOXL,0.5,0.03934314060896327,30.92,31.67,0.012128072445019455,0.011628072445019455,bull
2020-12-31,2021-01-04,2021-01-19,SOXL,0.5,0.07911172796668975,31.67,39.51,0.12377644458478043,0.12327644458478043,bull
2020-12-31,2021-01-04,2021-01-19,TQQQ,0.5,0.05475638051044074,23.01,22.68,-0.007170795306388589,-0.007670795306388589,bull
2021-01-19,2021-01-20,2021-02-03,SOXL,0.5,0.12341129541476858,43.16,39.47,-0.04274791473586653,-0.04324791473586653,bull
2021-01-19,2021-01-20,2021-02-03,TQQQ,0.5,0.017210765863071575,23.96,25.98,0.04215358931552582,0.04165358931552582,bull
2021-02-03,2021-02-04,2021-02-19,SOXL,0.5,0.10932768019382189,36.34,44.64,0.11419922949917438,0.11369922949917438,bull
2021-02-03,2021-02-04,2021-02-19,TQQQ,0.5,0.05847707193941942,25.51,26.91,0.027440219521756126,0.026940219521756126,bull
2021-02-18,2021-02-19,2021-03-05,SOXL,1.0,0.06725000000000003,44.64,32.22,-0.278225806451613,-0.279225806451613,bull
2021-03-04,2021-03-05,2021-03-19,SOXS,0.5,0.14296814296814286,272400.0,231800.0,-0.07452276064610869,-0.07502276064610869,bear
2021-03-04,2021-03-05,2021-03-19,SQQQ,0.5,0.07210884353741487,1917.5,1777.5,-0.03650586701434161,-0.03700586701434161,bear
2021-03-18,2021-03-19,2021-04-05,SQQQ,0.5,0.05189028910303928,1777.5,1518.75,-0.07278481012658228,-0.07328481012658228,bear
2021-03-18,2021-03-19,2021-04-05,SOXS,0.5,0.0034334763948498104,231800.0,165700.0,-0.1425798101811907,-0.1430798101811907,bear
2021-04-01,2021-04-05,2021-04-19,SOXL,0.5,0.2925937214263943,44.525,41.77,-0.030937675463222847,-0.03143767546322285,bull
2021-04-01,2021-04-05,2021-04-19,TQQQ,0.5,0.1295336787564767,24.55,27.54,0.06089613034623209,0.06039613034623209,bull
2021-04-16,2021-04-19,2021-05-03,TQQQ,1.0,0.04213273676360929,27.54,27.19,-0.012708787218591033,-0.013708787218591034,bull
2021-05-07,2021-05-10,2021-05-24,SQQQ,1.0,0.031221303948576695,1421.25,1445.0,0.016710642040457246,0.015710642040457246,bear
2021-06-04,2021-06-07,2021-06-21,SOXL,0.5,0.049656629688325404,39.26,37.55,-0.021777890983188997,-0.022277890983188997,bull
2021-06-04,2021-06-07,2021-06-21,TQQQ,0.5,0.023622047244094446,25.86,27.66,0.03480278422273786,0.03430278422273786,bull
2021-06-18,2021-06-21,2021-07-06,TQQQ,1.0,0.010618820944708895,27.66,31.86,0.15184381778741862,0.15084381778741862,bull
2021-07-02,2021-07-06,2021-07-20,TQQQ,0.5,0.07828454731109602,31.86,30.86,-0.01569365976145637,-0.01619365976145637,bull
2021-07-02,2021-07-06,2021-07-20,SOXL,0.5,0.06542056074766367,43.64,37.24,-0.07332722273143905,-0.07382722273143905,bull
2021-07-22,2021-07-23,2021-08-06,SOXL,0.5,0.03348554033485551,41.29,46.33,0.06103172681036573,0.06053172681036573,bull
2021-07-22,2021-07-23,2021-08-06,TQQQ,0.5,0.027043829654957996,33.42,34.2,0.011669658886894085,0.011169658886894085,bull
2021-08-05,2021-08-06,2021-08-20,SOXL,0.5,0.08561565017261219,46.33,39.96,-0.06874595294625513,-0.06924595294625513,bull
2021-08-05,2021-08-06,2021-08-20,TQQQ,0.5,0.02582368655387368,34.2,33.24,-0.014035087719298234,-0.014535087719298234,bull
2021-08-23,2021-08-24,2021-09-08,TQQQ,0.5,0.03231441048034922,35.65,37.95,0.032258064516129115,0.031758064516129114,bull
2021-08-23,2021-08-24,2021-09-08,SOXL,0.5,0.015810276679841806,43.98,46.1,0.024101864483856317,0.023601864483856316,bull
2021-09-07,2021-09-08,2021-09-22,TQQQ,1.0,0.014407684098185936,37.95,33.72,-0.11146245059288551,-0.11246245059288551,bull
2021-09-23,2021-09-24,2021-10-08,SQQQ,0.5,0.03369272237196763,977.5,1020.0,0.021739130434782594,0.021239130434782594,bear
2021-09-23,2021-09-24,2021-10-08,SOXS,0.5,0.0016750418760469454,122800.0,137000.0,0.05781758957654726,0.057317589576547257,bear
2021-10-08,2021-10-11,2021-10-25,SOXS,1.0,0.005649717514124353,145200.0,123600.0,-0.14876033057851235,-0.14976033057851235,bear
2021-10-22,2021-10-25,2021-11-08,SOXL,0.5,0.05282026768642423,44.6,62.1,0.19618834080717484,0.19568834080717484,bull
2021-10-22,2021-10-25,2021-11-08,TQQQ,0.5,0.04096669613910997,35.75,42.63,0.09622377622377631,0.09572377622377631,bull
2021-11-05,2021-11-08,2021-11-22,SOXL,0.5,0.27827911857292764,62.1,69.54,0.05990338164251208,0.059403381642512076,bull
2021-11-05,2021-11-08,2021-11-22,TQQQ,0.5,0.09925238463521535,42.63,44.82,0.025686136523574876,0.025186136523574876,bull
2021-11-19,2021-11-22,2021-12-07,SOXL,0.5,0.08303078137332287,69.54,66.7601,-0.019987776819097025,-0.020487776819097026,bull
2021-11-19,2021-11-22,2021-12-07,TQQQ,0.5,0.07084139264990319,44.82,40.44,-0.04886211512717542,-0.04936211512717542,bull
2021-12-06,2021-12-07,2021-12-21,SQQQ,0.5,0.1008264462809918,788.75,827.5,0.02456418383518222,0.024064183835182218,bear
2021-12-06,2021-12-07,2021-12-21,SOXS,0.5,0.09115281501340489,76000.0,77600.0,0.010526315789473717,0.010026315789473716,bear
2021-12-20,2021-12-21,2022-01-05,SQQQ,0.5,0.0793650793650793,827.5,755.0,-0.04380664652567978,-0.04430664652567978,bear
2021-12-20,2021-12-21,2022-01-05,SOXS,0.5,0.04556962025316458,77600.0,66700.0,-0.07023195876288657,-0.07073195876288657,bear
2022-01-04,2022-01-05,2022-01-20,SOXL,1.0,0.0077992058990357105,69.5877,52.12,-0.25101706192329964,-0.25201706192329965,bull
2022-01-19,2022-01-20,2022-02-03,SOXS,0.5,0.2016806722689075,83700.0,87374.0,0.02194743130227006,0.02144743130227006,bear
2022-01-19,2022-01-20,2022-02-03,SQQQ,0.5,0.15552099533437014,904.0,964.0,0.0331858407079646,0.0326858407079646,bear
2022-02-07,2022-02-08,2022-02-23,SQQQ,1.0,0.052969502407704594,995.25,1084.25,0.08942476764632001,0.08842476764632001,bear
2022-02-22,2022-02-23,2022-03-09,SQQQ,1.0,0.07418111753371859,1084.25,1145.0,0.056029513488586646,0.055029513488586645,bear
2022-03-08,2022-03-09,2022-03-23,SQQQ,0.5,0.16459554513481822,1145.0,909.87,-0.10267685589519648,-0.10317685589519648,bear
2022-03-08,2022-03-09,2022-03-23,SOXS,0.5,0.12101910828025475,95400.0,78634.0,-0.08787211740041928,-0.08837211740041928,bear
2022-03-22,2022-03-23,2022-04-06,TQQQ,0.5,0.28374655647382907,27.28,27.41,0.0023826979472140186,0.0018826979472140186,bull
2022-03-22,2022-03-23,2022-04-06,SOXL,0.5,0.25642653125991743,38.51,30.85,-0.0994546870942612,-0.0999546870942612,bull
2022-04-21,2022-04-22,2022-05-06,SQQQ,0.5,0.10115911485774509,1044.87,1227.5,0.08739364705657171,0.08689364705657171,bear
2022-04-21,2022-04-22,2022-05-06,SOXS,0.5,0.04841675178753824,103660.0,102220.0,-0.006945784294809965,-0.007445784294809965,bear
2022-05-05,2022-05-06,2022-05-20,SQQQ,1.0,0.10611303344867351,1227.5,1400.87,0.14123828920570247,0.14023828920570247,bear
2022-05-20,2022-05-23,2022-06-07,SQQQ,0.5,0.11994660564454618,1452.5,1226.37,-0.07784165232358009,-0.07834165232358009,bear
2022-05-20,2022-05-23,2022-06-07,SOXS,0.5,0.04884475070936367,105500.0,85860.0,-0.09308056872037912,-0.09358056872037912,bear
2022-06-13,2022-06-14,2022-06-29,SOXS,0.5,0.4641819941916747,116980.0,123980.0,0.029919644383655353,0.029419644383655352,bear
2022-06-13,2022-06-14,2022-06-29,SQQQ,0.5,0.3532139093782929,1566.75,1423.0,-0.045875219403223255,-0.046375219403223256,bear
2022-06-29,2022-06-30,2022-07-15,SOXS,1.0,0.02504414833841717,133000.0,112120.0,-0.15699248120300757,-0.15799248120300757,bear
2022-07-15,2022-07-18,2022-08-01,SOXL,1.0,0.08626887131560013,15.83,19.41,0.22615287428932418,0.22515287428932418,bull
2022-07-29,2022-08-01,2022-08-15,TQQQ,0.5,0.1293161814488828,16.39,18.83,0.07443563148261123,0.07393563148261123,bull
2022-07-29,2022-08-01,2022-08-15,SOXL,0.5,0.12351274787535416,19.41,21.24,0.047140649149922664,0.046640649149922664,bull
2022-08-12,2022-08-15,2022-08-29,TQQQ,0.5,0.0759206798866856,18.83,14.68,-0.11019649495485923,-0.11069649495485923,bull
2022-08-12,2022-08-15,2022-08-29,SOXL,0.5,0.0018552875695734272,21.24,15.48,-0.13559322033898302,-0.13609322033898302,bull
2022-08-30,2022-08-31,2022-09-15,SOXS,0.5,0.14425667401420528,91820.0,104660.0,0.0699194075364844,0.0694194075364844,bear
2022-08-30,2022-08-31,2022-09-15,SQQQ,0.5,0.12222782258064524,1081.0,1169.5,0.04093432007400555,0.04043432007400555,bear
2022-09-14,2022-09-15,2022-09-29,SQQQ,1.0,0.009247027741083214,1169.5,1398.87,0.1961265498076099,0.1951265498076099,bear
2022-09-28,2022-09-29,2022-10-13,SOXS,0.5,0.10023351895096111,128920.0,174580.0,0.17708656531182132,0.17658656531182132,bear
2022-09-28,2022-09-29,2022-10-13,SQQQ,0.5,0.036693704132869875,1398.87,1722.0,0.11549679384074296,0.11499679384074296,bear
2022-10-12,2022-10-13,2022-10-27,SOXS,0.5,0.4742033383915023,174580.0,118060.0,-0.1618742123954634,-0.1623742123954634,bear
2022-10-12,2022-10-13,2022-10-27,SQQQ,0.5,0.22747529548537115,1722.0,1324.87,-0.11531068524970967,-0.11581068524970967,bear
2022-10-26,2022-10-27,2022-11-10,SOXL,0.5,0.190224570673712,9.16,10.8,0.08951965065502188,0.08901965065502188,bull
2022-10-26,2022-10-27,2022-11-10,TQQQ,0.5,0.07778915046059365,10.4,10.07,-0.015865384615384615,-0.016365384615384615,bull
2022-11-09,2022-11-10,2022-11-25,SQQQ,1.0,0.022527100271002798,1290.62,1117.25,-0.13433078675365318,-0.13533078675365318,bear
2022-11-23,2022-11-25,2022-12-09,SOXL,0.5,0.09810387469084914,13.13,12.4907,-0.024345011424219354,-0.024845011424219354,bull
2022-11-23,2022-11-25,2022-12-09,TQQQ,0.5,0.03176043557168784,11.17,10.53,-0.0286481647269472,-0.0291481647269472,bull
2022-12-13,2022-12-14,2022-12-29,SOXL,0.5,0.16296928327645044,13.51,9.28,-0.15655070318282754,-0.15705070318282754,bull
2022-12-13,2022-12-14,2022-12-29,TQQQ,0.5,0.07300672430355415,11.11,8.335,-0.12488748874887484,-0.12538748874887484,bull
2022-12-28,2022-12-29,2023-01-13,SOXS,0.5,0.14857744994731292,83100.0,59520.0,-0.14187725631768955,-0.14237725631768955,bear
2022-12-28,2022-12-29,2023-01-13,SQQQ,0.5,0.10546354464115737,1406.0,1201.25,-0.07281294452347081,-0.07331294452347081,bear
2023-01-20,2023-01-23,2023-02-06,TQQQ,1.0,0.035007610350076046,10.28,12.42,0.20817120622568108,0.20717120622568108,bull
2023-02-03,2023-02-06,2023-02-21,SOXL,0.5,0.130173564753004,16.12,14.789,-0.04128411910669977,-0.04178411910669977,bull
2023-02-03,2023-02-06,2023-02-21,TQQQ,0.5,0.09340188517566417,12.42,11.55,-0.03502415458937197,-0.03552415458937197,bull
2023-02-17,2023-02-21,2023-03-07,TQQQ,1.0,0.009235936188077165,11.55,11.78,0.019913419913419883,0.018913419913419882,bull
2023-03-09,2023-03-10,2023-03-24,SQQQ,1.0,0.008177868642984976,984.25,821.25,-0.1656083312166624,-0.1666083312166624,bear
2023-03-23,2023-03-24,2023-04-10,SOXL,0.5,0.06516443361753943,17.1,15.22,-0.05497076023391817,-0.05547076023391817,bull
2023-03-23,2023-03-24,2023-04-10,TQQQ,0.5,0.024859663191659775,12.72,13.32,0.023584905660377298,0.023084905660377297,bull
2023-04-06,2023-04-10,2023-04-24,TQQQ,1.0,0.018559762435040872,13.32,13.41,0.006756756756756799,0.005756756756756799,bull
2023-04-27,2023-04-28,2023-05-12,TQQQ,1.0,0.03281133482475762,13.82,14.59,0.05571635311143264,0.054716353111432636,bull
2023-05-11,2023-05-12,2023-05-26,TQQQ,0.5,0.09255079006772005,14.59,16.41,0.06237148732008224,0.06187148732008224,bull
2023-05-11,2023-05-12,2023-05-26,SOXL,0.5,0.034558823529411864,14.18,20.05,0.206981664315938,0.206481664315938,bull
2023-05-25,2023-05-26,2023-06-12,SOXL,0.5,0.08375778155065072,20.05,23.2,0.07855361596009969,0.07805361596009969,bull
2023-05-25,2023-05-26,2023-06-12,TQQQ,0.5,0.017521902377972465,16.41,18.58,0.06611822059719674,0.06561822059719674,bull
2023-06-09,2023-06-12,2023-06-27,SOXL,1.0,0.0172570390554041,23.2,22.29,-0.03922413793103452,-0.04022413793103452,bull
2023-06-28,2023-06-29,2023-07-14,SOXL,0.5,0.0412642669007901,24.11,27.34,0.06698465367067608,0.06648465367067607,bull
2023-06-28,2023-06-29,2023-07-14,TQQQ,0.5,0.016469377251672634,19.68,22.11,0.06173780487804881,0.06123780487804881,bull
2023-07-13,2023-07-14,2023-07-28,SOXL,0.5,0.18711923411662323,27.34,27.99,0.011887344550109757,0.011387344550109757,bull
2023-07-13,2023-07-14,2023-07-28,TQQQ,0.5,0.09384309831181725,22.11,22.15,0.0009045680687471691,0.0004045680687471691,bull
2023-07-27,2023-07-28,2023-08-11,SOXL,1.0,0.08933717579250722,27.99,21.93,-0.21650589496248662,-0.21750589496248662,bull
2023-08-11,2023-08-14,2023-08-28,SOXS,0.5,0.16309012875536477,2202.0,2084.0,-0.0267938237965486,-0.0272938237965486,bear
2023-08-11,2023-08-14,2023-08-28,SQQQ,0.5,0.05061927840603131,491.25,483.75,-0.007633587786259555,-0.008133587786259555,bear
2023-08-28,2023-08-29,2023-09-13,SOXS,1.0,0.006822612085769952,2098.0,2100.0,0.0009532888465204614,-4.67111534795386e-05,bear
2023-09-14,2023-09-15,2023-09-29,TQQQ,1.0,0.037642397226349544,20.73,18.29,-0.11770381090207438,-0.11870381090207438,bull
2023-10-05,2023-10-06,2023-10-20,SOXS,1.0,0.009717314487632578,2330.0,2368.0,0.016309012875536544,0.015309012875536543,bear
2023-10-19,2023-10-20,2023-11-03,SOXS,0.5,0.17111770524233427,2368.0,2274.0,-0.01984797297297297,-0.020347972972972972,bear
2023-10-19,2023-10-20,2023-11-03,SQQQ,0.5,0.08445400753093057,506.75,482.75,-0.023680315737543145,-0.024180315737543145,bear
2023-11-06,2023-11-07,2023-11-21,SOXL,0.5,0.25602202339986246,18.16,23.57,0.14895374449339205,0.14845374449339205,bull
2023-11-06,2023-11-07,2023-11-21,TQQQ,0.5,0.17636138613861396,19.18,22.05,0.07481751824817517,0.07431751824817517,bull
2023-11-20,2023-11-21,2023-12-06,SOXL,0.5,0.20779220779220786,23.57,22.83,-0.0156979210861265,-0.0161979210861265,bull
2023-11-20,2023-11-21,2023-12-06,TQQQ,0.5,0.10643564356435653,22.05,22.14,0.0020408163265306367,0.0015408163265306367,bull
2023-12-07,2023-12-08,2023-12-22,SOXL,0.5,0.01622095572117499,23.01,30.62,0.16536288570186874,0.16486288570186874,bull
2023-12-07,2023-12-08,2023-12-22,TQQQ,0.5,0.009571558796718227,21.83,25.3,0.07947778286761342,0.07897778286761342,bull
2023-12-21,2023-12-22,2024-01-09,TQQQ,0.5,0.030415125359638306,25.3,23.83,-0.02905138339920954,-0.02955138339920954,bull
2023-12-21,2023-12-22,2024-01-09,SOXL,0.5,0.002318648559125558,30.62,27.5,-0.05094709340300457,-0.05144709340300457,bull
2024-01-09,2024-01-10,2024-01-25,TQQQ,0.5,0.019526381387619418,24.59,28.63,0.08214721431476213,0.08164721431476213,bull
2024-01-09,2024-01-10,2024-01-25,SOXL,0.5,0.013552068473609236,28.64,39.5,0.18959497206703912,0.18909497206703912,bull
2024-01-24,2024-01-25,2024-02-08,SOXL,0.5,0.3162152655645445,39.5,35.74,-0.047594936708860724,-0.048094936708860725,bull
2024-01-24,2024-01-25,2024-02-08,TQQQ,0.5,0.13915857605177995,28.63,29.16,0.009256025148445701,0.0087560251484457,bull
2024-02-07,2024-02-08,2024-02-23,TQQQ,0.5,0.10790273556231011,29.16,30.42,0.021604938271604923,0.021104938271604923,bull
2024-02-07,2024-02-08,2024-02-23,SOXL,0.5,0.10155763239875393,35.74,42.14,0.089535534415221,0.089035534415221,bull
2024-02-22,2024-02-23,2024-03-08,SOXL,0.5,0.058793456032719904,42.14,55.94,0.16373991457047932,0.16323991457047932,bull
2024-02-22,2024-02-23,2024-03-08,TQQQ,0.5,0.028015032456440103,30.42,31.46,0.017094017094017033,0.016594017094017033,bull
