toxicity_quantile,spread_cents,order_size,latency_ms,ttl_s,queue_model,exit_horizon_s,slippage_bp,candidate_orders,fills,net,first_block,second_block,positive_day_fraction,mean_trade_bp,stop_rate
0.05,1,10.0,250,1,conservative,15,2,341,5,-6.360155567784322e-05,-6.132107572115402e-05,-2.2804799566892046e-06,0.0,-2.544062227113729,0.0
0.05,1,10.0,250,5,base,5,1,341,45,-0.00048299138674508935,-0.00029704260438899666,-0.0001859487823560927,0.0,-2.14662838553373,0.0
0.05,1,10.0,250,5,base,5,2,341,45,-0.0007080079050443298,-0.0004220573925990957,-0.0002859505124452341,0.0,-3.1467018001970213,0.0
0.05,1,10.0,250,5,base,15,1,341,45,-0.0002541363460857425,-6.316046072911839e-05,-0.00019097588535662408,0.3333333333333333,-1.1294948714921889,0.022222222222222223
0.05,1,10.0,250,5,base,15,2,341,45,-0.00047917341629431337,-0.0001881877546747283,-0.0002909856616195851,0.16666666666666666,-2.129659627974726,0.022222222222222223
0.05,1,10.0,250,5,conservative,5,1,341,37,-0.0005411353616462548,-0.0003170913823125601,-0.00022404397933369476,0.0,-2.925056008898675,0.0
0.05,1,10.0,250,5,conservative,5,2,341,37,-0.0007261488165416082,-0.0004221017816260998,-0.0003040470349155084,0.0,-3.9251287380627478,0.0
0.05,1,10.0,250,5,conservative,15,1,341,37,-0.00032167392212129433,-0.00015103143399031134,-0.00017064248813098296,0.16666666666666666,-1.738777957412402,0.02702702702702703
0.05,1,10.0,250,5,conservative,15,2,341,37,-0.0005067022833840089,-0.0002560492701876108,-0.00025065301319639806,0.16666666666666666,-2.7389312615351824,0.02702702702702703
0.05,1,10.0,250,15,base,5,1,341,91,-0.0012388513122984428,-0.0005717941573587343,-0.0006670571549397084,0.0,-2.7227501369196543,0.0
0.05,1,10.0,250,15,base,5,2,341,91,-0.001693889703183079,-0.0008018186940342601,-0.0008920710091488188,0.0,-3.7228345124902833,0.0
0.05,1,10.0,250,15,base,15,1,341,91,-0.0008854852441481534,-0.00021420169768084904,-0.0006712835464673043,0.16666666666666666,-1.9461214157102271,0.03296703296703297
0.05,1,10.0,250,15,base,15,2,341,91,-0.0013405874459951055,-0.00044425186828240127,-0.0008963355777127043,0.16666666666666666,-2.946346035154078,0.03296703296703297
0.05,1,10.0,250,15,conservative,5,1,341,76,-0.0012263953629970173,-0.000591520936843479,-0.0006348744261535384,0.0,-3.227356218413204,0.013157894736842105
0.05,1,10.0,250,15,conservative,5,2,341,76,-0.0016064341190489238,-0.0007765371160144535,-0.0008298970030344703,0.0,-4.227458208023484,0.013157894736842105
0.05,1,10.0,250,15,conservative,15,1,341,76,-0.0009701800397553527,-0.0003177513110282221,-0.0006524287287271306,0.16666666666666666,-2.5531053677772446,0.039473684210526314
0.05,1,10.0,250,15,conservative,15,2,341,76,-0.0013502478592436816,-0.0005027742098054199,-0.0008474736494382616,0.0,-3.553283840114951,0.039473684210526314
0.05,1,10.0,500,1,base,5,1,341,12,-4.7978088270523514e-05,1.015310146906822e-05,-5.813118973959173e-05,0.16666666666666666,-0.7996348045087251,0.0
0.05,1,10.0,500,1,base,5,2,341,12,-0.00010797805253586771,-1.4852606291368635e-05,-9.312544624449908e-05,0.16666666666666666,-1.7996342089311286,0.0
0.05,1,10.0,500,1,base,15,1,341,12,3.5634643688225203e-05,0.00010009269450533759,-6.445805081711238e-05,0.16666666666666666,0.5939107281370862,0.0
0.05,1,10.0,500,1,base,15,2,341,12,-2.4372049211988258e-05,7.507908584806492e-05,-9.945113506005318e-05,0.16666666666666666,-0.4062008201998043,0.0
0.05,1,10.0,500,1,conservative,5,1,341,10,-4.5391518663982354e-05,1.6990070470214257e-05,-6.238158913419661e-05,0.16666666666666666,-0.9078303732796468,0.0
0.05,1,10.0,500,1,conservative,5,2,341,10,-9.539274417543633e-05,-3.015637290224662e-06,-9.237710688521167e-05,0.16666666666666666,-1.9078548835087266,0.0
0.05,1,10.0,500,1,conservative,15,1,341,10,4.2425787413997233e-05,0.00010692966350648362,-6.450387609248639e-05,0.16666666666666666,0.8485157482799442,0.0
0.05,1,10.0,500,1,conservative,15,2,341,10,-7.581746316962661e-06,8.69160548492089e-05,-9.449780116617156e-05,0.16666666666666666,-0.15163492633925285,0.0
0.05,1,10.0,500,5,base,5,1,341,47,-0.0005088751812034637,-0.0003223802065544219,-0.0001864949746490418,0.0,-2.1654263029934624,0.0
0.05,1,10.0,500,5,base,5,2,341,47,-0.0007438966423158465,-0.00045240043435348985,-0.0002914962079623567,0.0,-3.1655176268759426,0.0
0.05,1,10.0,500,5,base,15,1,341,47,-0.0003090829752847356,-6.418464766973185e-05,-0.00024489832761500377,0.16666666666666666,-1.3152467033393005,0.02127659574468085
0.05,1,10.0,500,5,base,15,2,341,47,-0.0005441391257997346,-0.00019422746219786792,-0.00034991166360186666,0.16666666666666666,-2.3154856417009984,0.02127659574468085
0.05,1,10.0,500,5,conservative,5,1,341,38,-0.0005405576189744178,-0.0003238800284359783,-0.00021667759053843957,0.0,-2.8450400998653573,0.0
0.05,1,10.0,500,5,conservative,5,2,341,38,-0.0007305798589508794,-0.00041889537127577853,-0.00031168448767510083,0.0,-3.8451571523730492,0.0
0.05,1,10.0,500,5,conservative,15,1,341,38,-0.000424557152020201,-0.00018986032542720035,-0.0002346968265930006,0.16666666666666666,-2.23451132642211,0.02631578947368421
0.05,1,10.0,500,5,conservative,15,2,341,38,-0.0006145990252594245,-0.0002848892664997643,-0.00032970975875966027,0.16666666666666666,-3.2347317118917083,0.02631578947368421
0.05,1,10.0,500,15,base,5,1,341,90,-0.0012785208121829645,-0.0006006389004091961,-0.0006778819117737687,0.0,-2.841157360406588,0.0
0.05,1,10.0,500,15,base,5,2,341,90,-0.0017285754595883951,-0.0008206724594907106,-0.0009079030000976847,0.0,-3.841278799085323,0.0
0.05,1,10.0,500,15,base,15,1,341,90,-0.0009842755269152568,-0.00025757945064284956,-0.0007266960762724072,0.16666666666666666,-2.1872789487005706,0.03333333333333333
0.05,1,10.0,500,15,base,15,2,341,90,-0.0014343966500737545,-0.0004776440350130859,-0.0009567526150606686,0.16666666666666666,-3.1875481112750093,0.03333333333333333
0.05,1,10.0,500,15,conservative,5,1,341,75,-0.0012160233714486254,-0.0005104784594196087,-0.0007055449120290168,0.0,-3.2427289905296677,0.013333333333333334
0.05,1,10.0,500,15,conservative,5,2,341,75,-0.001591081275287925,-0.0006855123125461321,-0.0009055689627417928,0.0,-4.2428834007678,0.013333333333333334
0.05,1,10.0,500,15,conservative,15,1,341,75,-0.0011694624591843334,-0.0003913523365576309,-0.0007781101226267023,0.16666666666666666,-3.1185665578248885,0.04
0.05,1,10.0,500,15,conservative,15,2,341,75,-0.001544548148805386,-0.0005663954006253523,-0.0009781527481800337,0.0,-4.118795063481029,0.04
0.05,1,100.0,250,1,base,5,1,341,9,-0.0001424829960679516,-7.42015309113301e-05,-6.828146515662149e-05,0.16666666666666666,-3.166288801510036,0.0
0.05,1,100.0,250,1,base,5,2,341,9,-0.00018747356115515437,-0.00010419956076633771,-8.327400038881664e-05,0.0,-4.166079136781208,0.0
0.05,1,100.0,250,1,base,15,1,341,9,-0.00013153200745323314,-7.608750838653379e-05,-5.544449906669936e-05,0.16666666666666666,-2.922933498960736,0.0
0.05,1,100.0,250,1,base,15,2,341,9,-0.00017651908956162432,-0.00010608215186515117,-7.043693769647315e-05,0.0,-3.9226464347027625,0.0
0.05,1,100.0,250,1,conservative,5,1,341,5,-3.6906845760520445e-05,-3.7722009283858745e-05,8.151635233383018e-07,0.16666666666666666,-1.4762738304208178,0.0
0.05,1,100.0,250,1,conservative,5,2,341,5,-6.190394429676563e-05,-5.272063716530782e-05,-9.183307131457799e-06,0.0,-2.476157771870625,0.0
0.05,1,100.0,250,1,conservative,15,1,341,5,-3.8606629517133337e-05,-4.632393007056017e-05,7.717300553426833e-06,0.16666666666666666,-1.5442651806853334,0.0
0.05,1,100.0,250,1,conservative,15,2,341,5,-6.360155567784322e-05,-6.132107572115402e-05,-2.2804799566892046e-06,0.0,-2.544062227113729,0.0
0.05,1,100.0,250,5,base,5,1,341,42,-0.0004785978465294829,-0.0003015837164461504,-0.00017701413008333248,0.0,-2.279037364426109,0.0
0.05,1,100.0,250,5,base,5,2,341,42,-0.0006886139312343043,-0.00042159861358694853,-0.0002670153176473557,0.0,-3.2791139582585913,0.0
0.05,1,100.0,250,5,base,15,1,341,42,-0.0003014591310213263,-8.186969890261608e-05,-0.00021958943211871019,0.16666666666666666,-1.435519671530125,0.023809523809523808
0.05,1,100.0,250,5,base,15,2,341,42,-0.0005114894384312943,-0.0002018945277701707,-0.0003095949106611235,0.16666666666666666,-2.4356639925299723,0.023809523809523808
0.05,1,100.0,250,5,conservative,5,1,341,34,-0.0005189500191899748,-0.00028983195074636764,-0.0002291180684436072,0.0,-3.052647171705734,0.0
0.05,1,100.0,250,5,conservative,5,2,341,34,-0.0006889609967853476,-0.0003798403802195897,-0.00030912061656575794,0.0,-4.052711745796163,0.0
0.05,1,100.0,250,5,conservative,15,1,341,34,-0.0003215086125094175,-0.00013306163719895066,-0.00018844697531046687,0.16666666666666666,-1.8912271324083387,0.029411764705882353
0.05,1,100.0,250,5,conservative,15,2,341,34,-0.0004915322942486492,-0.00022307657449954343,-0.0002684557197491058,0.16666666666666666,-2.89136643675676,0.029411764705882353
0.05,1,100.0,250,15,base,5,1,341,89,-0.001221178864354253,-0.000595459483760802,-0.0006257193805934509,0.0,-2.744222167088209,0.0
0.05,1,100.0,250,15,base,5,2,341,89,-0.0016662165575932562,-0.0008204801236650417,-0.0008457364339282145,0.0,-3.7443068709960814,0.0
0.05,1,100.0,250,15,base,15,1,341,89,-0.0009512953270518064,-0.0002847902058123209,-0.0006665051212394856,0.16666666666666666,-2.137742307981588,0.033707865168539325
0.05,1,100.0,250,15,base,15,2,341,89,-0.0013963902983541712,-0.0005098336030441948,-0.0008865566953099763,0.0,-3.137955726638587,0.033707865168539325
0.05,1,100.0,250,15,conservative,5,1,341,73,-0.001244849660634208,-0.0005902445406399545,-0.0006546051199942533,0.0,-3.4105470154361854,0.0136986301369863
0.05,1,100.0,250,15,conservative,5,2,341,73,-0.001609885586570559,-0.0007652606166997182,-0.0008446249698708407,0.0,-4.4106454426590656,0.0136986301369863
0.05,1,100.0,250,15,conservative,15,1,341,73,-0.0010177995488160805,-0.0003233983450852586,-0.0006944012037308219,0.16666666666666666,-2.788491914564604,0.0410958904109589
0.05,1,100.0,250,15,conservative,15,2,341,73,-0.001382861148135146,-0.0004984199750980721,-0.000884441173037074,0.0,-3.7886606798223172,0.0410958904109589
0.05,1,100.0,500,1,base,5,1,341,12,-4.7978088270523514e-05,1.015310146906822e-05,-5.813118973959173e-05,0.16666666666666666,-0.7996348045087251,0.0
0.05,1,100.0,500,1,base,5,2,341,12,-0.00010797805253586771,-1.4852606291368635e-05,-9.312544624449908e-05,0.16666666666666666,-1.7996342089311286,0.0
0.05,1,100.0,500,1,base,15,1,341,12,3.5634643688225203e-05,0.00010009269450533759,-6.445805081711238e-05,0.16666666666666666,0.5939107281370862,0.0
0.05,1,100.0,500,1,base,15,2,341,12,-2.4372049211988258e-05,7.507908584806492e-05,-9.945113506005318e-05,0.16666666666666666,-0.4062008201998043,0.0
0.05,1,100.0,500,1,conservative,5,1,341,9,1.412017903438183e-05,1.6990070470214257e-05,-2.8698914358324256e-06,0.3333333333333333,0.31378175631959637,0.0
0.05,1,100.0,500,1,conservative,5,2,341,9,-3.088602331071166e-05,-3.015637290224662e-06,-2.7870386020486995e-05,0.16666666666666666,-0.6863560735713701,0.0
0.05,1,100.0,500,1,conservative,15,1,341,9,0.00010079512154332221,0.00010692966350648362,-6.134541963161402e-06,0.3333333333333333,2.2398915898516045,0.0
0.05,1,100.0,500,1,conservative,15,2,341,9,5.578272522649739e-05,8.69160548492089e-05,-3.11333296227115e-05,0.16666666666666666,1.2396161161443868,0.0
0.05,1,100.0,500,5,base,5,1,341,44,-0.0005065511756999618,-0.0003251302901608324,-0.0001814208855391294,0.0,-2.302505344090735,0.0
0.05,1,100.0,500,5,base,5,2,341,44,-0.0007265713020595183,-0.0004401486757474111,-0.00028642262631210715,0.0,-3.302596827543264,0.0
0.05,1,100.0,500,5,base,15,1,341,44,-0.0003759653827815388,-0.00012599296605662265,-0.0002499724167249162,0.16666666666666666,-1.7089335580979035,0.022727272727272728
0.05,1,100.0,500,5,base,15,2,341,44,-0.0005960105253996864,-0.00024102528014755583,-0.0003549852452521307,0.16666666666666666,-2.7091387518167567,0.022727272727272728
0.05,1,100.0,500,5,conservative,5,1,341,37,-0.0005210918148040279,-0.0002897552041740802,-0.00023133661062994758,0.0,-2.816712512454204,0.0
0.05,1,100.0,500,5,conservative,5,2,341,37,-0.0007061100781875795,-0.0003797680364695949,-0.0003263420417179845,0.0,-3.8168112334463755,0.0
0.05,1,100.0,500,5,conservative,15,1,341,37,-0.000382441896750474,-0.0001607570918461561,-0.0002216848049043179,0.16666666666666666,-2.067253495948508,0.02702702702702703
0.05,1,100.0,500,5,conservative,15,2,341,37,-0.0005674830628865668,-0.0002507840244832904,-0.00031669903840327637,0.16666666666666666,-3.0674760156030634,0.02702702702702703
0.05,1,100.0,500,15,base,5,1,341,89,-0.0012205794506749076,-0.0005584256101633858,-0.0006621538405115219,0.0,-2.7428751700559726,0.0
0.05,1,100.0,500,15,base,5,2,341,89,-0.0016656403685818568,-0.0007784645480505656,-0.0008871758205312912,0.0,-3.743012064228892,0.0
0.05,1,100.0,500,15,base,15,1,341,89,-0.0010011291609607674,-0.0002796827656349814,-0.0007214463953257861,0.16666666666666666,-2.2497284515972304,0.033707865168539325
0.05,1,100.0,500,15,base,15,2,341,89,-0.0014462463225626172,-0.000499743544696545,-0.0009465027778660722,0.16666666666666666,-3.249991736095769,0.033707865168539325
0.05,1,100.0,500,15,conservative,5,1,341,73,-0.0012952923001401913,-0.0005902193874682358,-0.0007050729126719553,0.0,-3.548746027781345,0.0136986301369863
0.05,1,100.0,500,15,conservative,5,2,341,73,-0.0016603402841306651,-0.0007602439983707466,-0.0009000962857599183,0.0,-4.548877490768945,0.0136986301369863
0.05,1,100.0,500,15,conservative,15,1,341,73,-0.0011697985169895246,-0.00041702225417737345,-0.0007527762628121512,0.16666666666666666,-3.204927443806917,0.0410958904109589
0.05,1,100.0,500,15,conservative,15,2,341,73,-0.0015348816678864314,-0.000587060970711073,-0.0009478206971753584,0.0,-4.2051552544833735,0.0410958904109589
0.05,2,1.0,250,1,base,5,1,297,11,-0.0001822193760472343,-8.885250667799849e-05,-9.336686936923581e-05,0.0,-3.313079564495169,0.0
0.05,2,1.0,250,1,base,5,2,297,11,-0.00023721200296944028,-0.0001238510726685406,-0.00011336093030089967,0.0,-4.312945508535278,0.0
0.05,2,1.0,250,1,base,15,1,297,11,-0.00015600225894183277,-9.610037563937127e-05,-5.9901883302461496e-05,0.16666666666666666,-2.8364047080333235,0.0
0.05,2,1.0,250,1,base,15,2,297,11,-0.0002109953824564669,-0.0001310960913890569,-7.989929106741e-05,0.16666666666666666,-3.8362796810266704,0.0
0.05,2,1.0,250,1,conservative,5,1,297,3,-3.7722009283858745e-05,-3.7722009283858745e-05,0.0,0.0,-2.5148006189239167,0.0
0.05,2,1.0,250,1,conservative,5,2,297,3,-5.272063716530782e-05,-5.272063716530782e-05,0.0,0.0,-3.514709144353855,0.0
0.05,2,1.0,250,1,conservative,15,1,297,3,-4.632393007056017e-05,-4.632393007056017e-05,0.0,0.0,-3.088262004704011,0.0
0.05,2,1.0,250,1,conservative,15,2,297,3,-6.132107572115402e-05,-6.132107572115402e-05,0.0,0.0,-4.088071714743601,0.0
0.05,2,1.0,250,5,base,5,1,297,42,-0.000622301827554928,-0.00038622836570762446,-0.00023607346184730362,0.0,-2.9633420359758484,0.0
0.05,2,1.0,250,5,base,5,2,297,42,-0.0008323129392479036,-0.0005012382878374006,-0.000331074651410503,0.0,-3.963394948799541,0.0
0.05,2,1.0,250,5,base,15,1,297,42,-0.0003426881342738186,-0.0001225593078052885,-0.0002201288264685301,0.3333333333333333,-1.6318482584467553,0.023809523809523808
0.05,2,1.0,250,5,base,15,2,297,42,-0.0005527125133521037,-0.0002375714096591751,-0.0003151411036929286,0.16666666666666666,-2.631964349295732,0.023809523809523808
0.05,2,1.0,250,5,conservative,5,1,297,31,-0.0006300362769013749,-0.00037495861857599283,-0.00025507765832538215,0.0,-4.0647501735572575,0.0
0.05,2,1.0,250,5,conservative,5,2,297,31,-0.0007850437842867845,-0.00045996287799294155,-0.00032508090629384303,0.0,-5.064798608301835,0.0
0.05,2,1.0,250,5,conservative,15,1,297,31,-0.0003867450111631269,-0.00020275827060164416,-0.0001839867405614828,0.3333333333333333,-2.495129104278238,0.03225806451612903
0.05,2,1.0,250,5,conservative,15,2,297,31,-0.00054175976220325,-0.0002877591546427474,-0.00025400060756050266,0.16666666666666666,-3.495224272279033,0.03225806451612903
0.05,2,1.0,250,15,base,5,1,297,84,-0.0012817069198108317,-0.0006237589465601702,-0.0006579479732506617,0.0,-3.0516831424067425,0.0
0.05,2,1.0,250,15,base,5,2,297,84,-0.001701745141347487,-0.000828777602607714,-0.0008729675387397732,0.0,-4.051774146065445,0.0
0.05,2,1.0,250,15,base,15,1,297,84,-0.0009613912850942033,-0.0003174338191349478,-0.0006439574659592557,0.0,-2.2890268692719125,0.03571428571428571
0.05,2,1.0,250,15,base,15,2,297,84,-0.0013814804381276644,-0.0005224649532796651,-0.0008590154848479993,0.0,-3.2892391383992003,0.03571428571428571
0.05,2,1.0,250,15,conservative,5,1,297,71,-0.0013618398178413618,-0.0006838579504478509,-0.000677981867393511,0.0,-3.836168500961583,0.014084507042253521
0.05,2,1.0,250,15,conservative,5,2,297,71,-0.0017168834645855241,-0.0008538734091123831,-0.0008630100554731408,0.0,-4.836291449536686,0.014084507042253521
0.05,2,1.0,250,15,conservative,15,1,297,71,-0.0011119413693020394,-0.0004349749552669919,-0.0006769664140350477,0.0,-3.1322292093015203,0.04225352112676056
0.05,2,1.0,250,15,conservative,15,2,297,71,-0.0014670060242469752,-0.0006049890573597226,-0.0008620169668872527,0.0,-4.132411335906973,0.04225352112676056
0.05,2,1.0,500,1,base,5,1,297,9,-9.340638618395186e-05,-1.7436857003385457e-05,-7.59695291805664e-05,0.0,-2.0756974707544855,0.0
0.05,2,1.0,500,1,base,5,2,297,9,-0.00013840216838832768,-2.7436857003382854e-05,-0.00011096531138494483,0.0,-3.0756037419628375,0.0
0.05,2,1.0,500,1,base,15,1,297,9,-8.603733365351141e-05,-3.143517703699548e-05,-5.460215661651593e-05,0.16666666666666666,-1.9119407478558088,0.0
