signal_date,execution_date,symbol,ret5,ret21,above_sma20,portfolio_next_week
2020-04-17,2020-04-20,AMD,0.16990491938817698,0.4468302658486709,0.18297102755559624,-0.017560281877092798
2020-04-17,2020-04-20,REGN,0.10883889582033679,0.17276288659793804,0.15860166867646552,-0.017560281877092798
2020-04-17,2020-04-20,TSLA,0.3156893542757415,1.0870660539283539,0.35056601272296994,-0.017560281877092798
2020-04-24,2020-04-27,AMD,-0.007420494699646674,0.2587945328254537,0.10676608780449381,-0.07098876231907536
2020-04-24,2020-04-27,REGN,-0.004535944724766483,0.31744148168830577,0.08937550564543195,-0.07098876231907536
2020-04-24,2020-04-27,TSLA,-0.03812227248006994,0.34473806212331937,0.17663762189878152,-0.07098876231907536
2020-05-01,2020-05-04,REGN,-0.07189911870154186,0.05808919762408138,-0.011528716454520027,0.10928072429502644
2020-05-01,2020-05-04,TSLA,-0.03286216644832096,0.45635019519893705,0.02376055225730367,0.10928072429502644
2020-05-08,2020-05-11,REGN,0.07212178877259756,0.09968184568539784,0.033656205652451865,0.020549240993911644
2020-05-08,2020-05-11,TSLA,0.16839673758056217,0.49300342540631115,0.0963049778041789,0.020549240993911644
2020-05-15,2020-05-18,TSLA,-0.024712601596250883,0.072409119577032,0.03969583331978144,-0.002511010031837735
2020-05-22,2020-05-26,DXCM,-0.02987575706796264,0.25838405167059975,0.05980407027527468,0.07754706259609212
2020-05-22,2020-05-26,TSLA,0.022160491509941593,0.15766053030625105,0.03018819145146079,0.07754706259609212
2020-05-22,2020-05-26,ZM,-0.021563804838986456,0.011650600272044453,0.073435177686906,0.07754706259609212
2020-05-29,2020-06-01,DXCM,-0.05273305456093347,0.09505890525950145,-0.029971871722748067,0.06520489774032368
2020-05-29,2020-06-01,TSLA,0.00894151764137252,0.043085033291276664,0.0445007349032116,0.06520489774032368
2020-05-29,2020-06-01,ZM,0.042397490997792886,0.22460954824271107,0.10343979588699992,0.06520489774032368
2020-06-05,2020-06-08,DXCM,-0.03653088736750287,-0.005538579067990712,-0.06546297388352451,0.045345735275275745
2020-06-05,2020-06-08,TSLA,0.06067065868263466,0.13171816299930983,0.06655780228831931,0.045345735275275745
2020-06-05,2020-06-08,ZM,0.1566748384221084,0.38779330169128956,0.1620682127323716,0.045345735275275745
2020-06-12,2020-06-15,DXCM,0.015748031496062964,-0.09079076620825144,-0.028237109830230867,0.094417078238753
2020-06-12,2020-06-15,TSLA,0.05602601449766276,0.18246181854961052,0.07520935876352297,0.094417078238753
2020-06-12,2020-06-15,ZM,0.05741811175337186,0.31338997247816214,0.14546915603051525,0.094417078238753
2020-06-19,2020-06-22,DXCM,0.10569105691056913,0.02350235023502356,0.07869811024929207,-0.009280123772540616
2020-06-19,2020-06-22,TSLA,0.07016080745872877,0.22725489234391083,0.09370705937696178,-0.009280123772540616
2020-06-19,2020-06-22,ZM,0.1091472303206995,0.3875085479826761,0.16626789961129185,-0.009280123772540616
2020-06-26,2020-06-29,TSLA,-0.041122989309621216,0.1910251796329161,0.004502121277298432,0.18695584307103963
2020-06-26,2020-06-29,ZM,0.05470675209462805,0.5701620299602568,0.11371324486078582,0.18695584307103963
2020-07-02,2020-07-06,DOCU,0.1341448931116389,0.29528653780942715,0.17690193613586214,0.1502572465439691
2020-07-02,2020-07-06,TSLA,0.22584636605205,0.3688728821237657,0.2087071395784439,0.1502572465439691
2020-07-02,2020-07-06,ZM,0.008593117798928906,0.16916067360521736,0.09328922416313712,0.1502572465439691
2020-07-10,2020-07-13,DOCU,0.1001099534007015,0.4191827085444104,0.1877734688570556,-0.061553086206307395
2020-07-10,2020-07-13,TSLA,0.27798553770291057,0.5069021023364717,0.3858751362076649,-0.061553086206307395
2020-07-10,2020-07-13,ZM,0.05398487048215794,0.24816758664374272,0.09104643482869212,-0.061553086206307395
2020-07-17,2020-07-20,DOCU,-0.06520394079291791,0.21458165852451905,0.06026008518356574,-0.03200931305132115
2020-07-17,2020-07-20,TSLA,-0.028362412196937914,0.5132638965910123,0.20314470299359222,-0.03200931305132115
2020-07-17,2020-07-20,ZM,-0.10631819335194115,0.04130765331981756,-0.04240691685634179,-0.03200931305132115
2020-07-24,2020-07-27,TSLA,-0.05586205058500571,0.4747359109122131,0.021682820479080434,-0.003677195519758425
2020-07-24,2020-07-27,ZM,8.112273870364284e-05,-0.03649863227823369,-0.04700982713138602,-0.003677195519758425
2020-07-31,2020-08-03,MRNA,0.012156809179073802,0.20311738918655609,-0.012687827480188929,0.011631997197401711
2020-07-31,2020-08-03,TSLA,0.00971065631616086,0.277886444629029,-0.039591123420488206,0.011631997197401711
2020-07-31,2020-08-03,ZM,0.02981018818948722,-0.020144329101223324,-0.014991785455892859,0.011631997197401711
2020-08-07,2020-08-10,MRNA,0.0,0.1405263967985224,-0.057098956891862285,0.006674536877255388
2020-08-07,2020-08-10,TSLA,0.015341496826861256,0.04190693404481172,-0.03563710278887944,0.006674536877255388
2020-08-07,2020-08-10,ZM,0.01898310424953742,-0.04003413475808837,0.003626912857115361,0.006674536877255388
2020-08-14,2020-08-17,MRNA,-0.06680161943319818,-0.1547488082141547,-0.08744494482110143,0.13981716967484936
2020-08-14,2020-08-17,TSLA,0.13629698976395832,0.10000399829406104,0.09369425179595137,0.13981716967484936
2020-08-14,2020-08-17,ZM,-0.053414756696169796,-0.014605294922346523,-0.038477016063334646,0.13981716967484936
2020-08-21,2020-08-24,MRNA,-0.03904555314533631,-0.11788132218239744,-0.0892706627286245,0.03812777164187153
2020-08-21,2020-08-24,ZM,0.18280184557592594,0.15180914512922472,0.11355852063704397,0.03812777164187153
