execution_date,portfolio_next_week,hottest_ret5,hot_symbols
2020-04-20,-0.017560281877092798,0.3156893542757415,"AMD,TSLA"
2020-05-11,0.020549240993911644,0.16839673758056217,TSLA
2020-06-08,0.045345735275275745,0.1566748384221084,ZM
2020-07-06,0.1502572465439691,0.22584636605205,TSLA
2020-07-13,-0.061553086206307395,0.27798553770291057,TSLA
2020-08-24,0.03812777164187153,0.18280184557592594,ZM
2020-09-08,0.010272119835837756,0.23597420389614743,ZM
2020-09-21,0.024315194641767235,0.1774519716885743,MRNA
2020-11-23,0.10340349140718574,0.1985556915544675,TSLA
2020-11-30,-0.02690445818863474,0.1732329200632925,TSLA
2021-01-11,0.02423225797839046,0.2470701602732155,TSLA
2021-02-08,0.0003528091640123687,0.18375475227807603,PDD
2021-03-15,-0.01504782906907809,0.16018061710845388,TSLA
2021-04-19,0.019532056347316473,0.21210615952313372,MRNA
2021-08-09,-0.02551443283299326,0.1700226244343892,MRNA
2021-11-08,0.0024038684781420017,0.1636875660030508,NVDA
2021-11-29,-0.051831449920483275,0.31112525356986587,MRNA
2022-02-07,-0.06614977075249295,0.17445838084378562,AMD
2022-03-21,0.04778980709849323,0.19696832579185508,NVDA
2022-11-07,0.030466690856977507,0.16883852691218126,PDD
2023-01-09,0.03685316313267606,0.16442179347166608,PDD
2023-05-30,0.016778788533542865,0.24571392016376659,NVDA
2023-12-04,-0.013205775673059805,0.22384161752316767,PDD
2024-04-29,-0.002988445512638438,0.1513779527559056,NVDA
2024-05-28,-0.015244847999767441,0.15127758734415386,NVDA
2024-08-19,0.019740696104785016,0.23594622218727856,"NVDA,SMCI"
2024-09-16,0.08943194391940534,0.15822230866478648,NVDA
2024-09-23,0.010896729203027533,0.3010511276660883,CEG
2024-10-28,-0.03316242675890868,0.21971001359311293,TSLA
2024-11-11,-0.03124192634733014,0.2901437866495302,TSLA
2024-12-09,-0.05493763766574489,0.19227913882702308,APP
2025-01-21,-0.03225710714892305,0.20917324875728083,MSTR
2025-02-10,0.15061836892166158,0.34379924839374465,PLTR
2025-02-18,-0.20245478987293652,0.3577398062386883,APP
2025-04-14,0.006831200028133422,0.19645993784623683,PLTR
2025-04-21,0.17801322338276515,0.16472056987589045,MSTR
2025-04-28,0.09284440117846193,0.20260183407976107,"APP,MSTR,PLTR"
2025-08-11,-0.008505883104250489,0.21190121216049773,PLTR
2025-12-01,0.03033602439355354,0.1743556637036301,MU
2026-03-16,0.045353814476439824,0.1507696462327841,MU
2026-04-13,0.05517284500681319,0.16428789368410346,WDC
