execution_date,portfolio_next_week,hottest_ret5,hot_symbols
2020-04-20,-0.017560281877092798,0.3156893542757415,TSLA
2020-07-06,0.1502572465439691,0.22584636605205,TSLA
2020-07-13,-0.061553086206307395,0.27798553770291057,TSLA
2020-09-08,0.010272119835837756,0.23597420389614743,ZM
2021-01-11,0.02423225797839046,0.2470701602732155,TSLA
2021-04-19,0.019532056347316473,0.21210615952313372,MRNA
2021-11-29,-0.051831449920483275,0.31112525356986587,MRNA
2023-05-30,0.016778788533542865,0.24571392016376659,NVDA
2023-12-04,-0.013205775673059805,0.22384161752316767,PDD
2024-08-19,0.019740696104785016,0.23594622218727856,SMCI
2024-09-23,0.010896729203027533,0.3010511276660883,CEG
2024-10-28,-0.03316242675890868,0.21971001359311293,TSLA
2024-11-11,-0.03124192634733014,0.2901437866495302,TSLA
2025-01-21,-0.03225710714892305,0.20917324875728083,MSTR
2025-02-10,0.15061836892166158,0.34379924839374465,PLTR
2025-02-18,-0.20245478987293652,0.3577398062386883,APP
2025-04-28,0.09284440117846193,0.20260183407976107,PLTR
2025-08-11,-0.008505883104250489,0.21190121216049773,PLTR
